Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
O61Atfhf,FINLAND 2,-,2025-06-23,12:30,PK-35,SJK Akatemia,2.18,2.42,4.1,0.0,0.0,1.98,1.65,0.0,0.0,1.72,3.85,4.0,0.0,0.0,0.0,0.0,1.4,2.52,1.93,1.7,2.95,1.3,1.4,2.52,1.21,1.22,2.07,20.0,22.0,32.0,70.0,12.0,8.75,14.0,30.0,11.5,8.5,11.25,25.0,16.0,11.75,16.0,30.0,150.0,0.5813953488372093,0.2597402597402597,0.25,0.3997694916645571,0.44675324675324674,0.43,2.238372093023256,0.9625,2.3255813953488373,1.0389610389610389,2.2800000000000002,2.13,0.1499999999999999,48.74298829568714,46.80290383037871,4.289153328819016,0.5700000000000001,0.5532467532467532,0.03749999999999998,1.4,1.083267920578793,1.6,0.9478594305064438,1.0,1.4142135623730951,0.6,3.456073558887954,0.604,6.5959899198433005,3.0759999999999996,2.551966528977414,0.5037769568850214,0.8052421699024653,0.4444300797241974,0.7827093001709821,3.364,0.8005478265843894,1.0188967894850247,0.7861195130722887,1.0,1.224744871391589,1.4,0.9583148474999099,1.2,1.0865337342004409,0.2,8.215838362577491,-0.9099999999999995,-6.236251633816982,0.8020000000000002,4.277883871855275,0.7635630328037688,0.9366549393459681,0.4750685220324689,1.0103783437856915,5.17,1.0018800908426067,0.8468226412047318,0.8063632948674022
j1JPv08F,SWEDEN 2,ROUND 13,2025-06-23,14:00,Sundsvall,Trelleborg,3.4,2.05,3.4,1.44,2.57,2.85,1.37,6.2,1.09,2.5,3.4,2.5,1.09,6.2,1.39,2.75,2.15,1.62,3.7,1.23,6.5,1.08,1.95,1.8,1.5,1.3,1.5,9.0,7.5,12.0,26.0,7.5,6.5,10.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,401.0,0.4,0.29411764705882354,0.4,0.18557687223952254,0.7352941176470589,1.0,1.3599999999999999,1.3599999999999999,1.0,0.7352941176470589,0.0,0.8999999999999999,0.8999999999999999,0.0,24.22774531795417,-24.22774531795417,0.0,0.2647058823529412,0.36,0.4,1.369306393762915,0.8,1.0458250331675931,1.6,0.5590169943749473,-0.8,-1.0458250331675927,-2.2199999999999998,-0.9668433882945274,-2.12,-1.2334928208067646,0.3145299145299146,0.9331380883188977,0.5746397560351048,0.6813854507853668,2.140000000000001,0.951138351034687,0.5853869479765315,0.7396883216174146,0.8,1.629800601300662,0.2,2.2360679774997845,1.6,1.0458250331675945,-1.4,-1.3923991921155663,-4.7,-1.2448172320263888,-2.84,-1.6106220389990393,0.07407407407407407,2.236067977499805,0.8799999999999999,0.30491836056815375,0.5000000000000003,2.2360679774998116,0.2732922824302134,0.8805331503449859
bRMXxvwS,SWEDEN 2,ROUND 13,2025-06-23,14:00,Helsingborg,Umea FC,2.2,2.4,4.75,1.31,3.15,2.37,1.52,5.0,1.14,1.62,3.8,4.5,1.04,8.75,1.21,4.0,1.62,2.15,2.5,1.47,4.2,1.19,1.67,2.1,1.17,1.22,2.1,15.0,15.0,26.0,51.0,8.5,8.0,15.0,34.0,9.0,8.5,15.0,34.0,13.0,12.0,21.0,41.0,151.0,0.6172839506172839,0.2631578947368421,0.2222222222222222,0.45424689105518223,0.42631578947368426,0.36000000000000004,2.3456790123456788,0.8444444444444444,2.7777777777777777,1.1842105263157896,2.88,2.1799999999999997,0.7000000000000002,55.22216863363612,47.46575899499776,19.29004621918874,0.64,0.5736842105263158,0.15555555555555559,1.4,1.0832679205787932,0.8,1.0458250331675945,1.4,1.5649215928719031,-0.6,-4.013864859597431,-1.754,-3.6686842543345293,-1.239999999999999,-5.159273799619296,0.28244524354364176,1.0762442032388129,0.6112242332830566,0.6088804059768611,1.9859999999999995,1.0795268366949735,0.6230136389678114,0.6398355141477808,0.2,2.2360679774997894,0.6,1.4907119849998594,2.2,0.4979295977319692,-1.6,-0.947859430506444,-10.25,-0.9421077032111204,-2.378,-1.028948182031576,0.45289166440401846,1.533778905203152,0.6447826086956521,0.7574187291255338,5.15,1.682863455242987,0.37975706723990477,1.1413247957160926
Ywpw3cm1,NORWAY 2,ROUND 12,2025-06-23,14:00,Mjondalen,Skeid,3.1,2.3,3.1,1.34,3.0,2.5,1.47,5.3,1.12,2.55,3.6,2.45,1.04,8.25,1.23,3.8,1.7,2.05,2.62,1.44,4.45,1.17,1.62,2.2,1.53,1.29,1.5,13.0,10.0,13.0,23.0,11.0,7.0,10.0,19.0,15.0,10.0,13.0,23.0,26.0,19.0,26.0,41.0,151.0,0.3921568627450981,0.2777777777777778,0.4081632653061224,0.22222691690251617,0.7083333333333333,1.040816326530612,1.411764705882353,1.4693877551020407,0.9607843137254903,0.6805555555555556,0.09999999999999964,1.0500000000000003,1.15,-2.8624052261117376,27.699472808055003,-29.89890183861456,0.040816326530612096,0.29166666666666674,0.4693877551020407,0.4,1.3693063937629093,1.2,0.6972166887783956,3.2,0.6011057519272295,-2.0,-1.2747548783981968,-14.440000000000001,-1.7809272836649872,-3.1839999999999997,-1.1154265029248578,0.5778656126482214,0.7372464774872217,0.4029943378951161,0.871587556451388,3.8659999999999983,0.7742383961314298,0.7404887655862137,0.6081364921347371,0.2,2.2360679774997894,1.2,0.9128709291752765,2.0,0.6123724356957945,-0.8,-0.5590169943749488,-4.1,-0.5858102987548985,-1.2719999999999991,-0.5706431704848781,0.7168564031039315,0.8767429800381531,0.33544973544973533,1.1201847882099125,5.700000000000001,0.8557690811320574,0.6985396825396826,0.7984590832673873
nkIECr5S,ICELAND 1,ROUND 12,2025-06-23,15:00,Vestmannaeyjar,Afturelding,2.77,2.18,3.45,1.35,2.95,2.5,1.47,5.2,1.13,2.2,3.45,3.0,1.04,8.25,1.22,3.9,1.65,2.1,2.55,1.45,4.25,1.18,1.55,2.32,1.39,1.28,1.65,8.25,12.5,18.5,40.0,9.5,6.8,10.5,23.0,12.0,8.75,11.5,25.0,22.0,16.0,22.0,40.0,250.0,0.45454545454545453,0.2898550724637681,0.3333333333333333,0.21957710882338244,0.6376811594202899,0.7333333333333334,1.5681818181818181,1.1500000000000001,1.3636363636363635,0.8695652173913043,0.7999999999999998,1.25,0.4500000000000002,21.801409486351808,32.005383208083494,-12.680383491819825,0.2666666666666666,0.36231884057971014,0.15000000000000005,1.4,1.0832679205787932,1.0,1.4142135623730954,1.2,0.6972166887783964,-0.2,-8.944271909999161,-0.6020000000000006,-8.609319017628938,-0.7540000000000002,-6.4706372980159905,0.42858498623896757,1.3784083186302136,0.656913021618904,0.7152580780937968,2.8300000000000005,1.3768228278457095,0.7001087022559853,0.987026833752403,0.6,2.2360679774997885,0.2,2.2360679774998125,1.6,0.7126096406869609,-1.4,-1.083267920578793,-6.464,-1.0449825503501102,-2.462,-1.3606441790534414,0.07017543859649122,2.2360679774997387,0.8862068965517242,0.2871215690953044,0.46399999999999997,2.236067977499737,0.25149943825079946,1.0481916285465072
t4o6UbkK,IRELAND 1,ROUND 21,2025-06-23,15:45,Waterford,Shelbourne,3.4,2.1,3.4,1.47,2.5,3.0,1.34,6.6,1.08,2.5,3.2,2.5,1.08,6.7,1.36,2.9,2.05,1.7,3.55,1.25,6.2,1.09,1.91,1.91,1.44,1.33,1.44,9.0,8.0,12.0,26.0,8.0,6.5,10.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0,0.4,0.3125,0.4,0.14785799576807496,0.78125,1.0,1.28,1.28,1.0,0.78125,0.0,0.7000000000000002,0.7000000000000002,0.0,19.29004621918874,-19.29004621918874,0.0,0.21875000000000006,0.2800000000000001,2.0,0.7071067811865477,1.6,0.34232659844072993,1.4,0.8144110179279558,0.2,6.519202405202645,0.4479999999999998,11.920671103321808,0.5500000000000004,4.230936828443704,0.7776135337110947,0.3436170862732762,0.19803953925309775,0.3659363292826973,5.618,0.359286172549827,0.9446418207283583,0.3021756639925268,1.0,1.2247448713915892,0.8,1.0458250331675936,1.2,0.6972166887783962,-0.4,-2.850438562747842,-1.3199999999999998,-2.9861364703046895,-0.9099999999999998,-2.802305535528695,0.37027417027417026,1.2356242900698369,0.5723883351790328,0.7161741082578766,2.93,1.264964474192146,0.558134771788185,0.7350948407621242
lISUDnOM,IRELAND 1,ROUND 21,2025-06-23,15:45,St. Patricks,Derry City,3.0,2.0,4.0,1.52,2.35,3.3,1.29,7.3,1.06,2.15,3.1,3.0,1.09,6.1,1.44,2.6,2.3,1.55,4.05,1.2,7.1,1.07,2.0,1.75,1.33,1.33,1.62,7.5,8.0,15.0,34.0,6.5,6.5,12.0,29.0,10.0,9.5,17.0,41.0,21.0,21.0,34.0,67.0,451.0,0.46511627906976744,0.3225806451612903,0.3333333333333333,0.18982375470746457,0.6935483870967741,0.7166666666666667,1.4418604651162792,1.0333333333333334,1.3953488372093024,0.9677419354838709,0.8500000000000001,0.9500000000000002,0.10000000000000009,23.025492008528037,25.407718108948476,-2.86240522611175,0.2833333333333334,0.30645161290322587,0.03333333333333336,1.6,0.8385254915624214,1.4,0.9583148474999102,1.0,1.0,0.4,2.8504385627478444,0.592,3.7178743229664586,2.34,2.148599633647737,0.24481372286250344,0.9505968762784734,0.5710956312349501,0.688897565746235,2.152,0.9358879109076076,0.9982028377539212,0.717166322072431,1.4,1.0832679205787932,0.8,1.0458250331675945,0.8,1.045825033167594,0.0,1.0,-0.043999999999999775,-60.500793997931915,0.26000000000000006,14.413714910278832,0.2038095238095238,0.9631157404103342,0.6304530408576652,0.5605078384458124,1.702,0.9870950140458923,0.6248220705208125,0.7287690955084846
088J6ecD,IRELAND 1,ROUND 21,2025-06-23,15:45,Sligo Rovers,Galway,3.75,2.2,2.75,1.4,2.72,2.77,1.39,6.0,1.09,2.88,3.5,2.05,1.06,7.5,1.3,3.25,1.88,1.83,3.1,1.32,5.4,1.12,1.75,2.0,1.67,1.25,1.36,11.0,8.0,11.0,21.0,9.5,7.0,9.0,17.0,15.0,11.0,15.0,26.0,34.0,23.0,29.0,51.0,251.0,0.3472222222222222,0.2857142857142857,0.48780487804878053,0.25890749754702985,0.8228571428571428,1.404878048780488,1.215277777777778,1.707317073170732,0.7118055555555555,0.5857142857142856,0.8300000000000001,0.6200000000000001,1.4500000000000002,-22.53845004082809,17.223436191131466,-35.942111871382345,0.4048780487804879,0.17714285714285719,0.7073170731707319,1.0,1.2247448713915887,0.8,1.045825033167594,1.0,0.7071067811865474,-0.2,-4.183300132670375,-1.0699999999999998,-2.4901763494531157,-0.15000000000000008,-13.304134695650188,0.27878787878787886,1.0798681919147644,0.6233426704014939,0.5783967491762305,1.8899999999999995,1.110544072997575,0.5842408508118695,0.7776056105049679,0.6,0.9128709291752715,0.6,1.4907119849998616,1.2,0.697216688778396,-0.6,-1.4907119849998582,-2.079999999999999,-1.7073739308203637,-1.42,-1.3749537872524913,0.2911077993045206,1.4383954894061297,0.678447440959547,0.650001966937329,2.1059999999999994,1.4048325549987322,0.4425888464426486,1.0242891112685948
fB5B8HS0,IRELAND 1,ROUND 21,2025-06-23,15:45,Cork City,Drogheda,3.4,2.1,3.25,1.47,2.5,3.05,1.33,6.7,1.08,2.6,3.2,2.45,1.08,6.6,1.37,2.87,2.1,1.65,3.55,1.25,6.2,1.09,1.91,1.91,1.5,1.33,1.44,9.0,7.5,12.0,26.0,8.0,6.5,10.0,21.0,13.0,10.0,15.0,34.0,29.0,23.0,34.0,51.0,301.0,0.3846153846153846,0.3125,0.4081632653061224,0.1443137078762504,0.8125,1.0612244897959184,1.2307692307692308,1.3061224489795917,0.9423076923076923,0.765625,0.1499999999999999,0.6000000000000001,0.75,-4.289153328819016,16.699244233993625,-20.556045219583464,0.061224489795918324,0.18750000000000003,0.3061224489795918,1.0,1.2247448713915892,1.0,0.7071067811865458,1.4,0.3912303982179756,-0.4,-2.8504385627478404,-2.33,-1.858151024483403,-0.45999999999999996,-5.657376368282465,0.4428182264181727,0.572813128777923,0.38968253968253974,0.8801458121636884,3.45,0.5895897277335655,0.6436507936507937,0.6244922647356569,0.8,0.5590169943749462,0.8,1.3693063937629153,1.4,0.9583148474999096,-0.6,-2.2360679774997902,-4.8,-2.2360679774997902,-0.8699999999999996,-2.2360679774997725,0.30895399985089095,1.3695785364632185,0.6734006734006734,0.6641159537309724,2.1799999999999997,1.3694024335446042,0.5312175838446047,1.121603156160893
bqC2Awbl,IRELAND 1,ROUND 21,2025-06-23,15:45,Bohemians,Shamrock Rovers,4.33,1.95,2.88,1.57,2.27,3.4,1.27,7.5,1.06,3.5,2.9,2.1,1.11,5.7,1.47,2.5,2.4,1.5,4.3,1.18,7.5,1.06,2.05,1.7,1.62,1.36,1.25,6.5,6.0,9.0,21.0,8.5,6.0,9.5,21.0,17.0,13.0,19.0,41.0,41.0,34.0,41.0,67.0,501.0,0.2857142857142857,0.3448275862068966,0.47619047619047616,0.24789773536124088,1.206896551724138,1.6666666666666665,0.8285714285714285,1.380952380952381,0.6,0.7241379310344828,1.4,0.6000000000000001,0.7999999999999998,-34.99202019855866,-16.699244233993625,-21.801409486351808,0.6666666666666666,0.20689655172413796,0.3809523809523809,2.4,0.5590169943749477,1.6,0.8385254915624211,0.6,1.4907119849998614,1.0,1.414213562373095,2.4800000000000004,1.1585814900984526,2.3400000000000007,2.3825696582971547,0.4948496299539943,0.9611116571552161,0.40526695526695516,0.4915918544191799,3.5200000000000005,0.8487498212307647,1.0367243867243867,0.6443324282083849,2.6,0.3440104580768911,2.0,0.3535533905932739,1.0,0.0,1.0,0.7071067811865471,1.996,0.6400935401027346,4.052000000000001,0.7843365070439233,0.513724824486949,0.41467668495397414,0.2921607186851089,0.5244963081780472,4.022,0.3749671885917511,1.2568071833315737,0.2911947204715357
