Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
02q72zCL,FINLAND 1,-,2025-07-07,12:00,KTP,Gnistan,3.6,2.4,2.6,1.27,3.4,2.28,1.56,5.1,1.14,3.0,3.6,2.0,1.01,15.0,1.14,5.0,1.55,2.3,2.45,1.48,4.6,1.16,1.5,2.5,1.67,1.25,1.33,17.0,11.0,12.0,21.0,15.0,7.5,9.0,15.0,19.0,12.0,12.0,21.0,34.0,23.0,23.0,34.0,101.0,0.3333333333333333,0.2777777777777778,0.5,0.2819617593716777,0.8333333333333333,1.5,1.2,1.8,0.6666666666666666,0.5555555555555556,1.0,0.6000000000000001,1.6,-26.56505117707799,16.699244233993625,-38.659808254090095,0.5,0.16666666666666669,0.8,1.0,1.224744871391589,1.2,1.0865337342004404,2.4,0.7569125885243727,-1.2,-1.9895560643855534,-4.67,-2.116472450821121,-2.379999999999998,-1.8805513587495006,0.4672327672327672,1.2079782236607108,0.5538402331079223,0.7627412429975312,3.129999999999999,1.1957165125313307,0.7799755995720705,0.8615481488332396,1.6,0.8385254915624211,1.4,0.814411017927956,1.8,1.3833221775543034,-0.4,-5.184110338331928,-1.9600000000000013,-5.074107205380576,-0.35599999999999954,-10.184542624543969,0.6428611994547935,0.7680069989887285,0.3688159793422951,1.0251829241496297,5.0699999999999985,0.7597401689491086,0.8574954002797807,0.6905993764986488
dOXPLDSi,SWEDEN 1,ROUND 14,2025-07-07,14:00,Norrkoping,Brommapojkarna,3.2,2.4,2.88,1.24,3.65,2.17,1.63,4.6,1.15,2.75,3.7,2.4,1.01,15.0,1.15,5.5,1.52,2.55,2.35,1.6,4.3,1.22,1.5,2.5,1.53,1.29,1.4,17.0,12.0,15.0,23.0,13.0,7.5,9.5,17.0,17.0,10.0,11.0,21.0,29.0,19.0,23.0,34.0,101.0,0.36363636363636365,0.27027027027027023,0.4166666666666667,0.2280275262215884,0.7432432432432432,1.1458333333333335,1.3454545454545455,1.5416666666666667,0.8727272727272727,0.6486486486486486,0.3500000000000001,0.9500000000000002,1.3000000000000003,-9.926245506651709,25.407718108948476,-33.02386755579665,0.14583333333333337,0.2567567567567568,0.5416666666666669,0.2,2.236067977499779,0.8,1.0458250331675927,2.2,0.3803000120609436,-1.4,-0.8144110179279557,-3.8400000000000007,-0.962546995042282,-3.409999999999998,-0.6746780297583409,0.3109702897552463,1.031799768243913,0.5883773021403684,0.6643437544262379,2.189999999999999,1.0269405377529497,0.5850625006100001,0.7377407134167144,1.4,1.083267920578793,1.8,0.7243558228002942,1.4,1.0832679205787934,0.4,4.183300132670375,1.5800000000000005,3.8851687391965535,0.8719999999999993,3.977047024925004,0.9826343934703068,0.7082439335262102,0.31216931216931215,1.2615880563861122,7.459999999999999,0.7572006257925459,1.0261904761904763,0.6485899875104293
hIwbiFUp,BOLIVIA 1,ROUND 13,2025-07-07,16:00,Academia del Balompie,Nacional Potosi,3.4,2.4,2.75,1.25,3.55,2.23,1.58,4.9,1.14,3.0,3.6,2.15,1.01,15.0,1.14,5.1,1.54,2.35,2.45,1.5,4.4,1.18,1.5,2.5,1.67,1.29,1.36,17.0,11.0,13.0,21.0,13.0,7.5,9.5,15.0,19.0,11.0,11.0,21.0,34.0,21.0,23.0,34.0,101.0,0.3333333333333333,0.2777777777777778,0.46511627906976744,0.249799919935936,0.8333333333333333,1.3953488372093024,1.2,1.6744186046511629,0.7166666666666667,0.5972222222222222,0.8500000000000001,0.6000000000000001,1.4500000000000002,-23.025492008528037,16.699244233993625,-35.942111871382345,0.39534883720930236,0.16666666666666669,0.6744186046511629,1.2,0.9128709291752767,0.8,1.0458250331675856,1.0,1.224744871391589,-0.2,-8.944271909999157,-2.418,-3.151140063500028,0.49000000000000005,8.160841476894264,0.19527863777089785,1.254954790972348,0.7027651094950491,0.4457208195642755,1.3920000000000001,1.0940599022110784,0.6594809732284566,0.7063452297235338,0.6,0.9128709291752767,0.6,1.4907119849998587,1.2,0.6972166887783958,-0.6,-1.490711984999859,-2.78,-1.7928686894966863,-1.1620000000000004,-1.3725511065825147,0.2602495543672013,1.5388873062995752,0.709181141439206,0.5724522247114725,1.7600000000000016,1.5485430369189295,0.45083020557110753,1.0366586186882893
tYxSLtat,ICELAND 1,ROUND 14,2025-07-07,16:15,Hafnarfjordur,Stjarnan,2.6,2.4,3.25,1.18,4.1,2.08,1.65,4.32,1.18,2.15,3.8,2.87,1.02,17.0,1.09,5.5,1.41,2.65,2.06,1.66,3.4,1.25,1.42,2.65,1.42,1.25,1.7,9.5,15.0,19.5,37.0,13.0,8.25,10.75,20.0,14.5,9.0,11.0,21.0,23.0,14.5,18.0,32.0,150.0,0.46511627906976744,0.2631578947368421,0.3484320557491289,0.28136880078413,0.5657894736842105,0.7491289198606271,1.7674418604651163,1.3240418118466897,1.3348837209302327,0.7552631578947369,0.7200000000000002,1.65,0.9299999999999997,19.798876354524936,39.52263127117112,-24.938427655457218,0.25087108013937287,0.4342105263157895,0.3240418118466898,2.2,0.4979295977319691,1.8,0.6085806194501849,0.4,2.2360679774997942,1.4,0.9583148474999099,3.6499999999999995,1.0848761574368946,4.202,1.0661488788874278,0.714533119783325,0.7750970056470181,0.3619014786898634,1.0090588483909402,4.597999999999999,0.7382682489253131,1.1274752491816666,0.4574626683398303,0.8,1.6298006013006618,1.2,0.9128709291752768,1.8,0.7243558228002944,-0.6,-3.8369548110737806,-1.9920000000000009,-2.5422689950196102,-1.2280000000000002,-5.469177474565962,0.49222583226861427,0.7180877610803215,0.4233076687622142,0.791893843998633,3.2020000000000004,0.6948076657840183,0.7903689130961858,0.721853458928901
fwGKireM,ICELAND 2,ROUND 6,2025-07-07,16:15,Grindavik,Keflavik,3.9,2.42,2.22,1.21,3.9,1.95,1.74,4.0,1.2,3.8,3.95,1.75,1.01,18.0,1.1,5.5,1.38,2.75,1.95,1.75,3.15,1.3,1.44,2.42,2.05,1.21,1.23,19.0,11.5,11.25,16.0,18.5,8.75,8.5,12.0,28.0,13.0,12.0,17.0,60.0,29.0,26.0,35.0,175.0,0.2631578947368421,0.2531645569620253,0.5714285714285714,0.3881556645787852,0.9620253164556961,2.1714285714285713,1.0394736842105263,2.257142857142857,0.46052631578947373,0.4430379746835443,2.05,0.15000000000000036,2.2,-45.707319368544255,4.289153328819029,-47.72631099390627,1.1714285714285713,0.03797468354430389,1.2571428571428573,0.8,1.6298006013006616,2.2,0.38030001206094344,3.4,0.44605149670891464,-1.2,-1.6029486718059456,-4.3500000000000005,-1.8453914703806416,-3.028,-1.5098528480675184,0.982597614306418,0.5376916223962713,0.19154268133970925,0.4639985743197024,6.358,0.5349055182084137,1.2942391213956999,0.3463085219055196,2.0,0.7071067811865477,2.6,0.5832981110808884,1.6,0.5590169943749476,1.0,2.0,2.277999999999999,2.1765438981611864,3.162000000000001,1.7864300708309526,0.9416968023991913,0.7888201054401399,0.30344037016588243,0.8504846448367227,5.92,0.739200267655012,1.5516587787620393,0.4664631925099022
KWX6wxi2,PARAGUAY 1,CLAUSURA,2025-07-07,18:30,Ameliano,Atl. Tembetary,2.25,2.05,6.5,1.47,2.5,3.2,1.29,8.0,1.04,1.6,3.5,5.75,1.05,9.0,1.38,2.95,2.23,1.62,4.5,1.19,10.5,1.03,2.38,1.53,1.14,1.29,2.3,7.0,11.0,29.0,67.0,5.0,7.0,21.0,51.0,6.5,9.0,23.0,67.0,11.0,17.0,41.0,101.0,151.0,0.625,0.2857142857142857,0.17391304347826086,0.5744124561447613,0.4571428571428572,0.2782608695652174,2.1875,0.6086956521739131,3.59375,1.6428571428571428,4.15,1.9,2.25,64.2692943984688,43.53119928561418,48.366460663429805,0.7217391304347827,0.5428571428571428,0.391304347826087,1.0,1.2247448713915892,0.6,1.490711984999859,0.6,1.49071198499986,0.0,1.0,-0.06999999999999976,-35.17304162484201,0.2299999999999999,20.32440123212085,0.16451612903225796,1.421399584269756,0.74017094017094,0.4889996882215558,1.23,1.449117149025657,0.4923389618511571,1.0042764633366108,1.2,0.9128709291752768,0.6,0.9128709291752756,0.8,1.045825033167594,-0.2,-5.477225575051659,-1.04,-3.9185494236769336,-0.21999999999999958,-10.854027701981053,0.24929418407679277,0.9244789243750056,0.6010001492760114,0.6069667598362358,1.8,0.9187686338078451,0.4445476936856247,0.6875213388654446
KOVqFIMi,BOLIVIA 1,ROUND 13,2025-07-07,19:00,Bolivar,Independiente,1.44,3.5,10.0,1.12,5.3,1.68,2.08,3.15,1.3,1.17,7.5,13.0,1.01,29.0,1.02,10.5,1.2,4.2,1.6,2.23,2.4,1.52,1.73,2.0,1.04,1.1,5.0,29.0,41.0,67.0,151.0,15.0,15.0,34.0,81.0,9.5,12.0,21.0,51.0,8.5,10.0,23.0,51.0,151.0,0.8547008547008548,0.13333333333333333,0.07692307692307693,0.8195455634159424,0.156,0.09,6.410256410256411,0.5769230769230769,11.111111111111112,1.7333333333333334,11.83,6.33,5.5,80.40421293996098,72.46576816833861,70.01689347810003,0.91,0.844,0.4230769230769231,1.0,1.2247448713915892,1.4,0.39123039821797395,1.8,0.4648111258522642,-0.4,-2.85043856274785,-0.2880000000000004,-6.8831671466800595,-4.2700000000000005,-2.1248265628945058,0.4159735134223078,0.6671036123942148,0.4585622632996387,0.5516582758683921,2.858,0.5874298891089732,0.9755774279461156,0.25239933565585454,1.6,0.8385254915624211,1.4,0.8144110179279558,1.2,0.9128709291752776,0.2,4.183300132670393,0.09000000000000012,35.57811784138973,1.0459999999999998,2.485490507555533,0.6190798061348829,0.9789594523034699,0.3601850036030176,1.017918737495375,5.178,0.9281632959269053,0.841129986257007,0.709168242897893
SdZwibFt,BRAZIL 2,ROUND 15,2025-07-07,19:00,Operario-PR,Chapecoense-SC,2.5,1.95,6.5,1.54,2.32,3.65,1.24,10.0,1.03,1.75,3.2,5.5,1.06,7.5,1.47,2.55,2.6,1.44,5.6,1.12,11.0,1.03,2.5,1.5,1.14,1.36,2.0,5.5,10.0,26.0,67.0,4.75,6.5,21.0,51.0,6.5,10.0,23.0,67.0,13.0,19.0,41.0,101.0,251.0,0.5714285714285714,0.3125,0.18181818181818182,0.5428671951379729,0.546875,0.3181818181818182,1.8285714285714287,0.5818181818181819,3.142857142857143,1.71875,3.75,1.4500000000000002,2.3,61.92751306414704,35.942111871382345,48.99091309842978,0.6818181818181818,0.45312500000000006,0.41818181818181815,2.2,0.49792959773196904,1.8,0.46481112585226425,0.6,1.4907119849998594,1.2,1.086533734200441,2.6900000000000004,1.0312551757932487,4.57,1.2899060506951334,0.531125794283689,0.3181555270779838,0.2594665983104117,0.3940486533707971,4.292,0.3310670619363797,1.1060783199221333,0.4142683846659627,0.2,2.236067977499768,0.4,1.369306393762915,1.2,0.37267799624996495,-0.8,-0.5590169943749499,-3.8400000000000007,-0.6126298624024896,-1.5340000000000003,-0.5955189930689576,0.2504794332902823,1.3714887696632854,0.6655518394648829,0.6881762314936406,2.45,1.3735770343235811,0.3030735387800605,0.8437617906720607
SjvubtYO,VENEZUELA 1,CLAUSURA,2025-07-07,20:00,La Guaira,Monagas,2.65,2.1,3.75,1.33,2.83,2.6,1.39,5.95,1.07,2.1,3.2,3.35,1.05,10.0,1.3,3.2,1.93,1.78,3.25,1.29,6.5,1.1,1.7,1.93,1.28,1.3,1.7,9.25,10.0,18.0,45.0,7.4,6.2,11.5,29.0,10.25,8.5,13.5,35.0,20.0,17.0,27.0,60.0,450.0,0.47619047619047616,0.3125,0.29850746268656714,0.23671208357737886,0.65625,0.6268656716417911,1.5238095238095237,0.9552238805970149,1.5952380952380951,1.046875,1.25,1.1,0.1499999999999999,32.005383208083494,28.810793742973065,4.289153328819016,0.3731343283582089,0.34375,0.044776119402985044,1.2,0.9128709291752773,0.8,1.629800601300662,0.6,0.9128709291752772,0.2,5.477225575051659,0.27400000000000013,7.240438090130525,1.28,4.10226928434129,0.144313725490196,1.7655098547612216,0.7858185134518925,0.4456960472882368,1.304,1.713623339411871,0.6877539973192035,0.9754267166658609,1.0,1.2247448713915892,1.2,1.4907119849998596,1.0,0.7071067811865475,0.2,8.21583836257749,-0.09800000000000039,-53.94333491659717,0.756,5.01712270671071,0.4953069835529149,1.480541413929466,0.6525737020288137,0.7304828563054061,3.404,1.4852923402368032,0.7422609443852434,1.2436066893065603
GjPhDdi4,BOLIVIA 1,ROUND 13,2025-07-07,21:00,Wilstermann,Guabira,2.4,2.3,4.0,1.3,3.15,2.48,1.48,5.8,1.1,1.85,3.7,3.75,1.02,13.0,1.2,4.2,1.71,2.04,2.9,1.36,5.6,1.11,1.62,2.2,1.25,1.29,1.91,13.0,13.0,21.0,41.0,9.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0,0.5405405405405405,0.27027027027027023,0.26666666666666666,0.34929690044689865,0.5,0.49333333333333335,2.0,0.9866666666666667,2.0270270270270268,1.0135135135135134,1.9,1.85,0.04999999999999982,43.53119928561418,42.76882539196875,1.4320961841646414,0.5066666666666666,0.5,0.013333333333333286,0.4,1.3693063937629075,0.6,1.4907119849998594,2.2,1.2613124477737827,-1.6,-1.296027584582983,-4.845999999999999,-1.5170668436809054,-3.710000000000001,-1.0594054938671633,0.3092394720301697,1.5397867455032002,0.6901098901098901,0.6206515325698744,2.05,1.5143572269536976,0.5103573501699966,0.7743861145855694,0.4,1.3693063937629146,0.8,0.5590169943749466,2.8,0.6388765649999402,-2.0,-0.9354143466934854,-21.5,-1.0578200386552707,-2.46,-0.9220028376310141,0.5943868209422989,0.576751081803914,0.3059364548494983,1.273800866662179,6.649999999999999,0.7021123326272917,0.4613015607580824,0.5100570330333203
