Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
UHZOBcOc,MEXICO 1,APERTURA,2025-08-12,00:00,Juarez,Toluca,3.75,2.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.7,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.2,1.73,1.29,1.3,13.0,9.0,11.0,19.0,12.0,7.0,9.0,15.0,19.0,12.0,13.0,23.0,41.0,26.0,29.0,41.0,151.0,0.29411764705882354,0.27027027027027023,0.48780487804878053,0.28817042346306476,0.9189189189189189,1.6585365853658538,1.0882352941176472,1.804878048780488,0.6029411764705882,0.554054054054054,1.35,0.30000000000000027,1.6500000000000004,-34.01934998982646,8.53076560994814,-39.52263127117113,0.6585365853658538,0.08108108108108115,0.8048780487804881
2BswlfWj,MEXICO 1,APERTURA,2025-08-12,00:05,Atl. San Luis,Cruz Azul,4.5,2.4,2.25,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.9,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.2,2.0,1.25,1.2,15.0,9.0,9.5,15.0,15.0,7.5,8.5,13.0,23.0,15.0,13.0,21.0,41.0,34.0,34.0,41.0,151.0,0.23094688221709006,0.25641025641025644,0.5714285714285714,0.4155079987201373,1.1102564102564103,2.474285714285714,0.9006928406466512,2.2285714285714286,0.40415704387990764,0.44871794871794873,2.58,0.43000000000000016,2.15,-52.217379159029214,-12.133880170633354,-47.0700306530411,1.4742857142857144,0.1102564102564103,1.2285714285714284
WrNHO567,ROMANIA 2,ROUND 2,2025-08-12,12:00,FC Bacau,Poli Iasi,4.65,2.07,2.42,0.0,0.0,0.0,0.0,0.0,0.0,4.15,3.4,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.87,1.98,1.28,1.23,6.9,6.7,8.5,15.0,10.75,6.6,8.25,14.5,22.0,14.0,15.5,27.0,65.0,40.0,50.0,80.0,700.0,0.24096385542168672,0.29411764705882354,0.5464480874316939,0.3786479631346213,1.2205882352941178,2.26775956284153,0.8192771084337348,1.8579234972677594,0.4409638554216867,0.5382352941176471,2.3200000000000003,0.7500000000000004,1.5699999999999998,-49.23639479905884,-20.556045219583478,-38.13191367560171,1.2677595628415301,0.22058823529411778,0.8579234972677594
dbvhBFEr,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-12,13:00,Qarabag (Aze),Shkendija (Mkd),1.67,2.6,8.0,1.25,3.5,2.38,1.5,5.0,1.11,1.3,5.5,8.0,1.03,10.5,1.2,4.33,1.6,2.3,2.5,1.5,4.33,1.2,2.1,1.67,1.04,1.1,3.4,15.0,19.0,41.0,101.0,7.5,11.0,23.0,51.0,6.5,9.5,23.0,51.0,8.0,12.0,29.0,67.0,1000.0,0.7692307692307692,0.18181818181818182,0.125,0.6863015818228629,0.23636363636363636,0.1625,4.230769230769231,0.6875,6.153846153846153,1.4545454545454546,6.7,4.2,2.5,73.37924308610795,64.5366549381284,51.34019174590991,0.8375,0.7636363636363637,0.3125
21zdlPDj,SLOVAKIA 1,ROUND 2,2025-08-12,13:00,Ruzomberok,Skalica,2.67,2.07,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.12,3.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,1.85,1.32,1.32,1.75,6.9,9.25,19.5,55.0,6.6,6.5,13.0,35.0,10.25,9.25,16.0,45.0,21.0,19.5,35.0,90.0,800.0,0.4716981132075471,0.3125,0.2857142857142857,0.24687411308332047,0.6625,0.6057142857142858,1.509433962264151,0.9142857142857144,1.650943396226415,1.09375,1.38,1.08,0.2999999999999998,34.60567555163856,28.369046293278583,8.530765609948128,0.39428571428571424,0.3375,0.08571428571428566
MFjHueBa,SWEDEN 2,ROUND 18,2025-08-12,14:00,Vasteras SK,Orebro,2.0,2.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.55,4.33,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.05,1.14,1.2,2.38,15.0,17.0,29.0,51.0,8.5,8.5,17.0,41.0,8.0,8.5,15.0,41.0,11.0,12.0,21.0,41.0,201.0,0.6451612903225806,0.23094688221709006,0.18181818181818182,0.5348722736520644,0.3579676674364896,0.2818181818181818,2.793548387096774,0.7872727272727272,3.5483870967741935,1.2702078521939955,3.95,2.7800000000000002,1.17,63.14557865948141,54.26783626282112,30.327634119133858,0.7181818181818183,0.6420323325635104,0.2127272727272727
pYsfiUtg,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-12,14:00,Plzen (Cze),Rangers (Sco),2.1,2.4,4.5,1.29,3.5,2.38,1.53,5.0,1.14,1.58,4.1,4.75,1.01,15.0,1.13,4.5,1.57,2.3,2.5,1.47,4.33,1.17,1.63,2.1,1.13,1.19,2.2,15.0,17.0,26.0,51.0,9.0,8.0,15.0,34.0,9.0,9.0,15.0,34.0,12.0,13.0,21.0,41.0,151.0,0.6329113924050632,0.24390243902439027,0.21052631578947367,0.48161228200040357,0.38536585365853665,0.33263157894736844,2.594936708860759,0.863157894736842,3.0063291139240507,1.1585365853658538,3.17,2.5199999999999996,0.6500000000000004,57.75156488651744,51.56269850893746,18.004161605913392,0.6673684210526316,0.6146341463414634,0.13684210526315796
hS4tqiWr,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-12,14:00,Pafos (Cyp),Dyn. Kyiv (Ukr),3.6,2.05,2.88,1.44,2.63,6.0,1.08,13.0,1.01,3.1,3.5,2.2,1.06,8.0,1.36,3.0,2.08,1.73,3.75,1.25,7.0,1.08,1.8,1.8,1.62,1.29,1.36,9.5,7.0,11.0,21.0,9.0,6.5,9.0,21.0,15.0,12.0,17.0,29.0,34.0,26.0,34.0,51.0,800.0,0.3225806451612903,0.2857142857142857,0.45454545454545453,0.2269884585845247,0.8857142857142858,1.409090909090909,1.129032258064516,1.5909090909090908,0.7096774193548387,0.6285714285714287,0.8999999999999999,0.3999999999999999,1.2999999999999998,-24.22774531795417,11.309932474020211,-33.02386755579664,0.409090909090909,0.11428571428571425,0.5909090909090908
OCvWPh3C,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-12,14:00,Fenerbahce (Tur),Feyenoord (Ned),2.0,2.5,4.75,1.25,3.75,2.2,1.62,4.5,1.17,1.53,4.5,5.25,1.01,11.0,1.18,4.5,1.62,2.2,2.57,1.47,4.5,1.17,1.54,2.25,1.11,1.13,2.38,19.0,19.0,29.0,51.0,9.0,9.0,17.0,34.0,10.0,8.0,15.0,34.0,13.0,12.0,19.0,41.0,126.0,0.6535947712418301,0.2222222222222222,0.19047619047619047,0.5232201609303523,0.34,0.2914285714285714,2.941176470588235,0.8571428571428571,3.4313725490196076,1.1666666666666667,3.7199999999999998,2.9699999999999998,0.75,61.73599585147607,56.043648816425964,20.556045219583464,0.7085714285714285,0.6599999999999999,0.14285714285714285
OnqLPXCG,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-12,14:00,FC Copenhagen (Den),Malmo FF (Swe),2.2,2.05,6.0,1.41,2.63,3.25,1.3,8.0,1.04,1.65,3.6,5.5,1.08,7.0,1.4,2.75,2.25,1.62,4.0,1.22,7.5,1.07,2.2,1.62,1.13,1.29,2.1,7.5,12.0,26.0,51.0,5.5,7.0,19.0,51.0,7.0,9.5,21.0,51.0,12.0,17.0,34.0,81.0,1250.0,0.6060606060606061,0.2777777777777778,0.18181818181818182,0.537224403291229,0.4583333333333333,0.3,2.181818181818182,0.6545454545454545,3.3333333333333335,1.5277777777777777,3.85,1.9500000000000002,1.9,62.549002229067774,44.27477570094075,43.53119928561418,0.7000000000000001,0.5416666666666667,0.34545454545454546
