Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
IVazQgbc,SOUTH KOREA 1,ROUND 25,2025-08-08,07:30,Jeonbuk,Anyang,2.1,2.4,5.0,1.28,3.35,2.47,1.48,6.34,1.08,1.67,3.75,4.5,1.01,15.0,1.23,4.03,1.72,2.13,2.8,1.42,4.98,1.16,1.73,2.0,1.18,1.25,2.15,13.0,15.0,26.0,51.0,8.0,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0,0.5988023952095809,0.26666666666666666,0.2222222222222222,0.4433960057161269,0.4453333333333333,0.3711111111111111,2.245508982035928,0.8333333333333334,2.694610778443114,1.2,2.83,2.08,0.75,54.75062460294227,46.12330271407543,20.556045219583464,0.6288888888888889,0.5546666666666666,0.16666666666666666
jP7l2j6j,SOUTH KOREA 1,ROUND 25,2025-08-08,07:30,Seoul,Daegu,1.83,2.6,6.5,1.23,3.7,2.25,1.57,5.38,1.12,1.38,4.75,7.0,1.01,15.0,1.19,4.53,1.61,2.33,2.5,1.51,4.35,1.2,1.83,1.83,1.1,1.18,3.0,17.0,21.0,41.0,81.0,8.0,9.5,21.0,51.0,7.5,8.5,19.0,41.0,9.5,11.0,23.0,51.0,251.0,0.7246376811594204,0.21052631578947367,0.14285714285714285,0.6462770177694103,0.2905263157894737,0.19714285714285712,3.4420289855072466,0.6785714285714286,5.072463768115942,1.4736842105263157,5.62,3.37,2.25,70.41078549903672,59.31206347058677,48.366460663429805,0.8028571428571428,0.7094736842105264,0.32142857142857145
UPTRPXKt,CHINA 1,ROUND 20,2025-08-08,08:35,Dalian Yingbo,Chengdu Rongcheng,4.75,2.3,2.3,1.32,3.1,2.55,1.45,6.16,1.09,4.5,3.75,1.73,1.02,12.0,1.24,3.97,1.77,2.06,2.8,1.42,5.33,1.15,1.7,2.05,2.05,1.25,1.18,12.0,8.0,9.0,15.0,13.0,7.0,8.5,15.0,21.0,13.0,15.0,23.0,41.0,34.0,34.0,41.0,201.0,0.2222222222222222,0.26666666666666666,0.5780346820809249,0.4306717668600979,1.2,2.601156069364162,0.8333333333333334,2.167630057803468,0.3844444444444444,0.4613333333333333,2.77,0.75,2.02,-54.169899877145546,-20.556045219583464,-45.28505127758383,1.6011560693641618,0.2,1.1676300578034682
AVP7Iw4E,UKRAINE 2,ROUND 2,2025-08-08,09:00,Vorskla Poltava,UCSA,2.25,2.1,4.8,1.38,2.45,0.0,0.0,0.0,0.0,1.7,3.4,4.4,1.03,9.0,1.29,3.3,2.05,1.63,3.6,1.25,7.5,1.06,2.02,1.72,1.18,1.26,2.07,8.25,7.9,16.0,45.0,4.75,5.4,11.0,32.0,5.7,6.5,13.0,37.0,9.5,10.75,21.0,60.0,100.0,0.5882352941176471,0.29411764705882354,0.22727272727272727,0.4310651627251215,0.5,0.3863636363636363,2.0,0.7727272727272726,2.588235294117647,1.2941176470588236,2.7,1.7,1.0000000000000004,53.47114463301483,40.36453657309736,26.565051177078,0.6136363636363636,0.5,0.22727272727272735
2wSZNBkg,CHINA 1,ROUND 20,2025-08-08,09:00,Henan Songshan Longmen,Shenzhen Xinpengcheng,2.0,2.6,5.0,1.24,3.66,2.2,1.6,4.87,1.14,1.55,4.5,5.25,1.01,15.0,1.16,4.97,1.54,2.43,2.33,1.61,4.0,1.23,1.62,2.2,1.13,1.15,2.38,19.0,19.0,29.0,51.0,9.5,9.0,15.0,34.0,9.0,8.5,15.0,34.0,12.0,11.0,19.0,41.0,151.0,0.6451612903225806,0.2222222222222222,0.19047619047619047,0.5192850679084487,0.34444444444444444,0.29523809523809524,2.903225806451613,0.8571428571428571,3.3870967741935485,1.1666666666666667,3.7,2.95,0.75,61.606980578617005,55.864059922087726,20.556045219583464,0.7047619047619048,0.6555555555555556,0.14285714285714285
QozyCIjd,UKRAINE 1,ROUND 2,2025-08-08,09:30,SC Poltava,Veres-Rivne,3.75,1.82,3.3,1.62,2.16,4.0,1.2,11.0,1.01,2.95,2.8,2.52,1.16,5.14,1.65,2.25,2.8,1.42,5.67,1.13,12.0,1.03,2.18,1.53,1.5,1.37,1.33,4.75,5.4,9.75,25.0,6.0,5.5,10.0,26.0,12.0,11.25,18.5,50.0,35.0,32.0,55.0,120.0,700.0,0.3389830508474576,0.35714285714285715,0.3968253968253968,0.07917193003565107,1.0535714285714286,1.1706349206349207,0.9491525423728813,1.111111111111111,0.8542372881355932,0.9,0.43000000000000016,0.15000000000000036,0.2799999999999998,-12.133880170633354,-4.289153328819029,-7.969610394321354,0.1706349206349207,0.0535714285714287,0.11111111111111104
4bj2NDYa,EGYPT 1,ROUND 1,2025-08-08,11:00,Wadi Degla,Pyramids,7.2,2.07,2.05,1.41,2.65,2.85,1.36,7.0,1.06,7.7,3.35,1.53,1.06,8.5,1.32,3.05,2.0,1.61,3.55,1.24,6.5,1.07,2.15,1.62,2.47,1.28,1.09,6.0,5.2,6.3,10.75,15.0,6.8,8.0,14.0,50.0,24.0,20.0,35.0,250.0,110.0,100.0,120.0,101.0,0.12987012987012986,0.29850746268656714,0.6535947712418301,0.75602703926144,2.298507462686567,5.032679738562091,0.43506493506493504,2.189542483660131,0.1987012987012987,0.45671641791044776,6.17,4.35,1.82,-72.03994437400256,-65.30844183652194,-42.3021943666837,4.032679738562091,1.298507462686567,1.1895424836601307
Ktozu6Zj,ROMANIA 2,ROUND 2,2025-08-08,11:00,CSM Satu Mare,FC Bihor,3.25,2.05,3.15,1.38,2.75,2.8,1.37,5.73,1.08,2.65,3.2,2.57,1.02,10.0,1.25,3.33,1.83,1.8,3.1,1.28,7.0,1.05,1.65,2.1,1.5,1.32,1.47,7.2,8.75,13.5,29.0,8.75,6.2,9.5,20.0,13.5,9.75,12.5,27.0,30.0,22.0,29.0,55.0,400.0,0.37735849056603776,0.3125,0.38910505836575876,0.12220088890729654,0.8281249999999999,1.0311284046692608,1.207547169811321,1.2451361867704283,0.969811320754717,0.8031249999999999,0.08000000000000007,0.5500000000000003,0.6300000000000003,-2.290610042638532,15.376251248826193,-17.484427323220714,0.03112840466926073,0.17187500000000008,0.24513618677042817
txXm9E6T,CZECH 2,ROUND 5,2025-08-08,12:00,Sparta Prague B,Kromeriz,2.4,2.38,4.0,1.27,3.32,2.43,1.47,5.81,1.09,1.83,3.5,3.6,1.02,13.0,1.2,3.92,1.66,2.05,2.58,1.42,4.84,1.13,1.62,2.2,1.25,1.25,1.8,13.0,13.0,21.0,41.0,9.0,7.0,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,21.0,41.0,151.0,0.5464480874316939,0.2857142857142857,0.2777777777777778,0.33403149745258276,0.5228571428571429,0.5083333333333333,1.9125683060109289,0.9722222222222222,1.9672131147540983,1.0285714285714287,1.77,1.67,0.10000000000000009,41.50882857064522,39.861881422551,2.86240522611175,0.49166666666666664,0.47714285714285715,0.0277777777777778
h2JEkZkg,SLOVAKIA 2,ROUND 3,2025-08-08,12:00,Pohronie,Zilina B,2.6,2.18,3.65,1.29,3.15,2.14,1.46,4.94,1.13,2.05,3.5,3.15,1.02,13.0,1.2,3.8,1.63,2.08,2.5,1.42,5.0,1.17,1.52,2.2,1.3,1.26,1.72,13.0,11.25,17.5,37.0,9.25,6.7,10.25,23.0,11.0,8.0,11.25,25.0,19.0,14.0,19.0,40.0,250.0,0.48780487804878053,0.2857142857142857,0.31746031746031744,0.2609094129383027,0.5857142857142856,0.6507936507936507,1.707317073170732,1.1111111111111112,1.5365853658536586,0.9,1.1,1.4500000000000002,0.3500000000000001,28.810793742973065,35.942111871382345,-9.926245506651709,0.34920634920634924,0.4142857142857143,0.11111111111111115
