Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
faFtlMZI,ROMANIA 2,ROUND 3,2025-08-15,05:00,FC Bihor,CSC Dumbravita,1.85,2.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.38,4.55,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.65,1.09,1.17,3.05,7.9,17.5,45.0,175.0,6.3,9.0,24.0,90.0,6.0,8.5,23.0,90.0,8.25,12.0,32.0,120.0,1000.0,0.7246376811594204,0.21978021978021978,0.13333333333333333,0.6836915049381431,0.3032967032967033,0.184,3.2971014492753623,0.6066666666666667,5.434782608695652,1.6483516483516485,6.12,3.17,2.95,71.90274341328656,57.75156488651744,55.864059922087726,0.8160000000000001,0.6967032967032967,0.39333333333333337
QFRPzBCF,SOUTH KOREA 1,ROUND 26,2025-08-15,07:00,Anyang,Pohang,3.6,2.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.2,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.91,1.57,1.36,1.36,9.0,7.5,11.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0,0.3225806451612903,0.3125,0.425531914893617,0.16112554756955325,0.96875,1.3191489361702127,1.032258064516129,1.3617021276595744,0.7580645161290323,0.734375,0.75,0.10000000000000009,0.8500000000000001,-20.556045219583464,2.86240522611175,-23.025492008528037,0.3191489361702127,0.03125000000000003,0.3617021276595745
4h5r8O7F,SOUTH KOREA 2,ROUND 25,2025-08-15,07:00,Jeonnam,Bucheon FC 1995,3.0,2.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.4,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.4,1.29,1.53,11.0,9.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,15.0,29.0,23.0,19.0,29.0,51.0,201.0,0.4347826086956522,0.29411764705882354,0.36363636363636365,0.19633917187026106,0.676470588235294,0.8363636363636363,1.4782608695652175,1.2363636363636363,1.1956521739130437,0.8088235294117647,0.4500000000000002,1.1,0.6499999999999999,12.680383491819825,28.810793742973065,-18.00416160591338,0.1636363636363637,0.3235294117647059,0.23636363636363633
IaBKWTOO,UKRAINE 2,ROUND 3,2025-08-15,07:00,Viktoria,Livyi Bereg,3.8,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.78,1.65,1.32,1.31,7.6,5.2,7.3,14.5,6.7,4.75,6.8,13.5,12.0,8.5,10.75,22.0,29.0,21.0,27.0,45.0,300.0,0.3076923076923077,0.3333333333333333,0.4716981132075471,0.21274145163801716,1.0833333333333333,1.5330188679245282,0.9230769230769231,1.4150943396226414,0.6523076923076924,0.7066666666666667,1.13,0.25,0.8799999999999999,-29.46644827512009,-7.125016348901798,-23.74949449286676,0.5330188679245282,0.08333333333333333,0.4150943396226414
CI8j62xS,SOUTH KOREA 2,ROUND 25,2025-08-15,07:00,Ansan Greeners,Asan,4.75,2.2,2.38,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.83,2.0,1.29,1.2,10.0,7.0,8.5,15.0,12.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,34.0,41.0,51.0,251.0,0.23094688221709006,0.2857142857142857,0.5714285714285714,0.41243887112136013,1.237142857142857,2.474285714285714,0.8083140877598153,2.0,0.40415704387990764,0.5,2.58,0.8300000000000001,1.75,-52.217379159029214,-22.53845004082809,-41.18592516570965,1.4742857142857144,0.23714285714285716,1.0
vaTHxXs3,SOUTH KOREA 1,ROUND 26,2025-08-15,07:00,Jeju SK,Gangwon,3.0,2.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.36,1.3,1.57,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0,0.4347826086956522,0.29411764705882354,0.3333333333333333,0.1919918745803456,0.676470588235294,0.7666666666666666,1.4782608695652175,1.1333333333333333,1.3043478260869565,0.8823529411764706,0.7000000000000002,1.1,0.3999999999999999,19.29004621918874,28.810793742973065,-11.309932474020211,0.2333333333333334,0.3235294117647059,0.1333333333333333
6iCcGKmp,CHINA 1,ROUND 21,2025-08-15,08:35,Shanghai Port,Henan Songshan Longmen,1.57,3.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,6.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,2.25,1.07,1.11,3.75,34.0,41.0,51.0,101.0,17.0,15.0,26.0,51.0,11.0,10.0,19.0,41.0,10.0,10.0,19.0,41.0,101.0,0.8,0.15384615384615385,0.10526315789473684,0.7262301342821769,0.19230769230769232,0.13157894736842105,5.2,0.6842105263157895,7.6,1.4615384615384615,8.25,5.25,3.0,76.37300514010846,69.14554196042165,56.309932474020215,0.868421052631579,0.8076923076923077,0.3157894736842105
ClF5EbId,CHINA 1,ROUND 21,2025-08-15,09:00,Yunnan Yukun,Wuhan Three Towns,2.5,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.2,1.29,1.25,1.8,15.0,13.0,21.0,41.0,9.0,7.5,12.0,26.0,10.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0,0.5263157894736842,0.2631578947368421,0.2777777777777778,0.3367840809325984,0.5,0.5277777777777778,2.0,1.0555555555555556,1.8947368421052633,0.9473684210526316,1.7000000000000002,1.9,0.19999999999999973,40.36453657309736,43.53119928561418,-5.710593137499635,0.47222222222222227,0.5,0.05555555555555548
MXHBYkfC,UKRAINE 2,ROUND 3,2025-08-15,09:30,Probiy Horodenka,Bukovyna,6.2,2.12,2.02,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.75,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1.52,2.55,1.21,1.11,8.0,4.2,4.65,7.1,9.5,6.0,6.7,10.25,23.0,15.0,16.5,25.0,80.0,50.0,55.0,90.0,41.0,0.1639344262295082,0.26666666666666666,0.6802721088435374,0.6135392733033699,1.6266666666666665,4.149659863945578,0.6147540983606558,2.5510204081632653,0.24098360655737705,0.392,4.63,2.3499999999999996,2.2800000000000002,-66.63732413055114,-49.60009566626328,-48.74298829568714,3.1496598639455784,0.6266666666666666,1.5510204081632655
p4pmTSne,PORTUGAL 1,ROUND 2,2025-08-15,11:30,AFS,Casa Pia,3.6,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.8,1.44,1.36,1.4,7.5,7.5,12.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,401.0,0.3448275862068966,0.3333333333333333,0.3802281368821293,0.0673147818051845,0.9666666666666667,1.102661596958175,1.0344827586206897,1.1406844106463878,0.906896551724138,0.8766666666666666,0.27,0.10000000000000009,0.3700000000000001,-7.688447769902874,2.86240522611175,-10.481218144130922,0.10266159695817492,0.03333333333333336,0.14068441064638787
