Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
l2EGgAqp,MEXICO 2,APERTURA,2025-08-03,00:00,Dorados de Sinaloa,Cancun,3.35,2.12,2.85,1.35,2.88,2.65,1.41,7.5,1.07,2.85,3.4,2.25,1.04,10.5,1.27,3.4,1.79,1.87,3.25,1.29,6.4,1.08,1.7,1.93,1.62,1.27,1.35,10.5,7.6,10.5,20.0,9.0,6.2,8.5,17.0,14.0,9.75,13.0,25.0,30.0,22.0,28.0,55.0,400.0,0.3508771929824561,0.29411764705882354,0.4444444444444444,0.20300510502043995,0.8382352941176471,1.2666666666666666,1.1929824561403508,1.511111111111111,0.7894736842105263,0.6617647058823529,0.6000000000000001,0.5499999999999998,1.15,-16.699244233993625,15.376251248826184,-29.89890183861456,0.2666666666666667,0.1617647058823529,0.5111111111111111
E5XnjWsh,ROMANIA 2,ROUND 1,2025-08-03,05:00,Chindia Targoviste,Sepsi Sf. Gheorghe,4.15,2.02,2.67,1.4,2.75,2.85,1.36,6.72,1.05,3.8,3.05,2.05,1.06,9.0,1.28,3.15,1.97,1.7,3.6,1.22,7.0,1.04,1.9,1.82,1.78,1.33,1.27,6.2,6.2,9.0,18.5,9.75,6.0,8.75,18.5,20.0,12.5,15.0,32.0,60.0,37.0,45.0,80.0,700.0,0.2631578947368421,0.3278688524590164,0.48780487804878053,0.2959453301363129,1.2459016393442623,1.853658536585366,0.8026315789473684,1.4878048780487805,0.5394736842105263,0.6721311475409836,1.75,0.75,1.0,-41.18592516570965,-20.556045219583464,-26.56505117707799,0.853658536585366,0.24590163934426232,0.48780487804878053
htpc0JNb,CZECH 2,ROUND 4,2025-08-03,05:15,Slavia Prague B,Ceske Budejovice,2.2,2.4,5.0,1.27,3.32,2.32,1.51,5.81,1.09,1.6,4.1,4.1,1.01,13.0,1.17,4.23,1.61,2.12,2.58,1.42,4.84,1.13,1.73,2.0,1.2,1.2,2.2,15.0,13.0,23.0,51.0,8.0,8.5,15.0,34.0,8.5,8.5,17.0,34.0,13.0,13.0,23.0,51.0,201.0,0.625,0.24390243902439027,0.24390243902439027,0.44184969580838707,0.39024390243902446,0.39024390243902446,2.5624999999999996,1.0,2.5624999999999996,1.0,2.4999999999999996,2.4999999999999996,0.0,51.340191745909905,51.340191745909905,0.0,0.6097560975609756,0.6097560975609756,0.0
0lxVdpH6,CZECH 2,ROUND 4,2025-08-03,05:15,Zizkov,Prostejov,2.4,2.3,4.33,1.29,3.15,2.43,1.47,6.28,1.07,1.8,3.75,3.4,1.01,11.0,1.2,3.92,1.68,2.02,2.72,1.38,5.33,1.11,1.67,2.1,1.29,1.22,1.83,13.0,12.0,21.0,41.0,8.5,7.5,12.0,29.0,9.5,8.5,15.0,34.0,15.0,15.0,23.0,41.0,201.0,0.5555555555555556,0.26666666666666666,0.29411764705882354,0.34847978041900995,0.48000000000000004,0.5294117647058824,2.0833333333333335,1.1029411764705883,1.8888888888888888,0.9066666666666666,1.5999999999999999,1.95,0.3500000000000001,38.65980825409009,44.27477570094075,-9.926245506651709,0.47058823529411764,0.52,0.10294117647058826
MLZfZD5C,SLOVAKIA 2,ROUND 2,2025-08-03,05:30,Malzenice,Puchov,3.45,2.25,2.57,1.3,3.05,2.55,1.44,5.5,1.12,3.05,3.55,2.07,1.01,11.0,1.21,3.55,1.79,1.87,2.88,1.32,5.2,1.09,1.65,1.98,1.72,1.26,1.32,11.25,7.8,9.75,17.5,9.75,6.5,8.25,15.0,15.0,10.25,13.0,23.0,35.0,23.0,29.0,50.0,350.0,0.3278688524590164,0.28169014084507044,0.48309178743961356,0.26050560864662575,0.8591549295774648,1.4734299516908214,1.1639344262295082,1.714975845410628,0.6786885245901639,0.5830985915492958,0.98,0.5,1.48,-26.104854009099295,14.036243467926479,-36.501441120506314,0.4734299516908213,0.14084507042253522,0.7149758454106281
tOkdXizP,SLOVAKIA 2,ROUND 2,2025-08-03,05:30,Zilina B,Lubovna,2.02,2.4,4.7,1.2,3.7,2.28,1.54,4.25,1.18,1.57,4.2,4.75,1.01,17.0,1.15,4.2,1.51,2.32,2.4,1.44,4.2,1.15,1.57,2.1,1.16,1.19,2.35,16.0,16.0,28.0,75.0,8.75,8.0,14.5,37.0,8.5,7.7,13.5,35.0,11.5,10.5,18.5,45.0,250.0,0.6369426751592356,0.23809523809523808,0.21052631578947367,0.4846762333697143,0.3738095238095238,0.3305263157894737,2.6751592356687897,0.8842105263157896,3.0254777070063694,1.130952380952381,3.1799999999999997,2.63,0.5499999999999998,57.832947414224144,52.748598564570045,15.376251248826184,0.6694736842105262,0.6261904761904762,0.11578947368421048
MoPqfzKt,AUSTRIA 2,ROUND 1,2025-08-03,05:30,Hertha Wels,Floridsdorfer AC,3.0,2.2,3.1,1.33,3.15,2.45,1.51,5.46,1.13,2.55,3.4,2.55,1.03,9.37,1.2,4.04,1.68,2.1,2.57,1.44,4.5,1.17,1.53,2.35,1.52,1.29,1.52,8.25,10.25,14.5,29.0,11.25,6.8,9.5,19.5,15.5,9.5,11.25,24.0,30.0,18.5,22.0,40.0,250.0,0.3921568627450981,0.29411764705882354,0.3921568627450981,0.17320508075688773,0.75,1.0,1.3333333333333335,1.3333333333333335,1.0,0.75,0.0,0.8500000000000001,0.8500000000000001,0.0,23.025492008528037,-23.025492008528037,0.0,0.25000000000000006,0.33333333333333337
t8NSUiJG,UKRAINE 2,ROUND 1,2025-08-03,06:00,MFC Metalurh,Metalist Kharkiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.25,2.0,0.0,0.0,1.33,2.86,2.03,1.64,0.0,0.0,0.0,0.0,1.85,1.77,1.65,1.24,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3225806451612903,0.3076923076923077,0.5,0.24521670933464995,0.9538461538461539,1.55,1.0483870967741935,1.625,0.6451612903225806,0.6153846153846154,1.1,0.1499999999999999,1.25,-28.810793742973065,4.289153328819016,-32.005383208083494,0.55,0.04615384615384613,0.625
ERbkoQdt,JAPAN 2,ROUND 24,2025-08-03,07:00,Kumamoto,Mito,4.0,2.1,2.88,1.42,2.58,3.15,1.29,8.62,1.03,3.25,3.2,2.2,1.03,8.62,1.33,2.95,2.08,1.63,3.92,1.2,8.62,1.03,1.8,1.8,1.63,1.33,1.3,8.5,7.0,10.0,21.0,9.0,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,301.0,0.3076923076923077,0.3125,0.45454545454545453,0.20542607680828742,1.015625,1.477272727272727,0.9846153846153847,1.4545454545454546,0.676923076923077,0.6875,1.0499999999999998,0.04999999999999982,1.0,-27.699472808054992,-1.4320961841646414,-26.56505117707799,0.4772727272727271,0.015624999999999944,0.45454545454545453
vHOKJ9h5,UKRAINE 1,ROUND 1,2025-08-03,07:00,Kudrivka-Nyva,Oleksandriya,5.3,1.95,2.4,1.56,2.27,3.64,1.24,9.33,1.03,4.9,3.25,1.72,1.11,6.27,1.55,2.47,2.55,1.49,4.81,1.17,9.99,1.04,2.27,1.5,2.05,1.28,1.16,6.5,4.6,6.2,12.0,8.75,6.3,8.5,16.5,23.0,16.5,22.0,40.0,80.0,60.0,80.0,150.0,81.0,0.2040816326530612,0.3076923076923077,0.5813953488372093,0.4833973597937676,1.5076923076923079,2.8488372093023258,0.6632653061224489,1.8895348837209303,0.3510204081632653,0.5292307692307692,3.1800000000000006,1.6500000000000004,1.53,-57.83294741422416,-39.52263127117113,-37.41598861857788,1.848837209302326,0.5076923076923078,0.8895348837209303
