Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
d8NwzVxn,UKRAINE 1,ROUND 1,2025-08-04,12:00,Metalist 1925,Obolon,2.4,2.07,4.6,1.45,2.55,3.05,1.33,7.67,1.05,1.78,3.5,4.15,1.07,8.12,1.38,2.95,2.13,1.72,3.66,1.27,7.34,1.08,1.93,1.7,1.2,1.25,2.0,8.75,9.75,20.0,60.0,5.8,6.5,13.5,40.0,7.1,8.0,16.5,50.0,12.5,14.0,30.0,90.0,800.0,0.5617977528089888,0.2857142857142857,0.24096385542168672,0.3895848900963463,0.5085714285714286,0.4289156626506024,1.9662921348314606,0.8433734939759036,2.3314606741573036,1.1857142857142857,2.37,1.72,0.6500000000000004,49.839587576297575,40.69553103949202,18.004161605913392,0.5710843373493976,0.49142857142857144,0.15662650602409645
AcnBKTl4,FINLAND 1,-,2025-08-04,12:00,Ilves,Gnistan,1.73,2.75,7.0,1.2,3.92,2.06,1.65,4.41,1.16,1.33,5.25,7.0,1.01,19.0,1.09,5.81,1.41,2.62,2.06,1.65,3.41,1.25,1.75,2.0,1.1,1.17,3.25,21.0,23.0,41.0,81.0,10.0,11.0,21.0,51.0,8.0,9.0,19.0,41.0,9.5,10.0,21.0,51.0,201.0,0.7518796992481203,0.19047619047619047,0.14285714285714285,0.6413953794147693,0.25333333333333335,0.19,3.9473684210526314,0.75,5.263157894736842,1.3333333333333333,5.67,3.92,1.75,70.57053732402656,62.96913974015701,41.18592516570965,0.8099999999999999,0.7466666666666667,0.25
jRhEue36,ROMANIA 1,ROUND 4,2025-08-04,13:00,Unirea Slobozia,Otelul,3.4,2.0,3.5,1.48,2.47,3.41,1.25,11.0,1.01,2.55,3.1,2.63,1.08,7.48,1.46,2.65,2.38,1.59,4.53,1.19,11.0,1.03,2.0,1.73,1.4,1.33,1.44,7.5,7.0,12.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,23.0,41.0,67.0,1250.0,0.3921568627450981,0.3225806451612903,0.3802281368821293,0.10766418810220021,0.8225806451612903,0.9695817490494296,1.215686274509804,1.1787072243346008,1.031372549019608,0.8483870967741934,0.08000000000000007,0.5500000000000003,0.4700000000000002,2.290610042638532,15.376251248826193,-13.224551192213534,0.03041825095057037,0.17741935483870977,0.17870722433460084
6PuKI7JG,FINLAND 1,-,2025-08-04,13:00,HJK,Inter Turku,3.0,2.38,3.1,1.25,3.41,2.32,1.51,5.33,1.11,2.4,3.5,2.55,1.01,15.0,1.16,4.41,1.58,2.18,2.43,1.47,4.23,1.17,1.5,2.38,1.5,1.29,1.53,15.0,12.0,15.0,26.0,11.0,7.0,10.0,19.0,15.0,10.0,12.0,23.0,23.0,17.0,21.0,34.0,126.0,0.4166666666666667,0.2857142857142857,0.3921568627450981,0.21178142210855957,0.6857142857142857,0.9411764705882353,1.4583333333333335,1.3725490196078431,1.0625,0.7285714285714285,0.1499999999999999,1.1,0.9500000000000002,4.289153328819016,28.810793742973065,-25.407718108948476,0.05882352941176468,0.31428571428571433,0.37254901960784326
nTxwaBMU,SWEDEN 1,ROUND 18,2025-08-04,14:00,Goteborg,Degerfors,2.2,2.38,5.0,1.31,3.15,2.47,1.48,6.34,1.08,1.67,4.0,4.75,1.01,13.0,1.22,3.99,1.71,2.1,2.82,1.41,4.93,1.15,1.75,2.0,1.18,1.22,2.15,13.0,15.0,23.0,51.0,8.0,7.5,15.0,34.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0,0.5988023952095809,0.25,0.21052631578947367,0.4624156520203867,0.4175,0.35157894736842105,2.3952095808383236,0.8421052631578947,2.8443113772455093,1.1875,3.08,2.33,0.75,57.00229489878371,49.358227947732274,20.556045219583464,0.648421052631579,0.5825,0.15789473684210525
8xhZId4b,DENMARK 2,ROUND 3,2025-08-04,14:00,Hvidovre IF,Horsens,3.5,2.2,2.88,1.33,2.95,2.57,1.44,6.75,1.06,3.0,3.3,2.3,1.03,11.0,1.26,3.77,1.86,1.94,3.02,1.37,5.97,1.12,1.67,2.1,1.57,1.33,1.36,11.0,9.0,12.0,21.0,11.0,6.5,9.5,19.0,15.0,11.0,13.0,26.0,29.0,23.0,29.0,41.0,151.0,0.3333333333333333,0.30303030303030304,0.4347826086956522,0.1790093525388448,0.9090909090909092,1.3043478260869565,1.0999999999999999,1.434782608695652,0.7666666666666666,0.6969696969696969,0.7000000000000002,0.2999999999999998,1.0,-19.29004621918874,8.530765609948128,-26.56505117707799,0.3043478260869566,0.09090909090909086,0.4347826086956522
SE8VyhgR,SWEDEN 2,ROUND 17,2025-08-04,14:00,Umea FC,Falkenberg,4.0,2.4,2.4,1.25,3.41,2.32,1.51,5.33,1.11,3.5,4.0,1.9,1.01,15.0,1.16,4.41,1.56,2.22,2.43,1.47,4.23,1.17,1.57,2.25,1.91,1.22,1.29,17.0,10.0,11.0,17.0,13.0,8.0,8.5,13.0,21.0,12.0,13.0,21.0,41.0,26.0,29.0,41.0,126.0,0.2857142857142857,0.25,0.5263157894736842,0.3500953759979646,0.875,1.842105263157895,1.1428571428571428,2.1052631578947367,0.5428571428571428,0.475,1.6,0.5,2.1,-38.659808254090095,14.036243467926479,-46.39718102729638,0.8421052631578948,0.125,1.105263157894737
h8SFCBas,POLAND 2,ROUND 3,2025-08-04,14:00,Tychy,Wisla,4.75,2.4,2.25,1.27,3.32,2.32,1.51,5.33,1.11,4.2,3.75,1.67,1.01,15.0,1.18,4.27,1.64,2.16,2.57,1.44,4.45,1.17,1.62,2.2,2.0,1.22,1.2,15.0,9.0,9.5,15.0,15.0,7.5,8.5,13.0,23.0,15.0,13.0,21.0,41.0,34.0,34.0,41.0,151.0,0.23809523809523808,0.26666666666666666,0.5988023952095809,0.42089780899465856,1.12,2.51497005988024,0.8928571428571428,2.245508982035928,0.3976190476190476,0.4453333333333333,2.5300000000000002,0.4500000000000002,2.08,-51.67314168051262,-12.680383491819825,-46.12330271407543,1.5149700598802398,0.12000000000000005,1.2455089820359282
Is2JicHj,CROATIA 1,ROUND 1,2025-08-04,15:00,Varazdin,Gorica,2.3,2.1,6.0,1.44,2.57,3.22,1.28,8.92,1.02,1.67,3.6,4.75,1.06,7.64,1.41,2.82,2.26,1.62,4.23,1.2,9.05,1.04,2.2,1.62,1.18,1.29,2.15,8.0,10.0,23.0,51.0,5.5,7.5,17.0,41.0,7.0,9.0,21.0,51.0,12.0,17.0,34.0,81.0,151.0,0.5988023952095809,0.2777777777777778,0.21052631578947367,0.46598023683969136,0.46388888888888885,0.35157894736842105,2.155688622754491,0.7578947368421053,2.8443113772455093,1.3194444444444444,3.08,1.9300000000000002,1.15,57.00229489878371,43.97957239045884,29.89890183861456,0.648421052631579,0.5361111111111111,0.2421052631578947
vor3ckhA,PERU 1,CLAUSURA,2025-08-04,15:00,Cajamarca,Cusco,3.75,2.2,2.75,1.4,2.73,2.75,1.39,6.94,1.07,3.25,3.3,2.15,1.04,9.02,1.3,3.36,1.93,1.84,3.25,1.31,6.04,1.11,1.73,2.0,1.67,1.33,1.33,10.0,8.0,10.0,19.0,10.0,6.5,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,51.0,201.0,0.3076923076923077,0.30303030303030304,0.46511627906976744,0.22413793103448276,0.9848484848484849,1.5116279069767442,1.0153846153846153,1.5348837209302326,0.6615384615384615,0.6515151515151515,1.1,0.04999999999999982,1.15,-28.810793742973065,1.4320961841646414,-29.89890183861456,0.5116279069767442,0.015151515151515098,0.5348837209302325
