Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,Media_Ptos_A,CV_Ptos_H,CV_Ptos_A,Media_GM_H,Media_GM_A,CV_GM_H,CV_GM_A,Media_GS_H,Media_GS_A,CV_GS_H,CV_GS_A,Media_SG_H,Media_SG_A,CV_SG_H,CV_SG_A,Media_SG_H_01,Media_SG_A_01,CV_SG_H_01,CV_SG_A_01,Media_SG_H_02,Media_SG_A_02,CV_SG_H_02,CV_SG_A_02,Media_VG_H,Media_VG_A,CV_VG_H,CV_VG_A,Media_CG_H_00,Media_CG_A_00,CV_CG_H_00,CV_CG_A_00,Media_CG_H_01,Media_CG_A_01,CV_CG_H_01,CV_CG_A_01,Media_CG_H_02,Media_CG_A_02,CV_CG_H_02,CV_CG_A_02
fB1S72wP,MEXICO 1,CLAUSURA ,2025-02-27,00:00,Toluca,Queretaro,1.73,2.75,7.5,1.22,4.0,2.1,1.67,4.5,1.18,1.29,5.75,8.5,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.73,3.5,1.29,1.75,2.0,1.08,1.14,3.5,21.0,26.0,41.0,101.0,10.0,11.0,23.0,51.0,8.0,9.0,19.0,41.0,9.0,10.0,21.0,51.0,201.0,4,0,5,0,"[25, 31, 37, 43, 89]",[],1.67,0.79,0.7751937984496123,0.17391304347826086,0.11764705882352941,0.7024401265965802,0.22434782608695653,0.15176470588235294,4.457364341085271,0.6764705882352942,6.589147286821706,1.4782608695652173,7.21,4.46,2.75,74.49638398717384,65.84708121722782,53.9726266148964,0.8482352941176471,0.7756521739130434,0.3235294117647059,2.0,0.2,0.7071067811865475,2.236067977499792,1.6,0.4,0.9478594305064437,1.3693063937629157,0.8,2.0,1.0458250331675945,0.6123724356957945,0.8,-1.6,2.7099354235848505,-0.9478594305064437,2.1100000000000003,-9.26,2.7111945951206784,-0.7763970513603915,2.2439999999999998,-2.6240000000000006,2.5956218899351127,-1.0874664143907478,0.5314659197012138,0.26696329254727474,1.245657056616949,1.3705736836165436,0.48452380952380947,0.6685714285714286,0.7067673376328589,0.6794737406615994,3.71,2.4000000000000012,1.1775459454060324,1.40064469283097,1.042063492063492,0.282359943977591,0.7086475172637934,0.9850328938835974
bq8J9O8C,MEXICO 1,CLAUSURA ,2025-02-27,00:05,Atl. San Luis,Guadalajara Chivas,4.33,2.2,2.6,1.4,2.75,2.75,1.4,8.0,1.08,3.75,3.6,1.91,1.05,11.0,1.25,3.75,1.9,1.95,3.25,1.33,6.5,1.11,1.75,2.0,1.83,1.29,1.25,11.0,7.5,9.5,17.0,12.0,7.0,8.5,15.0,21.0,13.0,15.0,26.0,41.0,29.0,34.0,51.0,201.0,0,0,3,1,"[50, 56, 73]",[75],0.67,1.79,0.26666666666666666,0.2777777777777778,0.5235602094240838,0.3310300734875212,1.0416666666666667,1.9633507853403143,0.9600000000000001,1.8848167539267018,0.5093333333333333,0.5305555555555556,1.84,0.1499999999999999,1.6900000000000002,-42.61405596961119,-4.289153328819016,-40.19780990994572,0.9633507853403143,0.041666666666666644,0.8848167539267017,0.6,0.6,2.2360679774997885,2.23606797749979,1.2,1.2,0.6972166887783958,0.6972166887783964,2.4,1.6,0.3726779962499655,0.7126096406869612,-1.2,-0.4,-1.2360330811826106,-3.3541019662496856,-3.478,-1.6760000000000006,-1.2544286093951125,-1.7541796551529756,-2.9400000000000004,-0.33600000000000013,-1.2892345537750671,-16.537614203135405,0.5059243209478914,0.422016066782927,0.6795362026851354,0.6693511570651627,0.3996573319153963,0.41999639566179486,0.8710227860848144,0.7926329410089937,3.660000000000001,3.1320000000000006,0.7028817966276104,0.6488728183734297,0.7706471785706425,0.8105946862600855,0.5306416805304898,0.5332766727227661
jPwpHlb6,COPA LIBERTADORES,QUALIFICATION ,2025-02-27,00:30,Barcelona SC (Ecu),EL Nacional (Ecu),2.0,2.38,6.0,1.33,3.25,2.63,1.44,6.5,1.11,1.53,4.1,6.5,1.04,13.0,1.22,4.0,1.7,2.1,2.63,1.44,5.0,1.17,1.8,1.91,1.11,1.22,2.38,12.0,17.0,34.0,67.0,8.0,8.0,19.0,51.0,7.5,8.5,17.0,41.0,11.0,12.0,23.0,51.0,251.0,0,1,1,1,[68],[45],1.56,1.16,0.6535947712418301,0.24390243902439027,0.15384615384615385,0.6147117543795522,0.3731707317073171,0.2353846153846154,2.679738562091503,0.6307692307692307,4.248366013071895,1.5853658536585367,4.97,2.5699999999999994,2.4000000000000004,68.0794313519695,52.109585220938484,50.19442890773481,0.7646153846153846,0.6268292682926828,0.3692307692307693,1.6,0.8,0.8385254915624211,1.629800601300662,1.4,2.0,0.6388765649999402,1.1726039399558574,1.4,1.6,0.39123039821797617,0.5590169943749473,0.0,0.4,1.0,6.519202405202648,-0.4480000000000004,0.39399999999999996,-7.7183484878633175,20.617071689034596,1.4920000000000002,1.2260000000000004,3.520924909474393,5.085867087564415,0.3984058022414527,0.8851583096083443,0.8211812227875758,1.0430182490549167,0.42898750143332187,0.3329302210956203,0.7850693177209449,1.1393604167908602,3.2439999999999998,6.508,0.7260639191838392,0.9913430011430793,0.919066866512687,1.1407274920507862,0.5331189627883994,1.0492262517430013
Wne7Lg6k,SERBIA 2,ROUND 23,2025-02-27,10:00,Graficar Beograd,Borac 1926,2.4,2.07,4.35,1.38,2.45,2.42,1.39,0.0,0.0,1.88,3.1,3.9,0.0,0.0,1.33,3.05,1.98,1.65,3.5,1.26,0.0,0.0,1.86,1.84,1.21,1.3,1.85,8.25,8.5,17.0,50.0,5.8,5.3,11.0,32.0,7.6,7.0,12.0,35.0,13.5,12.5,21.0,50.0,350.0,1,0,3,1,"[13, 63, 66]",[65],0,0,0.5319148936170213,0.3225806451612903,0.25641025641025644,0.34366594529809513,0.6064516129032258,0.48205128205128206,1.648936170212766,0.7948717948717949,2.0744680851063833,1.2580645161290323,2.02,1.2200000000000002,0.7999999999999998,45.28505127758383,31.38319105635904,21.801409486351808,0.517948717948718,0.39354838709677425,0.2051282051282051,1.2,1.0,0.9128709291752768,1.224744871391589,1.0,0.4,0.999999999999999,2.2360679774997902,1.0,1.0,0.9999999999999998,1.7320508075688772,0.0,-0.6,1.0,-3.651483716701107,-0.028000000000000025,-2.372,-80.06629905833012,-2.6705987402537645,0.22000000000000047,-1.1420000000000001,30.40430047877008,-4.655770637873616,0.206688572471705,0.149812734082397,1.0862003251866221,2.2360679774997876,0.663502957806321,0.840485829959514,0.526157450008028,0.42437898994938217,1.6019999999999999,0.9880000000000001,1.0359076330510806,2.236067977499795,0.7927709055139847,0.3544199773381667,0.6681997140004412,1.3396982966349398
xnwZw2MG,SERBIA 2,ROUND 23,2025-02-27,10:00,Radnicki S. Mitrovica,Radnik,4.7,1.78,2.8,1.62,1.95,0.0,0.0,0.0,0.0,3.85,2.85,2.0,0.0,0.0,1.65,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.34,1.22,5.1,4.0,6.3,14.0,6.0,5.4,8.5,19.0,14.0,12.5,20.0,45.0,45.0,40.0,65.0,150.0,0.0,0,0,0,3,[],"[53, 62, 83]",0,0,0.2597402597402597,0.3508771929824561,0.5,0.31931481340434714,1.3508771929824561,1.925,0.7402597402597403,1.425,0.5194805194805194,0.7017543859649122,1.85,1.0,0.8500000000000001,-42.76882539196875,-26.56505117707799,-23.025492008528037,0.925,0.3508771929824561,0.42500000000000004,1.6,2.0,0.838525491562421,0.7071067811865476,0.8,1.2,1.045825033167594,0.9128709291752767,0.4,0.4,1.369306393762916,1.3693063937629086,0.4,0.8,2.8504385627478444,1.6298006013006638,0.7659999999999999,2.368000000000003,4.000358736103561,1.4551846481411024,1.624,1.9020000000000004,2.127182778655065,2.147153209703736,0.22756410256410264,0.44223001317887256,1.1272006182939054,0.9349382419160478,0.635463882522706,0.515148287371523,0.5570424656388836,0.8606846578914651,1.8359999999999999,3.2159999999999997,1.138784562133041,0.9479231818581023,0.5916384269325446,0.8049878595640363,0.7694740554057257,0.6600448735898627
nDj9N475,EGYPT 1,ROUND 16,2025-02-27,11:00,El Gaish,National Bank Egypt,3.1,1.78,4.5,1.65,2.1,3.7,1.23,8.25,1.04,2.32,2.6,3.8,1.17,4.4,1.7,2.05,3.0,1.34,5.6,1.11,9.25,1.03,2.32,1.53,1.27,1.44,1.6,4.4,7.1,18.0,65.0,5.1,5.5,14.0,50.0,9.5,10.25,21.0,75.0,25.0,28.0,55.0,175.0,101.0,1,0,2,2,"[27, 58]","[84, 90]",1.69,2.08,0.4310344827586207,0.3846153846153846,0.2631578947368421,0.2704866603267077,0.8923076923076922,0.6105263157894737,1.120689655172414,0.6842105263157895,1.6379310344827587,1.4615384615384615,1.48,0.28000000000000025,1.1999999999999997,36.501441120506314,7.969610394321366,30.963756532073518,0.3894736842105263,0.10769230769230778,0.31578947368421045,1.2,2.6,0.9128709291752767,0.34401045807689107,0.6,1.6,1.4907119849998596,0.9478594305064438,0.6,0.4,1.4907119849998607,1.369306393762915,0.0,1.2,1.0,0.9128709291752765,-0.3700000000000001,3.4979999999999998,-7.719043832739014,1.0281592559852002,0.20999999999999996,3.6099999999999994,8.113424948755831,0.8361682939251438,0.2975369458128079,0.5338217338217338,1.665599120115208,1.0218170224148357,0.6855737704918032,0.40494545777324537,0.6389079799717698,0.8790955797140549,2.6100000000000003,4.652,1.6617269467161773,1.054233894215609,0.4684867808833636,0.9761347125741414,0.8789224008821808,0.7738796394694871
8SvILrxI,EGYPT 1,ROUND 16,2025-02-27,11:00,Smouha,Al Masry,3.9,1.87,3.15,1.57,2.27,3.3,1.29,7.3,1.06,3.2,2.75,2.47,1.13,5.2,1.53,2.35,2.55,1.45,4.6,1.16,7.9,1.05,2.05,1.7,1.53,1.39,1.35,5.2,6.1,11.0,27.0,7.1,5.5,9.75,25.0,15.0,11.75,17.0,45.0,45.0,35.0,50.0,110.0,900.0,0,2,0,3,[],"[5, 45, 90]",0.75,0.89,0.3125,0.36363636363636365,0.4048582995951417,0.13121768781348137,1.1636363636363638,1.2955465587044535,0.859375,1.1133603238866396,0.771875,0.8981818181818183,0.73,0.4500000000000002,0.2799999999999998,-20.052082146098538,-12.680383491819825,-7.969610394321354,0.2955465587044534,0.1636363636363637,0.1133603238866396,1.2,1.0,1.369306393762915,1.224744871391589,1.2,1.0,0.6972166887783969,0.7071067811865476,2.0,1.2,0.9354143466934851,0.3726779962499649,-0.8,-0.2,-2.2360679774997894,-4.183300132670385,-2.2199999999999998,-0.5739999999999996,-2.078463995393645,-3.6039481480399544,-2.9240000000000004,-0.5300000000000004,-2.3521576336711307,-5.743725971740627,0.30707013574660624,0.2988211222846197,0.6958844093189748,0.6318771526513016,0.4570251504857262,0.473072322188107,0.6868711025066532,0.6445164837384583,2.6699999999999995,2.504,0.6572473486801859,0.6603757838012604,0.8034490313067704,0.6937362844366375,0.5873875757569996,0.5306153674946771
86oIspNi,SERBIA 2,ROUND 23,2025-02-27,11:00,Zemun,Smederevo,2.47,1.95,4.7,1.47,2.22,0.0,0.0,0.0,0.0,1.85,3.05,4.1,1.11,5.6,1.5,2.27,2.32,1.47,4.5,1.17,0.0,0.0,2.22,1.59,1.2,1.31,1.87,6.6,7.5,16.5,50.0,4.7,5.3,12.0,37.0,6.5,7.4,15.0,50.0,12.5,14.0,29.0,80.0,450.0,1,1,2,2,"[11, 53]","[20, 54]",0,0,0.5405405405405405,0.3278688524590164,0.24390243902439027,0.3752776749732567,0.6065573770491804,0.451219512195122,1.6486486486486485,0.7439024390243902,2.216216216216216,1.3442622950819672,2.2499999999999996,1.1999999999999997,1.0499999999999998,48.3664606634298,30.963756532073518,27.699472808054992,0.548780487804878,0.3934426229508196,0.25609756097560976,1.2,0.8,0.9128709291752768,1.629800601300662,1.0,0.6,1.224744871391589,1.4907119849998605,0.6,1.8,0.9128709291752761,0.7243558228002942,0.4,-1.2,3.791437722025775,-1.6029486718059456,0.8939999999999999,-8.05,3.6700426562247297,-1.4352933940626396,1.3699999999999999,-1.7200000000000002,3.899955668601894,-1.9208892317827178,0.2697057249866238,0.25088011858439874,1.301146089994197,1.4339295608417668,0.643876655031165,0.6876456876456877,0.5611044461654524,0.6231712688628305,2.062,1.8799999999999997,1.2980268367527963,1.401976713535756,0.7570083212957943,0.4131708213797767,0.7922521140689495,1.186217488178032
48kCDiwn,SERBIA 1,ROUND 25,2025-02-27,13:00,Napredak,Tekstilac Odzaci,2.4,1.95,5.5,1.52,2.37,3.15,1.31,7.0,1.07,1.75,3.0,5.1,1.11,5.6,1.47,2.5,2.37,1.52,4.25,1.18,7.4,1.06,2.15,1.62,1.17,1.32,2.05,5.6,11.0,30.0,110.0,5.0,6.2,17.0,65.0,7.0,8.75,19.0,70.0,14.0,17.5,40.0,120.0,800.0,1,1,1,1,[26],[41],1.85,0.75,0.5714285714285714,0.3333333333333333,0.19607843137254904,0.5155971274608311,0.5833333333333334,0.3431372549019608,1.7142857142857142,0.5882352941176471,2.914285714285714,1.7,3.3499999999999996,1.25,2.0999999999999996,59.162168055312755,32.005383208083494,46.39718102729637,0.6568627450980392,0.4166666666666667,0.4117647058823529,1.4,1.4,1.083267920578793,1.0832679205787932,1.2,1.0,0.6972166887783969,1.4142135623730951,1.8,2.0,0.7243558228002944,1.1726039399558572,-0.6,-1.0,-3.4560735588879528,-2.9154759474226504,-10.974,-35.42,-2.3012473495052044,-2.4754375414731244,0.28399999999999925,-1.222,14.483469156037527,-2.6429000139960412,0.4261391720004252,0.7387080840788102,0.6926098228722037,1.4081211780373502,0.4151145428750843,0.6191721132897604,0.8026456372567102,0.8422972134915154,3.153999999999999,8.8,0.6333286177839039,1.4270302341773273,0.7669581930965282,0.5721546631473102,0.6731803924533311,1.2180532573804126
vmm1PQxg,EGYPT 1,ROUND 16,2025-02-27,14:00,Zamalek,ZED,2.9,1.93,4.1,1.52,2.37,3.15,1.31,6.9,1.07,2.22,2.87,3.55,1.11,5.5,1.47,2.5,2.37,1.52,4.25,1.18,7.4,1.06,2.0,1.72,1.3,1.37,1.65,5.5,8.25,17.5,55.0,5.9,5.6,12.5,37.0,9.5,9.25,16.0,50.0,22.0,21.0,40.0,100.0,900.0,0,0,0,0,0,0,1.26,0.39,0.4504504504504504,0.3484320557491289,0.28169014084507044,0.23092235714816386,0.7735191637630663,0.6253521126760564,1.2927927927927927,0.8084507042253521,1.599099099099099,1.2369337979094075,1.3299999999999996,0.6499999999999999,0.6799999999999997,33.623906147172825,18.00416160591338,18.778033222445533,0.37464788732394355,0.22648083623693377,0.19154929577464783,2.6,1.4,0.3440104580768907,1.083267920578793,2.4,1.0,0.47507309379130763,0.7071067811865472,0.8,1.0,1.0458250331675945,0.7071067811865477,1.6,0.0,0.712609640686961,1.0,2.412,-0.35599999999999987,0.7032919478226546,-7.641626644274281,12.320000000000004,0.46000000000000013,0.7836555350654543,7.213903688518522,0.3225258799171842,0.3156621076145315,0.2526847759492151,0.6232211689090348,0.3175785046288643,0.4479107345417506,0.4397581851538447,0.7036485998516246,3.594,2.684,0.3792647191403167,0.6064310351507493,1.5232960307300836,0.6822476497010888,0.39864132756521553,0.5542599807118569
