Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
SM8Ebpxf,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,12:30,Trnava (Svk),Hibernians (Mlt),1.5,2.88,11.0,1.24,3.69,2.08,1.69,4.34,1.18,1.17,6.5,12.0,1.01,12.0,1.15,5.06,1.46,2.63,2.14,1.68,3.44,1.28,2.25,1.57,1.02,1.1,4.5,17.0,29.0,51.0,151.0,8.5,13.0,34.0,81.0,6.5,11.0,29.0,67.0,7.0,12.0,34.0,81.0,1000.0,0.8547008547008548,0.15384615384615385,0.08333333333333333,0.8259108853405881,0.18,0.09749999999999999,5.555555555555556,0.5416666666666666,10.256410256410257,1.8461538461538463,10.83,5.33,5.5,79.53694257108872,69.43217522064971,70.01689347810003,0.9025,0.8200000000000001,0.4583333333333333
C66jJbaN,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Spaeri (Geo),Austria Vienna (Aut),10.0,2.6,1.62,1.3,3.2,2.38,1.54,4.99,1.14,11.0,5.5,1.2,1.03,10.0,1.21,4.12,1.67,2.16,2.57,1.47,4.38,1.19,2.5,1.5,3.75,1.1,1.02,13.0,7.0,5.5,7.0,23.0,12.0,10.0,12.0,51.0,34.0,29.0,34.0,151.0,81.0,81.0,81.0,1000.0,0.09090909090909091,0.18181818181818182,0.8333333333333334,0.8325812942925516,2.0,9.166666666666668,0.5,4.583333333333334,0.10909090909090909,0.21818181818181817,9.8,5.5,4.3,-78.46537934635528,-70.01689347810003,-65.05609473657542,8.166666666666668,1.0,3.5833333333333335
jgkOva44,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Sabah Baku (Aze),Petrocub (Mda),1.91,2.3,6.5,1.34,3.0,2.67,1.45,6.0,1.09,1.45,4.33,5.5,1.04,9.05,1.25,3.67,1.8,1.98,2.94,1.37,5.16,1.14,2.0,1.73,1.1,1.14,2.4,12.0,15.0,29.0,67.0,7.0,9.0,19.0,41.0,7.0,9.0,21.0,51.0,9.5,13.0,29.0,67.0,800.0,0.6896551724137931,0.23094688221709006,0.18181818181818182,0.5543346923196303,0.3348729792147806,0.2636363636363636,2.986206896551724,0.7872727272727272,3.793103448275862,1.2702078521939955,4.05,2.88,1.17,63.718588978679826,55.22216863363612,30.327634119133858,0.7363636363636363,0.6651270207852193,0.2127272727272727
nyH5WiJD,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,HJK (Fin),Arda (Bul),2.1,2.2,5.5,1.42,2.77,2.85,1.37,6.78,1.07,1.57,4.1,4.75,1.06,8.17,1.31,3.25,1.95,1.82,3.37,1.29,6.23,1.1,2.0,1.73,1.17,1.22,2.25,11.0,12.0,23.0,51.0,6.5,8.0,15.0,41.0,7.5,9.0,21.0,41.0,11.0,15.0,29.0,67.0,900.0,0.6369426751592356,0.24390243902439027,0.21052631578947367,0.4837052139182035,0.38292682926829275,0.3305263157894737,2.611464968152866,0.863157894736842,3.0254777070063694,1.1585365853658538,3.1799999999999997,2.5299999999999994,0.6500000000000004,57.832947414224144,51.673141680512614,18.004161605913392,0.6694736842105262,0.6170731707317072,0.13684210526315796
SCDt82I5,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Gyor (Hun),Pyunik Yerevan (Arm),2.25,2.2,4.75,1.36,2.9,2.67,1.45,6.13,1.09,1.65,3.5,5.0,1.05,8.5,1.27,3.58,1.82,1.95,2.94,1.37,5.36,1.13,1.83,1.83,1.14,1.29,2.2,11.0,15.0,26.0,51.0,6.5,7.0,17.0,41.0,8.5,8.0,15.0,41.0,13.0,15.0,23.0,51.0,151.0,0.6060606060606061,0.2857142857142857,0.2,0.4959737429047041,0.4714285714285714,0.32999999999999996,2.121212121212121,0.7,3.0303030303030303,1.4285714285714286,3.35,1.85,1.5,59.162168055312755,42.76882539196875,36.86989764584402,0.67,0.5285714285714286,0.3
OxfRxZvf,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,FC Santa Coloma (And),Polissya Zhytomyr (Ukr),4.75,2.25,2.25,1.34,3.0,2.63,1.46,6.08,1.09,4.75,3.7,1.67,1.04,9.07,1.25,3.7,1.79,1.99,2.94,1.37,5.16,1.14,1.8,1.91,2.1,1.29,1.17,11.0,7.0,8.5,13.0,15.0,7.5,8.0,15.0,23.0,17.0,15.0,23.0,51.0,41.0,41.0,51.0,500.0,0.21052631578947367,0.27027027027027023,0.5988023952095809,0.4641608438286693,1.2837837837837838,2.8443113772455093,0.7789473684210527,2.2155688622754495,0.35157894736842105,0.4513513513513513,3.08,1.0499999999999998,2.0300000000000002,-57.00229489878371,-27.699472808054992,-45.426511572114286,1.844311377245509,0.2837837837837837,1.2155688622754492
OOEhOZP0,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Dila Gori (Geo),Riga FC (Lat),3.25,2.1,3.0,1.38,2.8,2.77,1.42,6.59,1.08,2.7,3.1,2.55,1.05,8.63,1.3,3.35,1.93,1.84,3.25,1.31,5.99,1.11,1.73,2.0,1.5,1.36,1.44,10.0,9.0,13.0,23.0,9.0,6.0,10.0,21.0,15.0,10.0,13.0,29.0,29.0,23.0,29.0,41.0,151.0,0.37037037037037035,0.3225806451612903,0.3921568627450981,0.10214803658222744,0.8709677419354839,1.058823529411765,1.1481481481481481,1.215686274509804,0.9444444444444443,0.8225806451612903,0.15000000000000036,0.3999999999999999,0.5500000000000003,-4.289153328819029,11.309932474020211,-15.376251248826193,0.05882352941176485,0.1290322580645161,0.21568627450980404
reQsApgg,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Banga (Ltu),Rosenborg (Nor),7.5,2.5,1.73,1.29,3.28,2.4,1.53,5.25,1.12,7.5,5.25,1.33,1.03,10.0,1.2,4.19,1.66,2.18,2.63,1.46,4.45,1.18,2.1,1.67,3.25,1.14,1.07,15.0,7.0,6.5,8.5,19.0,10.0,9.0,12.0,41.0,21.0,23.0,29.0,81.0,51.0,51.0,67.0,900.0,0.13333333333333333,0.19047619047619047,0.7518796992481203,0.665292674358832,1.4285714285714286,5.639097744360902,0.7,3.9473684210526314,0.17733333333333334,0.25333333333333335,6.17,2.25,3.92,-72.03994437400256,-48.366460663429805,-62.96913974015701,4.639097744360902,0.42857142857142855,2.9473684210526314
ML3EPsHj,EUROPA LEAGUE,QUALIFICATION,2025-07-31,13:30,AEK Larnaca (Cyp),Celje (Slo),2.4,2.05,4.75,1.46,2.63,3.1,1.32,7.48,1.06,1.9,3.4,4.1,1.06,7.92,1.37,2.94,2.16,1.67,3.79,1.24,7.18,1.07,2.0,1.73,1.22,1.3,1.83,8.5,10.0,21.0,41.0,6.5,6.5,15.0,34.0,8.5,9.5,17.0,41.0,15.0,17.0,34.0,51.0,1000.0,0.5263157894736842,0.29411764705882354,0.24390243902439027,0.3587173468103695,0.5588235294117647,0.4634146341463415,1.7894736842105263,0.8292682926829269,2.1578947368421053,1.2058823529411764,2.1999999999999997,1.5,0.6999999999999997,47.72631099390626,36.86989764584402,19.290046219188728,0.5365853658536586,0.4411764705882353,0.17073170731707313
CA0MNiBM,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:45,AZ Alkmaar (Ned),Ilves (Fin),1.33,3.6,13.0,1.13,5.2,1.67,2.12,3.05,1.33,1.13,9.5,13.0,1.01,15.57,1.06,8.01,1.22,3.96,1.61,2.28,2.25,1.59,1.8,1.91,1.01,1.04,5.5,34.0,41.0,67.0,151.0,13.0,21.0,34.0,81.0,9.5,11.0,29.0,51.0,8.5,11.0,21.0,51.0,600.0,0.8849557522123894,0.10526315789473684,0.07692307692307693,0.774341793328199,0.11894736842105262,0.08692307692307691,8.4070796460177,0.7307692307692307,11.504424778761063,1.368421052631579,11.870000000000001,8.370000000000001,3.5,80.43595089344753,76.56123877497157,60.25511870305778,0.9130769230769231,0.8810526315789474,0.2692307692307692
