Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
v9jufLuB,JAPAN 2,ROUND 25,2025-08-11,07:00,Renofa Yamaguchi,Kofu,3.4,1.95,3.75,1.56,2.22,3.67,1.22,11.0,1.01,2.55,2.9,3.0,1.07,6.28,1.47,2.43,2.52,1.44,4.84,1.13,11.0,1.04,2.1,1.67,1.36,1.4,1.5,6.0,7.5,13.0,34.0,6.5,5.5,12.0,29.0,11.0,11.0,17.0,41.0,26.0,26.0,41.0,67.0,151.0,0.3921568627450981,0.3448275862068966,0.3333333333333333,0.08389021821750196,0.8793103448275862,0.85,1.1372549019607843,0.9666666666666667,1.1764705882352942,1.0344827586206897,0.4500000000000002,0.3500000000000001,0.10000000000000009,12.680383491819825,9.926245506651709,2.86240522611175,0.15000000000000005,0.12068965517241383,0.03333333333333336
E7GVXaDF,UKRAINE 1,ROUND 2,2025-08-11,12:00,FK Zorya Luhansk,FC Kudrivka,2.42,2.07,4.45,1.42,2.65,2.95,1.33,7.61,1.04,1.83,3.35,4.1,1.05,8.31,1.37,2.94,2.1,1.71,3.62,1.26,7.34,1.07,1.87,1.75,1.21,1.28,1.93,8.5,10.0,20.0,60.0,5.9,6.2,13.0,37.0,7.5,8.0,15.0,45.0,14.0,14.5,28.0,75.0,600.0,0.5464480874316939,0.29850746268656714,0.24390243902439027,0.37388825243931967,0.5462686567164179,0.4463414634146342,1.830601092896175,0.8170731707317074,2.240437158469945,1.2238805970149251,2.2699999999999996,1.52,0.7499999999999996,48.61810122830261,37.23483398157467,20.556045219583453,0.5536585365853658,0.45373134328358206,0.1829268292682926
OjyFcTOi,ROMANIA 1,ROUND 5,2025-08-11,13:00,FC Botosani,FC Arges,3.0,2.0,4.0,1.52,2.33,3.25,1.29,7.25,1.06,2.25,2.9,3.5,1.06,6.0,1.4,2.54,2.3,1.5,4.25,1.15,10.0,1.04,2.0,1.73,1.25,1.37,1.58,7.0,8.5,17.0,41.0,6.5,6.0,13.0,34.0,9.5,10.0,17.0,41.0,21.0,21.0,34.0,67.0,351.0,0.4444444444444444,0.3448275862068966,0.2857142857142857,0.21682080154348038,0.7758620689655172,0.6428571428571429,1.2888888888888888,0.8285714285714285,1.5555555555555556,1.206896551724138,1.25,0.6499999999999999,0.6000000000000001,32.005383208083494,18.00416160591338,16.699244233993625,0.35714285714285715,0.22413793103448273,0.17142857142857146
dScRCxme,FINLAND 1,-,2025-08-11,13:00,HJK,Ilves,2.88,2.5,3.1,1.22,3.67,2.17,1.59,4.84,1.13,2.45,3.5,2.7,1.01,17.0,1.11,5.33,1.47,2.43,2.17,1.59,3.67,1.22,1.44,2.63,1.44,1.29,1.53,19.0,15.0,17.0,29.0,13.0,7.5,11.0,19.0,15.0,10.0,10.0,21.0,26.0,17.0,21.0,29.0,81.0,0.4081632653061224,0.2857142857142857,0.37037037037037035,0.19022523320120616,0.7000000000000001,0.9074074074074074,1.4285714285714284,1.2962962962962963,1.1020408163265305,0.7714285714285715,0.25,1.0499999999999998,0.7999999999999998,7.125016348901798,27.699472808054992,-21.801409486351808,0.09259259259259259,0.29999999999999993,0.2962962962962962
8YqLCW57,PORTUGAL 2,ROUND 1,2025-08-11,14:00,Oliveirense,SC Farense,4.5,2.38,2.3,1.27,3.32,2.47,1.48,5.81,1.09,4.5,3.4,1.73,1.01,13.0,1.19,4.31,1.71,2.1,2.67,1.45,4.93,1.15,1.67,2.1,1.87,1.25,1.13,13.0,8.5,9.5,15.0,15.0,7.0,8.5,13.0,23.0,15.0,13.0,23.0,51.0,34.0,34.0,41.0,151.0,0.2222222222222222,0.29411764705882354,0.5780346820809249,0.4344984794897162,1.3235294117647058,2.601156069364162,0.7555555555555555,1.9653179190751444,0.3844444444444444,0.5088235294117647,2.77,1.1,1.67,-54.169899877145546,-28.810793742973065,-39.861881422551,1.6011560693641618,0.3235294117647059,0.9653179190751445
ARqkNJJG,POLAND 2,ROUND 4,2025-08-11,14:00,Puszcza,KS Wieczysta Krakow,3.25,2.2,3.1,1.33,2.95,2.72,1.38,6.75,1.06,2.63,3.2,2.4,1.03,12.0,1.23,3.7,1.78,1.96,2.95,1.35,5.38,1.12,1.67,2.1,1.5,1.33,1.4,11.0,9.0,13.0,23.0,9.5,6.5,10.0,19.0,15.0,11.0,13.0,29.0,29.0,21.0,29.0,41.0,201.0,0.3802281368821293,0.3125,0.4166666666666667,0.15013329546613344,0.8218749999999999,1.0958333333333334,1.2167300380228139,1.3333333333333335,0.9125475285171103,0.7499999999999999,0.22999999999999998,0.5700000000000003,0.8000000000000003,-6.560196400571308,15.907551930525852,-21.80140948635182,0.09583333333333333,0.1781250000000001,0.3333333333333335
hn1AFdnl,POLAND 1,ROUND 4,2025-08-11,14:00,Lechia Gdansk,Motor Lublin,2.75,2.2,3.75,1.35,2.95,2.73,1.4,6.81,1.07,2.15,3.4,3.3,1.02,11.0,1.28,3.48,1.93,1.84,3.38,1.29,6.4,1.09,1.75,2.0,1.33,1.3,1.67,11.0,10.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0,0.46511627906976744,0.29411764705882354,0.30303030303030304,0.235465152363556,0.6323529411764706,0.6515151515151515,1.5813953488372092,1.0303030303030303,1.5348837209302326,0.9705882352941176,1.15,1.25,0.10000000000000009,29.89890183861456,32.005383208083494,-2.86240522611175,0.34848484848484845,0.36764705882352944,0.03030303030303033
A9rw1h9F,SWEDEN 1,ROUND 19,2025-08-11,14:00,GAIS,Goteborg,2.63,2.2,4.0,1.35,2.95,2.73,1.4,6.81,1.07,2.05,3.5,3.5,1.02,11.0,1.25,3.74,1.84,1.93,3.2,1.32,5.92,1.11,1.67,2.05,1.25,1.25,1.69,11.0,11.0,19.0,41.0,8.0,6.5,12.0,26.0,10.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0,0.48780487804878053,0.2857142857142857,0.2857142857142857,0.2775109028701516,0.5857142857142856,0.5857142857142856,1.707317073170732,1.0,1.707317073170732,1.0,1.4500000000000002,1.4500000000000002,0.0,35.942111871382345,35.942111871382345,0.0,0.4142857142857143,0.4142857142857143,0.0
lffU2Ev3,SWEDEN 1,ROUND 19,2025-08-11,14:00,Elfsborg,Varnamo,1.83,2.63,6.0,1.23,3.7,2.18,1.61,4.89,1.14,1.44,4.75,6.5,1.01,17.0,1.13,5.43,1.5,2.47,2.22,1.64,3.74,1.25,1.63,2.1,1.11,1.18,2.63,19.0,21.0,41.0,67.0,9.5,9.5,19.0,41.0,8.5,8.5,15.0,41.0,11.0,11.0,21.0,41.0,151.0,0.6944444444444444,0.21052631578947367,0.15384615384615385,0.6075098171063674,0.30315789473684207,0.22153846153846152,3.298611111111111,0.7307692307692307,4.513888888888889,1.368421052631579,5.0600000000000005,3.31,1.75,68.4332476842834,58.858385743606156,41.18592516570965,0.7784615384615385,0.6968421052631579,0.2692307692307692
n5WQAkeL,DENMARK 1,ROUND 4,2025-08-11,14:00,Odense,Randers FC,3.25,2.38,2.88,1.28,3.35,2.35,1.52,5.86,1.1,2.9,3.5,2.3,1.01,13.0,1.18,4.27,1.64,2.12,2.57,1.44,4.89,1.14,1.5,2.38,1.57,1.29,1.4,15.0,11.0,13.0,23.0,12.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,26.0,34.0,126.0,0.3448275862068966,0.2857142857142857,0.4347826086956522,0.20689655172413796,0.8285714285714285,1.2608695652173914,1.206896551724138,1.5217391304347827,0.793103448275862,0.6571428571428571,0.6000000000000001,0.6000000000000001,1.2000000000000002,-16.699244233993625,16.699244233993625,-30.96375653207353,0.26086956521739135,0.17142857142857146,0.5217391304347827
