Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway
8zsedpMc,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-08-13,13:00,Basaksehir (Tur),Viking (Nor),2.38,2.4,3.6,1.25,3.75,2.2,1.62,4.5,1.17,1.91,4.1,3.2,1.03,10.5,1.28,3.33,1.85,1.95,3.0,1.33,5.05,1.12,1.5,2.5,1.36,1.22,1.8,19.0,15.0,19.0,41.0,11.0,8.5,12.0,21.0,12.0,9.0,13.0,26.0,17.0,15.0,21.0,34.0,101.0,0.5235602094240838,0.24390243902439027,0.3125,0.3585578032738598,0.4658536585365854,0.5968749999999999,2.1465968586387434,1.2812499999999998,1.6753926701570683,0.7804878048780489,1.2900000000000003,2.1899999999999995,0.8999999999999995,32.82201607623425,47.59635934667115,-24.227745317954156,0.40312500000000007,0.5341463414634146,0.28124999999999983
bJlQKk2c,SWITZERLAND 2,ROUND 1,2025-08-13,14:30,Aarau,Bellinzona,1.95,2.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,2.1,1.14,1.2,2.65,9.0,21.0,45.0,120.0,8.75,8.5,18.5,55.0,8.25,8.0,14.5,45.0,11.0,11.0,20.0,50.0,300.0,0.6802721088435374,0.23809523809523808,0.1639344262295082,0.5932114306206625,0.35,0.24098360655737705,2.857142857142857,0.6885245901639345,4.149659863945578,1.4523809523809523,4.63,2.7300000000000004,1.8999999999999995,66.63732413055114,53.77346763595098,43.53119928561417,0.759016393442623,0.65,0.31147540983606553
n9lJQN9k,ICELAND 2,ROUND 17,2025-08-13,15:00,Keflavik,Grindavik,1.87,2.77,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.47,4.8,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.65,1.16,1.16,2.57,30.0,27.0,40.0,80.0,15.0,11.25,16.5,35.0,11.75,8.75,12.5,26.0,13.0,10.0,14.0,29.0,120.0,0.6802721088435374,0.20833333333333334,0.2061855670103093,0.5226182043680424,0.30625,0.3030927835051547,3.2653061224489797,0.9896907216494846,3.2993197278911564,1.0104166666666667,3.38,3.33,0.04999999999999982,59.38651897883413,59.010947319674685,1.4320961841646414,0.6969072164948454,0.6937500000000001,0.010309278350515427
0WvDn5W8,ICELAND 2,ROUND 17,2025-08-13,15:00,Leiknir,Fylkir,3.4,2.3,2.55,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.7,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.27,1.72,1.24,1.32,15.0,9.75,11.25,18.5,12.0,7.2,8.25,13.5,17.0,10.25,11.25,18.5,35.0,21.0,23.0,37.0,200.0,0.3333333333333333,0.27027027027027023,0.48780487804878053,0.28393733140125366,0.8108108108108107,1.4634146341463417,1.2333333333333334,1.804878048780488,0.6833333333333332,0.554054054054054,0.9500000000000002,0.7000000000000002,1.6500000000000004,-25.407718108948476,19.29004621918874,-39.52263127117113,0.4634146341463416,0.18918918918918923,0.8048780487804881
GQcmWqnS,ICELAND 2,ROUND 17,2025-08-13,15:00,Selfoss,Kopavogur,3.65,2.45,2.27,0.0,0.0,0.0,0.0,0.0,0.0,3.45,4.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44,2.4,1.95,1.21,1.26,19.0,11.0,11.0,16.0,15.5,8.25,8.25,11.75,22.0,11.5,11.25,16.5,45.0,24.0,23.0,32.0,150.0,0.2898550724637681,0.25,0.5494505494505494,0.36689667361830824,0.8625,1.8956043956043955,1.1594202898550725,2.1978021978021975,0.527536231884058,0.455,1.6300000000000001,0.5499999999999998,2.1799999999999997,-39.180034086544445,15.376251248826184,-47.46575899499776,0.8956043956043956,0.13749999999999996,1.1978021978021975
8OxSO1v2,ICELAND 2,ROUND 17,2025-08-13,15:00,Volsungur,Thor Akureyri,3.65,2.52,2.22,0.0,0.0,0.0,0.0,0.0,0.0,3.5,4.15,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,2.72,2.0,1.2,1.25,25.0,13.5,12.5,16.5,21.0,9.25,8.5,11.5,27.0,12.5,10.75,14.5,50.0,23.0,20.0,26.0,110.0,0.2857142857142857,0.24096385542168672,0.5617977528089888,0.3895848900963463,0.8433734939759036,1.9662921348314606,1.1857142857142857,2.3314606741573036,0.5085714285714286,0.4289156626506024,1.72,0.6500000000000004,2.37,-40.69553103949202,18.004161605913392,-49.839587576297575,0.9662921348314606,0.15662650602409645,1.3314606741573034
dbYLpq1L,ICELAND 2,ROUND 17,2025-08-13,15:30,Fjolnir,Njardvik,4.55,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,4.3,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,2.2,2.37,1.19,1.17,18.0,9.75,9.0,11.75,17.5,8.5,7.9,10.5,30.0,14.5,13.0,17.0,70.0,35.0,32.0,40.0,200.0,0.2150537634408602,0.23255813953488372,0.6451612903225806,0.4850836241814184,1.0813953488372094,3.0,0.9247311827956988,2.7741935483870965,0.3333333333333333,0.3604651162790698,3.1000000000000005,0.35000000000000053,2.75,-57.171458208587474,-9.92624550665172,-53.9726266148964,2.0000000000000004,0.08139534883720943,1.7741935483870968
hUJiuNOr,ICELAND 2,ROUND 17,2025-08-13,16:15,Throttur,IR Reykjavik,2.82,2.37,2.87,0.0,0.0,0.0,0.0,0.0,0.0,2.45,3.65,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,2.65,1.52,1.25,1.53,19.0,13.0,16.0,27.0,14.0,7.7,9.25,16.0,16.5,9.25,10.0,17.5,28.0,16.0,17.0,27.0,120.0,0.4081632653061224,0.273972602739726,0.4081632653061224,0.2430948501851055,0.6712328767123288,1.0,1.4897959183673468,1.4897959183673468,1.0,0.6712328767123288,0.0,1.1999999999999997,1.1999999999999997,0.0,30.963756532073518,-30.963756532073518,0.0,0.32876712328767116,0.4897959183673468
UwsLtaDa,COPA LIBERTADORES,PLAY OFFS,2025-08-13,19:00,Cerro Porteno (Par),Estudiantes L.P. (Arg),3.4,1.91,4.0,1.57,2.25,3.3,1.41,5.6,1.2,2.5,3.0,3.1,1.13,6.0,1.53,2.38,2.7,1.44,5.5,1.14,13.0,1.04,2.2,1.62,1.36,1.36,1.5,6.0,7.0,13.0,34.0,6.0,6.0,12.0,34.0,10.0,11.0,19.0,41.0,23.0,26.0,41.0,81.0,501.0,0.4,0.3333333333333333,0.3225806451612903,0.11213547396503439,0.8333333333333334,0.8064516129032258,1.2,0.9677419354838709,1.24,1.0333333333333334,0.6000000000000001,0.5,0.10000000000000009,16.699244233993625,14.036243467926479,2.86240522611175,0.19354838709677422,0.16666666666666666,0.03225806451612906
lOJH3qK7,BOLIVIA 1,ROUND 14,2025-08-13,19:00,Aurora,Blooming,2.25,2.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,1.67,3.75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.2,1.2,1.22,2.0,15.0,15.0,26.0,51.0,9.0,7.5,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0,0.5988023952095809,0.26666666666666666,0.23809523809523808,0.42089780899465856,0.4453333333333333,0.3976190476190476,2.245508982035928,0.8928571428571428,2.51497005988024,1.12,2.5300000000000002,2.08,0.4500000000000002,51.67314168051262,46.12330271407543,12.680383491819825,0.6023809523809525,0.5546666666666666,0.10714285714285718
