League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CHINA 2,2025-10-11,08:00:00,26,Dalian Huayi,Shanghai Jiading,2.18,2.08,6.03,1.61,3.3,5.0,1.39,2.69,2.94,1.33,7.8,1.02,1.0,9.2,1.28,3.08,2.0,1.73,1.97,1.73,1.21,1.2,2.14,1.92,0.85,1.38,0.91,2.29,0.0,0.0,0.0,1.64,2.12,2.08,1.67,3.62,1.36,3.99,1.16,6.21,1.04
CHINA 2,2025-10-11,08:30:00,26,Chongqing Tongliang Long,Dongguan United,1.77,2.27,9.95,1.25,4.65,12.0,1.35,2.85,2.46,1.46,5.6,1.08,1.01,10.9,1.17,3.94,1.61,2.07,2.16,1.61,1.12,1.12,3.32,2.08,0.85,2.26,0.87,3.13,0.0,0.0,0.0,1.14,4.28,1.33,2.89,1.8,2.16,1.98,1.74,2.53,1.43
CHINA 2,2025-10-11,08:30:00,26,Guangzhou E-Power,Nanjing City,1.92,2.3,6.69,1.4,4.15,6.96,1.33,2.94,2.55,1.43,5.85,1.07,1.01,11.0,1.21,3.58,1.75,1.97,1.94,1.75,1.15,1.13,2.61,1.77,0.92,1.83,1.1,2.93,0.0,0.0,0.0,1.09,4.96,1.25,3.25,1.63,2.37,1.88,1.92,2.29,1.54
CHINA 2,2025-10-11,08:30:00,26,Hebei Kungfu,Shenyang Urban,3.84,1.98,2.95,3.26,3.12,2.16,1.43,2.55,2.99,1.32,7.3,1.03,1.03,7.5,1.32,2.88,2.06,1.68,1.81,1.88,1.28,1.27,1.31,1.54,1.92,1.29,1.29,2.58,0.0,0.0,0.0,1.45,2.48,1.85,1.95,2.83,1.52,3.15,1.27,4.62,1.11
WALES 1,2025-10-11,08:30:00,13,Briton Ferry,Connah's Quay,4.8,2.38,2.1,4.63,3.98,1.63,1.3,3.25,2.45,1.5,6.0,1.11,1.04,13.0,1.2,4.2,1.67,2.1,1.7,2.05,1.25,1.19,1.18,0.33,2.0,1.13,1.4,2.53,5.77,9.75,1.25,1.27,3.16,1.54,2.28,2.19,1.79,2.45,1.46,3.34,1.24
SPAIN 3,2025-10-11,09:00:00,7,Villarreal II,Real Betis II,2.56,2.02,3.81,2.1,3.24,3.37,1.38,2.75,2.8,1.37,8.0,1.06,1.06,8.0,1.32,3.05,2.02,1.68,1.88,1.89,1.34,1.28,1.74,1.14,0.57,1.47,1.23,2.7,1.56,8.1,2.83,1.33,2.81,1.64,2.07,2.07,1.61,2.74,1.35,3.9,1.17
ENGLAND 3,2025-10-11,10:00:00,12,Northampton Town,Rotherham United,2.7,2.05,3.9,2.1,3.15,3.45,1.4,2.63,3.1,1.33,8.5,1.06,1.08,7.5,1.36,2.8,2.15,1.62,1.85,1.85,1.33,1.25,1.7,1.67,0.5,1.06,0.87,1.93,1.84,8.0,2.38,1.37,2.85,1.64,2.18,2.35,1.73,2.57,1.45,3.4,1.25
WALES 1,2025-10-11,10:30:00,13,Flint Town United,Llanelli Town,1.9,2.43,4.73,1.35,4.4,5.81,1.22,3.7,2.15,1.62,4.8,1.17,1.03,15.0,1.1,5.05,1.5,2.5,1.67,2.17,1.16,1.18,2.98,1.67,0.5,2.03,1.16,3.19,1.25,9.9,4.6,1.23,3.42,1.44,2.43,1.79,1.87,2.26,1.51,3.05,1.28
WALES 1,2025-10-11,10:30:00,13,Colwyn Bay,Cardiff MU,2.32,2.14,3.95,1.86,3.25,3.39,1.36,2.88,2.65,1.42,6.5,1.1,1.04,11.0,1.28,3.45,1.79,1.99,1.76,2.04,1.31,1.25,1.82,1.43,1.43,1.42,1.47,2.89,1.73,8.0,2.42,1.31,2.92,1.7,2.05,2.01,1.68,2.62,1.38,3.58,1.21
CROATIA 2,2025-10-11,10:30:00,10,Hrvace,Opatija,3.24,1.97,3.34,2.43,3.15,2.58,1.42,2.58,2.99,1.32,7.8,1.05,1.03,8.2,1.3,2.97,2.05,1.69,1.78,1.91,1.28,1.26,1.41,1.67,0.33,1.17,1.14,2.31,0.0,0.0,0.0,1.64,2.12,2.08,1.67,3.62,1.36,3.99,1.16,6.21,1.04
CROATIA 2,2025-10-11,10:30:00,10,Dubrava Zagreb,Orijent 1919,4.32,1.95,2.77,3.5,3.2,1.93,1.44,2.52,3.1,1.3,8.1,1.04,1.04,7.75,1.33,2.83,2.14,1.63,1.86,1.83,1.27,1.26,1.24,1.67,1.33,1.57,1.6,3.17,0.0,0.0,0.0,1.16,3.98,1.37,2.73,1.9,2.07,2.07,1.67,2.67,1.38
WALES 1,2025-10-11,10:30:00,13,Barry Town United,Caernarfon Town,3.26,2.41,2.75,2.53,3.36,2.23,1.28,3.3,2.31,1.58,5.0,1.14,1.03,15.0,1.18,4.5,1.58,2.29,1.45,2.45,1.21,1.22,1.36,1.0,1.71,1.45,1.68,3.13,2.05,7.8,1.99,1.31,2.92,1.57,2.14,2.0,1.69,2.62,1.38,3.58,1.21
ENGLAND 4,2025-10-11,11:00:00,12,Fleetwood Town,Harrogate Town,2.4,2.15,4.33,1.83,3.45,4.1,1.33,3.0,2.7,1.4,7.0,1.1,1.05,10.0,1.29,3.4,1.91,1.83,1.75,1.95,1.3,1.25,1.91,1.83,1.17,1.25,0.77,2.02,1.53,8.0,3.36,1.16,3.99,1.37,2.74,1.85,2.07,2.07,1.67,2.67,1.39
ENGLAND 4,2025-10-11,11:00:00,12,Crawley Town,Walsall,3.26,2.08,2.75,2.85,3.25,2.3,1.36,3.0,2.7,1.4,7.0,1.1,1.06,9.5,1.3,3.3,1.98,1.8,1.72,2.13,1.31,1.28,1.38,0.83,1.83,1.9,0.97,2.87,2.2,8.0,1.83,1.12,4.51,1.31,2.92,1.57,2.16,2.05,1.7,2.53,1.42
ENGLAND 4,2025-10-11,11:00:00,12,Crewe Alexandra,Bromley,2.71,2.09,3.28,2.2,3.3,3.0,1.33,3.0,2.63,1.4,6.5,1.1,1.05,10.0,1.25,3.6,1.85,1.93,1.72,2.12,1.31,1.23,1.64,1.5,1.33,1.34,1.49,2.83,1.8,8.5,2.2,1.15,4.12,1.3,2.97,1.56,2.18,2.05,1.7,2.5,1.43
ENGLAND 4,2025-10-11,11:00:00,12,Shrewsbury Town,Cambridge United,3.54,1.92,2.89,3.2,2.95,2.3,1.44,2.5,3.25,1.3,9.5,1.06,1.08,7.0,1.44,2.63,2.3,1.53,2.04,1.78,1.36,1.28,1.35,0.83,0.83,1.34,1.29,2.63,2.2,8.5,1.8,1.23,3.42,1.44,2.47,1.8,1.91,2.29,1.51,3.05,1.28
ENGLAND 4,2025-10-11,11:00:00,12,Tranmere Rovers,Barnet,3.38,2.05,2.73,3.25,3.15,2.15,1.36,2.88,2.8,1.36,7.5,1.08,1.06,9.0,1.3,3.25,2.0,1.78,1.76,2.06,1.33,1.25,1.33,1.0,2.17,1.32,1.44,2.76,2.15,8.5,1.85,1.18,3.86,1.48,2.52,1.77,1.95,2.09,1.61,2.74,1.35
ENGLAND 4,2025-10-11,11:00:00,12,Gillingham,Cheltenham Town,2.1,2.1,4.94,1.55,3.75,6.0,1.4,2.8,2.9,1.36,8.0,1.07,1.06,9.0,1.3,3.1,2.04,1.74,2.03,1.79,1.26,1.25,2.47,2.17,0.33,1.51,0.85,2.36,1.25,11.0,4.2,1.27,3.14,1.51,2.29,1.95,1.77,2.47,1.44,3.34,1.24
SPAIN 3,2025-10-11,11:00:00,7,Celta de Vigo II,Ourense CF,2.25,2.05,5.81,1.65,3.6,4.6,1.42,2.59,3.12,1.3,8.4,1.01,1.01,8.7,1.32,2.88,2.1,1.66,2.02,1.69,1.24,1.22,2.1,2.0,0.57,1.15,0.82,1.97,1.42,8.05,4.08,1.35,2.8,1.66,2.08,2.46,1.66,2.74,1.36,3.86,1.17
