League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
AUSTRALIA 1,2026-03-04,05:00:00,20,Macarthur,Central Coast Mariners,2.1,2.4,5.0,1.65,4.25,4.76,1.26,3.45,2.25,1.62,4.75,1.15,1.02,13.5,1.15,4.75,1.51,2.35,1.55,2.3,1.22,0.0,2.15,1.18,1.44,1.48,1.05,2.53,1.41,9.6,3.42,1.19,4.5,1.33,3.0,1.73,2.28,1.9,1.87,2.38,1.51
BULGARIA 1,2026-03-04,11:00:00,24,Cherno More,Arda,3.1,1.95,4.25,2.25,2.9,3.0,1.53,2.33,3.2,1.23,10.5,1.03,1.11,6.5,1.51,2.47,2.61,1.53,2.0,1.73,1.22,0.0,1.73,1.5,1.33,1.78,1.3,3.08,1.7,7.8,2.32,1.43,2.54,1.78,2.06,2.26,1.55,3.06,1.29,4.44,1.12
GREECE 1,2026-03-04,13:00:00,1,Panathinaikos,OFI,1.8,2.26,7.5,1.33,4.6,7.0,1.36,2.89,2.73,1.4,6.5,1.04,1.05,10.0,1.25,3.5,1.85,1.95,2.15,1.62,1.18,0.0,3.1,2.25,0.91,1.62,0.89,2.51,1.09,13.25,5.0,1.34,2.83,1.64,2.12,2.05,1.69,2.65,1.42,3.49,1.24
BULGARIA 1,2026-03-04,13:30:00,24,CSKA Sofia,Botev Vratsa,1.92,2.11,8.7,1.36,4.1,7.0,1.34,2.84,2.65,1.34,7.7,1.08,1.06,8.6,1.33,3.1,2.05,1.73,2.3,1.55,1.22,0.0,2.9,2.25,1.08,2.26,1.26,3.52,1.09,10.5,8.4,1.29,3.08,1.5,2.24,2.26,1.76,2.52,1.44,3.42,1.23
ITALY 3,2026-03-04,14:00:00,30,Gubbio,Athletic Carpi,2.63,1.99,5.11,2.0,2.95,3.35,1.54,2.28,3.42,1.23,8.8,1.01,1.1,6.05,1.5,2.41,2.08,1.48,2.11,1.62,1.22,0.0,1.7,1.39,1.1,1.19,1.47,2.66,2.07,6.72,2.22,1.48,2.32,1.86,1.81,2.96,1.49,3.29,1.25,4.88,1.1
ITALY 3,2026-03-04,14:00:00,30,Pontedera,Juventus II,3.78,1.93,3.06,2.8,3.0,2.37,1.47,2.39,3.2,1.27,8.1,1.02,1.04,6.85,1.39,2.59,2.27,1.55,1.92,1.73,1.28,0.0,1.33,0.64,1.5,1.26,1.29,2.55,2.05,5.9,2.14,1.4,2.62,1.74,1.97,2.24,1.57,2.95,1.31,4.24,1.14
ITALY 3,2026-03-04,14:00:00,30,Vis Pesaro,Bra,2.58,1.9,5.1,1.67,3.4,4.33,1.49,2.34,3.14,1.28,7.8,1.02,1.05,6.6,1.36,2.81,2.27,1.59,1.95,1.74,1.28,0.0,1.73,1.29,0.9,1.41,1.06,2.47,1.34,8.45,4.8,1.48,2.5,1.8,1.9,2.3,1.53,3.12,1.28,4.56,1.12
SOUTH AFRICA 1,2026-03-04,14:30:00,20,Chippa United,Marumo Gallants,3.09,1.69,5.26,2.15,2.8,3.4,1.67,2.07,3.6,1.2,12.0,1.04,1.09,5.25,1.56,2.34,2.88,1.39,2.15,1.6,1.4,0.0,1.54,1.18,0.73,1.04,1.2,2.24,1.64,6.75,2.09,1.42,2.57,1.76,1.94,2.71,1.56,3.02,1.3,4.37,1.13
SOUTH AFRICA 1,2026-03-04,14:30:00,20,Mamelodi Sundowns,Golden Arrows,1.57,2.55,10.0,1.22,6.2,10.0,1.28,3.15,2.6,1.48,6.0,1.07,1.03,12.0,1.23,3.96,1.77,2.06,2.67,1.41,1.03,0.0,5.28,2.78,0.5,1.87,1.26,3.13,1.16,8.5,5.5,1.38,2.68,1.69,2.04,2.16,1.61,2.88,1.33,3.9,1.15
SOUTH AFRICA 1,2026-03-04,14:30:00,20,AmaZulu,Magesi,3.18,1.85,4.72,2.05,2.8,3.3,1.65,2.1,3.8,1.17,9.0,1.03,1.09,5.53,1.6,2.19,2.83,1.33,2.5,1.55,1.36,0.0,1.5,1.9,0.45,1.02,1.06,2.08,1.81,6.97,2.18,1.33,2.87,1.64,2.12,2.39,1.69,2.67,1.39,3.74,1.19
