League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
ROMANIA 1,2025-12-15,12:30:00,20,SSC Farul,UTA Arad,2.45,2.09,3.8,1.89,3.3,3.47,1.37,2.95,2.89,1.39,6.0,1.05,1.01,10.0,1.3,3.28,1.77,1.93,1.73,1.95,1.25,0.0,1.73,1.89,1.33,1.79,1.25,3.04,1.59,8.0,3.24,1.23,3.44,1.47,2.4,1.78,1.89,2.23,1.54,3.05,1.29
TURKEY 1,2025-12-15,14:00:00,16,Fenerbahçe,Konyaspor,1.66,2.8,8.0,1.26,6.0,9.75,1.26,3.34,2.25,1.6,4.6,1.14,1.02,18.5,1.14,4.8,1.5,2.38,2.0,1.76,1.13,0.0,3.6,2.43,1.14,2.36,1.41,3.77,1.15,12.7,6.9,1.25,3.82,1.38,2.67,1.68,2.02,2.11,1.6,2.74,1.35
TURKEY 2,2025-12-15,14:00:00,17,Sakaryaspor,Hatayspor,1.65,2.56,6.5,1.34,4.8,6.2,1.22,3.5,2.13,1.63,4.55,1.13,1.01,19.0,1.14,5.2,1.47,2.6,1.7,2.0,1.17,0.0,2.95,1.57,0.38,1.32,1.01,2.33,1.24,9.7,4.94,1.36,2.69,1.68,2.05,2.48,1.66,2.88,1.32,4.21,1.14
SERBIA 1,2025-12-15,15:30:00,19,Bačka Topola,Red Star Belgrade,6.0,2.66,1.73,12.0,5.9,1.15,1.23,3.42,2.16,1.63,4.45,1.14,1.01,19.0,1.11,5.0,1.33,3.0,1.73,2.0,1.14,0.0,1.06,1.56,2.11,1.68,2.76,4.44,8.5,13.2,1.08,1.26,3.22,1.52,2.32,1.87,1.79,2.4,1.48,3.28,1.25
ROMANIA 1,2025-12-15,15:30:00,20,Unirea Slobozia,FCSB,4.75,2.2,2.26,4.6,3.56,1.61,1.36,2.87,2.75,1.36,7.5,1.07,1.02,9.5,1.32,3.25,1.94,1.76,1.85,1.78,1.3,0.0,1.17,1.11,1.3,1.42,1.84,3.26,3.12,8.6,1.48,1.34,3.06,1.6,2.55,2.0,1.76,2.52,1.61,3.46,1.27
PORTUGAL 1,2025-12-15,15:45:00,14,Sporting Braga,Santa Clara,2.05,2.08,6.25,1.48,3.95,7.3,1.38,2.75,3.4,1.32,7.5,1.02,1.08,8.0,1.34,2.9,2.1,1.65,2.2,1.62,1.25,0.0,2.5,1.67,0.83,1.55,1.24,2.79,1.36,10.75,4.4,1.36,2.75,1.7,2.05,2.05,1.7,2.5,1.33,3.95,1.26
SPAIN 2,2025-12-15,16:30:00,18,CD Castellón,Mirandés,1.93,2.36,6.2,1.44,4.5,6.5,1.34,3.36,2.47,1.48,5.8,1.08,1.0,12.5,1.18,4.2,1.68,2.05,1.85,1.85,1.18,0.0,2.69,1.75,1.0,1.92,1.07,2.99,1.18,11.25,5.9,1.27,3.14,1.51,2.29,1.89,1.92,2.38,1.54,3.28,1.25
SCOTLAND 1,2025-12-15,16:45:00,17,Rangers,Hibernian,2.4,2.15,4.0,1.75,3.41,3.92,1.35,3.2,2.59,1.45,6.5,1.08,1.0,9.3,1.22,3.7,1.77,1.93,1.69,2.1,1.3,0.0,1.91,1.43,1.5,1.73,1.24,2.97,1.41,8.0,2.85,1.15,4.3,1.31,2.92,1.57,2.16,1.97,1.73,2.53,1.42
ITALY 1,2025-12-15,16:45:00,15,Roma,Como,2.85,2.0,3.9,2.11,3.13,3.62,1.48,2.67,3.0,1.35,8.5,1.06,1.03,8.0,1.36,3.1,2.15,1.7,2.0,1.85,1.33,0.0,1.67,1.71,1.29,1.6,1.44,3.04,1.7,6.9,2.65,1.46,2.4,1.91,1.87,2.39,1.53,3.17,1.31,4.1,1.18
FRANCE 2,2025-12-15,16:45:00,17,Boulogne,Troyes,4.0,1.98,2.67,3.6,3.04,1.95,1.48,2.47,3.25,1.36,7.6,1.03,1.08,7.1,1.35,3.05,2.17,1.62,1.91,1.8,1.75,0.0,1.22,0.88,1.43,1.26,1.43,2.69,2.88,6.4,1.52,1.36,2.75,1.61,2.15,2.13,1.59,2.83,1.33,4.0,1.17
