League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
ESTONIA 1,2025-07-11,13:00:00,0,Kuressaare,Tammeka,2.62,2.4,3.25,2.05,3.47,2.91,1.28,3.3,2.25,1.57,5.0,1.12,1.03,15.0,1.18,4.5,1.51,2.39,1.5,2.45,1.3,1.23,1.62,1.0,0.7,1.58,1.42,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARGENTINA 1,2025-07-11,15:30:00,1,Aldosivi,Central Córdoba SdE,3.4,1.95,3.6,2.7,2.75,3.0,1.53,2.38,3.5,1.29,11.0,1.05,1.1,6.5,1.5,2.55,2.5,1.5,2.0,1.75,1.37,1.36,1.51,1.0,0.57,1.93,1.4,3.33,1.82,6.25,2.37,1.37,2.75,1.68,1.98,2.2,1.55,3.1,1.31,4.1,1.16
IRELAND 2,2025-07-11,15:45:00,23,Bray Wanderers,Dundalk,4.2,2.15,2.35,3.63,3.45,1.81,1.33,3.1,2.7,1.4,5.5,1.1,1.05,9.5,1.25,3.9,1.79,1.91,1.67,1.98,1.27,1.25,1.22,2.18,2.36,1.94,1.63,3.57,3.62,7.75,1.49,1.31,2.92,1.59,2.1,2.0,1.73,2.66,1.44,3.4,1.29
IRELAND 2,2025-07-11,15:45:00,23,Treaty United,Cobh Ramblers,3.95,2.09,2.65,3.0,3.38,2.04,1.36,2.9,2.6,1.42,6.5,1.09,1.04,9.0,1.27,3.4,1.8,1.9,1.7,2.07,1.29,1.25,1.33,1.82,1.82,1.63,1.43,3.06,1.97,7.07,2.23,1.33,3.22,1.5,2.25,1.91,1.8,2.43,1.5,3.2,1.3
IRELAND 2,2025-07-11,15:45:00,23,UCD,Finn Harps,2.3,2.1,4.75,1.67,3.58,4.1,1.4,2.7,2.8,1.37,7.25,1.08,1.06,8.25,1.33,3.0,1.78,1.92,1.81,1.75,1.28,1.22,2.08,0.73,1.0,1.63,1.17,2.8,1.42,8.4,4.08,1.35,2.8,1.73,2.0,2.46,1.66,2.74,1.36,3.86,1.17
IRELAND 2,2025-07-11,15:45:00,23,Wexford,Athlone Town,2.35,2.3,4.3,1.79,3.68,3.47,1.29,3.3,2.34,1.55,5.0,1.13,1.0,15.0,1.18,4.75,1.54,2.33,1.53,2.3,1.27,1.22,2.02,1.18,0.64,1.76,1.47,3.23,1.8,7.06,2.64,1.38,2.7,1.85,1.85,2.47,1.65,2.62,1.42,3.6,1.25
IRELAND 1,2025-07-11,15:45:00,24,Bohemians,Galway United,2.28,2.25,4.8,1.6,3.65,4.6,1.36,2.9,2.6,1.43,6.5,1.09,1.04,9.75,1.26,3.4,1.81,1.89,1.82,1.85,1.25,1.2,2.05,2.0,1.0,2.05,1.54,3.59,1.39,7.8,3.96,1.22,3.92,1.32,2.88,1.64,2.19,2.0,1.73,2.57,1.42
IRELAND 1,2025-07-11,15:45:00,24,Waterford,Cork City,2.44,2.21,3.9,1.89,3.5,3.27,1.3,3.2,2.4,1.44,5.75,1.11,1.04,10.5,1.23,3.95,1.7,1.95,1.65,2.1,1.27,1.22,1.8,1.27,0.18,1.57,1.09,2.66,1.65,8.5,2.45,1.25,3.65,1.33,2.83,1.88,2.15,2.05,1.69,2.55,1.43
BRAZIL 2,2025-07-11,19:00:00,0,Vila Nova,Operário PR,2.96,1.81,4.35,1.85,3.05,3.98,1.57,2.25,3.75,1.22,12.0,1.03,1.1,5.75,1.55,2.3,2.45,1.48,2.15,1.54,1.38,1.36,1.63,2.14,0.75,1.55,1.34,2.89,1.79,8.8,3.23,1.2,3.64,1.33,2.95,2.01,2.01,2.19,1.62,2.84,1.35
ARGENTINA 1,2025-07-11,20:00:00,1,Talleres Córdoba,San Lorenzo,2.88,1.83,5.5,2.05,3.2,4.0,1.67,2.1,4.5,1.18,15.0,1.03,1.15,5.25,1.7,2.06,3.4,1.33,2.63,1.44,1.22,1.41,1.7,0.63,1.56,2.03,1.1,3.13,1.78,6.0,2.45,1.44,2.45,1.82,1.82,2.45,1.46,3.4,1.25,4.75,1.12
