League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
TURKEY 2,2025-12-28,07:30:00,19,Serik Belediyespor,Boluspor,6.21,2.3,1.97,5.8,4.53,1.41,1.32,3.3,2.58,1.5,6.0,1.07,1.03,11.9,1.22,3.88,1.69,2.04,1.82,1.87,1.15,1.2,1.06,1.44,1.22,1.41,1.69,3.1,2.34,6.86,1.97,1.4,2.62,1.74,1.98,2.64,1.58,3.14,1.31,4.24,1.14
TURKEY 2,2025-12-28,07:30:00,19,Keçiörengücü,Ümraniyespor,1.89,2.59,6.86,1.37,4.3,6.4,1.3,3.08,2.57,1.54,5.55,1.08,1.03,11.5,1.16,4.02,1.57,2.15,1.84,1.85,1.11,1.13,2.68,1.25,0.88,1.35,0.92,2.27,1.26,9.3,5.76,1.44,2.57,1.8,1.92,2.7,1.56,3.01,1.3,4.36,1.13
ITALY 1,2025-12-28,08:30:00,17,AC Milan,Hellas Verona,1.85,2.38,7.5,1.25,4.9,7.8,1.36,2.97,2.78,1.43,6.25,1.06,1.0,10.0,1.24,3.68,1.9,2.0,2.1,1.67,1.2,1.2,2.9,2.13,0.75,1.68,1.26,2.94,1.27,10.5,5.4,1.32,3.14,1.59,2.28,2.23,1.8,2.56,1.48,3.34,1.24
TURKEY 2,2025-12-28,10:00:00,19,BB Erzurumspor,Çorum Belediyespor,2.85,1.98,3.9,2.15,3.1,3.2,1.41,2.59,3.07,1.36,8.0,1.02,1.01,8.7,1.37,3.04,2.03,1.7,1.79,1.9,1.28,1.25,1.53,1.67,1.22,1.43,1.58,3.01,2.04,6.88,2.24,1.38,2.7,1.7,2.02,2.52,1.62,2.85,1.34,4.06,1.16
ENGLAND 1,2025-12-28,11:00:00,18,Sunderland,Leeds United,3.0,1.95,3.57,2.73,3.2,2.76,1.51,2.54,3.1,1.33,8.8,1.05,1.08,7.5,1.42,2.8,2.3,1.62,1.87,1.91,1.41,1.33,1.46,2.25,0.5,1.2,1.17,2.37,2.18,6.75,2.24,1.49,2.43,1.72,1.9,2.36,1.55,3.12,1.32,3.85,1.17
ITALY 1,2025-12-28,11:00:00,17,Cremonese,Napoli,6.0,2.15,2.1,6.25,3.95,1.43,1.44,2.85,2.85,1.37,7.5,1.05,1.06,7.8,1.3,3.3,2.07,1.78,1.95,1.75,2.3,1.22,1.13,1.29,1.5,1.07,1.44,2.51,3.5,7.5,1.44,1.33,2.83,1.67,2.1,2.41,1.73,2.75,1.37,3.78,1.19
PORTUGAL 1,2025-12-28,12:30:00,16,FC Arouca,Gil Vicente,4.6,2.18,2.43,3.9,3.36,1.96,1.46,2.53,3.33,1.31,8.1,1.02,1.08,7.5,1.34,2.95,2.26,1.65,1.93,1.78,1.34,1.28,1.26,1.0,1.63,1.27,1.39,2.66,2.43,7.5,1.65,1.39,2.75,1.68,2.12,2.45,1.7,2.65,1.38,3.6,1.23
PORTUGAL 1,2025-12-28,12:30:00,16,Casa Pia,Vitória Guimarães,4.1,1.87,3.06,3.25,3.05,2.35,1.54,2.34,3.48,1.26,9.9,1.0,1.08,6.95,1.5,2.54,2.4,1.53,1.99,1.73,1.39,1.33,1.35,0.43,1.29,0.94,1.41,2.35,2.7,7.5,1.67,1.37,3.16,1.52,2.08,1.91,1.88,2.39,1.53,3.11,1.3
TURKEY 2,2025-12-28,13:00:00,19,Amed,76 Iğdır Belediyespor,2.52,2.13,3.52,1.95,3.55,3.5,1.32,2.96,2.64,1.43,6.4,1.05,1.01,11.0,1.19,3.78,1.75,2.09,1.66,2.1,1.23,1.23,1.72,2.56,1.38,1.77,1.08,2.85,1.63,7.18,3.11,1.45,2.46,1.82,1.88,2.33,1.52,3.18,1.27,4.66,1.11
ENGLAND 1,2025-12-28,13:30:00,18,Crystal Palace,Tottenham Hotspur,2.75,2.15,3.6,2.09,3.35,3.32,1.35,2.72,2.88,1.41,7.0,1.04,1.0,9.1,1.33,3.3,1.99,1.9,1.67,2.1,1.34,1.28,1.65,1.25,1.75,1.49,1.05,2.54,1.72,7.5,2.6,1.22,3.7,1.42,2.67,1.87,2.09,2.09,1.69,2.62,1.43
