League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CHINA 1,2025-08-25,09:00:00,22,Beijing Guoan,Wuhan Three Towns,1.78,2.99,6.64,1.33,5.2,6.4,1.2,4.0,1.95,1.76,3.85,1.21,1.01,23.0,1.07,6.0,1.34,2.99,1.57,2.3,1.1,0.0,2.9,2.14,1.0,1.62,1.4,3.02,1.33,9.5,4.75,1.17,4.05,1.35,3.05,1.75,2.33,2.05,1.7,2.43,1.55
WALES 1,2025-08-25,10:30:00,4,Briton Ferry,Haverfordwest County,3.37,2.25,2.52,2.89,3.45,2.15,1.32,3.1,2.55,1.45,5.8,1.1,1.05,11.0,1.25,3.8,1.76,1.94,1.63,2.2,1.23,0.0,1.29,1.0,0.0,1.65,0.0,1.65,3.19,8.2,1.59,1.31,2.87,1.65,2.12,2.01,1.7,2.62,1.38,3.74,1.19
WALES 1,2025-08-25,10:30:00,4,Cardiff MU,Barry Town United,2.5,2.3,3.5,1.87,3.65,3.45,1.28,3.3,2.3,1.53,5.8,1.12,1.03,12.4,1.16,4.2,1.62,2.15,1.57,2.25,1.29,0.0,1.85,1.0,3.0,1.67,2.03,3.7,0.0,0.0,0.0,1.38,2.69,1.71,2.02,2.15,1.61,2.86,1.33,4.08,1.15
WALES 1,2025-08-25,10:30:00,4,Caernarfon Town,Bala Town,1.9,2.48,5.6,1.81,3.55,3.75,1.25,3.6,2.2,1.62,5.0,1.15,1.02,13.0,1.2,4.3,1.7,2.02,1.73,2.0,1.22,0.0,2.5,3.0,0.0,2.72,0.0,2.72,1.34,9.0,3.9,1.41,2.58,1.76,1.95,2.69,1.57,3.0,1.3,4.32,1.13
WALES 1,2025-08-25,10:30:00,4,Colwyn Bay,The New Saints,6.5,2.7,1.73,7.6,5.2,1.27,1.25,3.75,2.15,1.63,4.8,1.17,1.01,17.0,1.1,5.1,1.53,2.43,1.93,1.83,1.15,0.0,1.06,1.0,3.0,1.25,0.0,1.25,6.55,10.5,1.19,1.31,2.96,1.6,2.17,2.33,1.7,2.6,1.41,3.6,1.2
WALES 1,2025-08-25,10:30:00,4,Penybont,Llanelli Town,1.49,3.0,12.3,1.1,7.6,15.0,1.22,4.2,2.11,1.68,4.1,1.2,1.02,19.0,1.08,5.75,1.39,2.86,2.1,1.67,1.06,0.0,5.0,0.0,0.0,0.0,1.11,1.11,1.18,11.0,6.57,1.27,3.08,1.59,2.24,1.91,1.76,2.46,1.43,3.34,1.24
FINLAND 1,2025-08-25,12:00:00,21,Haka,SJK,3.7,2.5,2.25,4.1,3.75,1.7,1.25,3.5,2.2,1.62,4.7,1.16,1.02,14.5,1.13,4.8,1.49,2.4,1.44,2.5,2.0,0.0,1.27,0.9,1.7,1.24,1.55,2.79,2.65,7.7,1.7,1.08,4.95,1.24,3.5,1.44,2.5,1.77,1.87,2.25,1.52
POLAND 2,2025-08-25,12:30:00,7,Wieczysta Kraków,Górnik Łęczna,1.84,2.38,7.15,1.37,4.89,7.0,1.28,3.3,2.34,1.53,5.0,1.14,1.03,10.0,1.14,4.4,1.61,2.22,1.83,1.91,1.2,0.0,2.88,3.0,0.67,1.51,1.48,2.99,1.13,12.9,5.2,1.09,4.97,1.25,3.26,1.38,2.62,1.67,2.03,2.28,1.54
ROMANIA 1,2025-08-25,13:00:00,7,Hermannstadt,SSC Farul,3.04,2.12,3.8,2.11,3.05,3.05,1.46,2.53,3.04,1.33,7.7,1.03,1.06,8.5,1.33,3.0,2.1,1.67,1.8,1.91,1.33,0.0,1.6,1.0,1.33,1.67,2.06,3.73,1.76,8.0,2.7,1.3,3.41,1.48,2.41,1.82,1.86,2.36,1.53,3.07,1.29
BULGARIA 1,2025-08-25,13:00:00,6,Slavia Sofia,Arda,3.02,2.09,3.3,2.45,3.35,2.8,1.41,2.77,2.8,1.38,6.65,1.05,1.02,8.3,1.28,3.26,2.0,1.82,1.85,1.85,1.36,0.0,1.45,0.5,1.5,1.48,1.52,3.0,2.08,6.1,1.97,1.41,2.59,1.75,1.96,2.22,1.57,3.14,1.31,4.3,1.13
FINLAND 1,2025-08-25,13:00:00,21,Gnistan,Oulu,2.38,2.3,3.75,1.85,4.13,3.45,1.28,3.3,2.46,1.55,5.25,1.14,1.02,12.5,1.15,4.33,1.6,2.2,1.55,2.25,1.25,0.0,1.85,1.33,0.7,1.26,1.08,2.34,1.64,8.4,2.61,1.13,4.4,1.3,3.12,1.52,2.25,1.9,1.75,2.5,1.57
WALES 1,2025-08-25,13:15:00,4,Connah's Quay,Flint Town United,2.21,2.46,5.12,1.56,3.81,5.1,1.31,3.14,2.41,1.5,6.0,1.12,1.04,13.0,1.18,4.2,1.65,2.1,1.65,2.08,1.25,0.0,2.1,0.0,1.0,0.0,2.29,2.29,1.3,9.2,5.09,1.27,3.14,1.53,2.35,2.12,1.77,2.37,1.5,3.34,1.24
ITALY 1,2025-08-25,13:30:00,1,Udinese,Hellas Verona,2.49,2.05,4.4,1.92,3.4,3.91,1.46,2.55,3.2,1.31,8.5,1.01,1.06,8.0,1.36,3.0,2.15,1.7,1.85,1.85,1.25,0.0,1.8,0.0,0.0,0.0,0.0,0.0,1.56,7.5,2.75,1.22,3.2,1.44,2.42,2.06,1.92,2.27,1.55,3.0,1.33
GREECE 1,2025-08-25,13:30:00,1,Levadiakos,Kifisia,2.5,2.1,4.5,1.98,3.45,3.9,1.42,2.57,3.25,1.28,9.2,1.0,1.06,8.9,1.33,2.8,2.17,1.7,2.0,1.73,1.3,0.0,1.85,0.0,0.0,0.0,0.0,0.0,1.69,7.5,2.64,1.49,2.54,1.8,1.95,2.36,1.56,3.6,1.23,4.15,1.17
ISRAEL 2,2025-08-25,13:30:00,1,Kafr Qasim,Hapoel Hadera,3.42,1.95,3.2,2.13,3.0,3.55,1.43,2.55,2.89,1.34,7.4,1.06,1.03,7.5,1.3,2.97,2.2,1.6,1.74,1.96,1.3,0.0,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,2.41,1.9,1.9,2.94,1.49,3.28,1.25,4.84,1.1
ISRAEL 2,2025-08-25,13:30:00,1,Hapoel Kfar Shalem,Maccabi Petah Tikva,5.55,2.12,2.15,4.6,3.7,1.6,1.37,2.76,2.72,1.38,6.5,1.08,1.0,9.2,1.3,3.34,1.8,1.83,1.83,1.86,1.21,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.38,1.92,1.88,3.0,1.48,3.34,1.24,4.96,1.09
DENMARK 1,2025-08-25,14:00:00,6,Nordsjælland,Viborg,2.55,2.45,3.84,2.11,3.75,3.2,1.25,3.34,2.29,1.62,4.75,1.17,1.02,12.5,1.14,4.75,1.53,2.61,1.5,2.71,1.27,0.0,1.75,0.0,1.5,1.63,1.45,3.08,1.51,8.0,2.88,1.27,3.42,1.44,2.5,1.99,2.02,2.23,1.61,2.8,1.38
SWEDEN 2,2025-08-25,14:00:00,20,Falkenberg,Sandviken,2.62,2.2,3.75,2.05,3.3,3.1,1.33,3.2,2.4,1.5,5.5,1.11,1.02,10.0,1.25,4.0,1.67,2.1,1.57,2.25,1.3,0.0,1.73,1.56,1.22,1.46,1.46,2.92,1.82,7.4,2.38,1.2,3.85,1.39,2.75,1.65,2.23,2.04,1.73,2.55,1.45
SWEDEN 2,2025-08-25,14:00:00,20,Örebro,Umeå,2.3,2.3,4.0,1.91,3.6,3.7,1.29,3.3,2.3,1.55,5.25,1.14,1.02,15.0,1.2,4.4,1.61,2.25,1.57,2.25,1.24,0.0,1.95,0.44,0.56,1.48,1.16,2.64,1.64,7.7,2.85,1.2,3.88,1.39,2.78,1.65,2.17,2.02,1.74,2.52,1.46
SWEDEN 2,2025-08-25,14:00:00,20,Trelleborg,Landskrona,3.0,2.15,3.3,2.46,3.35,2.68,1.33,3.04,2.55,1.44,5.5,1.09,1.05,10.0,1.24,3.6,1.73,2.0,1.63,2.2,1.29,0.0,1.52,0.78,1.56,1.55,1.36,2.91,2.07,7.4,2.08,1.2,3.85,1.39,2.75,1.82,2.15,2.04,1.73,2.55,1.45
POLAND 1,2025-08-25,14:00:00,6,Wisła Płock,Zagłębie Lubin,2.76,2.26,3.7,2.13,3.5,3.25,1.38,2.81,2.81,1.38,7.0,1.04,1.03,9.2,1.3,3.3,1.95,1.83,1.75,1.95,1.33,0.0,1.71,2.6,1.25,1.4,1.42,2.82,1.88,8.0,2.28,1.16,4.3,1.29,3.1,1.7,2.35,1.8,1.85,2.23,1.52
SWEDEN 2,2025-08-25,14:00:00,20,GIF Sundsvall,Oddevold,3.0,1.98,3.6,2.31,3.0,3.21,1.42,2.5,2.9,1.31,7.0,1.06,1.08,8.5,1.3,2.7,2.17,1.6,1.93,1.75,1.4,0.0,1.53,1.3,2.11,1.26,1.18,2.44,1.9,8.1,2.21,1.28,3.4,1.61,2.21,2.32,1.75,2.53,1.46,3.35,1.26
POLAND 2,2025-08-25,14:00:00,7,Tychy 71,Stal Mielec,2.57,2.2,3.99,1.9,3.6,3.25,1.3,3.2,2.46,1.48,6.0,1.12,1.04,12.0,1.22,4.0,1.72,2.04,1.57,2.25,1.24,0.0,1.75,1.33,1.5,1.92,1.33,3.25,0.0,0.0,0.0,1.1,4.74,1.27,3.14,1.53,2.34,1.88,1.88,2.35,1.51
NORWAY 1,2025-08-25,14:00:00,19,Sarpsborg 08,Kristiansund,2.05,2.62,4.75,1.54,3.95,4.6,1.22,3.88,2.0,1.79,4.0,1.17,1.01,17.5,1.11,5.65,1.38,2.9,1.46,2.5,1.2,0.0,2.29,1.13,1.22,1.61,1.05,2.66,1.39,9.5,3.62,1.1,5.1,1.25,3.42,1.63,2.55,1.83,1.95,2.21,1.61
SWEDEN 1,2025-08-25,14:00:00,21,Öster,Norrköping,2.75,2.19,3.51,2.22,3.21,2.79,1.33,3.25,2.6,1.46,6.0,1.1,1.0,10.5,1.23,3.7,1.75,2.1,1.62,2.2,1.26,0.0,1.52,0.67,1.0,0.99,1.08,2.07,1.73,9.3,2.45,1.08,5.45,1.21,3.58,1.54,2.8,1.75,2.17,2.13,1.68
