League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
SLOVENIA 1,2026-02-05,11:00:00,20,Aluminij,Olimpija,5.0,2.3,2.22,4.2,3.8,1.66,1.32,2.96,2.53,1.45,6.1,1.1,1.04,9.0,1.24,3.9,1.7,2.0,1.7,2.05,2.05,0.0,1.13,1.22,1.33,1.45,1.68,3.13,2.96,7.22,1.67,1.37,2.72,1.7,2.04,2.13,1.63,2.82,1.34,4.01,1.16
EGYPT 1,2026-02-05,12:00:00,17,Haras El Hodood,Pharco,3.45,1.71,4.0,2.49,2.71,3.0,1.68,2.25,3.7,1.22,13.0,1.02,1.09,5.25,1.63,2.14,3.07,1.31,2.42,1.53,1.37,0.0,1.42,1.14,0.71,1.2,0.75,1.95,1.86,7.8,2.21,1.35,2.74,1.67,2.03,2.52,1.59,2.83,1.33,3.7,1.22
SAUDI ARABIA 1,2026-02-05,12:20:00,21,Al Feiha,Al Najma,2.1,2.2,5.0,0.0,0.0,0.0,1.34,2.88,2.6,1.42,6.5,1.08,1.0,10.0,1.23,3.6,1.89,1.9,1.75,1.91,1.25,0.0,2.15,1.44,0.2,1.12,1.01,2.13,1.45,8.6,3.25,1.25,3.35,1.52,2.24,2.02,1.76,2.18,1.56,2.8,1.35
ROMANIA 1,2026-02-05,13:00:00,25,CS U Craiova,Oţelul Galaţi,2.3,2.1,4.65,1.65,3.6,4.79,1.39,2.75,2.85,1.37,6.8,1.07,1.02,8.2,1.3,3.0,2.05,1.82,1.95,1.75,1.16,0.0,1.95,2.25,1.08,1.82,1.45,3.27,1.33,8.0,3.3,1.32,2.92,1.63,2.2,2.04,1.72,2.28,1.41,3.5,1.22
SAUDI ARABIA 1,2026-02-05,14:30:00,21,Al Akhdoud,Al Hilal,10.0,3.44,1.53,0.0,0.0,0.0,1.12,4.75,1.93,1.77,3.9,1.18,1.01,19.5,1.1,6.0,1.31,2.88,1.98,1.7,1.08,0.0,1.03,0.9,2.33,1.07,1.93,3.0,7.0,11.0,1.12,1.24,3.4,1.43,2.5,1.73,1.93,2.15,1.58,2.75,1.36
SAUDI ARABIA 1,2026-02-05,14:30:00,21,Al Ahli,Al Hazm,1.57,3.17,8.7,1.14,6.65,10.6,1.16,4.05,1.99,1.73,4.05,1.17,1.01,18.5,1.06,6.0,1.33,2.75,1.85,1.83,1.1,0.0,4.4,2.4,1.4,1.63,1.18,2.81,1.12,11.5,6.75,1.2,3.75,1.37,2.7,1.62,2.07,2.02,1.66,2.55,1.41
EGYPT 1,2026-02-05,15:00:00,17,Ceramica Cleopatra,Ghazl El Mehalla,2.45,1.89,5.2,1.74,3.12,4.89,1.48,2.31,3.32,1.26,8.7,1.01,1.08,6.65,1.44,2.75,2.24,1.58,2.1,1.71,1.11,0.0,2.0,2.57,1.0,1.3,1.02,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGYPT 1,2026-02-05,15:00:00,17,Wadi Degla,Al Mokawloon,3.47,1.72,4.38,2.34,2.6,3.1,1.68,2.11,4.3,1.15,13.0,1.02,1.11,5.0,1.7,2.08,3.1,1.3,2.38,1.51,1.44,0.0,1.44,1.5,1.13,1.29,1.13,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROMANIA 1,2026-02-05,15:30:00,25,FCSB,Botoşani,2.31,2.0,4.8,1.67,3.35,4.2,1.43,2.65,3.05,1.32,8.5,1.02,1.01,8.0,1.33,2.97,2.0,1.7,1.95,1.75,1.29,0.0,1.95,1.5,1.33,1.9,1.39,3.29,1.39,8.35,4.2,1.37,2.75,1.64,2.24,2.23,1.66,2.65,1.4,3.41,1.23
ENGLAND 4,2026-02-05,17:01:00,31,Accrington Stanley,Salford City,3.6,2.18,2.85,3.35,3.2,2.2,1.38,2.69,2.55,1.42,7.1,1.04,1.01,8.5,1.25,3.5,2.02,1.75,1.75,1.95,1.3,0.0,1.33,1.71,1.79,1.61,1.4,3.01,2.59,6.5,1.83,1.22,3.3,1.48,2.43,1.98,1.98,2.24,1.62,2.97,1.3
BRAZIL 1,2026-02-05,19:00:00,2,Bahia,Fluminense,2.8,2.1,4.25,2.15,3.04,3.6,1.46,2.53,2.88,1.36,6.75,1.04,1.03,9.0,1.31,3.15,2.06,1.78,1.8,1.91,1.33,0.0,1.67,0.0,0.0,0.0,0.0,0.0,1.51,8.7,3.04,1.26,3.2,1.5,2.31,2.11,1.81,2.41,1.46,3.15,1.25
BRAZIL 1,2026-02-05,20:00:00,2,Vasco da Gama,Chapecoense,2.18,2.31,6.03,1.67,3.7,4.8,1.4,2.75,2.81,1.38,6.5,1.04,1.01,8.4,1.3,3.18,2.01,1.8,1.95,1.77,1.12,0.0,2.2,0.0,0.0,0.0,0.0,0.0,1.44,8.7,3.04,1.22,3.48,1.44,2.47,1.8,1.89,2.25,1.56,2.95,1.29
