League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
CROATIA 1,2025-12-19,12:00:00,18,Varaždin,Istra 1961,3.08,2.0,3.6,2.05,2.85,3.05,1.49,2.63,3.28,1.29,8.8,1.01,1.03,6.25,1.4,2.7,2.25,1.57,1.91,1.73,1.36,1.33,1.53,1.67,1.22,1.56,1.16,2.72,1.63,7.8,2.62,1.44,2.42,1.81,1.92,2.92,1.5,3.24,1.26,4.8,1.1
BULGARIA 1,2025-12-19,12:30:00,6,Beroe,Ludogorets,8.9,2.64,1.83,12.0,6.0,1.32,1.28,3.35,2.25,1.55,4.95,1.11,1.0,11.0,1.22,3.8,1.55,2.1,2.1,1.69,3.98,1.2,1.0,1.0,1.9,1.38,1.74,3.12,7.5,10.8,1.24,1.37,2.66,1.69,1.97,2.44,1.58,2.92,1.42,4.1,1.16
TURKEY 1,2025-12-19,14:00:00,17,Kocaelispor,Antalyaspor,2.28,1.96,5.0,1.56,3.72,5.25,1.42,2.59,2.95,1.35,7.0,1.01,1.01,8.0,1.4,2.89,2.24,1.68,2.1,1.71,1.31,1.22,2.17,2.0,1.22,1.31,0.76,2.07,1.53,8.5,3.2,1.42,2.65,1.72,2.05,2.5,1.64,2.75,1.39,3.72,1.21
TURKEY 2,2025-12-19,14:00:00,18,Erokspor,Sarıyer,2.25,2.37,4.5,1.73,3.9,4.3,1.29,3.12,2.44,1.46,5.75,1.07,1.01,11.5,1.22,4.17,1.75,2.05,1.65,2.1,1.16,1.25,2.08,2.1,1.0,1.46,1.48,2.94,1.47,7.55,3.79,1.51,2.35,1.89,1.81,3.06,1.46,3.4,1.23,5.08,1.08
GERMANY 2,2025-12-19,14:30:00,17,Hertha BSC,Arminia Bielefeld,2.58,2.16,4.15,1.74,3.4,3.95,1.33,3.04,2.61,1.48,6.0,1.08,1.03,13.0,1.17,4.2,1.7,2.15,1.53,2.34,1.25,1.28,1.8,1.56,0.75,1.45,1.48,2.93,1.89,8.0,2.25,1.19,4.0,1.28,3.05,1.58,2.31,1.91,1.77,2.36,1.52
GERMANY 2,2025-12-19,14:30:00,17,Paderborn,Darmstadt 98,2.7,2.27,3.82,2.09,3.65,3.38,1.32,3.1,2.5,1.48,5.6,1.1,1.05,9.5,1.22,3.9,1.7,2.1,1.57,2.3,1.33,1.32,1.7,1.78,1.5,1.77,1.42,3.19,1.67,7.5,2.95,1.2,3.85,1.48,2.77,1.72,1.91,2.2,1.58,2.85,1.36
ROMANIA 1,2025-12-19,15:00:00,21,Botoşani,CFR Cluj,3.15,2.12,3.0,2.4,3.1,2.7,1.42,2.8,3.03,1.34,7.7,1.02,1.05,9.0,1.28,3.2,1.97,1.8,1.75,2.08,1.42,1.25,1.5,2.0,1.0,1.49,1.43,2.92,1.76,7.0,2.35,1.29,3.06,1.58,2.24,1.93,1.76,2.51,1.5,3.45,1.22
GERMANY 3,2025-12-19,15:00:00,19,Energie Cottbus,Jahn Regensburg,2.39,2.2,4.05,1.93,3.7,3.5,1.26,3.2,2.26,1.5,4.9,1.11,1.02,13.3,1.17,5.02,1.53,2.07,1.5,2.4,1.25,1.2,1.95,2.1,0.8,1.75,1.64,3.39,1.59,8.05,3.12,1.09,5.0,1.26,3.28,1.69,2.33,1.82,1.88,2.27,1.54
SWITZERLAND 2,2025-12-19,15:30:00,18,Stade Nyonnais,Neuchâtel Xamax,3.85,2.3,2.63,3.1,3.35,2.05,1.32,2.96,2.62,1.46,5.7,1.08,1.01,13.0,1.14,3.8,1.62,2.03,1.55,2.35,1.7,1.27,1.3,1.33,1.11,1.03,1.41,2.44,3.04,7.9,1.64,1.46,2.56,1.74,1.91,2.24,1.52,3.02,1.3,4.38,1.13
NETHERLANDS 2,2025-12-19,16:00:00,21,Cambuur,MVV,1.57,2.85,6.47,1.2,6.95,11.0,1.2,4.2,1.87,1.81,3.8,1.18,1.01,26.0,1.08,7.0,1.34,3.29,1.62,2.15,1.06,1.14,3.78,2.6,0.9,1.76,1.44,3.2,1.2,10.5,5.83,1.24,3.49,1.36,2.55,1.96,2.0,2.23,1.63,2.52,1.39
NETHERLANDS 2,2025-12-19,16:00:00,21,ADO Den Haag,PSV II,1.57,3.2,7.15,1.22,6.0,6.75,1.11,5.05,1.73,2.02,3.15,1.27,1.0,24.0,1.03,9.5,1.22,4.0,1.57,2.49,1.11,1.07,4.0,3.0,1.4,2.4,1.74,4.14,1.13,15.5,9.4,1.12,5.06,1.23,3.35,1.5,2.62,1.7,2.08,2.08,1.7
NETHERLANDS 2,2025-12-19,16:00:00,21,Eindhoven,AZ II,2.63,2.51,3.2,2.06,3.7,2.82,1.28,3.44,2.2,1.59,4.5,1.12,1.03,11.0,1.18,4.75,1.5,2.35,1.53,2.5,1.25,1.22,1.65,1.1,1.4,1.28,1.49,2.77,1.95,6.45,2.2,1.19,3.93,1.32,2.8,1.63,2.19,2.0,1.75,2.5,1.51
HUNGARY 1,2025-12-19,16:00:00,18,Diósgyőr,Ferencváros,5.35,2.65,1.87,5.6,4.68,1.36,1.22,3.58,2.08,1.66,4.3,1.15,1.02,18.0,1.13,5.25,1.44,2.7,1.61,2.23,1.17,1.17,1.07,1.63,2.5,1.46,1.66,3.12,3.8,9.0,1.33,1.19,4.0,1.34,2.95,1.62,2.15,1.99,1.73,2.35,1.42
NETHERLANDS 2,2025-12-19,16:00:00,21,VVV,Dordrecht,2.85,2.25,3.0,2.5,3.7,2.45,1.25,3.3,2.25,1.59,5.0,1.12,1.04,10.0,1.15,5.23,1.49,2.3,1.44,2.5,1.24,1.22,1.55,1.2,1.5,1.93,1.61,3.54,1.76,7.2,2.3,1.11,5.19,1.22,3.63,1.53,2.32,1.67,2.16,2.05,1.72
