League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
SOUTH KOREA 2,2025-09-06,07:00:00,28,Busan I'Park,Suwon Bluewings,3.05,2.18,2.99,2.42,3.33,2.46,1.31,3.25,2.52,1.46,5.9,1.12,1.01,11.5,1.19,3.8,1.79,1.91,1.57,2.15,1.3,1.3,1.45,1.57,1.86,1.37,1.62,2.99,1.94,6.35,2.25,1.37,2.73,1.69,2.04,2.53,1.63,2.82,1.34,4.0,1.16
SOUTH KOREA 2,2025-09-06,07:00:00,28,Jeonnam Dragons,Seoul E-Land,3.2,2.13,2.97,2.58,3.27,2.35,1.36,2.98,2.7,1.4,6.55,1.05,1.0,9.3,1.23,3.42,1.85,1.85,1.65,2.04,1.33,1.27,1.4,1.61,1.54,1.29,1.24,2.53,2.21,5.85,2.02,1.6,2.17,2.03,1.7,3.48,1.38,3.84,1.18,5.93,1.05
SOUTH KOREA 2,2025-09-06,07:00:00,28,Cheongju,Gyeongnam,2.64,2.03,3.34,2.17,3.19,2.9,1.42,2.65,2.9,1.38,6.75,1.04,1.02,7.9,1.28,3.08,1.92,1.78,1.73,1.97,1.3,1.3,1.57,0.89,0.93,1.21,1.22,2.43,1.63,7.7,2.73,1.54,2.28,2.0,1.8,3.19,1.43,3.54,1.21,5.35,1.07
SOUTH KOREA 2,2025-09-06,07:00:00,28,Seongnam,Ansan Greeners,2.31,2.04,5.0,1.74,3.31,4.1,1.44,2.58,3.24,1.31,8.5,1.02,1.02,7.9,1.34,2.78,2.15,1.62,2.17,1.64,1.22,1.25,2.15,1.46,0.71,1.18,1.09,2.27,1.53,7.9,3.08,1.5,2.38,1.92,1.88,3.0,1.48,3.34,1.24,4.96,1.09
SPAIN 3,2025-09-06,07:00:00,2,CD Eldense,Villarreal II,2.8,1.98,3.9,2.21,3.1,3.3,1.47,2.49,3.34,1.3,9.5,1.05,1.02,7.0,1.4,2.62,2.32,1.55,2.0,1.73,1.27,0.0,1.59,2.0,1.5,0.84,1.46,2.3,1.49,8.3,3.06,1.33,2.88,1.63,2.12,2.06,1.68,2.67,1.39,3.72,1.19
CHINA 2,2025-09-06,08:00:00,13,Dalian Huayi,Heilongjiang Lava Spring,2.41,2.02,5.12,2.16,3.0,3.35,1.4,2.65,3.03,1.35,7.75,1.07,1.07,8.9,1.28,2.95,2.02,1.73,1.86,1.8,1.24,0.0,1.86,2.18,0.91,1.34,0.96,2.3,1.55,7.11,3.44,1.59,2.2,2.12,1.63,2.86,1.34,4.16,1.15,6.54,1.03
ENGLAND 4,2025-09-06,08:30:00,7,Newport County,Bristol Rovers,3.77,2.33,2.4,3.6,3.75,1.94,1.33,3.0,2.53,1.44,6.5,1.1,1.04,10.0,1.19,3.6,1.75,1.95,1.68,2.05,1.25,0.0,1.28,0.25,1.5,0.97,1.14,2.11,3.3,8.3,1.47,1.2,3.78,1.39,2.64,1.96,2.05,2.19,1.65,2.81,1.33
WALES 1,2025-09-06,08:30:00,6,Cardiff MU,Colwyn Bay,2.5,2.2,3.61,1.9,3.38,3.4,1.36,2.8,2.62,1.42,6.0,1.09,1.0,9.3,1.23,3.7,1.9,1.88,1.61,1.98,1.3,0.0,1.78,0.67,1.33,1.78,1.53,3.31,1.86,6.96,2.5,1.42,2.52,1.7,2.04,2.1,1.65,2.7,1.4,3.6,1.25
WALES 1,2025-09-06,08:30:00,6,Bala Town,Penybont,4.74,2.06,2.22,4.8,3.65,1.65,1.36,2.8,2.8,1.38,7.5,1.08,1.02,8.3,1.29,3.01,2.02,1.74,1.93,1.74,1.25,0.0,1.13,1.67,2.33,1.21,1.11,2.32,3.2,7.25,1.6,1.47,2.4,1.81,1.91,2.25,1.5,3.08,1.33,3.8,1.22
WALES 1,2025-09-06,08:30:00,6,The New Saints,Haverfordwest County,1.62,2.64,6.95,1.29,5.3,9.0,1.25,3.45,2.25,1.57,5.0,1.14,1.0,13.5,1.15,4.33,1.57,2.38,1.97,1.73,1.17,0.0,3.5,2.0,1.5,1.65,0.96,2.61,1.14,11.25,6.7,1.4,2.7,1.67,1.9,2.25,1.7,2.62,1.35,3.6,1.25
