League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
EGYPT 1,2026-02-11,12:00:00,12,ENPPI,Pyramids FC,6.21,2.02,2.4,4.8,3.32,1.68,1.48,2.38,3.1,1.33,9.0,1.0,1.03,7.4,1.36,2.84,2.25,1.57,2.0,1.68,2.13,0,1.1,1.83,1.5,1.23,1.59,2.82,2.48,6.15,1.8,1.43,2.63,1.7,1.98,2.2,1.56,2.92,1.36,3.82,1.2
EGYPT 1,2026-02-11,12:00:00,14,Al Ahly,Ismaily SC,1.7,2.29,11.1,1.25,5.0,11.0,1.36,2.98,2.8,1.36,7.0,1.04,1.05,8.5,1.26,3.42,1.93,1.82,2.5,1.43,1.1,0,3.54,2.29,0.43,1.83,0.88,2.71,1.11,12.25,7.2,1.3,3.12,1.49,2.3,1.91,1.84,2.45,1.46,3.2,1.26
ITALY 3,2026-02-11,14:00:00,26,Alcione,Ospitaletto,2.78,2.04,3.81,2.18,3.18,3.05,1.38,2.67,2.79,1.35,6.75,1.04,1.02,8.3,1.28,3.0,1.85,1.76,1.7,1.95,1.3,0,1.54,1.56,1.08,1.34,1.47,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITALY 3,2026-02-11,14:00:00,26,Novara,AlbinoLeffe,2.79,2.0,3.65,2.1,3.1,3.1,1.4,2.6,2.92,1.32,7.9,1.02,1.01,8.9,1.27,3.05,2.0,1.71,1.77,1.9,1.26,0,1.58,1.12,1.16,1.41,1.38,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITALY 3,2026-02-11,14:00:00,26,Renate,Triestina,2.48,2.01,4.0,1.93,3.4,3.8,1.41,2.56,2.88,1.33,7.1,1.04,1.02,7.8,1.29,2.88,2.0,1.71,1.83,1.84,1.25,0,1.71,1.56,1.08,1.47,1.57,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITALY 3,2026-02-11,14:00:00,26,Dolomiti Bellunesi,Pergolettese,2.95,1.94,3.9,2.28,3.2,3.15,1.42,2.53,2.97,1.31,8.1,1.02,1.01,8.5,1.36,2.97,2.05,1.67,1.77,1.88,1.26,0,1.51,1.16,0.8,1.28,1.41,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS 1,2026-02-11,14:45:00,20,Go Ahead Eagles,Heerenveen,3.0,2.38,2.8,2.6,3.75,2.5,1.25,3.42,2.3,1.58,5.0,1.12,1.03,15.5,1.17,4.6,1.6,2.3,1.48,2.5,1.25,0,1.5,1.5,1.1,1.72,1.61,3.33,1.94,8.6,2.11,1.14,4.4,1.3,3.04,1.6,2.33,1.83,1.77,2.28,1.45
EGYPT 1,2026-02-11,15:00:00,14,Al Masry,Wadi Degla,2.78,1.87,4.76,2.05,3.15,3.55,1.48,2.45,3.2,1.26,9.5,1.01,1.06,6.25,1.41,2.52,2.34,1.55,2.01,1.7,1.31,0,1.62,2.0,1.57,1.31,1.3,2.61,1.93,6.05,2.3,1.39,2.6,1.77,1.99,2.25,1.6,2.93,1.35,3.89,1.2
ITALY 2,2026-02-11,15:00:00,24,Südtirol,Monza,4.5,1.95,2.81,3.25,3.2,2.1,1.52,2.6,3.2,1.28,8.8,1.01,1.04,6.25,1.44,2.61,2.4,1.57,1.98,1.82,1.36,0,1.3,1.55,1.64,1.64,1.53,3.17,2.32,6.5,1.75,1.35,2.93,1.74,1.95,2.31,1.72,2.85,1.36,3.37,1.21
EGYPT 1,2026-02-11,15:00:00,14,Zamalek,Smouha SC,3.14,1.72,4.88,2.2,2.64,3.43,1.68,2.05,4.05,1.17,9.3,1.0,1.15,5.22,1.69,2.1,2.93,1.35,2.5,1.53,1.36,0,1.51,2.14,1.43,1.67,1.11,2.78,1.95,6.3,2.27,1.53,2.35,1.91,1.83,2.45,1.49,3.23,1.28,4.43,1.15
ITALY 2,2026-02-11,16:00:00,24,Empoli,Juve Stabia,3.2,1.85,3.45,2.55,3.0,2.95,1.56,2.23,3.58,1.3,8.9,1.03,1.08,6.5,1.5,2.39,2.4,1.5,2.0,1.73,1.36,0,1.5,1.33,1.0,1.36,1.21,2.57,1.8,6.5,2.25,1.3,2.93,1.61,2.24,2.0,1.74,2.57,1.44,3.6,1.26
ITALY 2,2026-02-11,16:00:00,24,Bari 1908,Spezia,3.6,1.78,3.2,3.1,2.87,2.42,1.44,2.5,3.28,1.27,8.7,1.01,1.08,6.4,1.4,2.65,2.38,1.57,1.92,1.8,1.53,0,1.3,1.18,0.73,1.17,1.26,2.43,2.52,6.75,1.77,1.37,3.02,1.54,2.23,2.26,1.75,2.5,1.47,3.27,1.27
ITALY 2,2026-02-11,16:00:00,24,Avellino,Frosinone,3.45,2.1,2.76,3.0,3.2,2.1,1.41,2.69,2.65,1.42,6.0,1.05,1.0,10.0,1.21,3.7,1.81,1.91,1.67,2.1,1.33,0,1.3,1.64,1.92,1.19,1.59,2.78,2.2,6.75,1.85,1.27,3.34,1.46,2.47,2.06,1.94,2.31,1.54,3.02,1.33
ENGLAND 1,2026-02-11,16:30:00,26,Aston Villa,Brighton & Hove Albion,2.4,2.3,3.9,2.0,3.6,3.65,1.36,2.98,2.67,1.47,6.5,1.09,1.0,9.1,1.25,4.07,1.75,1.95,1.67,2.1,1.29,0,1.85,2.08,0.83,1.62,1.4,3.02,1.58,8.5,2.7,1.24,3.83,1.38,2.8,1.7,2.12,2.02,1.71,2.58,1.44
SWITZERLAND 1,2026-02-11,16:30:00,24,Lugano,Servette,2.6,2.3,3.6,2.18,3.3,3.2,1.3,3.3,2.53,1.46,5.8,1.06,1.04,11.0,1.21,3.8,1.7,2.0,1.6,2.2,1.33,0,1.62,2.09,1.27,1.39,1.54,2.93,1.85,8.4,2.24,1.24,3.78,1.44,2.85,1.7,2.03,1.94,1.74,2.45,1.46
SWITZERLAND 1,2026-02-11,16:30:00,24,St. Gallen,Young Boys,2.85,2.5,3.05,2.29,3.65,2.7,1.22,3.58,2.2,1.63,4.85,1.13,1.02,17.0,1.12,5.1,1.53,2.45,1.44,2.62,1.25,0,1.53,1.64,1.08,1.81,1.45,3.26,1.94,8.5,2.17,1.23,3.59,1.42,2.67,1.92,2.02,2.12,1.64,2.73,1.4
SWITZERLAND 1,2026-02-11,16:30:00,24,Zürich,Winterthur,2.0,2.6,4.5,1.73,3.95,4.22,1.23,3.58,2.25,1.6,4.8,1.12,1.03,17.0,1.11,4.94,1.55,2.4,1.52,2.4,1.22,0,2.15,1.18,0.45,1.92,1.28,3.2,1.26,7.5,3.2,1.18,4.4,1.35,2.93,1.53,2.29,1.99,1.81,2.47,1.5
ENGLAND 1,2026-02-11,16:30:00,26,Manchester City,Fulham,1.78,2.86,6.6,1.25,5.0,7.0,1.28,3.54,2.24,1.61,4.8,1.14,1.01,17.0,1.12,4.75,1.49,2.42,1.83,1.95,1.08,0,3.0,2.42,0.92,1.9,1.27,3.17,1.14,12.5,5.5,1.18,3.8,1.38,2.78,1.83,2.12,2.02,1.7,2.58,1.44
ENGLAND 1,2026-02-11,16:30:00,26,Nottingham Forest,Wolverhampton Wanderers,2.33,2.08,5.0,1.73,3.75,5.0,1.36,2.89,2.93,1.38,7.0,1.08,1.0,9.3,1.3,3.55,1.96,1.83,1.85,1.9,1.3,0,2.21,1.0,0.25,1.57,1.01,2.58,1.37,9.0,3.1,1.24,4.05,1.42,2.78,1.7,2.13,2.14,1.7,2.67,1.44
ENGLAND 1,2026-02-11,16:30:00,26,Crystal Palace,Burnley,2.0,2.25,5.5,1.51,4.24,6.45,1.39,2.98,2.7,1.43,6.25,1.07,1.05,10.0,1.3,3.4,1.85,1.97,1.95,1.77,1.22,0,2.45,1.0,0.42,1.48,0.97,2.45,1.33,10.25,3.85,1.27,3.24,1.5,2.42,2.07,1.9,2.44,1.54,3.02,1.33
ITALY 3,2026-02-11,16:30:00,26,Arzignano Valchiampo,Trento,3.2,2.06,3.2,2.68,3.15,2.52,1.42,2.53,2.97,1.31,8.1,1.02,1.01,8.5,1.3,2.97,2.04,1.68,1.77,1.9,1.28,0,1.37,1.2,1.52,1.4,1.69,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITALY 3,2026-02-11,16:30:00,26,Union Brescia,Virtus Verona,1.93,2.22,7.04,1.41,4.4,7.3,1.33,2.83,2.45,1.48,6.05,1.06,1.01,11.0,1.2,3.68,1.73,1.97,2.01,1.67,1.03,0,2.66,1.88,0.76,1.79,1.39,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
