League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
EUROPA CHAMPIONS LEAGUE,2025-08-06,12:00:00,0,Kairat,Slovan Bratislava,2.88,2.05,3.75,2.2,3.3,3.4,1.44,2.63,3.25,1.33,7.5,1.07,1.07,8.0,1.4,2.9,2.2,1.67,1.91,1.8,1.32,1.33,1.63,1.75,2.0,1.38,1.11,2.49,1.48,8.5,3.45,1.32,3.05,1.55,2.28,1.89,1.79,2.4,1.49,3.1,1.3
NORWAY 2,2025-08-06,13:00:00,18,Sogndal,Hødd,2.45,2.3,4.0,1.85,3.62,3.51,1.29,3.3,2.45,1.5,5.25,1.12,1.03,13.0,1.16,4.0,1.65,2.1,1.6,2.25,1.26,1.25,1.83,1.5,1.0,1.83,1.04,2.87,1.64,8.0,2.55,1.11,4.63,1.29,3.08,1.7,2.33,1.91,1.81,2.39,1.65
EUROPA CHAMPIONS LEAGUE,2025-08-06,14:00:00,0,Salzburg,Club Brugge,3.0,2.25,3.0,2.7,3.65,2.45,1.3,3.4,2.5,1.5,5.5,1.13,1.04,10.0,1.22,4.2,1.72,2.12,1.62,2.2,1.51,1.29,1.46,2.0,0.0,1.7,0.0,1.7,1.79,7.5,2.55,1.33,3.0,1.57,2.23,1.91,1.77,2.43,1.48,3.2,1.29
NORWAY 2,2025-08-06,14:00:00,18,Start,Odd,2.2,2.33,4.4,1.72,3.95,3.77,1.29,3.35,2.3,1.55,5.0,1.12,1.0,12.5,1.18,4.33,1.55,2.2,1.52,2.3,1.25,1.25,2.05,1.63,0.5,1.96,1.28,3.24,1.65,8.5,2.77,1.11,4.64,1.28,3.08,1.69,2.33,1.89,1.81,2.39,1.53
NORWAY 2,2025-08-06,14:00:00,18,Stabæk,Aalesund,3.46,2.2,2.5,2.75,3.64,2.16,1.26,3.4,2.42,1.55,4.95,1.15,1.02,12.8,1.14,4.4,1.52,2.36,1.53,2.55,1.29,1.3,1.4,1.13,1.0,1.4,1.47,2.87,2.18,7.65,2.01,1.05,5.77,1.22,3.5,1.43,2.61,1.68,2.02,2.1,1.65
NORWAY 2,2025-08-06,14:00:00,18,Åsane,Lyn,2.6,2.2,3.0,2.45,3.47,2.48,1.27,3.34,2.43,1.55,5.25,1.12,1.03,12.0,1.18,4.15,1.61,2.1,1.53,2.4,1.3,1.3,1.38,1.5,1.63,1.26,1.39,2.65,2.23,8.0,1.96,1.13,4.36,1.26,3.4,1.61,2.23,2.0,1.77,2.5,1.44
NORWAY 2,2025-08-06,14:00:00,18,Raufoss,Kongsvinger,3.8,2.45,2.3,3.55,3.94,1.77,1.22,3.6,2.11,1.68,4.5,1.17,1.02,16.0,1.12,5.5,1.52,2.36,1.44,2.49,1.22,1.25,1.25,1.67,1.13,1.22,1.84,3.06,3.7,9.6,1.42,1.04,6.31,1.19,4.1,1.36,3.0,1.65,2.3,2.02,1.65
NORWAY 2,2025-08-06,14:00:00,18,Ranheim,Moss,2.05,2.37,4.0,1.76,3.87,3.67,1.22,3.64,2.21,1.58,4.5,1.15,1.02,12.0,1.15,5.0,1.55,2.25,1.53,2.4,1.24,1.25,1.95,1.44,0.25,1.61,1.23,2.84,1.63,8.5,2.82,1.06,5.54,1.21,3.56,1.43,2.54,1.74,2.05,2.14,1.62
NORWAY 2,2025-08-06,14:00:00,18,Egersund,Lillestrøm,4.75,2.7,1.82,5.5,4.8,1.41,1.18,3.9,2.0,1.73,4.4,1.18,1.01,21.0,1.11,5.8,1.38,2.81,1.58,2.35,1.18,1.22,1.14,1.38,2.33,1.59,1.89,3.48,4.41,9.5,1.42,1.07,5.35,1.22,3.46,1.37,2.8,1.76,1.94,2.18,1.59
NORWAY 2,2025-08-06,14:00:00,18,Skeid,Mjøndalen,2.15,2.2,4.0,1.89,3.56,3.45,1.33,3.04,2.78,1.44,6.0,1.1,1.04,11.0,1.25,3.44,1.81,1.89,1.7,2.0,1.27,1.3,1.88,0.57,0.63,1.21,0.88,2.09,1.55,8.8,2.62,1.18,3.76,1.4,2.85,1.92,2.0,2.2,1.75,2.64,1.47
