League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
TURKEY 2,2025-09-25,11:00:00,7,Sivasspor,Adana Demirspor,1.38,3.45,14.0,1.09,9.34,20.0,1.19,3.95,2.02,1.74,4.1,1.18,1.01,16.5,1.07,5.74,1.33,2.83,2.32,1.53,1.04,1.03,6.15,2.0,0.33,1.16,0.63,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BULGARIA 1,2025-09-25,11:30:00,10,Botev Plovdiv,CSKA 1948 Sofia,3.65,2.13,2.64,2.83,3.1,2.26,1.35,3.0,2.77,1.4,7.0,1.1,1.0,9.1,1.3,3.3,2.3,1.62,1.73,2.02,1.29,1.25,1.32,0.25,1.0,1.54,1.45,2.99,2.45,6.5,1.84,1.18,3.8,1.39,2.66,1.68,2.08,2.02,1.68,2.55,1.44
TURKEY 2,2025-09-25,14:00:00,7,Pendikspor,Sakaryaspor,2.23,2.22,4.2,1.62,3.66,4.8,1.33,3.04,2.33,1.44,5.8,1.07,1.01,10.9,1.21,3.58,1.65,2.08,1.71,1.97,1.16,0.0,2.04,3.0,0.67,1.66,0.66,2.32,1.32,8.65,4.88,1.38,2.69,1.71,2.02,2.15,1.62,2.88,1.32,4.08,1.15
TURKEY 2,2025-09-25,14:00:00,7,Amed,Sarıyer,2.01,2.35,4.6,1.41,4.47,6.0,1.28,3.34,2.34,1.56,5.3,1.09,1.01,14.0,1.14,4.3,1.64,2.1,1.67,2.0,1.1,0.0,2.4,2.33,0.0,1.56,1.11,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWEDEN 2,2025-09-25,14:00:00,24,Umeå,Västerås SK,5.1,2.58,1.97,5.4,4.1,1.45,1.25,3.5,2.34,1.53,4.5,1.09,1.03,12.0,1.18,4.63,1.58,2.25,1.67,2.0,1.19,0.0,1.14,0.27,1.45,1.29,1.64,2.93,2.91,9.2,1.55,1.18,4.05,1.24,3.34,1.46,2.45,1.85,1.85,2.23,1.55
SWEDEN 2,2025-09-25,14:00:00,24,Trelleborg,Örgryte,3.17,2.5,2.41,3.09,3.51,1.96,1.25,3.6,2.27,1.57,4.9,1.15,1.04,11.0,1.16,4.75,1.6,2.2,1.48,2.28,1.25,0.0,1.25,0.91,1.91,1.62,1.7,3.32,2.15,7.5,1.98,1.17,4.15,1.24,3.34,1.46,2.45,1.81,1.89,2.27,1.53
SWEDEN 2,2025-09-25,14:00:00,24,Östersunds FK,Utsikten,2.22,2.3,4.0,1.8,3.5,3.58,1.3,3.22,2.4,1.5,5.0,1.12,1.04,13.0,1.17,4.15,1.62,2.15,1.64,2.2,1.22,0.0,2.05,1.45,0.64,1.75,1.06,2.81,1.46,9.1,3.09,1.19,3.92,1.33,2.83,1.79,2.2,2.02,1.71,2.6,1.41
SWEDEN 2,2025-09-25,14:00:00,24,Sandviken,Helsingborg,2.93,2.09,3.4,2.3,3.19,2.69,1.33,3.14,2.75,1.44,6.2,1.08,1.06,8.1,1.28,3.85,1.78,1.92,1.72,1.94,1.4,0.0,1.52,1.45,1.18,1.63,1.15,2.78,1.68,8.5,2.75,1.19,3.8,1.39,2.67,1.71,2.02,2.14,1.6,2.78,1.34
SPAIN 1,2025-09-25,14:30:00,6,CA Osasuna,Elche CF,2.6,2.0,4.9,2.02,3.1,4.2,1.51,2.5,3.2,1.29,10.0,1.05,1.08,7.0,1.43,2.7,2.42,1.57,2.02,1.74,1.25,0.0,1.78,3.0,1.0,1.5,0.67,2.17,1.49,8.0,3.25,1.3,3.15,1.53,2.32,2.05,1.8,2.4,1.36,4.0,1.2
SPAIN 1,2025-09-25,16:30:00,6,Real Oviedo,FC Barcelona,7.0,2.8,1.64,11.0,6.7,1.23,1.18,4.3,2.07,1.8,4.4,1.23,1.01,23.0,1.11,6.0,1.39,3.0,1.81,1.95,1.13,0.0,1.06,1.5,2.33,0.82,2.3,3.12,6.1,10.5,1.18,1.24,3.6,1.42,2.63,1.7,1.91,2.25,1.57,3.2,1.3
