League,Date,Time,Home,Away,Odd_H_Back,Odd_H_Lay,Odd_A_Back,Odd_A_Lay,Odd_D_Back,Odd_D_Lay,Odd_Under25_FT_Back,Odd_Under25_FT_Lay,Odd_Over25_FT_Back,Odd_Over25_FT_Lay,Odd_BTTS_Yes_Back,Odd_BTTS_Yes_Lay,Odd_BTTS_No_Back,Odd_BTTS_No_Lay,Odd_CS_0x0_Back,Odd_CS_0x0_Lay,Odd_CS_0x1_Back,Odd_CS_0x1_Lay,Odd_CS_0x2_Back,Odd_CS_0x2_Lay,Odd_CS_0x3_Back,Odd_CS_0x3_Lay,Odd_CS_1x0_Back,Odd_CS_1x0_Lay,Odd_CS_1x1_Back,Odd_CS_1x1_Lay,Odd_CS_1x2_Back,Odd_CS_1x2_Lay,Odd_CS_1x3_Back,Odd_CS_1x3_Lay,Odd_CS_2x0_Back,Odd_CS_2x0_Lay,Odd_CS_2x1_Back,Odd_CS_2x1_Lay,Odd_CS_2x2_Back,Odd_CS_2x2_Lay,Odd_CS_2x3_Back,Odd_CS_2x3_Lay,Odd_CS_3x0_Back,Odd_CS_3x0_Lay,Odd_CS_3x1_Back,Odd_CS_3x1_Lay,Odd_CS_3x2_Back,Odd_CS_3x2_Lay,Odd_CS_3x3_Back,Odd_CS_3x3_Lay,Odd_CS_Goleada_H_Back,Odd_CS_Goleada_H_Lay,Odd_CS_Goleada_A_Back,Odd_CS_Goleada_A_Lay,Odd_CS_Goleada_D_Back,Odd_CS_Goleada_D_Lay,ID_Evento,ID_Home,ID_Away,ID_Draw,IDMercado_Match_Odds,IDMercado_Over/Under_25_Goals,IDMercado_Both_teams_to_Score,IDMercado_Correct_Score,Odd_Under05_HT_Back,Odd_Under05_HT_Lay,Odd_Over05_HT_Back,Odd_Over05_HT_Lay,Odd_Under05_FT_Back,Odd_Under05_FT_Lay,Odd_Over05_FT_Back,Odd_Over05_FT_Lay,Odd_Under15_FT_Back,Odd_Under15_FT_Lay,Odd_Over15_FT_Back,Odd_Over15_FT_Lay,Double_Chance_Home_or_Draw_Back,Double_Chance_Home_or_Draw_Lay,Double_Chance_Draw_or_Away_Back,Double_Chance_Draw_or_Away_Lay,Double_Chance_Home_or_Away_Back,Double_Chance_Home_or_Away_Lay,IDMercado_Double_Chance,IDMercado_First_Half_Goals_05,IDMercado_Over/Under_05_Goals,IDMercado_Over/Under_15_Goals
South Korean K League 2,2024-11-21,07:00:00,Jeonnam Dragons,Busan IPark,2.96,3.15,2.46,2.6,3.55,3.6,2.1,2.38,1.72,1.91,1.58,1.78,2.28,2.72,14.0,23.0,10.5,14.0,13.5,22.0,4.6,42.0,11.0,17.5,7.0,9.2,8.6,12.5,18.5,32.0,15.5,26.0,10.0,14.0,11.5,19.5,24.0,40.0,4.7,60.0,22.0,38.0,26.0,44.0,4.9,90.0,17.0,29.0,13.5,22.0,5.1,1000.0,33783065,8349517.0,16224040.0,58805.0,1.236017784,1.236017829,1.236017868,1.236017793,3.05,4.5,1.28,1.49,4.1,1000.0,1.01,1.09,4.1,5.2,1.23,1.32,1.62,1.68,1.46,1.51,1.38,1.4,1.236017785,1.236017787,1.236017788,1.236017832
Armenian Premier League,2024-11-21,10:00:00,FC Pyunik,West Armenia,1.19,600.0,10.0,1000.0,5.7,1000.0,2.3,3.7,1.37,1.76,1.02,1000.0,1.02,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33800668,1526911.0,25189384.0,58805.0,1.236213891,1.236213936,1.236213975,1.2362139,1.2,1000.0,1.01,20.0,2.3,1000.0,1.01,1.76,2.3,1000.0,1.01,1.76,1.01,1.11,1.01,110.0,1.06,1.21,1.236213892,1.236213894,1.236213895,1.236213939
Armenian Premier League,2024-11-21,11:00:00,Ararat Armenia,Gandzasar FC II,1.01,1.63,4.2,1000.0,3.1,1000.0,1.9,290.0,1.01,2.1,1.02,1000.0,1.02,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33800669,20740727.0,7268356.0,58805.0,1.236213801,1.236213846,1.236213885,1.23621381,1.2,1000.0,1.01,1.6,1.9,110.0,1.01,2.1,1.9,1000.0,1.01,2.1,1.01,1.32,2.58,990.0,1.01,1.48,1.236213802,1.236213804,1.236213805,1.236213849
Romanian Liga II,2024-11-21,12:00:00,Arges Pitesti,FC Voluntari,1.08,590.0,1.19,860.0,1.28,320.0,1.15,1000.0,1.01,10.5,1.02,1000.0,1.02,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,980.0,1.01,980.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,1.01,1000.0,33798600,1557297.0,8838645.0,58805.0,1.23618912,1.236189165,1.236189204,1.236189129,1.2,1000.0,1.01,20.0,1.15,1000.0,1.01,990.0,1.15,1000.0,1.01,9.4,1.01,6.6,1.01,15.5,1.01,4.8,1.236189121,1.236189123,1.236189124,1.236189168
Romanian Liga I,2024-11-21,15:00:00,Botosani,FCSB,5.9,6.6,1.73,1.76,3.7,3.85,1.84,1.9,2.1,2.18,2.02,2.18,1.85,1.97,11.0,12.5,7.0,7.6,8.4,9.6,15.0,17.0,16.5,18.5,7.6,8.4,9.2,9.8,18.0,19.5,40.0,50.0,20.0,23.0,21.0,24.0,38.0,42.0,18.0,180.0,20.0,130.0,60.0,110.0,18.0,190.0,18.0,140.0,11.0,12.5,21.0,1000.0,33793235,3465177.0,12819357.0,58805.0,1.236145288,1.236145333,1.236145372,1.236145297,3.0,3.2,1.46,1.5,10.5,13.5,1.08,1.1,3.5,3.75,1.37,1.4,2.3,2.38,1.18,1.2,1.35,1.37,1.236145289,1.236145291,1.236145292,1.236145336
Swedish Allsvenskan,2024-11-21,15:00:00,Landskrona,Varnamo,3.95,4.1,2.22,2.28,3.25,3.3,1.62,1.65,2.54,2.62,2.04,2.3,1.76,1.95,8.4,9.4,7.0,7.8,11.0,13.5,25.0,29.0,10.5,12.0,6.8,7.6,10.5,11.5,25.0,30.0,24.0,26.0,15.5,17.0,21.0,23.0,46.0,55.0,42.0,100.0,48.0,65.0,42.0,85.0,28.0,180.0,13.5,85.0,27.0,32.0,16.0,1000.0,33782680,130432.0,384107.0,58805.0,1.236010496,1.236010541,1.236010580,1.236010505,2.68,2.78,1.56,1.59,8.2,9.4,1.12,1.14,2.88,2.94,1.51,1.53,1.79,1.81,1.32,1.34,1.43,1.45,1.236010497,1.236010499,1.236010500,1.236010544
Brazilian U20,2024-11-21,15:00:00,Gremio U20,Sao Jose U20,1.3,1000.0,1.04,1000.0,3.0,950.0,1.25,1000.0,1.03,5.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.01,1000.0,1.01,1000.0,1.03,1000.0,33804309,6014425.0,13092214.0,58805.0,1.236258031,1.236258076,1.236258115,1.236258040,2.22,1000.0,1.29,1.81,1.25,36.0,1.03,1.07,1.25,110.0,1.03,5.0,1.01,36.0,1.01,4.4,1.01,1.5,1.236258032,1.236258034,1.236258035,1.236258079
Friendly Matches,2024-11-21,15:00:00,SV De Witt Mobel Stockerau,SR Donaufeld,3.35,15.0,1.41,2.1,3.55,15.0,2.18,290.0,1.16,1.84,1.37,1000.0,1.05,3.7,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.02,180.0,1.03,1000.0,1.03,290.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.03,1000.0,1.55,1000.0,1.03,1000.0,1.03,1000.0,33803560,76705722.0,9166388.0,58805.0,1.236249576,1.236249579,1.236249623,1.236249624,1.2,110.0,1.12,1.19,1.16,1000.0,1.01,1.04,1.15,1000.0,1.03,1.11,1.9,7.4,1.07,1.85,1.07,1.4,1.236249625,1.236249586,1.236249577,1.236249578
Brazilian U20,2024-11-21,15:30:00,Sao Paulo U20,Bahia EC U20,1.36,1.8,3.15,10.0,3.0,7.6,1.5,11.0,1.1,3.0,1.02,1000.0,1.02,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.09,220.0,1.1,290.0,1.13,1000.0,1.13,1000.0,1.13,1000.0,1.1,280.0,1.13,1000.0,1.13,1000.0,1.13,180.0,1.12,70.0,1.13,1000.0,1.13,1000.0,1.11,55.0,1.55,1000.0,1.13,1000.0,33803541,5181620.0,10411656.0,58805.0,1.236249489,1.236249534,1.236249573,1.236249498,1.2,1000.0,1.17,2.0,1.5,110.0,1.02,3.0,1.5,11.0,1.1,3.0,1.11,1.46,2.24,3.9,1.15,1.5,1.236249490,1.236249492,1.236249493,1.236249537
Algerian Ligue 1,2024-11-21,16:00:00,CS Constantine,USM Alger,2.86,3.4,3.0,3.7,2.6,2.72,1.28,1.38,2.08,5.0,1.83,1000.0,1.33,2.22,1.2,980.0,1.28,1000.0,1.29,1000.0,1.29,900.0,1.27,1000.0,2.1,980.0,1.23,1000.0,1.3,1000.0,1.28,100.0,1.21,1000.0,1.29,980.0,1.3,1000.0,1.29,280.0,1.3,1000.0,1.3,1000.0,1.3,1000.0,1.55,1000.0,1.55,1000.0,1.37,1000.0,33800749,7598561.0,6505229.0,58805.0,1.236215802,1.236215847,1.236215886,1.236215811,2.02,2.12,1.89,1.97,4.7,12.5,1.2,1.23,1.94,2.18,1.86,1.97,1.39,1.57,1.36,1.53,1.58,1.63,1.236215803,1.236215805,1.236215806,1.236215850
