Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
t0BxO3bl,FINLAND 2,-,2025-07-28,12:30,SJK Akatemia,SalPa,2.02,2.57,4.2,1.17,4.23,1.89,1.78,3.92,1.2,1.57,4.45,4.3,1.01,21.0,1.07,6.28,1.33,2.95,1.89,1.78,3.15,1.29,1.44,2.42,1.19,1.18,2.32,23.0,20.0,30.0,65.0,11.75,9.5,14.0,30.0,10.25,8.25,12.5,26.0,13.0,10.5,15.5,35.0,150.0,0.6369426751592356,0.2247191011235955,0.23255813953488372,0.4712800165242758,0.35280898876404493,0.36511627906976746,2.8343949044585988,1.0348837209302326,2.738853503184713,0.9662921348314606,2.7299999999999995,2.88,0.15000000000000036,53.77346763595097,55.22216863363612,-4.289153328819029,0.6348837209302325,0.647191011235955,0.03488372093023264,1.8,0.9128709291752769,2.4,0.959238702768445,1.8,0.6085806194501846,0.6,4.183300132670377,-0.7220000000000004,-14.042055087689395,2.698000000000001,2.1144966340581965,0.9053571428571427,0.9314072269243683,0.4662167051055941,1.0460496903733956,5.6899999999999995,0.9641765230327042,1.380133088448397,0.889302353920158,0.6,2.2360679774997894,0.4,2.2360679774997885,2.0,0.49999999999999994,-1.6,-1.0458250331675945,-16.04,-1.1023446181904168,-1.924,-1.3983394874983648,0.15564202334630345,2.236067977499794,0.8408163265306122,0.4233332578761736,0.9800000000000004,2.236067977499787,0.3018450527340799,1.6750062866558584
QZ57TPzR,FINLAND 2,-,2025-07-28,12:30,Klubi 04,KaPa,1.93,2.82,4.05,1.11,5.33,1.65,2.06,3.15,1.29,1.55,4.7,4.35,1.01,35.0,1.01,11.0,1.2,3.92,1.51,2.32,2.17,1.59,1.29,3.0,1.18,1.17,2.4,35.0,30.0,40.0,75.0,18.5,12.0,16.0,30.0,14.0,9.5,11.75,23.0,16.0,10.5,13.0,24.0,80.0,0.6451612903225806,0.2127659574468085,0.2298850574712644,0.4886346231539679,0.32978723404255317,0.35632183908045983,3.032258064516129,1.0804597701149428,2.8064516129032255,0.9255319148936169,2.8,3.1500000000000004,0.35000000000000053,54.46232220802562,57.5876933816488,-9.92624550665172,0.6436781609195402,0.6702127659574468,0.08045977011494265,1.8,0.6085806194501845,2.0,0.5,1.4,0.3912303982179758,0.6,1.4907119849998607,1.6560000000000001,1.6509577904080057,1.4019999999999997,1.3884026540848664,0.863475477577564,0.5784898451298337,0.2630825476675279,0.6545507457935004,5.356,0.5822707865591608,1.2008680822910072,0.41057077143223547,0.2,2.2360679774997894,1.8,0.7243558228002942,3.2,0.5590169943749476,-1.4,-0.6388765649999396,-8.215999999999998,-1.0045054063115653,-2.3099999999999996,-0.5916024348348563,1.1760054244712737,0.7802026841654485,0.2909737620103473,1.3739576995936242,10.589999999999998,1.1138405290638564,1.0338473541637003,0.5955831634084654
rNST7j5b,FINLAND 1,-,2025-07-28,13:00,Gnistan,HJK,4.5,2.4,2.25,1.25,3.41,2.32,1.51,5.33,1.11,4.5,3.5,1.7,1.01,15.0,1.13,4.84,1.56,2.22,2.32,1.51,4.23,1.17,1.62,2.2,2.0,1.25,1.17,15.0,9.5,9.5,15.0,17.0,7.0,8.5,13.0,26.0,15.0,12.0,21.0,51.0,34.0,34.0,41.0,151.0,0.2222222222222222,0.2857142857142857,0.5882352941176471,0.4388411681194385,1.2857142857142858,2.6470588235294117,0.7777777777777778,2.058823529411765,0.37777777777777777,0.4857142857142857,2.8,1.0,1.8,-54.46232220802562,-26.56505117707799,-41.98721249581666,1.6470588235294117,0.2857142857142857,1.0588235294117647,1.6,0.838525491562421,1.6,0.5590169943749468,1.4,0.6388765649999398,0.2,7.416198487095664,-0.7000000000000004,-7.44640715995551,1.1679999999999997,3.033060662214283,0.6344075167604578,0.6700571194859966,0.3695373184734887,0.9667419959278815,4.180000000000001,0.7165860521642617,0.9905899500524361,0.5030819964858685,2.4,0.5590169943749477,2.6,0.6435846357954428,0.6,2.2360679774997907,2.0,1.4577379737113247,2.76,2.085495097707616,11.78,1.1221683629593864,0.546218487394958,0.6519883107820641,0.358636555717394,1.0076059315420507,4.23,0.6156293458066985,1.584075304071027,0.5596126109480931
ruEVUwkl,ROMANIA 1,ROUND 3,2025-07-28,13:00,FC Botosani,Unirea Slobozia,2.5,2.1,4.75,1.44,2.57,3.15,1.31,8.7,1.04,1.83,3.25,4.0,1.06,8.87,1.37,3.02,2.18,1.69,4.03,1.23,8.87,1.06,2.0,1.73,1.2,1.3,1.8,8.5,11.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.0,17.0,41.0,15.0,17.0,29.0,51.0,351.0,0.5464480874316939,0.3076923076923077,0.25,0.36413129349929635,0.5630769230769231,0.4575,1.7759562841530054,0.8125,2.1857923497267757,1.2307692307692308,2.17,1.42,0.75,47.33450643666486,35.37475184387608,20.556045219583464,0.5425,0.4369230769230769,0.1875,2.0,0.7071067811865472,1.6,0.9478594305064436,1.2,0.912870929175277,0.4,2.2360679774997894,0.5600000000000003,3.10606508401265,2.2199999999999998,1.7672360122866642,0.37033816425120775,1.182289449217898,0.552522746071133,0.6102581219765492,2.79,1.0779834311805643,1.0914254204576785,0.6955267222621343,1.0,1.224744871391589,1.2,0.912870929175277,1.2,0.6972166887783962,0.0,1.0,-1.9620000000000004,-2.7660968852861374,3.6900000000000004,3.1013889242246484,0.4199216087252897,0.6270222988413143,0.38761924574281564,0.8917899875380425,3.558,0.6147740292005419,0.762982555202235,0.8676144987777256
tdkTnkLj,BULGARIA 1,ROUND 2,2025-07-28,13:00,Dobrudzha,Slavia Sofia,3.75,2.0,3.25,1.47,2.43,3.41,1.25,11.0,1.01,3.0,3.0,2.55,1.06,6.75,1.42,2.58,2.35,1.5,4.41,1.16,11.0,1.01,2.0,1.73,1.5,1.36,1.36,7.0,7.0,11.0,26.0,7.5,6.0,11.0,23.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,1250.0,0.3333333333333333,0.3333333333333333,0.3921568627450981,0.09116056881941464,1.0,1.1764705882352942,1.0,1.1764705882352942,0.85,0.85,0.4500000000000002,0.0,0.4500000000000002,-12.680383491819825,0.0,-12.680383491819825,0.1764705882352942,0.0,0.1764705882352942,3.0,0.0,2.6,0.3440104580768907,0.8,0.5590169943749476,1.8,0.4648111258522636,2.25,0.4598872647685486,23.030000000000005,0.8273266626901492,0.2756833329537777,0.5209328289029155,0.3305366900622645,0.30176544604544947,3.3,0.35634095990519005,1.6967760063015807,0.26387604442345525,1.2,1.3693063937629155,1.2,0.3726779962499651,1.6,0.9478594305064438,-0.4,-3.3541019662496843,-3.160000000000001,-2.081715710184549,-0.6799999999999999,-5.062584101569778,0.53558882641309,0.4178377076976984,0.2673081518242809,0.5212597662549885,5.460000000000002,0.8144110179279553,0.750320742578807,0.3216142510078337
fy18cboQ,SWEDEN 1,ROUND 17,2025-07-28,14:00,Elfsborg,Goteborg,2.6,2.3,3.75,1.28,3.35,2.47,1.48,5.86,1.1,2.0,3.6,3.5,1.02,13.0,1.23,4.03,1.72,2.13,2.65,1.46,4.98,1.16,1.62,2.2,1.29,1.29,1.8,13.0,13.0,19.0,41.0,9.0,7.0,12.0,26.0,11.0,9.0,13.0,29.0,19.0,15.0,21.0,41.0,151.0,0.5,0.2777777777777778,0.2857142857142857,0.2954797727417308,0.5555555555555556,0.5714285714285714,1.8,1.0285714285714287,1.75,0.9722222222222222,1.5,1.6,0.10000000000000009,36.86989764584402,38.659808254090095,-2.86240522611175,0.42857142857142855,0.4444444444444445,0.0285714285714286,1.8,0.9128709291752768,2.0,1.0,1.4,0.9583148474999096,0.6,4.346134936801767,1.388,4.000260561736604,1.5479999999999996,5.618057763064695,0.615079365079365,0.9672041516493514,0.4930498642967379,0.9418557324387232,4.159999999999999,0.9790473195132878,1.2434618038583642,0.8029886902858021,1.8,0.9128709291752769,1.8,0.9128709291752769,1.6,0.5590169943749479,0.2,10.839741694339398,-0.25999999999999907,-25.04079511753465,0.9699999999999994,5.248956695549375,0.6944777911164467,0.9163438935879783,0.47825396825396815,0.9960017198497759,4.619999999999999,0.917861219952448,1.0726839826839827,0.7953239805908154
WEXGa44e,POLAND 2,ROUND 2,2025-07-28,14:00,Odra Opole,Legnica,4.0,2.1,2.88,1.44,2.57,2.95,1.33,8.62,1.03,3.3,3.2,2.1,1.05,8.79,1.32,3.2,2.06,1.71,3.74,1.25,7.84,1.06,1.83,1.83,1.7,1.36,1.33,9.0,7.5,10.0,19.0,9.5,6.5,9.5,19.0,17.0,12.0,15.0,29.0,34.0,29.0,41.0,51.0,301.0,0.30303030303030304,0.3125,0.47619047619047616,0.23226725994695552,1.0312499999999998,1.5714285714285712,0.9696969696969698,1.5238095238095237,0.6363636363636365,0.65625,1.1999999999999997,0.09999999999999964,1.1,-30.963756532073518,-2.8624052261117376,-28.810793742973065,0.5714285714285713,0.03124999999999989,0.5238095238095238,1.4,1.083267920578793,1.6,1.1353688827865591,1.2,0.9128709291752768,0.4,5.184110338331931,0.08999999999999986,58.00223495055399,2.0100000000000002,3.326290175484762,0.5199362041467305,0.9578021310677077,0.49317988064791135,0.9384047655359098,3.8899999999999997,0.9201864031278371,1.0031958046562561,0.947569818244168,0.8,1.6298006013006618,0.6,0.9128709291752772,1.6,0.7126096406869612,-1.0,-1.5811388300841898,-2.0899999999999994,-2.434344247058907,-2.96,-1.4828060241512733,0.26984126984126994,1.0718157151934462,0.6215488215488215,0.5951019208748294,2.0,1.1396271320041467,0.4866978033872698,0.5765210191273754
xYByIAdB,POLAND 1,ROUND 2,2025-07-28,14:00,GKS Katowice,Zaglebie,2.75,2.25,3.6,1.35,2.95,2.57,1.44,6.81,1.07,2.2,3.4,3.2,1.02,13.0,1.26,3.77,1.81,2.0,3.02,1.37,5.97,1.12,1.67,2.1,1.36,1.3,1.67,11.0,11.0,17.0,34.0,8.5,6.5,12.0,23.0,11.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0,0.45454545454545453,0.29411764705882354,0.3125,0.21917388093165804,0.6470588235294118,0.6875,1.5454545454545452,1.0625,1.4545454545454546,0.9411764705882354,1.0,1.1999999999999997,0.19999999999999973,26.56505117707799,30.963756532073518,-5.710593137499635,0.3125,0.35294117647058815,0.06249999999999992,2.0,0.7071067811865477,2.0,0.3535533905932739,1.6,0.559016994374947,0.4,3.7914377220257705,0.4199999999999998,9.104458054304226,1.9299999999999997,2.2372682609956085,0.7554771804771805,0.39834776979048175,0.21265941265941263,0.40609372970482993,5.57,0.5207082238936439,1.1973440973440974,0.32936250114581195,1.2,1.3693063937629155,1.0,1.2247448713915894,1.2,0.9128709291752772,-0.2,-8.215838362577491,-0.30000000000000016,-22.23485751896984,-0.4500000000000002,-6.688316697564009,0.5615544546203215,1.309330307977613,0.53000147427392,0.8270472006483168,4.2299999999999995,1.385592890066782,0.6310628518832851,0.9545675684035998
Q9YDN1YG,SWEDEN 2,ROUND 16,2025-07-28,14:00,Helsingborg,Varberg,3.0,2.2,3.4,1.33,2.95,2.72,1.38,7.7,1.04,2.4,3.2,2.8,1.01,9.56,1.25,3.41,1.87,1.79,3.15,1.29,6.28,1.07,1.7,2.05,1.4,1.36,1.53,10.0,10.0,15.0,29.0,9.0,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,29.0,41.0,201.0,0.4166666666666667,0.3125,0.35714285714285715,0.14285714285714293,0.7499999999999999,0.8571428571428572,1.3333333333333335,1.142857142857143,1.1666666666666667,0.8749999999999999,0.3999999999999999,0.8000000000000003,0.40000000000000036,11.309932474020211,21.80140948635182,-11.309932474020224,0.14285714285714282,0.25000000000000006,0.142857142857143,1.4,1.0832679205787932,1.4,1.4811743823805514,1.6,1.2960275845829823,-0.2,-15.1657508881031,-1.5739999999999996,-4.245461163911083,2.040000000000001,6.01979944767552,0.32140628250468073,1.172669250827034,0.5986752136752136,0.6519017573796283,2.4659999999999997,1.2489124803127853,0.9504646193599683,1.1351899826591099,1.2,1.3693063937629155,1.6,0.8385254915624213,1.8,1.1385500851066221,-0.2,-14.747881203752629,-0.17999999999999955,-48.563707045233954,-0.8400000000000002,-7.909995398916759,0.6745673463183722,0.9864920379129876,0.3381663004435353,0.4525793920396721,4.5,0.9839138274021185,0.9932766986088645,0.6578791418528038
tpVlPE9L,SWEDEN 2,ROUND 16,2025-07-28,14:00,Vasteras SK,Trelleborg,2.2,2.3,5.0,1.29,3.15,2.58,1.42,6.28,1.07,1.65,3.75,4.5,1.04,11.0,1.22,3.67,1.74,1.93,2.95,1.33,5.33,1.11,1.8,1.95,1.18,1.25,2.2,12.0,13.0,26.0,51.0,7.5,7.5,15.0,41.0,8.5,8.5,15.0,41.0,13.0,13.0,23.0,51.0,201.0,0.6060606060606061,0.26666666666666666,0.2222222222222222,0.4476753546270956,0.44,0.36666666666666664,2.272727272727273,0.8333333333333334,2.7272727272727275,1.2,2.85,2.1,0.75,54.940573033113026,46.39718102729638,20.556045219583464,0.6333333333333333,0.56,0.16666666666666666,1.8,0.6085806194501844,1.6,0.34232659844072827,1.2,0.9128709291752768,0.4,1.3693063937629173,0.6399999999999999,1.3792990322306875,2.03,1.429165835230726,0.35762548562548574,0.6532675021341845,0.43077865312935837,0.4636629711893106,2.8280000000000003,0.5163349336744972,1.104670278745122,0.24811541378857424,0.6,2.23606797749979,0.8,1.3693063937629149,2.6,0.5160156871153361,-1.8,-0.9938079899999064,-5.86,-0.9393109055812885,-4.02,-1.0400866088728318,0.3299663299663299,1.3811366788317263,0.669295101553166,0.6767046821448756,2.3200000000000003,1.3747229750121155,0.556158812554808,1.0135483563056844
