League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
UKRAINE 1,2025-08-01,09:30:00,1,Kolos Kovalivka,Hirnyk,3.25,2.05,3.2,2.59,3.45,2.54,1.44,2.63,3.25,1.33,7.5,1.07,1.0,9.7,1.61,2.31,2.05,1.61,1.91,1.8,1.5,1.3,1.46,0.0,0.0,0.0,0.0,0.0,1.95,5.85,2.38,1.7,2.03,2.19,1.57,2.97,1.3,4.35,1.14,7.03,1.02,0.3861003861003861,0.2898550724637681,0.39370078740157477,0.1788693085654359,0.7507246376811594,1.0196850393700787,1.3320463320463323,1.358267716535433,0.9806949806949807,0.736231884057971,0.04999999999999982,0.8600000000000003,0.9100000000000001,-1.4320961841646414,23.267704810056962,-24.46553511066275,0.01968503937007867,0.24927536231884065,0.3582677165354331,1.2,0.9128709291752768,0.6,1.4907119849998598,0.6,0.9128709291752765,0.0,1.0,0.19399999999999995,10.20681035263527,-0.2519999999999999,-8.168745011427914,0.26404151404151405,1.5045011374844612,0.6900220276346689,0.6195025791181494,1.9779999999999998,1.4805451955168765,0.4853616407460416,0.8639666355635031,0.8,0.5590169943749468,0.2,2.236067977499787,0.4,1.3693063937629157,-0.2,-2.2360679774997947,-0.6579999999999999,-2.2360679774997956,-0.4579999999999999,-2.2360679774997867,0.09900990099009901,2.236067977499794,0.8533333333333333,0.384324183632776,0.75,2.236067977499791,0.29737298722440536,0.6491110644002108
SWITZERLAND 2,2025-08-01,11:00:00,0,Wil,Aarau,3.2,2.35,2.5,2.77,3.5,2.12,1.29,3.65,2.25,1.6,5.0,1.17,1.03,15.0,1.17,5.15,1.53,2.25,1.5,2.5,1.25,1.22,1.4,0.0,0.0,0.0,0.0,0.0,2.26,5.95,1.99,1.46,2.38,1.82,1.85,2.33,1.51,3.42,1.3,4.33,1.18,0.36101083032490977,0.2857142857142857,0.4716981132075471,0.2468604404972848,0.7914285714285715,1.3066037735849056,1.263537906137184,1.650943396226415,0.7653429602888087,0.6057142857142858,0.6499999999999999,0.73,1.38,-18.00416160591338,20.052082146098538,-34.60567555163856,0.3066037735849056,0.20857142857142857,0.6509433962264151,1.2,0.912870929175277,1.4,0.9583148474999099,1.4,0.6388765649999398,0.0,1.0,-0.316,-9.918389951059522,0.5600000000000007,7.698893373964426,0.4368596539012466,0.9219741489872694,0.5214989044639793,0.8378936828084863,2.976,0.9179526973566478,0.9147285446250274,0.7692598756543042,1.2,0.9128709291752765,1.2,0.9128709291752768,1.0,0.7071067811865477,0.2,5.4772255750516585,0.26799999999999996,10.459162222859861,0.5620000000000004,4.629693551978159,0.4324155483228752,1.0899535289321065,0.5201749693447717,0.6274912655076187,2.732,0.952339564551587,0.8362428032395173,0.6484079094545374
FINLAND 1,2025-08-01,12:00:00,18,VPS,Mariehamn,1.85,2.3,5.3,1.56,3.98,4.33,1.29,3.4,2.34,1.51,5.65,1.08,1.03,12.0,1.18,4.6,1.59,2.2,1.65,2.15,1.22,1.22,2.3,1.13,1.13,1.4,1.07,2.47,1.37,10.0,3.84,1.17,4.5,1.28,3.08,1.71,2.3,1.9,1.8,2.38,1.5,0.641025641025641,0.25125628140703515,0.23094688221709006,0.4584832093170613,0.3919597989949749,0.36027713625866054,2.551282051282051,0.9191685912240185,2.7756410256410255,1.0879396984924623,2.77,2.42,0.3500000000000001,54.169899877145546,50.42809718611073,9.926245506651709,0.6397228637413395,0.6080402010050251,0.08083140877598155,0.6,0.9128709291752768,0.4,1.369306393762913,1.0,1.0,-0.6,-1.4907119849998616,-1.8840000000000003,-1.7238097757017683,-1.424,-1.3696304873983762,0.146031746031746,1.4222110638083632,0.7708333333333334,0.41607579238758513,0.984,1.4232287278922051,0.4249663852407754,0.6440978959187581,0.8,0.5590169943749481,0.8,1.0458250331675945,1.4,1.1952286093343936,-0.6,-2.2360679774997894,-3.6000000000000014,-2.2360679774997907,-0.8099999999999999,-2.2360679774997876,0.45826423438363734,0.9742882549295208,0.5117216117216118,0.873305795772209,3.34,0.9481142976621488,0.5020324171594379,0.8960738664232982
SLOVENIA 1,2025-08-01,12:30:00,3,Radomlje,Domžale,2.9,2.15,3.2,2.28,3.4,2.58,1.33,3.1,2.4,1.5,5.6,1.12,1.04,9.0,1.22,4.0,1.77,1.93,1.5,2.3,1.42,1.25,1.55,0.0,0.0,1.1,0.0,1.1,1.72,8.1,2.42,1.25,3.28,1.48,2.33,1.84,1.82,2.35,1.47,3.2,1.26,0.4385964912280702,0.29411764705882354,0.38759689922480617,0.21057024311135,0.6705882352941176,0.883720930232558,1.4912280701754388,1.317829457364341,1.1315789473684212,0.7588235294117648,0.30000000000000027,1.12,0.8199999999999998,8.53076560994814,29.24882633654698,-22.293629159694074,0.11627906976744196,0.3294117647058824,0.31782945736434104,0.8,1.6298006013006627,0.8,1.0458250331675947,1.2,1.0865337342004413,-0.4,-3.791437722025776,-1.8399999999999999,-3.3459816347656575,-1.0240000000000005,-3.2319394584310914,0.3724596511163015,1.1031859352825397,0.5804954304954306,0.7123578742264298,2.668,1.0974471780426744,0.5976713531681559,0.6660483573416474,0.4,1.3693063937629162,0.6,1.4907119849998596,1.8,0.7243558228002943,-1.2,-1.0865337342004415,-9.308,-1.3273540973872664,-1.8399999999999994,-1.0254975393503447,0.32204975959211335,1.3742878569596277,0.6712121212121211,0.6708505867632222,2.2560000000000002,1.3739475992308898,0.41931592613909424,1.145925690031392
BULGARIA 1,2025-08-01,13:00:00,0,Spartak Varna,Botev Vratsa,2.8,2.15,3.1,2.6,3.02,2.48,1.32,3.25,2.4,1.47,5.55,1.07,1.04,12.0,1.24,3.9,2.0,1.72,1.6,2.2,1.3,1.33,1.64,1.0,1.0,1.28,1.3,2.58,1.9,8.0,2.32,1.29,2.92,1.62,2.14,2.37,1.69,2.67,1.39,3.68,1.2,0.3846153846153846,0.33112582781456956,0.40322580645161293,0.10501812502783574,0.8609271523178809,1.0483870967741935,1.1615384615384614,1.217741935483871,0.9538461538461538,0.8211920529801324,0.1200000000000001,0.41999999999999993,0.54,-3.433630362450525,11.859779120947977,-15.109575122340466,0.04838709677419359,0.1390728476821192,0.217741935483871,1.0,1.224744871391589,0.6,1.4907119849998594,0.8,1.0458250331675945,-0.2,-4.18330013267038,-0.5699999999999997,-5.251097292589321,-0.5920000000000002,-3.152757475978387,0.28695575064290146,1.687066732513178,0.7279750400353416,0.5415345393399915,1.8540000000000003,1.7007816170298784,0.4717408777710285,0.9611804470524276,1.0,1.2247448713915885,1.0,1.4142135623730951,1.4,0.8144110179279551,-0.4,-4.5414755311462365,-1.238,-6.85072538657566,-1.698,-2.482213039630143,0.5821149268956137,1.4105697680322327,0.6336045593435644,0.7919813615252218,4.894,1.399914368635924,0.6714417598717666,0.971000158007157
POLAND 1,2025-08-01,13:00:00,0,Zagłębie Lubin,Korona Kielce,2.93,2.05,3.86,2.13,3.17,2.99,1.38,2.75,2.7,1.4,6.9,1.07,1.0,9.2,1.3,3.3,1.89,1.81,1.7,1.98,1.34,1.3,1.62,0.5,0.0,1.28,1.3,2.58,2.05,7.5,2.42,1.15,4.3,1.33,3.05,1.72,2.2,1.92,1.82,2.44,1.53,0.4694835680751174,0.31545741324921134,0.33444816053511706,0.20114030733022645,0.6719242902208201,0.7123745819397992,1.488262910798122,1.060200668896321,1.4037558685446012,0.9432176656151421,0.8600000000000003,1.04,0.17999999999999972,23.267704810056962,27.474431626277134,-5.142764557884234,0.28762541806020075,0.3280757097791798,0.06020066889632097,1.6,0.8385254915624213,1.4,0.6388765649999398,1.2,0.6972166887783967,0.2,4.18330013267038,0.426,4.644020775179978,0.7100000000000001,3.326449282404151,0.48418367538892754,0.6222507473418767,0.41401872576987786,0.8157479703462195,3.222,0.6320294171831905,0.9201507560467774,0.48237176304799156,0.6,0.912870929175277,0.8,1.0458250331675945,1.4,0.8144110179279557,-0.6,-1.4907119849998598,-1.782,-1.4503887829723567,-1.4140000000000001,-1.552970810716788,0.38331301638900167,1.0521428460663613,0.5439888640465147,0.7714043678356944,2.7139999999999995,1.0162400206108013,0.5561595525073209,0.7342893273934212
AUSTRIA 2,2025-08-01,13:00:00,1,Amstetten,Sturm Graz II,2.45,2.54,3.6,1.73,3.82,3.57,1.26,3.6,2.15,1.61,4.75,1.15,1.02,13.0,1.15,4.6,1.48,2.47,1.45,2.4,1.3,1.23,1.77,0.0,0.0,0.0,0.0,0.0,1.47,8.75,4.38,1.18,3.94,1.41,2.6,1.67,1.99,2.15,1.62,2.7,1.36,0.5780346820809249,0.2617801047120419,0.2801120448179272,0.3754469866048901,0.45287958115183247,0.484593837535014,2.208092485549133,1.0700280112044818,2.0635838150289016,0.9345549738219895,1.8399999999999999,2.09,0.25,42.61405596961119,46.26058388589534,-7.125016348901798,0.5154061624649859,0.5471204188481675,0.0700280112044818,1.6,0.8385254915624213,1.2,1.3693063937629155,0.8,1.045825033167595,0.4,2.850438562747846,1.1119999999999999,2.460065801715636,1.0540000000000005,3.164684924997499,0.5093378607809846,1.4335271186831453,0.6502981029810299,0.7374428945961293,3.4799999999999995,1.4640586047346276,0.8371597088058012,0.9304038191352529,1.2,0.912870929175277,1.2,0.9128709291752768,1.2,0.6972166887783966,0.0,1.0,-0.9000000000000001,-5.553332888711024,0.11399999999999962,9.250872368669372,0.7158065246300541,0.8793408874635426,0.3646759038063386,1.0243447676231694,5.83,0.9506504193266127,0.7248419100081505,0.7430911830208767
AUSTRIA 2,2025-08-01,13:00:00,1,SV Stripfing Weiden,First Vienna,3.3,2.18,2.9,2.3,3.21,2.68,1.31,3.15,2.4,1.5,5.95,1.11,1.02,10.0,1.16,4.0,1.73,1.91,1.58,2.2,1.3,1.3,1.37,0.0,0.0,0.0,0.0,0.0,2.03,6.3,2.19,1.24,3.28,1.51,2.35,2.12,1.84,2.37,1.5,3.19,1.26,0.4347826086956522,0.3115264797507788,0.3731343283582089,0.16741970523115662,0.7165109034267912,0.8582089552238805,1.3956521739130436,1.1977611940298507,1.165217391304348,0.8348909657320873,0.38000000000000034,0.9100000000000001,0.5299999999999998,10.757967088390012,24.46553511066275,-14.842227057911096,0.1417910447761195,0.28348909657320875,0.19776119402985065,2.0,0.7071067811865476,1.4,0.6388765649999396,0.8,1.0458250331675945,0.6,1.9002923751652312,1.5919999999999999,1.9712332334339389,1.4499999999999995,1.9335943623586267,0.5909436660541226,0.6762209871904405,0.38666185145058385,0.9099912733744102,3.8480000000000003,0.6986498782314473,0.8949288447145154,0.49374625855862,1.2,0.9128709291752768,0.8,1.0458250331675945,1.0,1.7320508075688772,-0.2,-8.944271909999161,-0.1779999999999995,-19.850247332253204,-1.1179999999999999,-5.520104045229506,0.3396036257489629,1.0606748182277645,0.586296132751216,0.6929515218097059,2.5300000000000002,1.1104749941437395,0.5869706895501802,0.7470531816635708
AUSTRIA 2,2025-08-01,13:00:00,1,Kapfenberger SV,Admira,5.0,2.5,2.0,3.62,3.7,1.75,1.29,3.5,2.25,1.57,4.5,1.17,0.0,0.0,0.0,0.0,1.53,2.2,1.67,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27624309392265195,0.27027027027027023,0.5714285714285714,0.3649826599720591,0.9783783783783784,2.0685714285714285,1.022099447513812,2.1142857142857143,0.48342541436464087,0.47297297297297297,1.87,0.08000000000000007,1.9500000000000002,-43.07605901544876,2.290610042638532,-44.27477570094075,1.0685714285714287,0.02162162162162164,1.1142857142857143,2.6,0.3440104580768907,2.6,0.6986885432532673,1.6,0.7126096406869612,1.0,0.7071067811865477,2.49,0.6394502566263497,2.894,0.997228715587397,0.9683764684405615,0.5615557663697485,0.3027740901093698,1.2879192870935243,6.282000000000001,0.5709088662467965,1.4928691883986847,0.648157156288508,0.8,1.629800601300662,0.6,1.4907119849998611,1.2,1.0865337342004415,-0.6,-1.900292375165229,-1.8780000000000001,-1.8479650443001623,-1.3699999999999997,-2.6360371757838843,0.15212121212121216,1.5430469702756715,0.7682385153635535,0.4377707978661675,1.106,1.5208107113622156,0.5523841058487056,0.8473790742307353
AUSTRIA 2,2025-08-01,13:00:00,1,Liefering,Austria Lustenau,3.3,1.9,2.9,2.54,3.21,2.41,1.36,2.9,2.75,1.4,7.5,1.08,1.06,9.5,1.3,3.5,1.77,1.93,1.71,1.95,1.3,1.28,1.4,0.0,0.0,0.0,0.0,0.0,2.01,7.14,2.21,1.23,3.39,1.45,2.48,1.81,1.89,2.3,1.52,3.09,1.28,0.39370078740157477,0.3115264797507788,0.41493775933609955,0.1578315289240123,0.7912772585669782,1.053941908713693,1.263779527559055,1.3319502074688796,0.9488188976377954,0.750778816199377,0.1299999999999999,0.6699999999999999,0.7999999999999998,-3.7189939731580397,18.520849477471103,-21.801409486351808,0.0539419087136929,0.20872274143302177,0.3319502074688796,1.4,1.083267920578793,1.2,0.6972166887783964,1.2,1.4907119849998596,0.0,1.0,-0.24799999999999994,-18.215598054606744,0.38200000000000006,10.280901620586507,0.540369599121129,0.7026037965283098,0.4043276134601886,0.8447055427956213,3.4480000000000004,0.6877599226230754,0.7801743148083554,0.5419640505221984,1.6,0.8385254915624211,0.6,0.9128709291752772,0.6,1.4907119849998605,0.0,1.0,0.0959999999999969,32.30649860988612,-0.07200000000000006,-43.2347748481802,0.3139157652386525,1.007942596282815,0.578732380270522,0.6835316370863473,2.4259999999999997,1.1409583497219986,0.4716762925994833,0.5239259174504607
