League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
JAPAN 2,2025-08-02,02:00:00,24,Consadole Sapporo,Sagan Tosu,3.0,2.2,3.5,2.28,3.21,2.7,1.4,2.75,2.75,1.4,8.0,1.08,1.06,8.0,1.33,3.2,1.92,1.78,1.73,2.0,1.38,1.25,1.55,1.82,1.27,1.57,1.38,2.95,1.76,7.32,2.69,1.22,3.5,1.46,2.47,1.82,1.98,2.25,1.56,2.99,1.3,0.4385964912280702,0.3115264797507788,0.37037037037037035,0.17059532633252772,0.7102803738317757,0.8444444444444443,1.4078947368421053,1.1888888888888889,1.1842105263157896,0.8411214953271029,0.4200000000000004,0.9300000000000002,0.5099999999999998,11.859779120947989,24.93842765545723,-14.305551846621947,0.1555555555555557,0.28971962616822433,0.1888888888888888,2.6,0.344010458076891,1.8,0.4648111258522644,1.0,0.9999999999999996,0.8,0.5590169943749471,1.656,0.5649702430464946,2.4939999999999993,0.573296185008171,0.5996244932121114,0.4498912060933904,0.3103195630537784,0.4510645290953877,3.804,0.4364643038849829,1.1353634427392874,0.37628461613086917,1.4,1.083267920578793,0.8,1.369306393762915,0.6,0.9128709291752783,0.2,6.519202405202642,0.6840000000000004,5.909522381073475,0.4360000000000002,6.463996974065959,0.3505898991402733,1.4042944989690866,0.6701733269138181,0.6744717807208002,2.332,1.3944858314209443,0.5688756097593234,0.9742050156725653
JAPAN 2,2025-08-02,06:00:00,24,Kataller Toyama,Omiya Ardija,3.95,2.1,2.55,3.61,3.29,1.86,1.38,2.8,2.75,1.4,7.5,1.08,1.06,8.0,1.33,3.2,1.93,1.77,1.75,1.9,1.77,1.25,1.25,1.0,1.5,1.23,1.49,2.72,2.42,7.04,1.93,1.26,3.2,1.53,2.31,1.95,1.85,2.42,1.48,3.28,1.25,0.2770083102493075,0.303951367781155,0.5376344086021505,0.3191185493306964,1.0972644376899696,1.9408602150537633,0.9113573407202217,1.7688172043010753,0.515235457063712,0.5653495440729484,1.7499999999999998,0.31999999999999984,1.43,-41.18592516570964,-9.090276920822317,-35.564767993035154,0.9408602150537633,0.09726443768996955,0.7688172043010751,0.8,1.629800601300662,0.4,1.3693063937629146,1.0,0.7071067811865475,-0.6,-1.9002923751652299,-1.798,-2.2415945929838283,-1.334,-1.6733407395841235,0.18281902925104468,1.4122910017722106,0.7377360624222549,0.4919359538082889,1.2180000000000002,1.4211251113790562,0.37150447514635465,0.7461568075624695,1.6,0.8385254915624211,1.2,1.0865337342004417,0.8,1.6298006013006616,0.4,2.850438562747844,0.6840000000000004,3.2716639383158586,1.5099999999999998,2.568921890055659,0.4420492041260909,1.2640966093790433,0.5828063829883409,0.6984849765955691,2.7700000000000005,1.2334002512573277,0.8311547242359107,0.7762146533345815
JAPAN 2,2025-08-02,06:00:00,24,V-Varen Nagasaki,Vegalta Sendai,2.75,2.1,3.55,2.04,3.25,3.11,1.36,2.85,2.65,1.42,7.0,1.08,1.05,8.5,1.28,3.4,1.81,1.89,1.67,2.0,1.3,1.25,1.67,1.83,1.92,2.02,1.48,3.5,2.01,7.07,2.26,1.23,3.44,1.47,2.44,1.85,1.95,2.28,1.54,3.04,1.29,0.49019607843137253,0.3076923076923077,0.3215434083601286,0.23638972490532728,0.6276923076923077,0.6559485530546624,1.5931372549019607,1.045016077170418,1.5245098039215685,0.9569230769230769,1.0699999999999998,1.21,0.14000000000000012,28.146781214122036,31.173938199371257,-4.004172940709391,0.34405144694533757,0.3723076923076923,0.04501607717041805,1.8,0.6085806194501847,1.0,1.2247448713915903,0.6,2.23606797749979,0.4,1.3693063937629146,0.7659999999999997,1.382320985979057,1.3739999999999992,1.4114256494653876,0.3399607560596409,1.324283331149011,0.6413287169990248,0.5678570513623509,2.0980000000000003,1.3002454502793563,0.7568568535155368,0.7881459440518306,2.2,0.4979295977319693,1.6,0.9478594305064434,1.0,1.2247448713915892,0.6,0.9128709291752789,1.4600000000000002,0.9239850421088643,1.6019999999999999,0.9255875697435636,0.5697162572632648,0.9204916580090291,0.4351021105183245,0.7952794484906562,3.6660000000000004,0.9140825718327343,1.0051342015239806,0.7739196035850718
JAPAN 2,2025-08-02,06:30:00,24,Ventforet Kofu,Montedio Yamagata,3.1,2.0,3.35,2.13,3.11,3.04,1.42,2.65,2.88,1.36,10.0,1.05,1.08,7.0,1.42,2.75,2.12,1.64,1.85,1.8,1.4,1.3,1.48,1.33,1.29,1.17,1.39,2.56,1.76,7.32,2.69,1.22,3.5,1.46,2.47,1.82,1.98,2.25,1.56,2.99,1.3,0.4694835680751174,0.3215434083601286,0.32894736842105265,0.19808604250487893,0.684887459807074,0.700657894736842,1.460093896713615,1.0230263157894737,1.427230046948357,0.977491961414791,0.9100000000000001,0.98,0.06999999999999984,24.46553511066275,26.104854009099295,-2.0045340321058998,0.29934210526315796,0.31511254019292606,0.02302631578947363,1.6,0.8385254915624211,0.8,0.5590169943749456,0.8,1.6298006013006623,0.0,1.0,0.2860000000000003,10.186281489263507,-0.30199999999999977,-11.346083384810878,0.319157973952636,0.5772685815553776,0.5140511038795214,0.5369524746839373,2.068,0.5779632551837215,0.609108885273094,0.32252481400221805,1.8,0.9128709291752769,2.0,0.7071067811865476,1.4,0.39123039821797573,0.6,2.5276251480171834,1.5459999999999998,2.525455355662209,1.5980000000000003,2.407612848733478,0.7833902735037906,0.7301404643074888,0.3684622823990399,1.0215720552337615,4.978,0.748704792022611,1.2033308868218353,0.5907046563456955
CHINA 2,2025-08-02,07:00:00,19,Yanbian Longding,Hebei Kungfu,2.75,2.0,3.4,2.6,3.0,2.5,1.48,2.55,3.1,1.3,8.5,1.07,1.03,7.5,1.35,2.88,2.29,1.62,1.87,1.82,1.36,1.28,1.4,2.55,1.56,1.09,1.27,2.36,2.17,6.5,2.14,1.66,2.08,2.12,1.64,3.75,1.34,4.14,1.15,6.5,1.03,0.3846153846153846,0.3333333333333333,0.4,0.09799078929868854,0.8666666666666667,1.04,1.1538461538461537,1.2,0.9615384615384615,0.8333333333333334,0.10000000000000009,0.3999999999999999,0.5,-2.86240522611175,11.309932474020211,-14.036243467926479,0.040000000000000036,0.1333333333333333,0.2,2.0,0.7071067811865476,1.0,0.7071067811865476,0.4,1.3693063937629195,0.6,1.9002923751652299,1.5360000000000003,2.3393721773102962,2.0260000000000007,1.436694911733879,0.3811679494218224,0.923189606220862,0.5097741186262587,0.6304461039899371,2.686,0.9158812024984464,0.701648106074176,0.5080748144094237,0.8,1.6298006013006618,1.2,1.3693063937629155,2.0,0.7071067811865476,-0.8,-3.2355447763861958,-1.5640000000000003,-3.2042199514008307,-4.202,-2.593375293614502,0.3799425089111187,1.1510312905401896,0.5734376358105172,0.7014561597707881,2.6499999999999995,1.2034127335171303,0.8644281312734867,0.9216486658195596
SOUTH KOREA 2,2025-08-02,07:00:00,23,Cheonan City,Suwon Bluewings,4.75,2.35,2.05,4.5,4.3,1.5,1.3,3.2,2.4,1.5,5.1,1.1,1.03,10.0,1.18,4.5,1.57,2.15,1.62,2.1,2.3,1.17,1.13,0.7,2.04,1.25,1.72,2.97,2.85,6.35,1.64,1.42,2.55,1.8,2.0,2.25,1.56,3.04,1.29,4.4,1.13,0.2222222222222222,0.23255813953488372,0.6666666666666666,0.48853381069549995,1.0465116279069768,3.0,0.9555555555555555,2.8666666666666667,0.3333333333333333,0.3488372093023256,3.0,0.20000000000000018,2.8,-56.309932474020215,-5.710593137499648,-54.46232220802562,2.0,0.046511627906976785,1.8666666666666665,1.4,1.0832679205787932,2.8,0.46565731465733207,2.0,0.6123724356957944,0.8,2.7099354235848505,2.2560000000000007,2.906878259011829,1.8679999999999999,2.7010303799337927,1.562003293101013,0.5213515547451005,0.12402421546156761,0.6311267937762409,11.512,0.6282446416284889,1.5386720585032845,0.4311132451675118,3.0,0.0,2.8,0.29880715233359845,1.6,0.5590169943749477,1.2,0.37267799624996434,2.064,0.33984908009548537,4.630000000000001,0.4198795206506141,0.7569362315570926,0.3788814274852503,0.22653650578484408,0.37083204650637974,4.928,0.358510538877349,1.6911839544233611,0.2385484229209179
SOUTH KOREA 2,2025-08-02,07:00:00,23,Gyeongnam,Busan I'Park,3.65,2.1,2.7,3.23,3.38,1.94,1.38,2.8,2.65,1.42,6.55,1.05,1.05,8.5,1.28,3.55,1.77,1.93,1.62,2.1,1.67,1.25,1.3,0.91,1.48,1.34,1.47,2.81,2.46,6.05,1.83,1.51,2.34,1.95,1.85,2.45,1.46,3.4,1.23,5.08,1.08,0.30959752321981426,0.2958579881656805,0.5154639175257733,0.27776977520020746,0.9556213017751479,1.6649484536082475,1.046439628482972,1.7422680412371134,0.6006191950464396,0.5739644970414202,1.29,0.1499999999999999,1.44,-32.82201607623425,4.289153328819016,-35.75388725443675,0.6649484536082475,0.04437869822485205,0.7422680412371134,0.8,1.629800601300662,0.6,0.9128709291752746,1.4,0.814411017927956,-0.8,-1.6298006013006623,-3.5780000000000007,-1.6263673975741637,-1.3919999999999995,-1.6308768746803928,0.29572223993829205,0.9669680852275473,0.6030798518344608,0.6132178664845892,1.8820000000000001,0.9726630336701951,0.4660180403953449,0.6117352706330378,0.8,1.629800601300662,0.4,1.3693063937629053,1.2,0.9128709291752767,-0.8,-1.8540496217739155,-1.8419999999999999,-2.0411021146616783,-2.266,-1.6642355018514352,0.18130878527116262,1.398625046473456,0.7437562940584088,0.4748945321198004,1.142,1.3979881148709399,0.4146661563391888,0.5892572135129909
SOUTH KOREA 2,2025-08-02,07:00:00,23,Ansan Greeners,Cheongju,3.2,2.0,3.2,2.57,3.03,2.49,1.42,2.65,2.88,1.36,7.5,1.08,1.07,7.5,1.36,2.95,1.95,1.7,1.77,1.85,1.45,1.3,1.45,0.87,1.0,1.09,1.33,2.42,1.98,5.8,2.27,1.62,2.14,2.05,1.68,2.73,1.37,3.92,1.17,6.07,1.04,0.38910505836575876,0.33003300330033003,0.4016064257028112,0.10807165881035541,0.8481848184818482,1.0321285140562249,1.178988326848249,1.2168674698795179,0.9688715953307394,0.821782178217822,0.07999999999999963,0.45999999999999996,0.5399999999999996,-2.290610042638519,12.952764513375518,-15.109575122340454,0.032128514056224744,0.15181518151815182,0.21686746987951788,1.0,1.224744871391589,0.8,1.0458250331675945,1.0,1.0,-0.2,-4.1833001326703805,-0.6360000000000007,-4.02556564850158,-0.4360000000000004,-4.200774324315457,0.3947094059802959,1.153541276455899,0.5712027456798857,0.7059225032437727,2.644,1.1878372368323369,0.56857197378982,0.7110270762007909,1.4,1.0832679205787932,1.2,0.6972166887783962,1.6,0.9478594305064437,-0.4,-4.183300132670376,-2.7800000000000002,-2.340288156809289,-0.3040000000000007,-10.509356197879356,0.6079932429409368,0.7724247282189036,0.3847947139109945,0.9274993964484716,4.258000000000001,0.8274301107193963,0.736978851949558,0.6104314652173775
SOUTH KOREA 2,2025-08-02,07:00:00,23,Hwaseong,Gimpo Citizen,4.0,1.95,2.8,3.18,3.05,2.09,1.48,2.45,3.2,1.3,9.0,1.06,1.08,7.0,1.42,2.75,2.15,1.57,1.9,1.75,1.67,1.3,1.28,1.0,1.39,1.14,1.47,2.61,2.41,5.95,1.87,1.47,2.44,1.88,1.92,2.35,1.51,3.21,1.26,4.73,1.1,0.31446540880503143,0.3278688524590164,0.47846889952153115,0.2146669609500277,1.0426229508196723,1.521531100478469,0.9591194968553458,1.4593301435406698,0.6572327044025157,0.6852459016393443,1.0900000000000003,0.13000000000000034,0.96,-28.590384060790612,-3.7189939731580517,-25.64100582430528,0.5215311004784691,0.042622950819672246,0.45933014354066987,1.4,1.0832679205787932,0.4,1.3693063937629153,0.4,1.369306393762915,0.0,1.0,-0.0959999999999999,-32.59889134639231,0.05600000000000005,37.75985646429392,0.1868958109559613,1.3874282185753024,0.7361704062379231,0.4928207890650297,1.198,1.391042839440582,0.38068830209737714,0.7037507226398677,1.8,0.6085806194501846,1.0,1.224744871391589,0.2,2.2360679774997836,0.8,1.6298006013006623,1.7080000000000006,1.6399787581082117,2.496000000000001,1.620645194634992,0.35213524876208674,1.139780372152416,0.5914264509361418,0.6596264698990156,2.326,1.1469212135987596,0.6984802366653147,0.9086605107478796
SOUTH KOREA 2,2025-08-02,07:00:00,23,Jeonnam Dragons,Asan Mugunghwa,2.85,2.15,3.3,2.38,3.26,2.54,1.33,3.0,2.45,1.48,6.5,1.11,1.05,8.5,1.25,3.65,1.8,1.9,1.6,2.1,1.4,1.25,1.57,1.7,1.17,1.34,1.55,2.89,2.2,6.05,2.01,1.47,2.44,1.88,1.92,2.35,1.51,3.21,1.26,4.73,1.1,0.42016806722689076,0.3067484662576687,0.39370078740157477,0.17191585165033685,0.7300613496932515,0.9370078740157479,1.3697478991596639,1.2834645669291338,1.0672268907563025,0.7791411042944786,0.16000000000000014,0.8799999999999999,0.7199999999999998,4.573921259900866,23.74949449286676,-19.798876354524925,0.06299212598425202,0.26993865030674846,0.28346456692913374,1.6,0.8385254915624211,1.6,0.7126096406869615,1.4,1.1952286093343936,0.2,4.18330013267038,0.33000000000000007,8.30291970729265,0.8100000000000002,2.6902251551607157,0.7620221797539982,0.8825926806502832,0.4058439156108413,0.955101768325288,5.016000000000001,0.8950418744458642,1.0002778071035563,0.5254714957942418,1.4,1.083267920578793,2.0,0.3535533905932738,1.8,1.1385500851066221,0.2,8.94427190999916,-0.46999999999999975,-10.308483191672401,1.308,3.6780868031863263,0.8149632777759891,0.4128759063248538,0.19900050360143934,0.26849584606198507,5.478,0.38934705601613084,1.1882247422857213,0.31665643739310495
