League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
JAPAN 1,2025-08-11,07:00:00,25,Cerezo Osaka,Albirex Niigata,2.15,2.15,5.25,1.59,3.82,4.4,1.36,2.85,2.65,1.42,6.5,1.1,1.05,9.5,1.28,3.6,1.76,1.94,1.77,1.9,1.14,1.22,2.2,1.75,0.67,1.75,1.08,2.83,1.73,8.5,2.6,1.18,3.95,1.34,2.85,1.58,2.15,1.94,1.72,2.45,1.44,0.6289308176100629,0.2617801047120419,0.22727272727272727,0.4536828918455871,0.4162303664921466,0.36136363636363633,2.40251572327044,0.868181818181818,2.767295597484277,1.1518324607329844,2.8100000000000005,2.2299999999999995,0.5800000000000005,54.558877188266344,48.11230860920547,16.172159015782565,0.6386363636363637,0.5837696335078533,0.13181818181818192,2.0,0.7071067811865476,1.6,1.0458250331675945,0.8,1.0458250331675945,0.8,1.629800601300663,1.816,1.6459075161586563,2.3699999999999997,1.5401884249005673,0.5574227886682159,1.1222116556685475,0.5157347868479706,0.8638613670780859,3.6079999999999997,1.095056662755655,1.0447972394793077,0.7766473023323196,0.2,2.236067977499783,0.8,1.0458250331675945,2.2,0.5926547641093316,-1.4,-0.8144110179279558,-5.278,-0.8781366581618605,-2.658,-0.7810015852131609,0.40092335235413906,1.0075492706804117,0.5423255015894584,0.778277012830582,2.788,1.0254561847787678,0.5344564222973559,0.8065823237080426
JAPAN 2,2025-08-11,07:00:00,25,Renofa Yamaguchi,Ventforet Kofu,3.2,1.95,3.6,2.35,2.8,2.96,1.53,2.4,3.6,1.25,11.0,1.05,1.05,6.55,1.5,2.4,2.45,1.48,2.05,1.7,1.36,1.36,1.53,1.08,1.33,1.27,1.14,2.41,1.62,6.45,2.89,1.28,3.1,1.56,2.25,2.0,1.8,2.49,1.45,3.4,1.23,0.425531914893617,0.35714285714285715,0.33783783783783783,0.11699647333656729,0.8392857142857144,0.793918918918919,1.1914893617021276,0.9459459459459459,1.2595744680851064,1.0571428571428572,0.6099999999999999,0.44999999999999973,0.16000000000000014,16.961705886532904,12.68038349181981,4.573921259900866,0.20608108108108103,0.16071428571428564,0.054054054054054106,1.4,0.6388765649999402,0.8,1.045825033167594,0.6,1.4907119849998598,0.2,2.236067977499785,0.4680000000000001,2.2360679774998355,0.5319999999999998,2.236067977499793,0.2791700449148852,1.0413696701649173,0.6218464843309415,0.5762192603148215,1.828,1.0615680059244677,0.6116470868725826,0.7003370280297643,1.6,0.8385254915624213,1.8,1.1385500851066221,0.8,1.369306393762915,1.0,1.9999999999999996,3.5740000000000007,1.9023066646307656,1.9400000000000002,2.0894290316718163,0.8953770848440898,1.159795961476059,0.493507966539787,0.9603177518735883,6.2620000000000005,1.1641507837713463,1.0496217680743514,0.9705959098521486
FINLAND 1,2025-08-11,13:00:00,19,HJK,Ilves,2.88,2.5,2.89,2.46,3.9,2.5,1.23,3.5,2.12,1.63,4.6,1.15,1.03,17.0,1.13,5.25,1.53,2.45,1.47,2.5,1.27,1.29,1.6,1.78,1.78,1.61,1.72,3.33,1.99,6.75,2.27,1.12,3.9,1.37,3.14,1.55,2.3,1.85,1.85,2.33,1.55,0.4065040650406504,0.25641025641025644,0.4,0.2776798973305965,0.6307692307692307,0.984,1.5853658536585367,1.56,1.016260162601626,0.6410256410256411,0.040000000000000036,1.44,1.4,1.1457628381751046,35.75388725443675,-34.99202019855866,0.016000000000000014,0.36923076923076925,0.5599999999999999,1.4,1.083267920578793,1.8,0.7243558228002946,1.8,0.9128709291752769,0.0,1.0,-0.5039999999999999,-8.651084893888735,1.7240000000000009,5.873292219962205,0.32478403948992185,0.6450876861300086,0.44486678528853885,0.7278305007539242,2.876,0.6747746704828967,1.188268044754334,0.602759962573596,2.2,0.4979295977319692,1.8,0.912870929175277,0.2,2.236067977499786,1.6,1.1353688827865593,3.278000000000001,1.1755270711028556,5.799999999999999,1.1593465501331295,0.5535792357351491,1.0095493102560102,0.48729977800476226,0.7536219934890732,3.6680000000000006,0.9605246748264006,1.1519523244803893,0.7190250707391954
BULGARIA 1,2025-08-11,13:00:00,4,Septemvri Sofia,Beroe,2.85,1.98,4.28,2.95,2.96,2.26,1.42,2.53,3.33,1.27,8.0,1.06,1.03,7.5,1.65,2.25,2.1,1.6,1.85,1.85,1.3,1.3,1.7,0.0,0.5,1.07,1.44,2.51,2.0,6.92,2.32,1.36,2.75,1.68,2.06,1.93,1.76,2.79,1.35,3.94,1.16,0.3389830508474576,0.33783783783783783,0.4424778761061947,0.14735235784721126,0.9966216216216217,1.3053097345132745,1.0033898305084745,1.3097345132743363,0.7661016949152541,0.7635135135135135,0.6900000000000004,0.009999999999999787,0.7000000000000002,-19.034434354835202,0.2864765102770684,-19.29004621918874,0.30530973451327453,0.0033783783783783066,0.3097345132743364,1.4,1.083267920578793,1.0,1.2247448713915887,1.0,1.0000000000000002,0.0,1.0,-4.402,-1.9774971091239109,1.5140000000000005,2.9860446482036362,0.4007101620004846,1.2287779121483264,0.592405217289583,0.7528758900374057,4.008,1.3417742882484442,0.6759545722661227,0.9980396718575884,1.0,1.2247448713915885,0.6,1.4907119849998596,1.4,1.1952286093343938,-0.8,-2.404423007708918,-7.078,-1.9027968549018894,-1.0379999999999998,-2.8581592356595866,0.35973518385578684,1.3849753588272888,0.6547345374931581,0.7224723637601482,3.0,1.3982131454109574,0.4482862628963898,0.9712072912853723
SWEDEN 1,2025-08-11,14:00:00,19,Elfsborg,Värnamo,1.83,2.63,6.0,1.39,4.5,5.7,1.25,3.75,2.2,1.62,5.0,1.17,1.04,11.0,1.17,5.25,1.58,2.18,1.67,2.1,1.09,1.14,2.75,2.11,0.13,1.52,1.38,2.9,1.42,9.5,3.7,1.12,4.95,1.24,3.48,1.45,2.57,1.82,1.98,2.12,1.67,0.7194244604316548,0.2222222222222222,0.17543859649122806,0.5757767541211382,0.3088888888888889,0.243859649122807,3.2374100719424463,0.7894736842105263,4.100719424460432,1.2666666666666666,4.3100000000000005,3.1100000000000003,1.2000000000000002,65.10694971768491,57.25546339656176,30.96375653207353,0.756140350877193,0.6911111111111112,0.2105263157894737,1.4,1.0832679205787927,1.6,1.369306393762915,1.4,0.9583148474999099,0.2,12.449899597988736,0.24399999999999994,21.471843027537115,0.7259999999999989,10.099075488831513,0.5265949960483721,1.369911278170548,0.6501407459535538,0.7368666558359215,3.1919999999999997,1.3696575610022341,1.065037681926808,1.0177631842698043,0.2,2.236067977499786,0.2,2.2360679774997902,1.6,0.7126096406869612,-1.4,-0.6388765649999398,-6.324,-0.6187642780874728,-2.322,-0.7042653975179709,0.09803921568627451,2.236067977499778,0.8694444444444445,0.33576739598239624,0.576,2.2360679774997902,0.20925432751602324,1.242869153339486
SWEDEN 1,2025-08-11,14:00:00,19,GAIS,IFK Göteborg,2.6,2.25,4.0,1.98,3.28,3.23,1.36,3.0,2.63,1.44,7.0,1.1,1.06,9.0,1.3,3.5,1.8,1.9,1.7,2.05,1.3,1.25,1.7,1.88,1.67,2.04,1.15,3.19,1.6,8.5,2.9,1.14,4.6,1.27,3.27,1.49,2.44,1.85,1.95,2.23,1.61,0.5050505050505051,0.3048780487804878,0.30959752321981426,0.2602636018137144,0.6036585365853658,0.6130030959752322,1.6565656565656566,1.0154798761609907,1.6313131313131313,0.9847560975609757,1.25,1.2999999999999998,0.04999999999999982,32.005383208083494,33.02386755579664,-1.4320961841646414,0.38699690402476783,0.3963414634146341,0.015479876160990657,2.2,0.4979295977319691,1.6,0.947859430506444,0.6,1.4907119849998596,1.0,1.2247448713915894,1.7879999999999996,1.0574271655111256,4.212,1.5134088361457392,0.4902682605456234,1.078293789237699,0.5244390978522528,0.8337596695193459,3.2079999999999997,1.0376025083658627,1.0471645054295426,0.7486963077395951,1.4,1.083267920578793,1.4,1.083267920578793,1.6,1.1353688827865591,-0.2,-9.617692030835672,-1.3400000000000003,-4.671644771349961,-0.11400000000000006,-34.64576932472686,0.6507609147368942,1.122185200582496,0.5307098977817258,0.8393229411323905,3.8880000000000003,1.126048957195429,0.870645443558811,0.8866016752423223
POLAND 1,2025-08-11,14:00:00,4,Lechia Gdańsk,Motor Lublin,2.75,1.9,3.6,2.04,3.5,2.91,1.37,2.8,2.3,1.53,5.25,1.13,1.0,8.5,1.2,4.1,1.81,1.89,1.73,2.05,1.33,1.22,1.67,0.33,1.5,1.4,2.07,3.47,2.07,6.55,2.04,1.18,4.0,1.37,2.9,1.75,2.25,1.97,1.77,2.45,1.48,0.49019607843137253,0.2857142857142857,0.3436426116838488,0.26075547472186095,0.5828571428571429,0.7010309278350515,1.7156862745098038,1.2027491408934707,1.4264705882352942,0.8314285714285715,0.8700000000000001,1.46,0.5899999999999999,23.50904022419246,36.12944414324086,-16.436059224635645,0.2989690721649485,0.41714285714285715,0.20274914089347074,1.4,1.083267920578793,2.2,0.5926547641093318,2.0,0.7905694150420949,0.2,6.519202405202648,0.23599999999999985,12.33235031965845,0.85,4.745925223639089,0.7696152720936438,0.674707648984988,0.338130759615738,1.1056598860925468,5.077999999999999,0.6695048402355552,1.3304425513904556,0.48045998957729996,1.4,1.083267920578793,1.2,1.0865337342004415,2.0,0.7905694150420949,-0.8,-2.5617376914898995,-6.306,-1.9059547842303008,-0.9760000000000003,-3.3408600174819614,0.6340970464580161,1.0563828947765685,0.48999678638578714,0.9527844257647371,4.342,1.0094723674158024,0.7277533922353755,0.9199398937332179
DENMARK 1,2025-08-11,14:00:00,4,OB,Randers,3.3,2.38,2.7,2.72,3.45,2.16,1.27,3.4,2.3,1.55,5.5,1.14,1.04,12.5,1.2,4.7,1.57,2.15,1.52,2.36,1.27,1.25,1.43,3.0,2.0,1.9,1.15,3.05,2.1,8.0,1.85,1.2,3.7,1.41,2.6,2.07,1.95,2.3,1.57,2.88,1.32,0.3676470588235294,0.2898550724637681,0.4629629629629629,0.2329643088796873,0.7884057971014493,1.2592592592592593,1.2683823529411764,1.597222222222222,0.7941176470588235,0.6260869565217392,0.56,0.73,1.29,-15.642246457208728,20.052082146098538,-32.82201607623425,0.25925925925925924,0.21159420289855072,0.5972222222222222,1.4,1.083267920578793,1.4,0.8144110179279557,1.0,1.0,0.4,3.791437722025775,1.218,2.9264451474865965,0.20200000000000012,26.27548174789963,0.4478399943206748,0.9644904544503359,0.47881613282613883,0.714532447515932,3.122,0.8523020724320357,0.9272037001304738,0.6272765595540459,1.6,0.8385254915624211,1.6,0.7126096406869612,1.2,0.9128709291752768,0.4,2.850438562747846,1.1239999999999994,3.7520368450442123,0.9480000000000002,2.440124462394856,0.779142745505349,0.7712542514481568,0.36070355139901145,1.0762340783302948,5.7620000000000005,0.762763786393468,0.9711528721931597,0.5443698730884194
SERBIA 1,2025-08-11,14:00:00,4,IMT Novi Beograd,Železničar Pančevo,2.52,2.2,3.8,2.07,3.25,3.05,1.3,3.1,2.5,1.5,5.8,1.12,1.03,10.0,1.17,4.2,1.85,1.85,1.53,2.1,1.28,1.25,1.69,0.0,1.0,2.34,1.92,4.26,1.67,6.25,2.8,1.4,2.56,1.75,1.9,2.24,1.52,3.05,1.28,4.58,1.11,0.48309178743961356,0.3076923076923077,0.3278688524590164,0.2263462853598128,0.6369230769230769,0.6786885245901639,1.570048309178744,1.0655737704918034,1.4734299516908214,0.9384615384615385,0.98,1.1800000000000002,0.20000000000000018,26.104854009099295,30.540604849681504,-5.710593137499648,0.32131147540983607,0.36307692307692313,0.06557377049180334,1.4,1.0832679205787932,1.2,1.0865337342004415,1.2,0.912870929175277,0.0,1.0,-0.7280000000000001,-4.826448890628926,2.112,3.4585700676549522,0.288027159014578,0.9248118893089146,0.5685963274198567,0.6950059572946562,2.1719999999999997,0.9307383753033986,0.8525264211964979,0.8305353339886662,1.8,0.6085806194501845,1.0,0.7071067811865475,0.6,1.4907119849998607,0.4,1.369306393762915,1.048,1.374681786657479,1.0539999999999998,1.3934536105649915,0.49750535879962887,0.80508906564696,0.4251746382056713,0.7958434265321582,3.346,0.7590965352937524,0.6602109996009629,0.5301025712982999
SERBIA 1,2025-08-11,14:00:00,4,Javor Ivanjica,Radnički Kragujevac,4.4,1.96,2.62,4.2,3.47,1.69,1.4,2.75,3.0,1.36,9.0,1.07,1.04,7.8,1.37,2.9,1.94,1.76,1.91,1.81,1.23,1.27,1.17,0.0,0.0,0.0,0.45,0.45,3.4,6.3,1.57,1.49,2.38,1.84,1.82,2.41,1.45,3.34,1.24,4.95,1.09,0.23809523809523808,0.2881844380403458,0.591715976331361,0.4138092356360585,1.2103746397694524,2.4852071005917162,0.8261904761904763,2.0532544378698225,0.40238095238095234,0.4870317002881844,2.5100000000000002,0.73,1.7800000000000002,-51.45171623671943,-20.052082146098538,-41.669082619549954,1.4852071005917162,0.21037463976945242,1.0532544378698228,2.0,0.7071067811865475,1.4,0.814411017927956,0.8,1.0458250331675945,0.6,3.027650354097491,1.172,2.239589624510819,1.2260000000000002,13.483043335993584,0.2786018729842348,0.7519512427098591,0.5046321039579078,0.6248779921866053,2.4699999999999998,0.7343687634285443,0.9978207509882676,0.567157682361457,0.4,1.369306393762915,0.8,1.045825033167597,2.0,0.5000000000000002,-1.2,-1.086533734200441,-3.5980000000000003,-1.1013804086345178,-2.8039999999999994,-1.1238665994419463,0.27332628611698373,0.9623286907220959,0.5720779220779221,0.6850311059759742,2.1279999999999992,0.9331906961314195,0.6013396267597948,0.7605520249265357
