League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
NORWAY 2,2025-08-06,13:00:00,18,Sogndal,Hødd,2.4,2.3,4.1,1.85,3.62,3.51,1.3,3.2,2.35,1.5,4.9,1.12,1.04,13.0,1.16,4.0,1.65,2.1,1.57,2.3,1.3,1.25,1.83,1.5,1.0,1.83,1.04,2.87,1.64,8.0,2.97,1.11,4.63,1.29,3.08,1.69,2.27,1.89,1.81,2.39,1.49,0.5405405405405405,0.27624309392265195,0.2849002849002849,0.3312969062503768,0.511049723756906,0.5270655270655271,1.9567567567567568,1.0313390313390314,1.897297297297297,0.9696132596685082,1.6599999999999997,1.77,0.11000000000000032,39.69267315066882,41.50882857064522,-3.148096099562768,0.4729344729344729,0.4889502762430939,0.03133903133903143,0.8,0.5590169943749471,1.0,0.7071067811865458,1.2,0.6972166887783964,-0.2,-2.236067977499785,-0.33999999999999964,-2.2360679774998116,-0.7600000000000013,-2.236067977499781,0.2810053838112469,0.6951998452921948,0.5850739252113062,0.4592903940265284,1.8520000000000003,0.7255882386752153,0.7731867613405583,0.4566854719766232,0.4,1.3693063937629153,1.0,0.7071067811865475,2.6,0.8426500884694862,-1.6,-1.296027584582982,-4.698,-1.218229850031623,-3.5400000000000005,-1.3738879967161903,0.47496406178909434,0.6867318125074797,0.42531467138635143,0.7782102752663801,3.158,0.7194451939586435,0.6569202348456649,0.5471526030534801
EUROPA CHAMPIONS LEAGUE,2025-08-06,14:00:00,0,Salzburg,Club Brugge,3.0,2.25,3.0,2.7,3.65,2.45,1.3,3.4,2.5,1.5,5.5,1.13,1.04,10.0,1.22,4.2,1.72,2.12,1.62,2.2,1.51,1.29,1.46,2.0,0.0,1.7,0.0,1.7,1.79,7.5,2.55,1.33,3.0,1.57,2.23,1.91,1.77,2.43,1.48,3.2,1.29,0.37037037037037035,0.273972602739726,0.4081632653061224,0.21583431719571106,0.7397260273972603,1.1020408163265305,1.3518518518518516,1.4897959183673468,0.9074074074074074,0.6712328767123288,0.25,0.9499999999999997,1.1999999999999997,-7.125016348901798,25.407718108948465,-30.963756532073518,0.1020408163265306,0.26027397260273966,0.4897959183673468,1.8,0.6085806194501845,1.6,0.9478594305064443,0.8,1.045825033167594,0.8,1.3693063937629124,1.3999999999999995,1.3706470987777113,3.2320000000000007,1.3695580566955705,0.3755968130603141,1.0490275199915071,0.5349691055099725,0.6351192493554912,2.726,0.9532830701897032,1.0765245974091404,0.7289911680316461,1.6,0.838525491562421,1.2,1.0865337342004426,0.6,1.4907119849998596,0.6,2.236067977499789,1.1359999999999997,2.135709242258121,2.088,2.4094712875681377,0.32530747398297066,1.0672594506207762,0.6103934179587508,0.6355492474453699,2.1279999999999997,1.0716882352542902,0.8497555223475122,0.8155296257804213
NORWAY 2,2025-08-06,14:00:00,18,Start,Odd,2.2,2.33,4.7,1.72,3.95,3.77,1.3,3.1,2.25,1.55,4.95,1.15,1.0,12.0,1.17,4.5,1.55,2.2,1.52,2.3,1.25,1.25,2.0,1.63,0.5,1.96,1.28,3.24,1.65,8.9,2.7,1.11,4.64,1.32,3.08,1.54,2.28,1.89,1.81,2.39,1.49,0.5813953488372093,0.2531645569620253,0.26525198938992045,0.3936874531381496,0.43544303797468353,0.4562334217506631,2.296511627906977,1.0477453580901857,2.191860465116279,0.9544303797468354,2.05,2.2300000000000004,0.18000000000000016,45.707319368544255,48.11230860920548,-5.142764557884247,0.5437665782493368,0.5645569620253166,0.04774535809018572,1.6,0.8385254915624213,2.0,1.1726039399558574,1.0,1.2247448713915892,1.0,3.0,0.6619999999999994,10.458892048764373,8.041999999999998,1.9615861615356052,0.47815306649148326,1.4321059255841342,0.5717801967605581,0.7507656935153524,3.4240000000000004,1.2540443705162208,1.2700723520011414,0.9529505564790964,0.4,1.3693063937629142,0.4,1.369306393762913,1.2,0.9128709291752768,-0.8,-1.045825033167594,-2.3739999999999997,-0.999023987687474,-1.7100000000000002,-1.073175101303382,0.15987460815047022,1.3906371158037014,0.7666239863422962,0.41969337214847113,0.976,1.3876030302084466,0.3730692746989827,0.8226157772138886
NORWAY 2,2025-08-06,14:00:00,18,Stabæk,Aalesund,3.35,2.25,2.65,2.75,3.64,2.16,1.29,3.3,2.2,1.55,4.35,1.13,1.02,15.0,1.14,4.7,1.52,2.36,1.5,2.57,1.27,1.3,1.25,1.13,1.0,1.4,1.47,2.87,2.18,7.65,1.78,1.05,5.77,1.22,3.68,1.51,2.61,1.72,2.02,2.12,1.65,0.36363636363636365,0.2747252747252747,0.4629629629629629,0.2614211697789948,0.7554945054945055,1.2731481481481481,1.3236363636363637,1.6851851851851851,0.7854545454545455,0.5934065934065934,0.5899999999999999,0.8900000000000001,1.48,-16.436059224635645,23.989064009552393,-36.501441120506314,0.2731481481481481,0.24450549450549453,0.6851851851851851,0.6,0.912870929175274,1.4,0.814411017927956,2.0,0.6123724356957947,-0.6,-1.4907119849998616,-1.0079999999999998,-1.4284749746979644,-2.37,-1.6157913689394576,0.44198572029144767,0.8406238392012658,0.5092694413891987,0.665871406293497,2.7840000000000003,0.844631013812926,0.9473958689109587,0.6194573503323273,0.8,0.5590169943749472,1.0,0.9999999999999998,1.6,0.7126096406869615,-0.6,-2.23606797749979,-1.9800000000000009,-2.2360679774997982,-1.1699999999999997,-2.236067977499789,0.3332909578753103,1.0455421973184749,0.5924917320741455,0.662278723929804,2.218,1.045046372530272,0.7167350377310637,0.7192848099038247
NORWAY 2,2025-08-06,14:00:00,18,Åsane,Lyn,3.06,2.2,3.0,2.45,3.47,2.48,1.3,3.4,2.33,1.53,5.05,1.1,1.03,12.4,1.18,4.5,1.61,2.1,1.57,2.3,1.3,1.3,1.5,1.5,1.63,1.26,1.39,2.65,1.95,8.0,1.96,1.13,4.36,1.3,3.4,1.55,2.23,1.94,1.77,2.5,1.44,0.4081632653061224,0.2881844380403458,0.40322580645161293,0.20729674087044933,0.7060518731988473,0.9879032258064517,1.4163265306122448,1.3991935483870968,1.0122448979591836,0.7146974063400576,0.029999999999999805,1.02,0.9900000000000002,0.8593722436446752,27.02158159117704,-26.335410003881353,0.012096774193548309,0.29394812680115273,0.39919354838709686,1.6,0.8385254915624208,1.4,0.6388765649999398,1.2,0.6972166887783964,0.2,4.183300132670375,-0.6820000000000004,-5.410034624965062,1.1859999999999995,2.001882384122724,0.4936455930656676,0.5890176249600025,0.3846353776416878,0.9079749884283403,3.758,0.6772530317162797,0.9113074326022857,0.5448143166004665,2.2,0.4979295977319693,2.2,0.8743356391668793,0.4,1.3693063937629095,1.8,1.204415743815489,4.9300000000000015,1.1980345202593388,4.0600000000000005,1.2087298833038826,1.0479925303454718,0.8430923455880885,0.3239872408293461,1.1868813913396836,6.44,0.8182692063371209,1.2738473015383034,0.7601197849601486
NORWAY 2,2025-08-06,14:00:00,18,Raufoss,Kongsvinger,3.9,2.45,2.25,3.55,3.94,1.77,1.22,3.7,2.1,1.65,4.5,1.17,1.03,19.0,1.09,5.8,1.52,2.36,1.45,2.49,1.18,1.25,1.2,1.67,1.13,1.22,1.84,3.06,3.34,9.6,1.32,1.04,6.31,1.16,3.96,1.48,2.77,1.64,2.12,2.01,1.75,0.28169014084507044,0.25380710659898476,0.5649717514124294,0.37477981257771886,0.9010152284263959,2.005649717514124,1.1098591549295775,2.225988700564972,0.4985915492957747,0.44923857868020306,1.7799999999999998,0.3900000000000001,2.17,-41.66908261954995,11.034209003250252,-47.33450643666486,1.0056497175141241,0.0989847715736041,1.2259887005649717,1.2,0.9128709291752768,1.6,1.5687375497513916,1.2,0.9128709291752768,0.4,7.202430145443965,0.7100000000000002,9.929627409723555,1.4599999999999995,5.149664719713746,0.592218056540683,1.518785914933255,0.5868986118917682,0.6974626009087086,3.7620000000000005,1.5545812880748116,0.9944207361804468,1.2791128184547247,0.8,0.5590169943749447,1.2,0.697216688778396,1.6,0.7126096406869611,-0.4,-2.2360679774997907,-1.292,-2.2360679774997907,-0.8520000000000003,-2.236067977499793,0.41931237679002276,0.7925388597884037,0.5024053346034771,0.6798176986640903,2.6140000000000003,0.7378839556595236,0.8565141859941671,0.47927774785552296
NORWAY 2,2025-08-06,14:00:00,18,Ranheim,Moss,2.15,2.4,4.0,1.76,3.87,3.67,1.25,3.6,2.22,1.62,4.9,1.12,1.02,15.0,1.15,5.0,1.55,2.25,1.53,2.45,1.25,1.25,1.95,1.44,0.25,1.61,1.23,2.84,1.63,7.9,2.82,1.06,5.54,1.24,3.55,1.42,2.54,1.74,1.98,2.05,1.67,0.5681818181818182,0.25839793281653745,0.2724795640326976,0.3757337601024816,0.45478036175710596,0.4795640326975477,2.1988636363636362,1.0544959128065396,2.0852272727272725,0.9483204134366925,1.91,2.1100000000000003,0.20000000000000018,43.681404157171436,46.53309769682431,-5.710593137499648,0.5204359673024523,0.5452196382428941,0.05449591280653956,1.4,1.083267920578793,1.0,1.414213562373095,1.4,1.083267920578793,-0.4,-5.755432216610667,-3.166,-3.005320670591441,0.11799999999999984,39.84819297276211,0.3248484848484849,1.4977520840957734,0.6874458874458874,0.6263828296215102,2.0199999999999996,1.4728866749813165,0.7218405544035795,1.019553316448227,0.6,0.9128709291752762,1.2,1.0865337342004417,1.8,0.6085806194501847,-0.6,-1.4907119849998578,-2.9139999999999993,-1.712040373066576,-1.01,-1.4091095230938355,0.5396287117951394,1.2162266125699368,0.5331336010196861,0.814714652961412,3.5599999999999996,1.2257543171469116,0.7543454546496676,0.9043112564954338
NORWAY 2,2025-08-06,14:00:00,18,Egersund,Lillestrøm,4.3,2.7,1.85,5.5,4.8,1.41,1.18,4.0,1.93,1.72,4.4,1.2,1.01,21.0,1.12,6.0,1.38,2.81,1.57,2.3,1.18,1.22,1.11,1.38,2.33,1.59,1.89,3.48,4.41,9.5,1.42,1.07,5.35,1.22,3.46,1.48,2.49,1.76,1.94,2.18,1.59,0.18181818181818182,0.20833333333333334,0.7092198581560284,0.5604112479713446,1.1458333333333335,3.900709219858156,0.8727272727272727,3.404255319148936,0.25636363636363635,0.29375,4.09,0.7000000000000002,3.3899999999999997,-63.94147984589001,-19.29004621918874,-59.460648887287945,2.900709219858156,0.14583333333333337,2.404255319148936,1.2,0.9128709291752768,1.0,1.0,1.8,1.1385500851066221,-0.8,-2.9843340965783303,-1.636,-3.090424893744547,-2.266,-3.0086208054071677,0.45770714953748454,1.103853768719857,0.553876496324645,0.7604404792162166,2.848,1.059981596557114,0.6765739138496486,0.7473082738482972,2.2,0.4979295977319693,2.2,0.6741998624632419,0.6,1.4907119849998598,1.6,1.135368882786559,2.646000000000001,1.1501701163029179,7.343999999999999,1.1093018564843191,0.47288402343403924,0.7961330802239354,0.4076626231877373,0.8420544666969136,3.5099999999999993,0.7102593243929374,1.4286888257742238,0.5049532518960022
NORWAY 2,2025-08-06,14:00:00,18,Skeid,Mjøndalen,2.1,2.25,4.2,1.89,3.56,3.45,1.32,2.95,2.63,1.45,6.0,1.09,1.05,11.0,1.25,3.6,1.81,1.89,1.65,2.0,1.3,1.3,1.85,0.57,0.63,1.21,0.88,2.09,1.55,8.8,2.7,1.2,3.76,1.4,2.61,1.72,2.0,2.14,1.62,2.8,1.47,0.5291005291005292,0.2808988764044944,0.2898550724637681,0.3148454150842454,0.5308988764044944,0.5478260869565217,1.8835978835978837,1.0318840579710145,1.8253968253968256,0.9691011235955056,1.5600000000000003,1.6700000000000002,0.10999999999999988,37.95423087513252,39.861881422551,-3.1480960995627556,0.4521739130434783,0.46910112359550565,0.03188405797101446,0.8,0.5590169943749477,0.6,0.9128709291752768,1.2,1.3693063937629153,-0.6,-2.2360679774997934,-2.1359999999999992,-2.236067977499789,-1.1760000000000002,-2.2360679774997907,0.2937093799504778,0.9201164727199953,0.5883086971901405,0.6422291623629173,1.948,0.931957449427537,0.47802415382710456,0.5204428755324019,1.0,1.2247448713915896,1.0,1.224744871391589,1.8,0.9128709291752769,-0.8,-2.8504385627478444,-6.343999999999999,-2.711346370996259,-1.1239999999999999,-2.8271776067656806,0.6853099730458221,1.2419845261460112,0.47993422598073765,0.9950257250696045,5.997999999999999,1.2345004578682148,0.591875158589682,1.022962262375325
EUROPA CHAMPIONS LEAGUE,2025-08-06,14:30:00,0,Ludogorets,Ferencváros,3.0,2.05,3.4,2.31,3.2,3.1,1.44,2.63,3.0,1.36,7.5,1.07,1.07,8.0,1.35,3.1,2.1,1.65,1.83,1.83,1.38,1.31,1.55,2.0,3.0,2.27,1.35,3.62,1.87,7.5,2.4,1.32,3.0,1.56,2.23,1.92,1.77,2.43,1.48,3.2,1.29,0.4329004329004329,0.3125,0.3225806451612903,0.16987626122994992,0.7218749999999999,0.7451612903225806,1.3852813852813852,1.032258064516129,1.341991341991342,0.96875,0.79,0.8900000000000001,0.10000000000000009,21.554019920478844,23.989064009552393,-2.86240522611175,0.25483870967741934,0.278125,0.03225806451612906,2.6,0.3440104580768907,2.2,0.8743356391668793,0.4,1.369306393762923,1.8,1.06863244787063,2.376,1.006084184949444,19.1,1.364323970464647,0.26464237516869094,1.001625117111232,0.5215698942098037,0.7183670628899186,2.9579999999999997,0.8731748268401874,1.4519403434327118,0.6953802970796462,1.8,0.6085806194501846,1.0,1.0000000000000004,0.6,0.9128709291752768,0.4,1.3693063937629157,0.7939999999999999,1.382628343446875,1.31,1.3725606902132925,0.28497428705002337,1.0904252214743844,0.6370868557309235,0.5865676689900368,1.8840000000000003,1.0726176847651034,0.7737197987226504,0.6511012087040352
