League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115,p_H,p_D,p_A,CV_Odds,H_D,H_A,D_H,D_A,A_H,A_D,DifAbs_HomeAway,DifAbs_HomeDraw,DifAbs_DrawAway,Angle_HomeAway,Angle_HomeDraw,Angle_DrawAway,DifPer_HomeAway,DifPer_HomeDraw,DifPer_DrawAway,Media_Ptos_H,CV_Ptos_H,Media_GM_H,CV_GM_H,Media_GS_H,CV_GS_H,Media_SG_H,CV_SG_H,Media_SG_H_01,CV_SG_H_01,Media_SG_H_02,CV_SG_H_02,Media_VG_H,CV_VG_H,Media_CG_H_00,CV_CG_H_00,Media_CG_H_01,CV_CG_H_01,Media_CG_H_02,CV_CG_H_02,Media_Ptos_A,CV_Ptos_A,Media_GM_A,CV_GM_A,Media_GS_A,CV_GS_A,Media_SG_A,CV_SG_A,Media_SG_A_01,CV_SG_A_01,Media_SG_A_02,CV_SG_A_02,Media_VG_A,CV_VG_A,Media_CG_A_00,CV_CG_A_00,Media_CG_A_01,CV_CG_A_01,Media_CG_A_02,CV_CG_A_02
EUROPA CHAMPIONS LEAGUE,2025-07-30,13:00:00,0,Qarabağ,Shelbourne,1.52,2.9,9.25,1.14,7.4,18.0,1.22,3.9,1.98,1.71,4.2,1.2,1.01,17.5,1.14,5.25,1.38,2.9,2.1,1.65,1.03,1.09,4.75,3.0,1.33,2.4,1.82,4.22,1.2,8.5,4.9,1.26,3.4,1.46,2.5,1.74,1.95,2.17,1.58,2.8,1.38,0.8771929824561404,0.13513513513513511,0.05555555555555555,0.9633673237536273,0.15405405405405403,0.06333333333333332,6.491228070175439,0.41111111111111115,15.789473684210527,2.4324324324324325,16.86,6.260000000000001,10.6,83.23496116451012,72.28190032875425,79.31508759999728,0.9366666666666666,0.845945945945946,0.5888888888888889,1.0,1.224744871391589,1.4,1.4811743823805514,1.0,1.0,0.4,6.754628043053148,-0.1639999999999997,-22.64948853187428,21.03,2.50081561847011,0.1538365866750455,0.9355132079786778,0.6397486993244678,0.560470826233964,1.9100000000000001,1.191251932018675,1.022769168255782,1.0771787612511132,1.4,0.6388765649999397,1.0,0.7071067811865467,0.8,1.0458250331675945,0.2,2.2360679774997796,0.6880000000000002,2.2360679774997902,0.466,2.2360679774997525,0.3974842911895744,0.6874332824965302,0.44469009824739336,0.7156410976272696,2.78,0.6484355488731235,0.648061895001833,0.6427106640560298
NORWAY 2,2025-07-30,13:00:00,15,Odd,Stabæk,2.62,2.5,3.0,2.18,3.67,2.72,1.2,3.4,2.05,1.72,4.4,1.2,1.02,16.0,1.13,5.75,1.4,2.73,1.37,2.8,1.29,1.26,1.62,2.14,0.86,1.5,1.45,2.95,1.73,6.85,2.44,1.07,5.38,1.23,3.65,1.41,2.65,1.65,2.03,2.14,1.7,0.4587155963302752,0.2724795640326976,0.3676470588235294,0.26406405410673406,0.5940054495912807,0.8014705882352942,1.6834862385321099,1.3492647058823528,1.2477064220183487,0.7411444141689374,0.54,1.4899999999999998,0.9499999999999997,15.109575122340466,36.68611069154546,-25.407718108948465,0.19852941176470587,0.4059945504087193,0.3492647058823528,1.8,0.6085806194501847,1.2,0.6972166887783966,0.6,1.4907119849998598,0.6,1.4907119849998598,1.011999999999999,1.4712108100598957,2.332,1.5191921052055628,0.3467701437256473,0.9239444136997103,0.5598346098346099,0.5672865943148061,2.2279999999999998,0.8100808372451216,0.8774594162208842,0.4846269247770767,0.6,0.9128709291752767,0.8,1.0458250331675945,1.8,1.0686324478706304,-1.0,-1.7320508075688776,-2.8220000000000005,-1.867003170580717,-2.2300000000000004,-1.5766844202263606,0.3966073760292038,1.0686908278017473,0.5684309778842653,0.706112656530164,2.448,1.082197973902315,0.5868564511058926,0.6674332900570994
NORWAY 2,2025-07-30,13:00:00,15,Moss,Sogndal,2.9,2.2,3.0,2.45,3.45,2.49,1.26,3.34,2.25,1.56,4.75,1.1,1.02,12.5,1.12,4.65,1.58,2.23,1.48,2.46,1.29,1.28,1.53,2.14,1.43,1.6,1.48,3.08,1.72,8.5,2.32,1.1,4.78,1.27,3.16,1.54,2.37,1.88,1.88,2.37,1.54,0.4081632653061224,0.2898550724637681,0.4016064257028112,0.2024397973355151,0.7101449275362319,0.9839357429718876,1.4081632653061225,1.3855421686746987,1.0163265306122449,0.7217391304347827,0.040000000000000036,1.0,0.96,1.1457628381751046,26.56505117707799,-25.64100582430528,0.016064257028112462,0.2898550724637681,0.38554216867469876,1.4,1.0832679205787927,1.4,0.9583148474999101,1.8,0.9128709291752769,-0.4,-5.184110338331929,-1.0399999999999996,-4.3291500679291435,-0.6239999999999984,-9.666939778839318,0.43722548380082626,1.0275955407610937,0.53930580199703,0.7861289698515883,2.7939999999999996,1.001916069002045,0.9392941267673768,0.7360375705193112,1.6,0.8385254915624213,1.6,1.0458250331675945,1.0,1.7320508075688772,0.6,3.2489314482696545,0.6839999999999999,8.822670013824586,2.292,2.3308852437717187,0.6731663060925396,0.921695020085992,0.4808629568194707,0.9861489425898566,4.540000000000001,0.9334842301471387,0.9591920313194857,0.9211103393339365
NORWAY 2,2025-07-30,13:00:00,15,Mjøndalen,Åsane,3.85,2.32,2.64,3.19,3.47,2.0,1.33,3.0,2.4,1.5,5.95,1.1,1.02,10.0,1.22,3.7,1.76,1.94,1.67,2.2,1.3,1.27,1.24,0.43,0.71,1.21,1.56,2.77,2.42,6.6,2.0,1.15,4.1,1.35,2.9,1.64,2.11,2.03,1.7,2.61,1.4,0.31347962382445144,0.2881844380403458,0.5,0.27039284246130285,0.9193083573487031,1.595,1.0877742946708464,1.735,0.6269592476489029,0.5763688760806917,1.19,0.28000000000000025,1.4700000000000002,-30.752645551131632,7.969610394321366,-36.31588642394518,0.595,0.0806916426512969,0.7350000000000001,0.6,0.9128709291752765,0.8,1.0458250331675936,2.6,0.9262765060609458,-1.8,-1.4907119849998598,-13.200000000000003,-1.9455395053666085,-2.886,-1.369903044250514,0.4230854770553785,1.0221593445773214,0.55,0.7698480066201754,2.9,1.0560960573181757,0.5317035591666134,0.8360994450748626,0.4,1.3693063937629142,0.6,1.4907119849998598,1.4,0.63887656499994,-0.8,-1.0458250331675973,-2.4320000000000004,-1.0228590519465024,-1.6219999999999999,-1.059616017883224,0.41675774134790533,1.7036890443165356,0.6832652505446623,0.6565782185104174,4.8919999999999995,1.9422937245227223,0.4580333764998995,0.8632933427017183
NORWAY 2,2025-07-30,13:00:00,15,Lyn,Aalesund,3.25,2.25,2.88,2.83,3.5,2.18,1.3,3.2,2.4,1.5,5.3,1.11,1.03,11.0,1.21,4.0,1.6,2.1,1.56,2.25,1.57,1.27,1.44,1.0,1.0,1.47,1.59,3.06,2.55,6.9,1.71,1.08,5.1,1.21,3.85,1.5,2.41,1.58,1.9,2.25,1.56,0.35335689045936397,0.2857142857142857,0.4587155963302752,0.23267635207127116,0.8085714285714286,1.2981651376146788,1.2367491166077738,1.6055045871559632,0.7703180212014135,0.6228571428571429,0.6499999999999999,0.6699999999999999,1.3199999999999998,-18.00416160591338,18.520849477471103,-33.4248111826038,0.29816513761467883,0.19142857142857142,0.6055045871559632,1.6,0.8385254915624213,1.4,0.8144110179279554,1.4,0.8144110179279557,0.0,1.0,0.28800000000000026,7.20581904609046,-1.2579999999999996,-4.926554840550372,0.42628482207002155,0.9765906990754936,0.5345870715435932,0.6499895834306949,2.766,0.9120436823974888,0.9570575662025963,0.6030014108626182,0.6,0.9128709291752767,0.8,1.045825033167594,1.6,0.7126096406869615,-0.8,-1.629800601300662,-2.3620000000000005,-1.8180634819036332,-1.8639999999999997,-1.4417992064888443,0.2618955874188633,1.1534373836649559,0.6495847263399146,0.5325851047800846,1.7600000000000002,1.157774151797431,0.6210472743911557,0.6970483053762779
NORWAY 2,2025-07-30,13:00:00,15,Skeid,Ranheim,3.4,2.41,2.67,2.98,3.47,2.1,1.3,3.2,2.36,1.53,5.5,1.12,1.01,11.0,1.18,4.33,1.61,2.05,1.55,2.3,1.24,1.3,1.35,0.5,2.0,1.4,1.53,2.93,2.82,6.6,1.7,1.16,4.0,1.33,2.74,1.84,2.08,2.06,1.68,2.66,1.39,0.33557046979865773,0.2881844380403458,0.47619047619047616,0.24357550023591024,0.8587896253602305,1.419047619047619,1.1644295302013423,1.6523809523809525,0.7046979865771812,0.6051873198847262,0.8799999999999999,0.4900000000000002,1.37,-23.74949449286676,13.766300685466264,-34.41114338393872,0.419047619047619,0.14121037463976951,0.6523809523809524,0.8,0.5590169943749477,0.8,0.5590169943749473,1.4,1.083267920578793,-0.6,-2.2360679774997934,-2.1359999999999992,-2.236067977499789,-1.1760000000000002,-2.2360679774997907,0.45243953868063647,0.6346827780332193,0.4133086971901404,0.823215874934801,3.5480000000000005,0.8121881702957803,0.5402113955749359,0.3943995536049899,2.0,0.7071067811865476,2.2,0.8131156281817417,1.4,0.8144110179279558,0.8,1.854049621773916,1.9159999999999997,1.8208248074472138,2.042,1.9373153661874598,0.9692823735853768,0.7902277881839366,0.3448323817390726,1.1051611667894068,5.803999999999999,0.7862029184113232,1.297354068708434,0.6856602667515943
NORWAY 2,2025-07-30,13:00:00,15,Kongsvinger,Start,2.38,2.3,3.8,1.86,3.73,3.4,1.25,3.45,2.29,1.62,5.0,1.12,1.02,13.5,1.17,4.6,1.52,2.36,1.48,2.4,1.25,1.24,1.88,2.0,2.14,2.16,1.62,3.78,1.31,9.0,4.79,1.05,5.85,1.21,3.72,1.55,2.64,1.69,2.04,2.08,1.76,0.5376344086021505,0.2680965147453083,0.29411764705882354,0.3330750466673597,0.4986595174262735,0.5470588235294118,2.0053763440860215,1.0970588235294119,1.8279569892473118,0.9115281501340482,1.5399999999999998,1.8699999999999999,0.33000000000000007,37.59627114721198,43.07605901544876,-9.369385096487484,0.4529411764705882,0.5013404825737265,0.0970588235294118,2.2,0.49792959773196943,2.2,0.6741998624632419,1.0,0.9999999999999998,1.2,1.0865337342004409,2.134,1.1569175661026863,4.632000000000001,1.0061959236426317,0.5051451125567908,0.803888484652346,0.40293190473396423,0.8602150671215877,3.63,0.717407419624832,1.4048452633093143,0.5331351125650436,1.8,0.6085806194501846,1.4,0.8144110179279558,0.6,1.4907119849998602,0.8,1.6298006013006616,2.072,1.646659868518423,1.85,1.6159540599101068,0.6389337375221984,0.7642990955882353,0.393880666770525,0.896551488402533,3.8920000000000003,0.7484473947180342,0.872205553977316,0.6782617811847597
NORWAY 2,2025-07-30,13:00:00,15,Hødd,Egersund,2.72,2.3,3.4,2.16,3.64,2.76,1.3,3.2,2.4,1.5,5.2,1.11,1.03,11.5,1.16,3.8,1.61,2.05,1.53,2.2,1.29,1.27,1.65,1.67,1.86,1.31,1.41,2.72,2.41,7.38,2.0,1.15,4.08,1.33,2.79,1.65,2.1,2.03,1.7,2.64,1.4,0.4629629629629629,0.2747252747252747,0.3623188405797102,0.2608883149945394,0.5934065934065934,0.7826086956521741,1.6851851851851851,1.318840579710145,1.2777777777777777,0.7582417582417582,0.5999999999999996,1.48,0.8800000000000003,16.699244233993614,36.501441120506314,-23.74949449286677,0.21739130434782597,0.4065934065934066,0.31884057971014507,2.2,0.49792959773196943,2.0,0.6123724356957945,1.0,0.7071067811865476,1.0,1.0,2.3979999999999997,1.0614317515593297,3.374,1.2242271301933703,0.828613125615543,0.7005072461158517,0.3191713020298603,1.2024032990677609,6.032,0.6984495342376684,1.1973609206617926,0.5186482648294587,1.4,1.083267920578793,1.6,1.1353688827865593,1.2,0.6972166887783962,0.4,3.791437722025776,1.1800000000000002,5.052297596399627,0.7579999999999997,3.7081379659169578,0.8535927195627332,1.1472878790404182,0.5044372294372295,0.9239897589539252,5.44,1.1609732970830093,0.9479315878629381,0.966584042179228
NORWAY 1,2025-07-30,14:00:00,6,FK Bodo - Glimt,Strømsgodset,1.39,3.5,9.5,1.1,8.0,11.0,1.13,5.25,1.6,2.15,2.87,1.36,0.0,0.0,1.01,10.0,1.17,4.66,1.73,1.95,1.02,1.06,6.0,2.25,0.75,2.56,1.31,3.87,1.18,9.0,5.1,1.11,5.3,1.22,3.8,1.38,2.8,1.61,2.15,1.94,1.76,0.9090909090909091,0.125,0.09090909090909091,0.757674038596839,0.1375,0.1,7.2727272727272725,0.7272727272727273,10.0,1.375,9.9,6.9,3.0,78.57881372500071,73.83550084774309,56.309932474020215,0.9,0.8625,0.2727272727272727,2.0,0.7071067811865475,2.6,1.0391735450850996,0.8,1.3693063937629149,1.8,1.3263707095903687,2.3520000000000003,1.2876526629749472,12.26,1.45879722082186,0.38174325674325676,0.9713498273722906,0.5114918053942443,0.742800379211002,3.336,1.0055750409508395,1.7023202407348748,0.7860979818250782,0.2,2.2360679774997854,0.6,1.4907119849998596,2.6,0.7975554366664509,-2.0,-0.9999999999999999,-8.2,-0.784526517103197,-3.54,-1.174969769649481,0.37995686079309776,1.4583453081929327,0.6646258503401361,0.6924392209494615,2.66,1.4461717541088508,0.4009492495232708,1.1477111087227119
EUROPA CHAMPIONS LEAGUE,2025-07-30,14:30:00,0,Ludogorets,Rijeka,2.55,2.05,4.2,1.75,3.6,4.5,1.43,2.6,2.95,1.34,7.75,1.07,1.04,7.1,1.32,2.97,2.1,1.67,1.93,1.75,1.25,1.3,1.8,1.67,1.0,1.78,1.66,3.44,1.42,6.5,3.3,1.33,2.95,1.57,2.23,1.94,1.76,2.45,1.48,3.2,1.28,0.5714285714285714,0.2777777777777778,0.2222222222222222,0.4270299854426011,0.4861111111111111,0.3888888888888889,2.0571428571428574,0.8,2.5714285714285716,1.25,2.75,1.85,0.8999999999999999,53.9726266148964,42.76882539196875,24.22774531795417,0.6111111111111112,0.513888888888889,0.19999999999999998,1.8,0.6085806194501846,1.8,1.0686324478706304,0.6,1.4907119849998631,1.2,1.806623615723233,1.444,1.8013103035591447,14.9,1.8998149590207423,0.3979757085020243,1.251376805824386,0.5361305099325149,0.7284536837443069,3.5100000000000002,1.0354939836602184,1.2035026857525253,0.8353531459084133,0.8,1.6298006013006627,0.4,1.3693063937629142,1.0,1.0,-0.6,-1.900292375165231,-1.704,-1.4514513702680625,-1.4020000000000004,-3.636717731881883,0.09393939393939395,1.4623260589216893,0.8218203737191079,0.3044402588022745,0.7360000000000004,1.3919039553729944,0.4095735118386684,0.8355022759408175
