Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
xYeHewvE,USA 1,-,2024-07-05,00:30,FC Dallas,Portland Timbers,3.1,2.3,3.2,1.33,3.25,2.5,1.5,6.5,1.11,2.5,3.7,2.63,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.44,1.29,1.5,15.0,11.0,15.0,26.0,11.0,7.0,10.0,19.0,13.0,9.5,13.0,23.0,23.0,19.0,23.0,41.0,151.0,0,1,3,2,"[49, 61, 87]","[8, 63]",0,0
bg55fwUm,USA 2,-,2024-07-05,01:00,Colorado Springs,FC Tulsa,2.05,2.45,4.7,1.27,3.4,2.22,1.62,4.45,1.17,1.55,4.15,4.7,1.03,9.5,1.16,4.6,1.5,2.42,2.22,1.62,3.55,1.26,1.57,2.25,1.19,1.2,2.4,9.5,19.0,32.0,80.0,9.75,8.75,15.5,40.0,9.25,8.25,14.0,35.0,12.5,11.25,19.0,45.0,250.0,0,0,1,0,[90],[],0,0
jy0LfcgK,USA 1,-,2024-07-05,01:30,Colorado Rapids,Sporting Kansas City,2.0,2.6,5.0,1.25,3.75,2.2,1.62,5.0,1.17,1.53,4.75,5.25,1.02,19.0,1.14,5.5,1.48,2.6,2.1,1.67,3.75,1.25,1.57,2.25,1.17,1.18,2.38,21.0,19.0,34.0,51.0,10.0,9.5,17.0,34.0,9.5,8.5,15.0,34.0,12.0,11.0,19.0,41.0,126.0,0,0,2,1,"[69, 90]",[48],0,0
YakQgH8Q,USA 1,-,2024-07-05,02:40,Los Angeles Galaxy,Los Angeles FC,3.25,2.5,2.63,1.22,4.0,2.0,1.73,4.33,1.2,2.9,3.9,2.15,1.02,21.0,1.13,6.0,1.44,2.7,2.0,1.73,3.4,1.3,1.4,2.75,1.67,1.25,1.4,23.0,15.0,15.0,23.0,17.0,8.5,9.5,15.0,21.0,11.0,11.0,17.0,34.0,19.0,21.0,29.0,81.0,0,2,1,2,[56],"[40, 44]",0,0
nRLyShLn,JAPAN 1,ROUND 22,2024-07-05,10:03,Sanfrecce Hiroshima,Vissel Kobe,2.88,2.1,4.0,1.4,2.75,3.0,1.36,9.0,1.07,2.15,3.4,3.3,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.8,1.95,1.33,1.3,1.67,9.5,9.5,17.0,34.0,7.5,6.5,12.0,26.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0,1,1,1,3,[17],"[11, 52, 71]",0,0
MyKdUjVb,SOUTH KOREA 1,ROUND 21,2024-07-05,10:30,Incheon,Gimcheon Sangmu,3.75,2.0,3.1,1.5,2.5,3.4,1.3,10.0,1.06,3.3,3.1,2.3,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,1.91,1.8,1.57,1.36,1.33,7.5,7.0,10.0,21.0,8.5,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,29.0,41.0,51.0,351.0,0,1,1,1,[89],[40],0,0
4091TAp5,SOUTH KOREA 1,ROUND 21,2024-07-05,10:30,Suwon FC,Ulsan HD,3.6,2.3,2.75,1.33,3.25,2.5,1.5,6.5,1.11,3.3,3.5,2.1,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.57,2.25,1.7,1.29,1.33,13.0,9.5,12.0,21.0,13.0,7.0,9.0,15.0,19.0,12.0,12.0,21.0,34.0,23.0,29.0,41.0,126.0,0,0,1,1,[73],[61],0,0
CjbwLQEq,CHINA 1,ROUND 18,2024-07-05,11:35,Henan Songshan Longmen,Shanghai Port,5.0,2.6,2.05,1.25,3.75,2.1,1.67,4.5,1.18,5.5,4.5,1.5,1.02,19.0,1.13,6.0,1.44,2.7,2.1,1.67,3.5,1.29,1.57,2.25,2.38,1.2,1.14,19.0,11.0,9.5,13.0,21.0,9.0,8.5,11.0,34.0,17.0,13.0,19.0,51.0,34.0,34.0,41.0,126.0,0,1,0,1,[],[44],0,0
MLsYrc9h,FINLAND 2,-,2024-07-05,16:00,JaPS,KTP,4.9,2.65,1.85,0.0,0.0,1.91,1.75,0.0,0.0,5.4,4.75,1.44,0.0,0.0,0.0,0.0,1.33,2.8,1.85,1.85,2.67,1.36,1.47,2.35,2.7,1.16,1.14,23.0,12.5,10.25,12.0,26.0,10.75,8.75,10.25,45.0,18.0,14.0,17.0,100.0,45.0,35.0,40.0,200.0,0,0,0,0,[],[],0,0
ppKprSmQ,URUGUAY 2,ROUND 9,2024-07-05,18:00,Plaza Colonia,Albion,2.8,1.93,4.1,1.52,2.22,0.0,0.0,0.0,0.0,2.1,3.05,3.45,1.14,4.25,1.52,2.22,2.45,1.42,4.3,1.14,0.0,0.0,2.15,1.55,1.27,1.32,1.7,4.85,7.4,16.0,50.0,5.4,6.2,13.5,40.0,8.5,9.75,21.0,65.0,19.0,22.0,50.0,150.0,800.0,0,1,0,2,[],"[45, 69]",0,0
