Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
Gnzn2eCc,2026-03-01,00:00,Fiji - Premier League,Round 2,Rewa,Labasa,2.3,2.25,4.0,1.31,2.97,2.32,1.44,5.8,1.11,1.78,3.7,3.65,1.04,12.0,1.2,3.9,1.65,2.0,2.62,1.42,4.6,1.13,1.58,2.05,1.23,1.23,1.85
pEV9BAdU,2026-03-01,00:00,Australia - Victoria Premier League,Round 3,Western Utd. U21,Manningham United Blues,3.7,2.8,2.02,1.15,5.0,1.67,1.95,3.33,1.3,3.7,4.6,1.65,0.0,0.0,1.07,7.5,1.24,3.3,1.6,2.05,2.27,1.5,1.22,3.8,2.15,1.17,1.23
Y7Hr5bIs,2026-03-01,00:10,MEXICO 1,Clausura,Club America,Tigres UANL,3.0,2.05,4.0,1.44,2.63,3.25,1.33,10.0,1.06,2.2,3.2,3.3,1.07,9.0,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.95,1.8,1.33,1.36,1.62
dGJO5z77,2026-03-01,00:30,USA 1,-,Los Angeles Galaxy,Charlotte,2.6,2.3,3.75,1.3,3.4,2.5,1.5,6.0,1.13,1.96,3.75,3.5,1.03,15.0,1.18,4.5,1.62,2.25,2.5,1.5,4.5,1.18,1.62,2.2,1.29,1.25,1.8
84EDkZxI,2026-03-01,01:00,AUSTRALIA NPL NSW,Round 4,Blacktown City,Sutherland Sharks,2.4,2.3,3.75,1.29,3.25,2.5,1.5,5.5,1.13,1.85,3.4,3.5,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.53,2.3,1.25,1.22,1.8
2VcjyUXI,2026-03-01,01:00,JAPAN J2/J3 LEAGUE,Round 4,Renofa Yamaguchi,Gainare Tottori,2.2,2.2,4.5,1.33,3.0,2.88,1.36,7.5,1.06,1.57,3.5,4.6,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.83,1.83,1.17,1.25,2.1
WWIVP1TI,2026-03-01,01:00,Australia - NPL Victoria,Round 3,Melbourne City U21,Preston Lions,4.05,2.3,2.35,1.31,3.15,2.32,1.55,4.8,1.15,3.8,3.75,1.82,1.03,9.0,1.19,4.25,1.57,2.27,2.35,1.53,3.85,1.22,1.57,2.25,1.98,1.24,1.27
IwtwaXPP,2026-03-01,01:05,JAPAN J2/J3 LEAGUE,Round 4,Kumamoto,Oita Trinita,3.3,2.0,3.25,1.44,2.6,3.3,1.29,9.0,1.03,2.5,2.88,2.63,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.87,1.8,1.44,1.33,1.44
lMW8gBmm,2026-03-01,02:00,JAPAN J2/J3 LEAGUE,Round 4,Iwaki,Fujieda MYFC,2.4,2.2,4.2,1.33,3.0,2.75,1.4,7.0,1.07,1.8,3.3,3.6,1.02,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.7,2.0,1.22,1.25,1.83
hKCYm7HO,2026-03-01,02:00,JAPAN J2/J3 LEAGUE,Round 4,Imabari,Albirex Niigata,3.5,2.0,3.1,1.44,2.6,3.3,1.29,8.0,1.05,2.7,2.88,2.4,1.05,8.0,1.36,2.88,2.25,1.57,4.0,1.2,8.0,1.05,1.87,1.8,1.5,1.33,1.4
8Wnr8A2t,2026-03-01,02:00,JAPAN J2/J3 LEAGUE,Round 4,Kochi United,Nara Club,2.63,2.0,4.2,1.4,2.75,3.0,1.33,8.0,1.05,1.9,3.1,3.5,1.03,9.0,1.33,3.0,2.1,1.65,3.8,1.22,8.0,1.05,1.83,1.83,1.25,1.3,1.73
dhJPkTnC,2026-03-01,02:00,JAPAN J2/J3 LEAGUE,Round 4,Sagamihara,Montedio Yamagata,4.2,2.1,2.5,1.36,2.88,2.88,1.36,7.5,1.05,3.7,3.25,1.8,1.03,9.0,1.29,3.3,1.95,1.75,3.6,1.25,7.0,1.07,1.8,1.87,1.83,1.25,1.22
xzPRXIqT,2026-03-01,02:00,SOUTH KOREA 2,Round 1,Yongin,Cheonan City,3.1,2.1,3.5,1.4,2.75,3.0,1.36,8.0,1.08,2.35,3.2,2.63,1.06,10.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.4,1.33,1.53
Y5AcSd7j,2026-03-01,02:00,SOUTH KOREA 2,Round 1,Daegu,Hwaseong,2.2,2.3,5.5,1.36,3.0,2.63,1.44,7.0,1.1,1.6,3.3,5.25,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.8,1.91,1.14,1.3,2.2
ClFxj0ac,2026-03-01,02:00,SOUTH KOREA 2,Round 1,Cheongju,Suwon FC,4.0,2.1,2.88,1.44,2.63,3.25,1.33,9.0,1.07,3.25,3.0,2.1,1.07,9.0,1.36,3.0,2.15,1.67,3.75,1.25,9.0,1.07,1.83,1.83,1.62,1.33,1.3
S6vq841T,2026-03-01,02:00,SOUTH KOREA 1,Round 1,Jeonbuk,Bucheon FC 1995,1.95,2.38,7.0,1.36,3.0,2.63,1.44,7.0,1.1,1.44,4.1,6.5,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,2.0,1.73,1.11,1.22,2.63
UHarwj36,2026-03-01,02:00,JAPAN J2/J3 LEAGUE,Round 4,Kanazawa,Kamatamare,1.91,2.2,6.5,1.36,2.88,2.88,1.36,7.5,1.05,1.36,3.9,6.5,1.03,9.0,1.29,3.3,1.95,1.75,3.6,1.25,7.5,1.06,2.05,1.67,1.08,1.2,2.63
