Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
niVq3HQh,2025-12-07,00:00,NEW ZEALAND 1,Championship Group,Auckland FC 2,Auckland United,2.8,2.35,2.9,1.24,3.53,2.07,1.55,4.25,1.17,2.32,3.7,2.42,0.0,0.0,0.0,0.0,1.5,2.4,2.1,1.57,3.75,1.22,1.44,2.5,1.45,1.23,1.5
fHYi1ee5,2025-12-07,00:00,NEW ZEALAND 1,Championship Group,Birkenhead,Western Springs,2.67,2.4,2.95,0.0,0.0,1.95,1.62,0.0,0.0,2.25,3.7,2.55,0.0,0.0,0.0,0.0,1.36,2.9,1.88,1.72,3.0,1.33,1.35,2.85,1.4,1.23,1.52
QLKFX357,2025-12-07,00:10,MEXICO 1,Apertura,Tigres UANL,Cruz Azul,2.5,2.3,4.33,1.33,3.25,2.63,1.44,6.5,1.11,1.86,3.6,3.9,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,5.5,1.14,1.7,2.05,1.25,1.29,1.83
nD6Avz33,2025-12-07,01:00,AUSTRALIA 1 WOM,Round 6,Melbourne City W,Wellington Phoenix W,1.62,2.8,7.5,1.2,4.0,2.2,1.6,4.8,1.14,1.22,5.0,9.0,1.01,17.0,1.11,5.5,1.45,2.55,2.2,1.6,3.8,1.22,1.85,1.85,1.05,1.13,3.6
4EAB0TRp,2025-12-07,01:00,JAPAN 2,Promotion,Chiba,Omiya Ardija,2.63,2.3,3.75,1.33,3.25,2.63,1.44,6.5,1.11,1.96,3.5,3.5,1.04,12.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,1.29,1.29,1.8
pAmbOWJi,2025-12-07,01:10,JAPAN 2,Promotion,Tokushima,Iwata,2.75,2.1,4.33,1.4,2.75,3.0,1.36,8.0,1.08,1.96,3.25,3.7,1.07,9.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.83,1.83,1.29,1.33,1.8
EoaECm05,2025-12-07,02:00,SOUTH KOREA 1,Relegation,Jeju SK,Suwon Bluewings,3.6,2.0,3.25,1.5,2.5,3.4,1.3,10.0,1.06,2.8,3.1,2.55,1.08,8.0,1.4,2.75,2.35,1.57,4.33,1.2,10.0,1.06,2.0,1.75,1.5,1.36,1.4
ClgFPizo,2025-12-07,02:50,AUSTRALIA 1 WOM,Round 6,Adelaide W,Brisbane Roar W,2.4,2.4,3.6,1.2,4.0,2.2,1.6,5.2,1.13,1.9,3.8,3.25,1.01,17.0,1.11,5.5,1.45,2.55,2.25,1.57,4.0,1.2,1.44,2.6,1.3,1.22,1.83
hpW1meSi,2025-12-07,03:00,AUSTRALIA 1 WOM,Round 6,WS Wanderers W,Sydney W,3.75,2.2,2.63,1.33,3.0,2.75,1.4,7.0,1.07,3.1,3.3,2.05,1.01,11.0,1.22,3.8,1.85,1.85,3.2,1.3,6.5,1.08,1.65,2.1,1.67,1.29,1.3
tGDXOnM7,2025-12-07,04:30,Taiwan - Premier League,Round 10,Taichung,Hang Yuen,2.4,2.2,4.2,1.33,3.0,2.75,1.4,7.0,1.07,1.85,3.3,3.75,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.73,2.0,1.22,1.25,1.83
hCGKpUrR,2025-12-07,04:30,Taiwan - Premier League,Round 10,Taipower,Taichung Rock,2.0,2.4,4.5,1.25,3.6,2.4,1.5,5.5,1.11,1.55,3.9,5.0,1.01,13.0,1.14,4.8,1.6,2.2,2.55,1.45,4.8,1.14,1.6,2.2,1.14,1.22,2.3
t62qVDCN,2025-12-07,05:00,AUSTRALIA 1 WOM,Round 6,Central Coast Mariners W,Newcastle W,2.5,2.22,3.6,0.0,0.0,2.3,1.44,0.0,0.0,1.95,3.55,3.15,0.0,0.0,1.19,3.85,1.66,2.1,2.43,1.43,0.0,0.0,1.57,2.2,1.29,1.25,1.67
Y7sKykeL,2025-12-07,05:30,HONG KONG 1,Round 8,Hong Kong FC,Tai Po,13.0,3.5,1.33,1.17,4.5,2.0,1.73,4.0,1.2,23.0,9.5,1.06,1.01,19.0,1.1,6.5,1.4,2.88,2.0,1.8,2.9,1.31,2.63,1.44,4.05,1.05,1.02
SYAMaLNi,2025-12-07,05:35,AUSTRALIA 1,Round 7,Adelaide United,Brisbane Roar,2.5,2.38,4.0,1.3,3.4,2.5,1.5,6.0,1.13,1.91,3.8,3.6,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.62,2.2,1.29,1.25,1.8
O8Q3CuB7,2025-12-07,06:00,ROMANIA 2,Round 16,Tunari,Sepsi Sf. Gheorghe,5.5,2.3,2.0,1.3,3.2,2.6,1.44,7.0,1.07,5.5,3.9,1.5,1.01,11.0,1.22,3.8,1.8,1.91,3.0,1.33,5.5,1.11,1.85,1.85,2.5,1.22,1.13
6eQneIW7,2025-12-07,06:00,ASIA SOUTHEAST ASIAN GAMES WOM,Round 2,Singapore W,Indonesia W,3.8,2.37,2.25,0.0,0.0,2.07,1.55,0.0,0.0,3.5,3.85,1.78,0.0,0.0,0.0,0.0,1.47,2.42,2.12,1.57,3.5,1.21,1.5,2.4,1.85,1.22,1.25
AwntKWCG,2025-12-07,06:00,ROMANIA 2,Round 16,Metalul Buzau,Ceahlaul,2.1,2.2,5.0,1.33,3.0,2.75,1.4,7.5,1.06,1.57,3.6,5.0,1.02,10.0,1.25,3.6,1.91,1.8,3.3,1.29,7.0,1.07,1.85,1.85,1.13,1.25,2.25
6cRev5Fa,2025-12-07,06:00,ROMANIA 1 WOM,Round 14,Unirea Alba Iulia W,Ol. Cluj W,6.1,2.72,1.67,0.0,0.0,1.82,1.72,0.0,0.0,7.4,5.1,1.28,0.0,0.0,0.0,0.0,1.28,3.1,1.75,1.87,2.66,1.36,1.61,2.17,2.72,1.13,1.08
vPznGF4l,2025-12-07,06:30,AUSTRIA 2,Round 16,A. Klagenfurt,A. Salzburg,2.7,2.1,3.75,1.36,2.88,2.88,1.36,7.0,1.07,2.05,3.2,3.3,1.05,10.0,1.3,3.4,2.0,1.8,3.4,1.3,6.5,1.1,1.73,2.0,1.25,1.3,1.67
fslvtBLF,2025-12-07,07:00,ANDORRA 1,Round 11,Ordino,Penya,3.15,1.98,3.3,1.42,2.37,0.0,0.0,0.0,0.0,2.5,3.05,2.62,0.0,0.0,1.28,3.05,1.91,1.7,3.25,1.25,6.5,1.07,1.76,1.95,1.39,1.32,1.42
2PK4xqpC,2025-12-07,07:00,ROMANIA 1 WOM,Round 14,Politehnica Timisoara W,Gloria Bistrita W,1.78,2.5,5.9,0.0,0.0,1.98,1.6,0.0,0.0,1.37,4.45,6.5,0.0,0.0,0.0,0.0,0.0,0.0,1.93,1.7,0.0,0.0,1.37,4.45,1.1,1.16,2.67
bgJbBfz3,2025-12-07,07:00,ETHIOPIA 1,Round 9,Hawassa,Mechal,3.5,1.78,3.55,1.6,1.98,0.0,0.0,0.0,0.0,2.7,2.72,2.7,1.1,5.0,1.55,2.15,2.7,1.37,5.4,1.11,0.0,0.0,2.22,1.59,1.38,1.37,1.37
ppvd8JJN,2025-12-07,07:00,AZERBAIJAN 1,Round 14,Karvan,Shamakhi,5.0,2.1,2.25,1.36,2.88,2.88,1.36,7.5,1.06,4.6,3.4,1.7,1.05,9.0,1.33,3.25,2.05,1.75,3.8,1.25,8.0,1.07,2.0,1.73,2.0,1.25,1.14
QqmvvJIM,2025-12-07,07:30,TURKEY 2,Round 16,Boluspor,Erzurumspor,3.5,2.2,3.0,1.4,2.75,2.75,1.4,8.0,1.08,2.8,3.2,2.25,1.06,10.0,1.29,3.5,1.95,1.85,3.4,1.3,6.5,1.11,1.73,2.0,1.53,1.33,1.36
KnpWuulA,2025-12-07,07:30,TURKEY 2,Round 16,Igdir FK,Adana Demirspor,1.13,6.0,34.0,1.08,8.0,1.4,2.75,2.25,1.57,1.02,26.0,41.0,1.01,50.0,1.02,19.0,1.1,7.0,1.29,3.5,1.62,2.2,2.75,1.4,1.01,1.01,23.0
Y90JnjEE,2025-12-07,07:30,Taiwan - Premier League,Round 10,AC Taipei,Tatung,2.4,2.14,3.75,1.31,2.81,2.4,1.45,5.8,1.1,1.94,3.33,3.4,1.03,8.8,1.23,3.7,1.75,1.9,2.85,1.38,5.0,1.14,1.62,1.99,1.26,1.25,1.63
plKOQ8ie,2025-12-07,07:30,Taiwan - Premier League,Round 10,Taiwan Steel,Ming Chuan University,1.13,5.5,20.0,1.05,8.0,1.36,2.88,2.25,1.57,1.02,21.0,56.0,1.01,12.0,1.01,17.0,1.06,7.5,1.25,3.6,1.6,2.07,2.25,1.57,1.01,1.01,4.4
jeSeE1te,2025-12-07,07:30,ROMANIA 2,Round 16,Poli Iasi,Corvinul,4.2,2.1,2.5,1.4,2.75,3.0,1.33,8.0,1.05,3.6,3.25,1.91,1.03,9.0,1.33,3.0,2.1,1.65,4.0,1.2,8.0,1.05,1.85,1.85,1.8,1.3,1.25
E3pLjwJD,2025-12-07,08:00,RUSSIA 1,Round 18,Dynamo Makhachkala,Pari NN,2.42,1.93,5.0,1.5,2.4,3.15,1.22,8.0,1.03,1.81,3.14,4.33,1.08,5.8,1.5,2.4,2.54,1.45,4.5,1.15,6.8,1.03,2.2,1.57,1.18,1.28,1.73
hCzu0fmL,2025-12-07,08:00,SPAIN 1 WOM,Round 13,Athletic Bilbao W,Levante W,1.8,2.4,7.5,1.3,3.2,2.75,1.4,7.0,1.07,1.3,4.6,8.5,1.01,11.0,1.22,3.8,1.8,1.91,3.0,1.33,6.5,1.08,2.2,1.6,1.06,1.17,3.25
b9wvKOAT,2025-12-07,08:00,Turkey - Super Lig Women,Round 11,Amed SK W,Cekmekoy W,1.41,3.0,10.0,0.0,0.0,1.83,1.83,0.0,0.0,1.12,7.5,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1.9,2.66,1.36,1.12,7.5,1.02,1.05,3.66
hr1QFWi4,2025-12-07,08:00,PORTUGAL 2,Round 13,Lusitania FC,Portimonense,2.5,2.2,4.33,1.4,2.75,2.75,1.4,8.0,1.08,1.95,3.2,3.4,1.06,10.0,1.3,3.4,2.0,1.8,3.4,1.3,7.0,1.1,1.83,1.83,1.29,1.33,1.73
jTRZHUW9,2025-12-07,08:00,GREECE 2,Round 13,Makedonikos,Kavala,3.75,1.91,3.0,1.45,2.55,3.3,1.29,9.0,1.03,3.0,2.9,2.3,1.06,7.5,1.4,2.75,2.25,1.57,4.8,1.14,9.0,1.03,1.95,1.75,1.53,1.33,1.33
