Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
v7HK48I7,BRAZIL 2,ROUND 11,2024-06-18,00:00,Chapecoense-SC,Operario,3.4,1.83,4.0,1.67,2.1,4.33,1.2,15.0,1.03,2.5,2.8,3.4,1.14,5.5,1.62,2.2,3.1,1.36,6.0,1.13,15.0,1.03,2.25,1.57,1.3,1.4,1.5,5.5,7.0,15.0,41.0,5.5,5.5,13.0,34.0,10.0,11.0,21.0,51.0,23.0,26.0,41.0,81.0,0.0,0,0,0,1,[],[73],0,0
21Az4Pme,EGYPT 1,ROUND 26,2024-06-18,10:00,Smouha,El Daklyeh,2.15,2.02,6.1,1.44,2.4,0.0,0.0,0.0,0.0,1.6,3.3,6.3,0.0,0.0,1.4,2.55,2.15,1.55,3.6,1.2,0.0,0.0,2.1,1.57,1.12,1.27,2.27,7.3,13.5,40.0,150.0,5.0,6.7,20.0,80.0,6.3,8.5,20.0,80.0,11.5,15.5,37.0,120.0,0.0,1,1,3,2,"[13, 90, 90]","[45, 48]",0,0
SbG9vwa5,CHINA 1,ROUND 7,2024-06-18,11:35,Meizhou Hakka,Shanghai Port,8.5,3.0,1.62,1.2,4.33,2.0,1.8,4.0,1.22,11.0,6.25,1.22,1.01,23.0,1.1,7.0,1.36,3.1,1.83,1.83,3.0,1.36,1.8,1.95,4.0,1.13,1.05,23.0,11.0,8.0,8.5,34.0,13.0,9.5,10.0,51.0,29.0,21.0,21.0,126.0,67.0,51.0,51.0,201.0,0,0,1,2,[84],"[54, 67]",0,0
zF8r23I7,EGYPT 1,ROUND 26,2024-06-18,13:00,Al Ittihad,Al Ahly,8.5,2.25,1.8,1.39,2.55,2.55,1.39,0.0,0.0,10.5,4.05,1.34,0.0,0.0,1.33,2.8,1.98,1.65,3.25,1.25,0.0,0.0,2.37,1.45,3.2,1.19,1.06,8.25,4.9,5.1,7.7,21.0,8.5,9.0,13.5,80.0,35.0,28.0,45.0,400.0,175.0,150.0,175.0,800.0,0,0,0,1,[],[68],0,0
dO9v3q31,EGYPT 1,ROUND 26,2024-06-18,13:00,ZED,Pharco,2.52,1.95,4.65,1.45,2.37,0.0,0.0,0.0,0.0,1.93,2.92,4.35,1.11,6.0,1.39,2.55,2.15,1.55,3.55,1.21,0.0,0.0,1.87,1.75,1.19,1.33,1.83,7.2,10.5,25.0,80.0,5.8,5.8,14.0,45.0,8.25,8.5,15.5,50.0,17.0,17.5,32.0,80.0,800.0,1,0,2,2,"[34, 90]","[49, 74]",0,0
QB3OYNYK,ESTONIA 1,ROUND 16,2024-06-18,15:00,Kalju,Tallinna Kalev,1.75,2.62,5.5,0.0,0.0,1.9,1.65,0.0,0.0,1.37,4.65,6.1,0.0,0.0,1.16,4.75,1.52,2.22,1.93,1.7,3.3,1.3,1.62,2.2,1.11,1.15,2.95,19.0,20.0,37.0,100.0,9.0,8.75,16.5,45.0,7.5,7.3,13.0,35.0,8.75,8.5,15.5,40.0,200.0,1,0,2,0,"[7, 55]",[],0,0
rmEJZ3JE,ESTONIA 1,ROUND 16,2024-06-18,15:00,Paide,Parnu JK Vaprus,1.75,2.45,6.8,0.0,0.0,2.07,1.55,0.0,0.0,1.32,4.5,7.9,0.0,0.0,1.16,4.75,1.53,2.18,2.1,1.57,3.75,1.25,1.75,2.0,1.07,1.15,3.25,14.5,20.0,50.0,150.0,7.4,8.25,20.0,65.0,6.4,7.1,14.5,50.0,7.8,8.5,17.0,50.0,300.0,0,0,0,1,[],[90],0,0
xdlhCFbd,ICELAND 1,ROUND 10,2024-06-18,18:00,Fylkir,Vestri,2.32,2.42,3.75,1.25,3.6,2.07,1.7,4.05,1.2,1.9,3.8,3.45,1.03,9.5,1.15,4.75,1.47,2.52,2.15,1.65,3.35,1.28,1.44,2.6,1.31,1.24,1.9,9.5,16.0,23.0,50.0,12.0,8.0,12.0,26.0,12.5,8.5,11.25,25.0,19.0,13.0,17.0,32.0,175.0,1,1,3,2,"[34, 73, 80]","[27, 88]",0,0
QHUnYdLF,ICELAND 1,ROUND 10,2024-06-18,19:15,Akranes,KR Reykjavik,2.92,2.47,2.75,1.22,3.85,1.95,1.78,3.75,1.23,2.55,3.8,2.37,1.02,10.0,1.12,5.4,1.38,2.8,1.93,1.8,2.95,1.35,1.35,2.92,1.57,1.25,1.52,10.0,16.0,18.0,29.0,16.0,8.5,10.0,16.0,18.5,10.25,10.5,17.0,32.0,17.5,18.0,27.0,120.0,0,0,2,1,"[86, 90]",[90],0,0
42tvzJj3,ICELAND 1,ROUND 10,2024-06-18,19:15,Fram,Kopavogur,2.07,2.47,4.5,1.25,3.55,2.07,1.7,4.1,1.2,1.62,4.1,4.5,1.03,9.5,1.15,4.8,1.45,2.55,2.15,1.65,3.3,1.28,1.5,2.42,1.21,1.21,2.25,9.5,18.0,30.0,75.0,11.0,8.5,14.5,37.0,10.5,8.25,12.5,32.0,14.5,11.25,17.0,40.0,200.0,1,0,1,2,[41],"[69, 74]",0,0
