Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
lIlXKZUi,EGYPT 1,ROUND 4,2025-08-26,12:00,Kahrabaa Ismailia,Smouha,3.75,1.85,3.3,1.6,2.18,3.6,1.25,7.9,1.05,2.95,2.92,2.52,1.12,5.3,1.53,2.32,2.55,1.45,4.65,1.16,8.0,1.05,2.12,1.65,1.52,1.36,1.4,5.3,6.1,10.75,27.0,6.7,5.8,10.25,26.0,13.0,11.5,18.5,45.0,37.0,32.0,55.0,120.0,101.0
ptf6909e,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-26,13:45,Kairat Almaty (Kaz),Celtic (Sco),5.0,2.4,2.05,1.3,3.4,2.38,1.53,5.0,1.14,5.25,3.9,1.6,1.01,13.0,1.2,4.33,1.65,2.2,2.5,1.5,4.33,1.2,1.73,2.0,2.25,1.25,1.14,13.0,8.5,8.5,12.0,17.0,7.5,8.5,12.0,29.0,17.0,15.0,23.0,51.0,41.0,41.0,41.0,151.0
zLLEpsgd,SWEDEN 2,ROUND 20,2025-08-26,14:00,Kalmar,Helsingborg,2.2,2.3,5.0,1.33,3.25,2.63,1.44,6.5,1.11,1.65,3.8,4.33,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.8,1.95,1.18,1.22,2.1,12.0,13.0,23.0,51.0,7.5,7.5,15.0,41.0,8.0,8.5,17.0,41.0,13.0,13.0,23.0,51.0,251.0
dCgRqcyQ,SWITZERLAND 2,ROUND 5,2025-08-26,14:30,Wil,Rapperswil-Jona,2.67,2.12,3.75,1.38,2.8,2.6,1.44,5.6,1.11,2.1,3.4,3.25,1.05,7.7,1.25,3.55,1.75,1.95,2.8,1.39,4.75,1.15,1.62,2.15,1.34,1.29,1.72,7.7,11.0,18.0,45.0,8.75,6.6,11.0,27.0,11.0,8.5,12.5,30.0,20.0,15.5,23.0,50.0,350.0
IctlHiUG,EGYPT 1,ROUND 4,2025-08-26,15:00,Haras El Hodood,Al Masry,6.1,2.07,2.15,1.47,2.52,2.95,1.35,6.6,1.08,6.3,3.5,1.57,1.09,6.1,1.42,2.67,2.22,1.6,3.9,1.21,6.8,1.07,2.25,1.57,2.37,1.26,1.13,6.1,5.1,6.1,10.75,13.0,7.0,8.5,15.0,37.0,20.0,22.0,40.0,150.0,80.0,90.0,150.0,101.0
AXxtJDa4,EGYPT 1,ROUND 4,2025-08-26,15:00,Zamalek,Pharco,1.78,2.25,9.5,1.42,2.65,2.82,1.38,6.2,1.09,1.28,4.65,11.5,1.06,7.2,1.31,3.2,1.91,1.8,3.15,1.31,5.5,1.11,2.55,1.45,1.05,1.16,3.65,7.2,23.0,90.0,450.0,5.3,9.75,37.0,200.0,5.0,9.25,32.0,175.0,7.0,13.0,45.0,200.0,101.0
vq56Faw0,ICELAND 1,ROUND 20,2025-08-26,15:00,Vikingur Reykjavik,Vestri,1.57,2.82,8.25,1.23,3.8,1.98,1.75,3.85,1.22,1.22,6.0,10.75,1.02,10.0,1.12,5.4,1.38,2.82,1.91,1.8,2.95,1.35,1.83,1.87,1.05,1.11,4.35,10.25,37.0,80.0,350.0,10.25,13.0,35.0,120.0,7.4,9.5,23.0,80.0,7.9,10.0,24.0,80.0,500.0
Sfpcvyam,SWITZERLAND 2,ROUND 5,2025-08-26,15:15,Bellinzona,Yverdon,3.85,2.35,2.37,1.29,3.3,2.25,1.57,4.55,1.16,3.6,3.8,1.85,1.03,9.25,1.17,4.45,1.52,2.37,2.25,1.57,3.65,1.24,1.5,2.42,1.93,1.24,1.29,9.25,10.5,11.25,17.0,15.5,7.8,8.5,13.0,24.0,12.0,11.75,18.5,50.0,27.0,27.0,37.0,200.0
Mgw6xFTa,SWITZERLAND 2,ROUND 5,2025-08-26,15:15,Etoile-Carouge,Stade Nyonnais,2.07,2.4,4.75,1.29,3.3,2.25,1.57,4.6,1.16,1.57,4.15,4.9,1.03,9.0,1.17,4.4,1.53,2.32,2.3,1.55,3.75,1.23,1.62,2.18,1.17,1.21,2.37,9.0,18.0,32.0,90.0,9.25,8.5,15.5,40.0,8.75,8.0,14.0,37.0,12.5,11.5,19.5,50.0,300.0
MP1spptp,EUROPA CHAMPIONS LEAGUE,QUALIFICATION,2025-08-26,16:00,Pafos (Cyp),Crvena zvezda (Srb),3.5,2.3,2.6,1.3,3.4,2.5,1.5,5.5,1.13,3.4,3.75,2.0,1.03,10.0,1.22,4.0,1.67,2.15,2.63,1.44,4.5,1.17,1.62,2.2,1.73,1.25,1.3,13.0,8.5,12.0,19.0,13.0,7.5,8.5,17.0,19.0,12.0,13.0,21.0,34.0,23.0,29.0,41.0,151.0
