Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
CIfXqmf4,2025-12-16,05:30,BANGLADESH CUP,-,Arambagh,Fortis,10.0,3.0,1.44,1.17,4.5,2.0,1.73,4.5,1.17,12.0,6.0,1.11,0.0,0.0,1.08,6.5,1.4,2.75,2.1,1.73,3.6,1.25,2.05,1.67,4.33,1.1,1.03
j36Oo9Pi,2025-12-16,05:30,BANGLADESH CUP,-,Bashundara Kings,Mohammedan,2.0,2.25,5.5,1.33,3.0,2.75,1.4,7.0,1.07,1.44,3.9,6.0,1.02,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.91,1.8,1.1,1.22,2.5
44aN8e7F,2025-12-16,06:00,UZBEKISTAN 1,Relegation,Aral,Buxoro,3.33,2.08,2.85,1.4,2.71,0.0,0.0,0.0,0.0,2.8,3.25,2.25,0.0,0.0,1.33,3.0,2.05,1.7,3.6,1.25,0.0,0.0,1.8,1.9,1.52,1.25,1.35
GvFaU4M6,2025-12-16,08:00,ITALY U19,Round 16,Lazio U20,Torino U20,3.0,2.1,3.3,1.36,2.88,2.88,1.36,7.0,1.07,2.4,3.1,2.7,1.05,10.0,1.3,3.4,1.95,1.75,3.5,1.29,7.5,1.08,1.75,2.0,1.4,1.3,1.5
zJ4GuZD7,2025-12-16,08:00,KENYA 1,Round 14,Posta Rangers,Bandari,3.2,1.78,3.95,1.62,1.95,0.0,0.0,0.0,0.0,2.37,2.75,3.05,1.11,5.0,1.6,2.07,2.7,1.33,4.9,1.09,7.4,1.02,2.35,1.53,1.31,1.36,1.47
8QJojJDE,2025-12-16,09:00,THAILAND 1,Round 15,Rayong FC,Ratchaburi,3.1,2.2,2.88,1.3,3.2,2.5,1.5,6.0,1.11,2.55,3.5,2.38,1.02,13.0,1.2,4.33,1.65,2.1,2.88,1.4,5.5,1.14,1.57,2.3,1.5,1.25,1.44
OvoB1GzR,2025-12-16,10:00,KENYA 1,Round 14,KCB,APS Bomet,2.7,1.87,4.5,1.53,2.1,3.92,1.2,0.0,0.0,2.0,2.87,3.8,1.1,5.4,1.55,2.15,2.5,1.38,4.5,1.12,7.0,1.02,2.32,1.54,1.22,1.34,1.65
2P2aKM9m,2025-12-16,10:00,UGANDA 1,Round 11,BUL,Police,3.2,2.0,3.4,1.45,2.55,3.3,1.29,9.0,1.03,2.45,3.0,2.63,1.05,8.0,1.4,2.75,2.25,1.57,4.5,1.17,9.0,1.03,1.95,1.75,1.4,1.3,1.44
zqnQpQ6m,2025-12-16,10:00,ITALY U19,Round 16,Monza U20,AS Roma U20,3.75,2.2,2.5,1.3,3.2,2.63,1.44,6.0,1.1,3.5,3.3,1.91,1.04,11.0,1.22,4.1,1.8,2.0,3.1,1.36,6.0,1.13,1.67,2.1,1.73,1.25,1.25
40efjnqQ,2025-12-16,10:00,ITALY U19,Round 16,AC Milan U20,Parma U20,3.1,2.1,3.1,1.33,3.0,2.75,1.4,6.5,1.08,2.5,3.3,2.5,1.04,11.0,1.29,3.5,1.9,1.87,3.25,1.33,6.5,1.1,1.67,2.1,1.44,1.25,1.44
EkNTfI3j,2025-12-16,10:00,UGANDA 1,Round 11,UPDF,NEC FC,4.0,2.0,2.7,1.44,2.6,3.3,1.29,9.0,1.03,3.4,3.3,1.95,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.95,1.75,1.73,1.29,1.25
8W8kSIZG,2025-12-16,10:30,MOZAMBIQUE 1,Round 24,Black Bulls,UD Songo,4.5,1.9,2.5,1.45,2.4,0.0,0.0,0.0,0.0,12.0,1.08,8.5,1.37,2.8,1.77,1.9,1.93,1.75,2.45,1.46,6.1,1.08,2.2,1.6,0.0,0.0,0.0
