Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
bs1SZjGr,2026-02-13,02:50,AUSTRALIA 1 WOM,Round 17,WS Wanderers W,Newcastle W,2.75,2.2,3.4,1.29,3.3,2.6,1.44,6.5,1.08,2.15,3.3,3.0,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.6,2.2,1.33,1.29,1.62
W8EZXUpe,2026-02-13,05:00,AUSTRALIA 1 WOM,Round 17,Brisbane Roar W,Sydney W,1.91,2.4,6.0,1.29,3.3,2.55,1.45,6.5,1.08,1.4,4.2,6.5,1.01,11.0,1.2,4.0,1.65,2.1,2.88,1.36,5.5,1.11,1.85,1.85,1.1,1.2,2.7
C0eySByh,2026-02-13,05:30,Australia - NPL Victoria,Round 1,Hume City,Altona Magic,2.3,2.25,4.33,1.33,3.0,2.75,1.4,6.0,1.1,1.75,3.6,4.0,1.04,11.0,1.25,3.8,1.75,1.95,3.1,1.36,6.0,1.13,1.75,2.0,1.17,1.22,1.91
pf3k48qo,2026-02-13,05:30,Australia - NPL Victoria,Round 1,Heidelberg Utd,Green Gully,2.1,2.4,4.5,1.22,3.75,2.25,1.57,5.0,1.14,1.6,3.9,4.6,1.01,17.0,1.14,5.5,1.5,2.4,2.38,1.57,4.33,1.22,1.53,2.38,1.14,1.2,2.2
CQKdRTEj,2026-02-13,05:30,INDONESIA 1,Round 21,Persis Solo,Madura United,2.5,2.1,4.0,1.36,2.88,2.75,1.4,6.5,1.08,1.9,3.3,3.6,1.04,11.0,1.29,3.5,1.85,1.85,3.4,1.3,6.5,1.1,1.8,1.95,1.22,1.25,1.8
hMcqkX6c,2026-02-13,05:30,INDONESIA 1,Round 21,Persik Kediri,PSIM Yogyakarta,2.7,2.1,3.75,1.36,2.88,2.88,1.36,7.5,1.06,2.0,3.25,3.4,1.05,10.0,1.3,3.4,1.95,1.75,3.5,1.29,6.5,1.08,1.8,1.95,1.25,1.29,1.67
SpyNOdX0,2026-02-13,05:35,AUSTRALIA 1,Round 17,WS Wanderers,Wellington Phoenix,2.05,2.5,5.0,1.25,3.75,2.25,1.57,5.5,1.14,1.56,4.5,5.0,1.02,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.62,2.2,1.17,1.18,2.3
Qs8FDK43,2026-02-13,06:00,Australia - Victoria Premier League,Round 1,Brunswick City,Northcote City,3.1,2.35,2.7,1.25,3.6,2.15,1.55,4.6,1.16,2.65,3.8,2.22,1.02,14.9,1.11,4.95,1.5,2.27,2.18,1.53,3.45,1.22,1.47,2.35,1.62,1.23,1.45
ncdOBbZF,2026-02-13,06:30,Australia - Victoria Premier League,Round 1,Brunswick Juventus,Port Melbourne Sharks,1.72,2.65,6.3,1.19,4.2,2.05,1.62,4.0,1.2,1.31,5.2,7.4,0.0,0.0,1.08,5.6,1.4,2.5,1.98,1.65,3.05,1.28,1.7,1.91,1.09,1.13,3.35
SYKP81RN,2026-02-13,07:00,JAPAN 1,Round 2,Vissel Kobe,V-Varen Nagasaki,2.1,2.3,6.0,1.36,3.0,2.63,1.44,7.0,1.1,1.51,4.0,5.75,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.91,1.91,1.14,1.22,2.38
A7BTQNDN,2026-02-13,07:30,TURKEY 2,Round 25,Igdir FK,Umraniyespor,1.95,2.5,6.0,1.3,3.4,2.38,1.53,6.0,1.13,1.44,3.9,6.0,1.04,13.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.8,1.91,1.11,1.22,2.5
OdUswvZR,2026-02-13,07:45,AUSTRALIA 1,Round 17,Perth Glory,Newcastle Jets,3.1,2.6,2.75,1.2,4.33,1.91,1.8,4.0,1.22,2.65,3.9,2.25,1.01,23.0,1.11,6.5,1.4,3.0,1.91,1.91,3.2,1.36,1.36,3.0,1.57,1.25,1.44
KpVe45N0,2026-02-13,08:30,SINGAPORE 1,Round 11,Balestier Khalsa,Young Lions,1.73,3.1,5.5,1.14,5.5,1.67,2.1,3.25,1.33,1.38,5.0,5.5,1.01,25.0,1.05,11.0,1.22,4.2,1.53,2.38,2.25,1.57,1.36,3.0,1.13,1.14,2.75
xYlHEiu3,2026-02-13,08:30,IRAN 1,Round 21,Shams Azar Qazvin,Aluminium Arak,3.33,1.83,3.5,1.55,2.28,3.88,1.18,8.6,1.04,2.5,3.0,2.66,1.06,6.35,1.55,2.28,2.71,1.4,5.9,1.07,9.3,1.03,2.28,1.55,1.37,1.32,1.4
APQsAhmD,2026-02-13,09:00,ISRAEL 1,Round 23,Hapoel Tel Aviv,Hapoel Jerusalem,2.1,2.25,6.0,1.36,3.0,2.75,1.4,7.0,1.1,1.55,3.5,5.25,1.06,10.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.91,1.8,1.14,1.25,2.25
MkyaoKYj,2026-02-13,09:00,THAILAND 1,Round 21,Chonburi,Uthai Thani,2.5,2.2,3.75,1.3,3.2,2.63,1.44,6.0,1.1,1.91,3.4,3.5,1.03,12.0,1.22,4.1,1.73,2.0,2.88,1.4,6.0,1.13,1.62,2.2,1.25,1.25,1.73
QmBjmByA,2026-02-13,09:00,INDONESIA 1,Round 21,Malut United,Persijap Jepara,1.73,2.5,7.5,1.29,3.25,2.5,1.5,6.0,1.11,1.29,4.75,8.5,1.02,13.0,1.22,4.33,1.65,2.1,2.88,1.4,5.5,1.14,2.05,1.73,1.05,1.13,3.25
K8SPxJvq,2026-02-13,09:00,IRAQ 1,Round 18,Al Quwa Al Jawiya,Newroz,2.15,2.05,5.8,1.42,2.35,3.04,1.3,6.8,1.07,1.55,3.5,5.5,1.04,8.3,1.33,3.0,2.0,1.65,3.45,1.22,6.8,1.07,2.1,1.66,1.13,1.24,2.15
CUlTIWNi,2026-02-13,09:00,KENYA 1,Round 20,Bidco United,Kakamega Homeboyz,4.5,1.8,3.12,1.62,2.16,0.0,0.0,0.0,0.0,3.25,2.85,2.32,1.11,5.5,1.65,2.1,2.9,1.35,6.3,1.08,0.0,0.0,2.46,1.53,1.55,1.37,1.3
