Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
UDmUjOQO,2026-01-28,00:00,WORLD FRIENDLY INTERNATIONAL WOM,-,USA W,Chile W,1.14,4.75,28.0,1.07,6.8,1.71,2.01,2.32,1.47,1.02,11.75,45.0,0.0,0.0,1.03,10.5,1.16,4.15,1.37,2.65,1.8,1.8,3.3,1.24,0.0,0.0,0.0
MPRuMmRp,2026-01-28,00:30,INDIA SANTOSH TROPHY,Final Group,Uttarakhand,Nagaland,2.25,2.25,4.5,1.3,3.2,2.6,1.44,7.0,1.07,1.62,3.5,4.4,1.01,11.0,1.22,3.8,1.75,1.95,3.0,1.33,5.5,1.11,1.7,2.0,1.17,1.29,2.1
lx3zrVm4,2026-01-28,05:30,INDIA SANTOSH TROPHY,Final Group,West Bengal FT,Tamilnadu,2.63,2.0,4.33,1.44,2.6,3.3,1.29,9.0,1.03,1.9,3.0,3.6,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,2.0,1.7,1.22,1.3,1.8
hh2Nv4y3,2026-01-28,05:30,WORLD CLUB FRIENDLY,-,FK Liepaja (Lat),Kalju (Est),2.88,2.3,3.1,1.29,3.3,2.4,1.5,6.5,1.08,2.25,3.25,2.63,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,5.2,1.13,1.53,2.3,1.4,1.29,1.53
2L4SqiJi,2026-01-28,05:30,INDIA SANTOSH TROPHY,Final Group,Rajasthan FC,Assam,2.38,2.1,4.5,1.36,2.88,2.88,1.36,7.5,1.06,1.73,3.3,4.0,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.8,1.87,1.2,1.25,1.91
ULPVv98j,2026-01-28,06:00,MYANMAR 1,Round 15,Yarmanya United,Mahar United,3.0,2.5,2.55,1.17,4.4,1.87,1.67,0.0,0.0,2.62,3.95,2.1,0.0,0.0,0.0,0.0,1.29,3.04,1.8,1.8,2.88,1.32,1.29,3.17,1.6,1.21,1.39
QBLv9T3L,2026-01-28,06:30,WORLD CLUB FRIENDLY,-,Para (Aus),Blue Eagles (Aus),2.18,2.52,3.7,1.14,4.85,1.75,1.8,3.3,1.29,1.75,3.9,3.55,1.01,25.0,1.06,7.6,1.25,3.55,1.62,2.02,2.52,1.47,1.3,3.2,1.24,1.21,1.88
lKeWxr6F,2026-01-28,07:00,WORLD CLUB FRIENDLY,-,Ceske Budejovice (Cze),Taborsko (Cze),3.6,2.5,2.3,1.2,4.0,2.1,1.65,4.8,1.14,3.31,3.85,1.94,1.01,10.5,1.11,5.5,1.4,2.75,2.1,1.65,3.6,1.25,1.4,2.75,1.8,1.22,1.3
GMB2z9cd,2026-01-28,07:00,WORLD CLUB FRIENDLY,-,Budaorsi SC (Hun),FC Dabas (Hun),2.37,2.37,3.45,1.24,3.65,2.02,1.57,4.55,1.16,1.9,3.8,3.15,1.02,19.0,1.13,5.0,1.48,2.47,2.05,1.6,3.65,1.24,1.46,2.55,1.29,1.22,1.72
GSfYHgRO,2026-01-28,07:30,IRAN 1,Round 18,Mes Rafsanjan,Zob Ahan,3.33,1.93,3.2,1.5,2.4,3.32,1.26,8.8,1.01,2.57,3.1,2.5,1.04,7.0,1.45,2.54,2.4,1.5,4.45,1.14,9.0,1.01,2.05,1.7,1.41,1.28,1.4
