Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
Ktgt09VN,2026-01-08,06:45,WORLD CLUB FRIENDLY,-,Lausanne (Sui),Xamax (Sui),1.91,2.6,4.5,1.2,4.0,2.1,1.65,4.8,1.14,1.44,4.0,5.0,0.0,0.0,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,1.5,2.38,1.13,1.2,2.5
AglrAadJ,2026-01-08,07:00,ETHIOPIA 1,Round 14,Shire Endaselassie,Negele Arsi Ketema,4.3,1.72,3.15,1.65,1.91,3.61,1.19,0.0,0.0,3.4,2.62,2.3,1.11,5.0,1.6,2.07,2.83,1.33,0.0,0.0,0.0,0.0,2.37,1.52,1.5,1.39,1.26
MNIkgzQ7,2026-01-08,07:00,WORLD CLUB FRIENDLY,-,Slaven Belupo (Cro),Primorje (Slo),2.25,2.38,4.0,1.22,3.8,2.25,1.57,5.5,1.11,1.73,4.33,3.4,1.01,13.0,1.13,5.2,1.5,2.4,2.4,1.5,4.5,1.17,1.5,2.4,1.25,1.17,2.0
Sf6MkvV6,2026-01-08,07:00,WORLD CLUB FRIENDLY,-,Lok. Zagreb (Cro),Kapfenberg (Aut),1.83,2.5,5.5,1.22,3.8,2.25,1.6,5.2,1.13,1.36,4.33,6.5,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.65,2.1,1.1,1.17,2.8
trvPPeFa,2026-01-08,08:00,WORLD CLUB FRIENDLY,-,Campulung (Rou),Unirea Slobozia (Rou),17.0,5.0,1.17,1.06,7.5,1.45,2.55,2.55,1.45,51.0,13.0,1.01,0.0,0.0,1.01,13.0,1.08,6.5,1.3,3.2,0.0,0.0,2.2,1.57,15.0,1.02,1.01
QTKNt13c,2026-01-08,08:00,SYRIA 1,Round 4,Al Jaish,Al Shorta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,3.1,3.15,0.0,0.0,1.35,2.77,2.15,1.61,3.65,1.2,0.0,0.0,1.9,1.8,1.27,1.28,1.57
KvC7CPR1,2026-01-08,08:30,ASIA AFC ASIAN CUP U23,Round 1,Australia U23,Thailand U23,1.78,2.4,7.1,1.29,3.25,2.4,1.44,5.35,1.12,1.32,4.8,8.25,1.02,12.0,1.22,3.45,1.65,1.98,2.55,1.4,4.9,1.14,2.05,1.62,1.08,1.15,3.3
UVWMRegB,2026-01-08,09:00,IRAQ 1,Round 11,Al-Qassim,Al Shorta,12.0,2.62,1.5,1.22,3.3,2.28,1.55,4.4,1.12,16.0,5.75,1.14,1.02,12.0,1.18,4.2,1.6,2.2,2.54,1.45,3.8,1.17,2.71,1.4,3.5,1.07,1.02
ryW7F3m1,2026-01-08,09:30,WORLD CLUB FRIENDLY,-,Bonner (Ger),Verl (Ger),6.5,2.88,1.62,1.14,4.8,1.91,1.8,4.0,1.2,8.0,5.5,1.25,0.0,0.0,1.07,7.0,1.3,3.2,1.85,1.85,3.0,1.33,1.57,2.25,3.6,1.13,1.06
8vVOLOoI,2026-01-08,09:30,EGYPT CUP,1/8-finals,Haras El Hodood,Smouha,4.18,1.85,3.02,1.45,2.11,0.0,0.0,0.0,0.0,3.61,2.61,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.57,0.0,0.0,0.0
UNjyDb56,2026-01-08,10:00,ALGERIA 1,Round 15,Ben Aknoun,Olympique Akbou,3.34,1.9,3.29,1.5,2.25,0.0,0.0,0.0,0.0,2.63,2.68,2.57,1.1,5.6,1.5,2.33,2.65,1.41,5.1,1.12,0.0,0.0,2.07,1.58,1.35,1.32,1.34
YwYrTrZo,2026-01-08,10:00,UAE 1,Round 12,Dibba Al Fujairah,Khorfakkan,3.4,2.2,2.75,1.3,3.2,2.63,1.44,6.0,1.11,2.88,3.3,2.2,1.03,12.0,1.22,4.2,1.73,2.0,2.88,1.4,5.5,1.14,1.6,2.25,1.57,1.25,1.33
jXV2rXcc,2026-01-08,10:00,RWANDA 1,-,Al-Hilal Omdurman,Etincelles,1.7,2.28,9.5,0.0,0.0,2.71,1.4,0.0,0.0,1.25,4.75,10.0,0.0,0.0,1.3,3.2,1.95,1.75,3.33,1.28,0.0,0.0,2.54,1.45,1.05,1.12,2.75
W0b2FfYb,2026-01-08,10:00,ETHIOPIA 1,Round 14,Welwalo Adigrat,Adama City,4.45,1.75,3.0,1.65,1.91,3.73,1.17,0.0,0.0,3.6,2.75,2.15,1.14,4.5,1.65,2.0,3.1,1.28,5.75,1.09,0.0,0.0,2.45,1.49,1.57,1.37,1.24
zZ4gHG3n,2026-01-08,10:00,ETHIOPIA 1,Round 14,Sidama Bunna,Arba Menche,2.62,1.83,4.85,1.55,2.05,0.0,0.0,0.0,0.0,1.91,2.92,4.1,1.08,5.4,1.5,2.25,2.55,1.42,5.1,1.12,0.0,0.0,2.25,1.57,1.2,1.33,1.72
URULKk7F,2026-01-08,10:00,ALGERIA 1,Round 15,El Bayadh,Mostaganem,3.75,1.8,3.3,1.57,2.25,4.0,1.2,10.5,1.03,3.0,2.7,2.5,1.13,6.0,1.62,2.25,3.0,1.33,6.5,1.1,15.0,1.01,2.3,1.57,1.44,1.36,1.33
fgMiRM3b,2026-01-08,10:00,UAE 1,Round 12,Al Jazira,Ajman,1.59,3.38,5.3,0.0,0.0,1.36,2.85,2.17,1.6,1.59,3.38,5.3,0.0,0.0,1.36,2.85,2.17,1.6,3.95,1.2,8.0,1.05,2.08,1.58,1.09,1.22,2.0
j5RyOomQ,2026-01-08,10:30,WORLD CLUB FRIENDLY,-,Vukovar 1991 (Cro),Arsimi (Mkd),1.91,2.5,5.0,1.2,4.0,2.2,1.6,4.8,1.14,1.47,4.0,5.0,1.01,17.0,1.11,5.5,1.45,2.55,2.2,1.6,3.8,1.22,1.57,2.25,1.13,1.2,2.5
K4i39kr9,2026-01-08,10:30,WORLD CLUB FRIENDLY,-,Velez Mostar (Bih),Odra Opole (Pol),2.75,2.25,3.3,1.29,3.3,2.55,1.45,6.5,1.08,2.15,3.8,2.6,1.01,11.0,1.2,4.0,1.65,2.1,2.75,1.4,5.5,1.11,1.57,2.25,1.44,1.22,1.62
bPNbEock,2026-01-08,11:00,ASIA AFC ASIAN CUP U23,Round 1,Iraq U23,China U23,3.0,1.98,3.6,1.47,2.35,3.1,1.32,7.7,1.05,2.32,3.15,2.9,1.06,7.5,1.37,2.62,2.07,1.6,3.5,1.22,7.4,1.06,1.85,1.75,1.35,1.3,1.57
