Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
l0B2ZuFk,SOUTH KOREA 1,ROUND 21,2025-06-27,07:30,Gimcheon Sangmu,Jeonbuk,3.2,2.25,3.1,1.44,2.67,2.75,1.42,6.1,1.1,2.88,2.9,2.7,1.06,7.7,1.28,3.5,1.82,1.91,2.9,1.38,5.1,1.14,1.57,2.25,1.44,1.4,1.4,11.0,11.0,15.0,26.0,11.0,6.0,10.0,21.0,15.0,11.0,11.0,26.0,29.0,21.0,26.0,34.0,126.0
t8T9XJq2,SOUTH KOREA 1,ROUND 21,2025-06-27,07:30,Daejeon,Jeju SK,3.0,2.1,3.75,1.42,2.75,2.75,1.42,6.1,1.1,2.3,3.2,3.1,1.08,7.0,1.36,3.0,2.05,1.72,3.5,1.27,6.3,1.1,1.83,1.83,1.36,1.36,1.57,9.0,9.0,15.0,34.0,7.5,6.0,12.0,26.0,11.0,9.5,15.0,34.0,21.0,19.0,29.0,51.0,251.0
WSCaS2Ui,FINLAND 1,-,2025-06-27,12:00,Gnistan,Inter Turku,4.5,2.38,2.3,1.34,3.05,2.47,1.5,5.3,1.13,4.0,3.9,1.8,1.04,9.0,1.22,3.95,1.7,2.12,2.62,1.45,4.45,1.18,1.67,2.1,1.95,1.25,1.22,13.0,8.5,9.5,15.0,13.0,7.5,8.5,13.0,21.0,13.0,15.0,23.0,41.0,29.0,34.0,41.0,151.0
AqqjO3XG,FINLAND 2,-,2025-06-27,12:30,EPS,KuPS Akatemia,2.3,2.5,4.0,1.25,3.75,1.98,1.6,4.5,1.18,1.8,3.9,3.4,1.02,19.0,1.14,5.5,1.48,2.6,2.02,1.62,3.75,1.25,1.44,2.63,1.29,1.22,1.83,21.0,17.0,23.0,41.0,12.0,8.5,13.0,26.0,12.0,9.0,12.0,26.0,17.0,13.0,19.0,34.0,101.0
hngRxCiJ,FINLAND 2,-,2025-06-27,12:30,Ekenas,PK-35,2.77,2.12,3.5,1.4,2.52,2.52,1.4,0.0,0.0,2.25,3.25,3.0,0.0,0.0,1.31,2.87,1.91,1.7,3.1,1.27,0.0,0.0,1.72,1.88,1.33,1.29,1.62,9.25,9.0,15.0,37.0,7.5,6.3,10.75,27.0,10.75,9.0,14.0,35.0,22.0,18.5,29.0,70.0,600.0
IH20xKXA,ESTONIA 1,ROUND 18,2025-06-27,13:00,Levadia,Narva,1.8,2.45,5.9,0.0,0.0,2.15,1.5,0.0,0.0,1.36,4.6,6.5,0.0,0.0,0.0,0.0,1.52,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.15,3.0,14.5,16.5,35.0,100.0,7.0,8.25,17.0,50.0,6.2,7.2,15.0,45.0,7.7,9.0,19.0,55.0,350.0
hxjD0FqQ,FINLAND 2,-,2025-06-27,13:00,TPS,JaPS,5.6,2.77,1.7,0.0,0.0,1.72,1.82,0.0,0.0,6.5,5.2,1.31,0.0,0.0,0.0,0.0,1.24,3.3,1.65,1.98,2.27,1.5,1.4,2.52,2.62,1.13,1.1,28.0,12.5,10.0,11.25,23.0,10.0,7.9,9.0,32.0,14.0,11.5,13.0,65.0,29.0,23.0,26.0,100.0
dz26mUjm,SWEDEN 2,ROUND 14,2025-06-27,14:00,Brage,Sandviken,3.1,2.25,3.25,1.37,2.87,2.55,1.45,5.5,1.11,2.4,3.4,2.6,1.05,7.9,1.25,3.6,1.72,2.0,2.75,1.4,4.65,1.15,1.67,2.1,1.44,1.29,1.5,12.0,10.0,15.0,26.0,9.5,7.0,10.0,21.0,13.0,9.5,13.0,26.0,23.0,19.0,26.0,41.0,151.0
QFgNqnjC,SWEDEN 2,ROUND 14,2025-06-27,14:00,Varberg,Utsikten,2.1,2.38,5.5,1.36,2.92,2.52,1.47,5.4,1.12,1.55,3.9,5.0,1.04,8.25,1.24,3.7,1.7,2.02,2.67,1.42,4.6,1.16,1.8,1.95,1.14,1.22,2.25,13.0,15.0,29.0,51.0,7.5,8.0,17.0,41.0,8.0,8.0,15.0,41.0,12.0,13.0,23.0,51.0,201.0
Qs68zb2N,ESTONIA 1,ROUND 18,2025-06-27,14:00,Parnu JK Vaprus,Kalju,4.9,2.32,2.02,0.0,0.0,2.22,1.47,0.0,0.0,4.85,4.0,1.53,0.0,0.0,0.0,0.0,1.6,2.07,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.2,1.15,13.5,7.0,6.9,9.5,13.0,7.1,7.0,9.75,24.0,13.0,12.5,17.5,65.0,35.0,35.0,45.0,250.0
Sf68Qta4,FINLAND 1,-,2025-06-27,14:00,KuPS,HJK,3.5,2.25,2.88,1.38,2.92,2.57,1.47,5.7,1.12,3.0,3.6,2.25,1.05,8.5,1.26,3.65,1.75,2.0,2.82,1.4,4.9,1.15,1.67,2.1,1.62,1.29,1.36,12.0,9.0,12.0,21.0,11.0,7.0,9.0,17.0,15.0,11.0,13.0,23.0,29.0,23.0,29.0,41.0,151.0
CSiT5nGs,PERU 1,APERTURA,2025-06-27,15:00,Ayacucho,Los Chankas,3.1,2.1,3.5,1.45,2.57,2.87,1.37,6.3,1.09,2.4,3.3,2.88,1.07,6.9,1.33,3.05,1.95,1.75,3.25,1.29,5.7,1.11,1.73,2.0,1.4,1.33,1.53,10.0,9.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0
tCJhvSLb,ICELAND 2,ROUND 10,2025-06-27,15:00,Fjolnir,Thor Akureyri,3.85,2.55,2.12,0.0,0.0,1.93,1.7,0.0,0.0,3.8,4.25,1.7,0.0,0.0,0.0,0.0,1.35,2.72,1.85,1.75,2.77,1.33,1.4,2.52,2.12,1.19,1.23,23.0,13.0,12.0,15.5,20.0,9.75,8.75,11.5,29.0,13.5,12.5,16.5,60.0,28.0,25.0,35.0,150.0
feRwDCG8,ICELAND 1,ROUND 13,2025-06-27,15:30,KA Akureyri,Valur,3.35,2.45,2.5,1.25,3.55,2.1,1.65,4.15,1.19,3.0,3.9,2.05,1.03,9.75,1.14,4.85,1.45,2.57,2.1,1.65,3.3,1.29,1.44,2.6,1.78,1.23,1.39,9.75,12.5,13.5,21.0,15.0,8.5,9.0,14.0,20.0,11.0,11.5,18.0,37.0,21.0,22.0,32.0,175.0
8EVpNGsf,IRELAND 1,ROUND 22,2025-06-27,15:45,Cork City,St. Patricks,4.5,2.2,2.6,1.44,2.57,2.9,1.36,6.4,1.08,3.75,3.6,1.91,1.07,7.0,1.33,3.05,1.98,1.75,3.35,1.28,5.8,1.1,1.91,1.91,1.83,1.29,1.25,10.0,7.0,9.0,17.0,10.0,7.0,8.5,17.0,19.0,13.0,17.0,29.0,41.0,34.0,41.0,51.0,301.0
tSThLfC6,IRELAND 1,ROUND 22,2025-06-27,15:45,Galway,Shelbourne,3.5,2.0,3.4,1.57,2.25,3.35,1.28,7.4,1.06,2.88,2.88,2.75,1.11,5.7,1.47,2.52,2.35,1.53,4.15,1.19,7.2,1.06,2.0,1.75,1.4,1.4,1.4,6.5,7.5,12.0,29.0,7.5,5.5,11.0,26.0,13.0,11.0,15.0,41.0,29.0,26.0,41.0,51.0,401.0
CnxxPxDs,IRELAND 1,ROUND 22,2025-06-27,15:45,Bohemians,Sligo Rovers,1.83,2.6,6.5,1.31,3.15,2.35,1.53,4.9,1.14,1.4,4.75,7.0,1.03,9.0,1.19,4.15,1.6,2.22,2.4,1.5,4.0,1.21,1.8,1.95,1.1,1.18,2.75,15.0,21.0,41.0,81.0,8.0,9.0,21.0,51.0,7.5,8.5,19.0,41.0,9.5,11.0,23.0,51.0,251.0
Yk418Qop,IRELAND 1,ROUND 22,2025-06-27,15:45,Derry City,Drogheda,2.5,2.05,5.5,1.55,2.32,3.3,1.29,7.3,1.06,1.8,3.3,5.0,1.1,5.9,1.45,2.57,2.32,1.55,4.1,1.2,7.2,1.06,2.2,1.62,1.17,1.33,1.95,7.0,10.0,23.0,51.0,5.5,6.5,17.0,41.0,7.5,9.0,19.0,51.0,13.0,17.0,34.0,81.0,501.0
nuagJYtJ,IRELAND 1,ROUND 22,2025-06-27,16:00,Shamrock Rovers,Waterford,1.83,2.5,7.5,1.35,2.95,2.5,1.47,5.3,1.12,1.36,4.5,8.5,1.04,8.25,1.23,3.75,1.7,2.05,2.62,1.44,4.4,1.17,1.95,1.8,1.08,1.18,3.0,13.0,21.0,41.0,101.0,7.5,9.0,23.0,51.0,6.5,8.5,19.0,51.0,9.0,11.0,26.0,51.0,301.0
EJ6uVNro,ICELAND 2,ROUND 10,2025-06-27,16:15,IR Reykjavik,Grindavik,2.07,2.55,4.15,0.0,0.0,1.98,1.65,0.0,0.0,1.62,4.35,4.15,0.0,0.0,0.0,0.0,1.36,2.67,1.87,1.75,2.82,1.33,1.42,2.45,1.2,1.19,2.25,22.0,21.0,32.0,70.0,12.5,9.75,14.5,32.0,11.25,8.75,12.5,28.0,14.5,11.25,16.5,35.0,175.0
2R71x6jB,ICELAND 2,ROUND 10,2025-06-27,16:15,Selfoss,Leiknir,3.0,2.47,2.62,0.0,0.0,1.98,1.65,0.0,0.0,2.65,3.95,2.18,0.0,0.0,0.0,0.0,1.37,2.62,1.9,1.72,2.87,1.31,1.36,2.65,1.65,1.22,1.45,22.0,14.5,15.5,24.0,16.0,9.0,9.5,15.0,19.0,10.75,11.25,17.5,32.0,18.5,19.5,30.0,150.0
vmcg50c2,ICELAND 1,ROUND 13,2025-06-27,16:15,Stjarnan,Breidablik,3.0,2.45,2.7,1.23,3.8,1.95,1.75,3.8,1.22,2.65,3.85,2.27,1.02,10.0,1.11,5.7,1.35,2.95,1.85,1.87,2.8,1.38,1.33,3.05,1.62,1.24,1.47,10.25,16.5,18.0,28.0,17.5,9.0,10.0,15.5,20.0,10.75,10.25,16.0,35.0,18.0,18.0,25.0,100.0
AiB9zpLN,ICELAND 2,ROUND 10,2025-06-27,16:15,Throttur,Kopavogur,2.72,2.4,3.0,0.0,0.0,2.1,1.57,0.0,0.0,2.27,3.9,2.57,0.0,0.0,0.0,0.0,1.44,2.4,2.07,1.6,3.2,1.25,1.42,2.45,1.42,1.23,1.6,18.5,13.5,17.0,30.0,13.0,8.25,10.25,18.0,14.5,9.5,11.5,21.0,24.0,15.5,19.5,35.0,175.0
Khey4Qpf,PERU 1,APERTURA,2025-06-27,17:15,Juan Pablo II,Cienciano,3.25,2.2,3.2,1.44,2.57,2.85,1.37,6.2,1.09,2.7,3.2,2.55,1.07,7.0,1.32,3.1,1.93,1.78,3.2,1.3,5.5,1.11,1.73,2.0,1.5,1.36,1.44,10.0,9.0,13.0,26.0,9.0,6.0,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
t8qp24F6,PERU 1,APERTURA,2025-06-27,19:30,Binacional,Sport Huancayo,3.75,2.25,2.75,1.4,2.72,2.75,1.4,6.0,1.1,3.25,3.5,2.1,1.06,7.4,1.29,3.25,1.87,1.85,3.05,1.33,5.3,1.12,1.73,2.0,1.7,1.29,1.33,11.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
WjXbVsgK,BRAZIL 2,ROUND 14,2025-06-27,20:30,Criciuma,Avai,2.88,1.95,4.5,1.52,2.42,3.25,1.31,7.4,1.07,2.05,3.1,3.6,1.11,5.9,1.5,2.5,2.42,1.52,4.4,1.19,7.9,1.06,2.1,1.67,1.29,1.36,1.73,6.5,8.0,17.0,41.0,6.0,6.0,13.0,34.0,9.0,9.5,19.0,41.0,19.0,21.0,41.0,67.0,0.0
vLG52Qzg,ECUADOR 1,ROUND 18,2025-06-27,21:00,Dep. Cuenca,Mushuc Runa,2.5,2.2,4.33,1.44,2.67,2.85,1.39,6.4,1.09,1.85,3.5,4.0,1.07,7.6,1.31,3.25,1.93,1.82,3.2,1.32,5.7,1.12,1.8,1.91,1.22,1.29,1.91,10.0,12.0,21.0,41.0,7.5,7.0,13.0,34.0,9.0,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
nNaPWpJN,ARGENTINA COPA,1/16-FINALS,2025-06-27,21:10,Belgrano,Def. de Belgrano,2.42,1.95,5.4,1.57,2.27,3.45,1.26,7.6,1.05,1.78,3.25,4.8,1.12,5.4,1.55,2.32,2.57,1.45,4.75,1.15,8.0,1.05,2.4,1.5,1.19,1.3,2.05,5.4,9.0,24.0,90.0,4.8,6.7,17.5,70.0,6.6,9.25,25.0,90.0,13.5,18.5,50.0,200.0,0.0
