Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
0AZ9oZd4,2026-01-13,05:00,AUSTRALIA 1 WOM,Round 7,Sydney W,Newcastle W,2.7,2.2,3.6,1.33,3.0,2.75,1.4,7.0,1.07,2.05,3.4,3.0,1.01,11.0,1.22,3.8,1.8,1.91,3.2,1.3,6.5,1.08,1.65,2.1,1.33,1.25,1.67
KACnSA7m,2026-01-13,06:00,MYANMAR 1,Round 12,Ayeyawady,Ispe FC,3.2,2.15,2.87,1.37,2.5,2.45,1.39,0.0,0.0,2.65,3.4,2.3,1.04,9.4,1.22,3.4,1.75,1.85,2.85,1.33,4.9,1.09,1.67,2.07,1.5,1.27,1.39
Gx6eQlx0,2026-01-13,06:30,MYANMAR 1,Round 12,Mahar United,Yadanarbon,3.25,2.6,2.3,0.0,0.0,1.72,1.82,3.45,1.27,3.0,4.0,1.91,1.01,25.0,1.06,5.8,1.24,3.3,1.65,1.98,2.5,1.44,1.29,3.25,1.72,1.21,1.32
Ak88IPAm,2026-01-13,07:00,WORLD CLUB FRIENDLY,-,Primorje (Slo),Arsimi (Mkd),1.67,3.0,6.0,1.13,5.2,1.8,1.91,3.8,1.22,1.25,5.0,7.0,0.0,0.0,1.05,8.0,1.29,3.3,1.73,2.0,2.75,1.4,1.44,2.5,1.07,1.13,3.3
UmEpZ8yA,2026-01-13,07:00,WORLD CLUB FRIENDLY,-,Mlada Boleslav (Cze),Taborsko (Cze),2.1,2.5,4.0,1.2,4.0,2.0,1.73,4.5,1.17,1.62,3.9,3.9,1.01,20.0,1.08,6.5,1.36,2.88,2.0,1.73,3.3,1.29,1.4,2.7,1.2,1.2,2.1
pjTPchjf,2026-01-13,07:00,TURKEY CUP,Round 2,Alanyaspor,Karagumruk,1.91,2.38,6.0,1.3,3.2,2.75,1.4,6.0,1.1,1.4,4.1,6.5,1.03,12.0,1.25,3.8,1.87,1.9,3.1,1.36,6.0,1.13,2.0,1.73,1.07,1.17,2.6
Uy2LV9Pi,2026-01-13,07:30,WORLD CLUB FRIENDLY,-,Randers FC (Den),Viborg (Den),2.7,2.4,3.1,1.2,4.0,2.1,1.65,4.8,1.14,2.0,3.5,2.63,1.01,17.0,1.11,5.5,1.45,2.55,2.2,1.6,3.8,1.22,1.36,2.8,1.4,1.25,1.62
StXSJ7ZR,2026-01-13,08:30,ASIA AFC ASIAN CUP U23,Round 3,Iran U23,Lebanon U23,1.78,2.3,8.0,1.38,2.6,2.62,1.43,6.1,1.09,1.3,4.65,9.25,1.03,9.5,1.27,3.1,1.82,1.8,2.9,1.31,5.85,1.1,2.32,1.47,1.06,1.15,3.4
YN93M9RP,2026-01-13,08:30,IRAN CUP,1/8-finals,Foolad Hormozgan,Esteghlal F.C.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,1.4,0.0,0.0,0.0
WEwKLT4F,2026-01-13,08:30,ASIA AFC ASIAN CUP U23,Round 3,Uzbekistan U23,South Korea U23,3.45,1.9,3.3,1.5,2.25,3.25,1.3,8.2,1.05,2.8,2.92,2.57,1.07,6.7,1.4,2.5,2.18,1.53,3.65,1.2,8.1,1.05,1.85,1.75,1.5,1.34,1.37
jLmBzQyq,2026-01-13,09:00,IRAQ 1,Round 12,Al Shorta,Al Mosul,2.0,2.07,6.7,1.42,2.35,2.55,1.34,6.0,1.06,1.44,3.7,6.8,1.05,8.0,1.33,3.0,1.95,1.67,3.6,1.25,5.4,1.07,2.4,1.5,1.1,1.21,2.42
f1C4Hg9s,2026-01-13,09:00,CZECH TIPSORT LIGA,-,Presov,Kromeriz,1.8,2.8,5.0,1.14,4.8,1.85,1.85,4.0,1.2,1.36,4.75,5.5,0.0,0.0,1.06,7.5,1.29,3.3,1.8,1.91,2.88,1.36,1.44,2.6,1.11,1.14,2.8
8O0G8PQ9,2026-01-13,09:00,CZECH TIPSORT LIGA,-,Vlasim,Dukla Prague B,2.1,2.7,3.6,1.13,5.2,1.8,1.91,3.6,1.25,1.75,4.0,3.4,0.0,0.0,1.05,8.0,1.25,3.6,1.65,2.1,2.6,1.44,1.29,3.3,1.25,1.2,2.0
QBspSzWP,2026-01-13,09:00,IRAN CUP,1/8-finals,Shams Azar Qazvin,Tractor,5.0,1.84,2.57,1.6,2.2,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,1.55,2.11,2.66,1.34,0.0,0.0,0.0,0.0,2.54,1.45,1.68,1.31,0.0
OzeUTmf4,2026-01-13,09:00,WORLD CLUB FRIENDLY,-,Bodo/Glimt (Nor),DVTK (Hun),1.5,3.2,8.0,1.18,4.25,1.82,1.88,3.4,1.27,1.13,6.5,11.0,1.01,27.0,1.06,7.5,1.3,3.2,1.85,1.85,3.0,1.33,1.6,2.2,1.04,1.1,4.2
QgMYRiQ1,2026-01-13,09:00,WORLD CLUB FRIENDLY,-,IMT Novi Beograd (Srb),Termalica B-B. (Pol),2.5,2.4,3.3,1.2,4.0,2.1,1.65,4.8,1.14,2.0,3.8,2.88,1.01,17.0,1.11,5.5,1.44,2.6,2.2,1.6,3.6,1.25,1.4,2.75,1.36,1.22,1.73
dIjJY36e,2026-01-13,09:00,IRAQ 1,Round 12,Diyala,Al Zawraa,4.35,1.91,2.65,1.5,2.18,2.95,1.24,7.4,1.04,3.7,3.1,1.95,1.07,6.4,1.45,2.54,2.25,1.5,4.5,1.15,6.4,1.04,2.2,1.6,1.7,1.3,1.23
fBRMntJ7,2026-01-13,09:00,WORLD CLUB FRIENDLY,-,Ostrava B (Cze),L. Mikulas (Svk),1.83,2.75,4.5,1.14,4.8,1.85,1.85,3.8,1.22,1.44,4.5,5.0,0.0,0.0,1.06,7.5,1.29,3.3,1.8,1.91,2.88,1.36,1.4,2.75,1.13,1.14,2.6
xn7v5fl1,2026-01-13,09:30,EGYPT CUP,1/8-finals,WE SC,Pharco,4.33,1.91,2.88,1.57,2.25,3.8,1.22,11.0,1.01,3.5,2.88,2.1,1.07,7.0,1.5,2.4,2.75,1.4,5.5,1.11,11.0,1.01,2.25,1.57,1.62,1.36,1.29
hhlo5zbK,2026-01-13,09:30,TURKEY CUP,Round 2,Basaksehir,Boluspor,1.36,3.6,13.0,1.18,4.5,1.93,1.88,3.75,1.25,1.13,7.5,19.0,1.01,21.0,1.1,7.0,1.33,3.4,1.83,1.83,2.75,1.4,1.83,1.83,1.02,1.08,6.5
SjrmubGE,2026-01-13,09:35,SAUDI ARABIA 2,Round 16,Al Raed,Al Zulfi,2.5,2.1,3.75,1.33,3.0,2.75,1.4,6.5,1.08,1.85,3.3,3.75,1.02,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.73,2.0,1.2,1.25,1.83
l8w8HfO7,2026-01-13,09:45,SAUDI ARABIA 2,Round 16,Al Orubah,Jeddah,2.1,2.2,5.5,1.36,2.88,2.88,1.36,7.5,1.06,1.5,3.75,6.0,1.03,9.0,1.29,3.3,1.95,1.75,3.6,1.25,7.0,1.07,2.0,1.73,1.1,1.22,2.3
8UZoZk7l,2026-01-13,10:00,UGANDA 1,Round 12,URA SC,Entebbe UPPC,2.6,2.0,4.2,1.4,2.75,3.2,1.3,8.0,1.05,1.91,3.25,3.6,1.05,8.0,1.33,3.0,2.1,1.65,4.0,1.2,8.0,1.05,1.91,1.8,1.25,1.3,1.8
