Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
06PYalLF,2026-02-16,05:30,INDONESIA 1,Round 21,Persita,PSBS Biak Numfor,1.91,2.4,6.0,1.3,3.2,2.63,1.44,6.0,1.11,1.4,4.1,6.0,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.83,1.83,1.08,1.17,2.63
YTpSibas,2026-02-16,06:30,Australia - Victoria Premier League,Round 1,Melbourne Victory U21,Eltham Redbacks,1.95,2.57,4.6,1.18,4.56,1.93,1.7,3.53,1.27,1.5,4.5,4.9,1.01,22.0,1.08,7.0,1.34,2.75,1.83,1.78,2.75,1.34,1.44,2.4,1.16,1.17,2.5
ju6r1uZh,2026-02-16,07:30,AZERBAIJAN 1,Round 20,Shamakhi,Turan Tovuz,4.1,1.9,2.9,1.53,2.2,3.5,1.26,9.1,1.04,3.4,3.0,2.15,1.09,6.2,1.44,2.4,2.27,1.5,3.85,1.18,9.5,1.03,2.1,1.65,1.67,1.33,1.27
27EwoHEj,2026-02-16,08:00,WORLD CLUB FRIENDLY,-,Aalborg (Den),Vestmannaeyjar (Ice),2.1,2.4,4.2,1.22,3.8,2.25,1.57,5.5,1.11,1.62,3.8,3.9,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.5,2.38,1.2,1.2,2.1
GzeNIIsT,2026-02-16,09:00,SERBIA 2,Round 23,Borac 1926,Jedinstvo U.,2.4,2.0,5.0,1.44,2.6,3.3,1.29,9.0,1.03,1.7,3.1,4.4,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,2.05,1.67,1.17,1.29,2.0
YL3yIMyn,2026-02-16,09:00,KOSOVO 1,Round 20,FC Ballkani,Malisheva,2.1,2.3,5.0,1.3,3.2,2.6,1.44,7.0,1.07,1.55,3.6,4.75,1.01,11.0,1.22,3.8,1.8,1.91,3.0,1.33,5.5,1.11,1.8,1.87,1.14,1.22,2.25
jofGsvBG,2026-02-16,09:00,Kosovo - Liga e Pare,Round 20,Trepca 89,Trepca Mitrovice,1.77,3.66,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.77,3.66,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,3.66,1.77,3.66,3.5
zmvz62kK,2026-02-16,09:15,LEBANON 1,Round 15,Al Hikma,Al Sahel,4.0,2.0,2.75,1.45,2.55,3.3,1.29,9.0,1.03,3.25,3.0,2.05,1.05,8.0,1.4,2.75,2.25,1.57,4.5,1.17,9.0,1.03,2.0,1.7,1.67,1.3,1.25
vXJuX79L,2026-02-16,09:30,SAUDI ARABIA DIVISION 2,Round 23,Al Taraji,Al Jeel,5.2,2.35,1.95,0.0,0.0,2.25,1.45,0.0,0.0,5.3,4.15,1.47,0.0,0.0,1.16,4.0,1.6,2.07,2.42,1.42,0.0,0.0,1.76,1.84,2.35,1.19,1.13
SE5JLB9m,2026-02-16,09:45,WORLD CLUB FRIENDLY,-,Ural (Rus),Dynamo Moscow (Rus),6.62,2.18,2.06,1.34,2.99,2.3,1.55,5.05,1.1,6.97,3.82,1.51,1.01,11.8,1.16,4.2,1.63,2.23,2.34,1.48,4.0,1.17,1.71,2.02,2.47,1.24,1.08
jgCRN3W7,2026-02-16,09:45,SAUDI ARABIA DIVISION 2,Round 23,Al-Sharq,Afief,3.0,1.85,3.9,1.55,2.07,3.56,1.25,7.77,1.05,2.22,2.95,3.15,1.07,5.6,1.52,2.22,2.52,1.42,4.46,1.17,7.77,1.05,2.2,1.6,1.3,1.33,1.53
4G2LqogR,2026-02-16,09:50,SAUDI ARABIA DIVISION 2,Round 23,Al-Washm,Al-Sadd,2.15,2.2,4.85,1.31,2.97,2.35,1.42,0.0,0.0,1.6,3.65,4.7,0.0,0.0,1.18,3.8,1.65,1.98,2.57,1.41,4.6,1.16,1.69,2.05,1.16,1.23,2.07
djaDo7OE,2026-02-16,09:50,SAUDI ARABIA DIVISION 2,Round 23,Tuwaiq,Najran,4.6,2.18,2.22,1.32,2.92,2.32,1.44,0.0,0.0,4.45,3.55,1.67,0.0,0.0,1.18,3.8,1.65,2.0,2.57,1.41,4.6,1.16,1.67,2.07,1.98,1.24,1.18
Kptixe2d,2026-02-16,10:00,TUNISIA 2,Round 17,Chebba,Megrine,2.07,2.05,6.3,1.45,2.27,2.45,1.39,10.0,1.04,1.23,4.9,10.25,1.1,5.8,1.21,3.55,1.7,1.93,2.75,1.36,11.0,1.04,2.2,1.6,1.05,1.13,3.4
t8eRPbE8,2026-02-16,10:00,BULGARIA 1,Round 21,Septemvri Sofia,Montana,3.25,2.0,3.75,1.5,2.5,3.5,1.29,11.0,1.05,2.45,3.0,3.1,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,1.36,1.36,1.5
CvTx0bf3,2026-02-16,10:00,TUNISIA 2,Round 17,BS Bouhajla,EM Mahdia,2.4,1.91,5.3,1.52,2.12,3.82,1.19,12.0,1.03,1.75,3.1,4.65,1.08,5.4,1.52,2.22,2.57,1.41,5.4,1.09,13.0,1.03,2.45,1.49,1.17,1.29,1.87
K4WpbxPF,2026-02-16,10:00,TUNISIA 2,Round 17,Sfax Railways,Menzel Bourguiba,2.0,2.07,6.8,1.44,2.3,3.02,1.34,6.78,1.07,1.44,3.8,6.7,1.06,7.5,1.38,2.65,2.07,1.6,3.8,1.18,6.78,1.07,2.55,1.45,1.1,1.21,2.45
OYcYQklK,2026-02-16,10:00,MALAYSIA MFL CHALLENGE CUP,Quarter-finals,Kelantan The Real Warriors,Imigresen,2.77,2.32,2.95,1.4,2.65,2.07,1.55,4.8,1.15,2.3,3.6,2.52,1.02,17.0,1.27,3.3,1.52,2.3,2.1,1.57,2.85,1.35,1.42,2.59,1.42,1.24,1.5
r5nDqwAM,2026-02-16,10:00,TUNISIA 2,Round 17,Bousalem,Hammam-Lif,4.3,1.8,2.92,1.6,1.98,4.04,1.2,9.07,1.03,3.45,2.87,2.1,1.1,4.9,1.6,2.05,2.82,1.33,5.2,1.13,9.07,1.03,2.42,1.5,1.6,1.34,1.26
Ail5oauA,2026-02-16,10:00,TUNISIA 2,Round 17,Sporting Ben Arous,Hamam-Sousse,3.15,1.87,3.6,1.53,2.1,3.58,1.21,11.0,1.04,2.37,3.0,2.85,1.08,5.45,1.5,2.27,2.52,1.43,4.9,1.11,11.0,1.04,2.12,1.64,1.34,1.32,1.47
fwn8ey3U,2026-02-16,10:00,AZERBAIJAN 1,Round 20,Gabala,Sabah Baku,6.5,2.3,1.91,1.33,3.0,2.75,1.4,6.5,1.08,6.5,4.1,1.36,1.01,11.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,2.0,1.7,2.7,1.17,1.06
UHDLDg24,2026-02-16,10:00,NORTH MACEDONIA 1,Round 18,Arsimi,Brera Strumica,2.18,2.25,4.35,1.26,3.5,2.18,1.5,4.85,1.14,1.67,3.65,4.3,1.03,11.8,1.15,4.1,1.55,2.15,2.4,1.48,3.8,1.22,1.61,2.17,1.18,1.23,1.98
txM14fZG,2026-02-16,10:00,WORLD CLUB FRIENDLY,-,Kamaz (Rus),Lok. Tashkent (Uzb),1.8,2.68,5.98,1.2,4.0,2.05,1.72,4.3,1.18,1.39,5.0,6.73,1.01,15.5,1.1,5.2,1.41,2.54,2.13,1.69,3.3,1.25,1.63,1.96,1.08,1.15,2.89
EmwqvHXq,2026-02-16,10:00,TUNISIA 2,Round 17,Msaken,OC Kerkennah,2.7,1.83,4.65,1.57,2.02,3.8,1.22,8.36,1.04,1.95,2.95,3.85,1.1,4.9,1.55,2.15,2.8,1.34,5.2,1.13,8.36,1.04,2.47,1.48,1.22,1.32,1.7
SUZhdGgS,2026-02-16,10:00,TUNISIA 2,Round 17,AS Agareb,US Tataouine,5.7,2.0,2.18,1.45,2.27,3.28,1.26,9.5,1.05,5.5,3.35,1.6,1.08,6.5,1.43,2.52,2.25,1.5,4.25,1.14,10.0,1.05,2.35,1.53,2.07,1.26,1.13
ChJRNPFO,2026-02-16,10:15,Lithuania - Super Cup,Final,Kauno Zalgiris,FK Panevezys,2.25,2.1,5.0,1.36,2.88,2.88,1.36,7.5,1.05,1.62,3.3,4.75,1.03,9.0,1.29,3.3,1.95,1.75,3.6,1.25,7.0,1.07,1.87,1.8,1.14,1.25,2.1
8vt70zX1,2026-02-16,10:25,OMAN 1,Round 14,Bahla,Saham,3.0,2.0,3.6,1.44,2.63,3.2,1.3,8.5,1.05,2.25,2.9,3.0,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.87,1.8,1.33,1.3,1.53
fwVPF1jI,2026-02-16,11:00,India - ISL,-,East Bengal,North East Utd,2.63,2.25,3.75,1.33,3.25,2.63,1.44,7.0,1.1,2.05,3.0,3.4,1.05,11.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.62,2.2,1.29,1.33,1.67
tbbEzFGU,2026-02-16,11:00,WORLD CLUB FRIENDLY,-,Ufa (Rus),Aktobe (Kaz),2.67,2.19,3.78,1.31,3.15,2.5,1.47,5.8,1.1,2.15,3.48,3.18,1.01,11.0,1.19,3.82,1.76,2.03,2.76,1.35,5.25,1.09,1.6,2.19,1.33,1.28,1.67
Y5Iohxkf,2026-02-16,11:00,ITALY U19,Round 25,Sassuolo U20,Atalanta U20,2.76,2.26,3.26,1.29,3.42,2.53,1.49,5.62,1.12,2.29,3.63,2.81,1.02,11.0,1.25,3.75,1.81,2.0,2.82,1.4,4.7,1.17,1.67,2.13,1.41,1.26,1.59
4lB3FfjJ,2026-02-16,12:00,ROMANIA 1,Round 27,FC Hermannstadt,CFR Cluj,5.0,2.1,2.5,1.44,2.63,3.25,1.33,10.0,1.06,4.1,3.1,1.8,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,2.0,1.73,1.83,1.33,1.2
61g6zPN8,2026-02-16,12:00,EGYPT 1,Round 18,Al Ittihad,Smouha,4.0,1.73,3.4,1.65,2.1,4.8,1.14,13.0,1.01,3.1,2.63,2.45,1.11,5.5,1.73,2.0,3.3,1.29,7.5,1.06,17.0,1.01,2.5,1.44,1.5,1.4,1.33
tE4lOJ63,2026-02-16,12:00,CAMEROON ELITE ONE,Round 5,Canon Yaounde,Bafang,2.8,1.91,4.5,1.57,2.25,4.0,1.2,11.0,1.01,1.91,2.88,3.9,1.07,7.0,1.5,2.4,2.75,1.4,5.5,1.11,11.0,1.01,2.2,1.57,1.22,1.33,1.73
EZ8tugkR,2026-02-16,12:00,GHANA 2,Round 19,Police National,UCC Youngsters,2.57,1.93,4.55,1.5,2.32,3.2,1.27,7.3,1.04,1.93,2.95,3.95,1.08,6.65,1.44,2.42,2.32,1.47,4.25,1.14,11.0,1.04,2.05,1.62,1.21,1.32,1.8
6BdKCLV1,2026-02-16,12:00,EGYPT 1,Round 18,Modern Sport,Kahrabaa Ismailia,2.4,2.0,5.0,1.45,2.55,3.3,1.29,9.0,1.03,1.7,3.25,4.75,1.05,8.0,1.4,2.75,2.25,1.57,4.5,1.17,9.0,1.03,2.15,1.6,1.17,1.3,2.0
tpgLXAs1,2026-02-16,12:00,GHANA 2,Round 19,King Faisal,Rospak,3.0,2.02,3.3,1.42,2.35,2.87,1.35,6.45,1.07,2.37,3.2,2.67,1.2,3.8,1.84,1.82,2.0,1.65,3.35,1.23,6.43,1.08,1.8,1.9,1.38,1.29,1.47
