Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
ChFHeXu3,UKRAINE 1,ROUND 14,2025-12-01,10:30,Dyn. Kyiv,SC Poltava,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pxb0hxft,PORTUGAL 2,ROUND 12,2025-12-01,11:00,Pacos Ferreira,Felgueiras,3.6,2.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ7hUezA,ROMANIA 1,ROUND 18,2025-12-01,11:00,Petrolul,Metaloglobus Bucharest,2.4,2.05,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.36,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Amc4nT2k,UKRAINE 1,ROUND 14,2025-12-01,13:00,Shakhtar Donetsk,Kryvbas,1.57,2.72,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
db2jralm,CYPRUS 1,ROUND 12,2025-12-01,14:00,Chloraka,AEK Larnaca,7.9,2.27,1.83,1.4,2.8,2.77,1.42,6.2,1.1,0.0,0.0,0.0,1.06,8.0,1.29,3.4,1.85,1.88,3.05,1.34,5.4,1.13,2.27,1.57,3.35,1.18,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OWO9VL4s,CYPRUS 1,ROUND 12,2025-12-01,14:00,Omonia,Omonia Aradippou,1.62,2.7,8.5,1.28,3.45,2.25,1.6,4.65,1.17,1.22,6.1,11.25,1.03,10.5,1.16,4.8,1.5,2.5,2.2,1.62,3.6,1.26,2.07,1.67,1.06,1.11,4.45,10.5,24.0,100.0,400.0,7.3,13.0,37.0,150.0,6.7,10.25,29.0,120.0,7.5,11.5,32.0,150.0,1250.0
jyl8OQ3l,ROMANIA 1,ROUND 18,2025-12-01,14:00,U. Cluj,Univ. Craiova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.91,1.62,1.36,1.36,9.5,7.5,11.0,21.0,9.5,6.5,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
MBfKZHit,TURKEY 1,ROUND 14,2025-12-01,14:00,Fenerbahce,Galatasaray,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E5oeZmt0,TURKEY 1,ROUND 14,2025-12-01,14:00,Samsunspor,Alanyaspor,0.0,0.0,0.0,1.36,3.0,2.75,1.4,8.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.91,0.0,0.0,0.0,10.0,12.0,23.0,41.0,7.0,6.5,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
UuKDRlTa,TURKEY 2,ROUND 15,2025-12-01,14:00,Adana Demirspor,Hatayspor,0.0,0.0,0.0,0.0,0.0,2.23,1.5,0.0,0.0,5.5,4.2,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.6,5.25,6.5,8.5,5.6,5.6,6.75,15.0,8.5,8.0,10.5,0.0,0.0,0.0,0.0,0.0
0IwljKaS,CROATIA 1,ROUND 15,2025-12-01,14:00,Gorica,Din. Zagreb,6.5,2.5,1.95,1.3,3.4,2.5,1.5,6.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pSl1GTpQ,DENMARK 1,ROUND 17,2025-12-01,15:00,Brondby,Fredericia,1.62,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,26.0,1.11,6.5,1.36,3.1,1.91,1.8,3.25,1.33,0.0,0.0,0.0,0.0,0.0,26.0,29.0,51.0,101.0,11.0,13.0,23.0,51.0,8.0,9.5,21.0,41.0,9.0,10.0,21.0,51.0,201.0
lzvQnYNH,PORTUGAL 2,ROUND 12,2025-12-01,15:00,Vizela,Feirense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4z0UPVoS,POLAND 1,ROUND 17,2025-12-01,15:00,Motor Lublin,Legia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mkk5ddyq,PORTUGAL 3,ROUND 11,2025-12-01,16:00,Braga B,Trofense,3.5,1.9,3.25,1.52,2.22,2.65,1.21,6.6,1.03,2.77,2.95,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M7zoGw4F,NETHERLANDS 2,ROUND 18,2025-12-01,16:00,Jong Ajax,Vitesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,3.7,2.2,1.02,17.0,1.17,5.0,1.53,2.4,2.25,1.57,4.0,1.22,1.5,2.5,1.62,1.29,1.4,17.0,12.0,13.0,23.0,13.0,7.5,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,23.0,34.0,101.0
GAXxIaZ2,NETHERLANDS 2,ROUND 18,2025-12-01,16:00,Jong PSV,Waalwijk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,17.0,21.0,21.0,9.5,10.0,13.0,26.0,13.0,11.0,15.0,41.0,21.0,21.0,23.0,51.0
baCDVK84,ITALY 3,GROUP C,2025-12-01,16:30,Benevento,Salernitana,2.67,2.07,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2LhjkUle,ITALY 3,GROUP B,2025-12-01,16:30,Vis Pesaro,Ascoli,4.0,1.85,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0d4phgBC,ITALY 3,GROUP A,2025-12-01,16:30,Cittadella,Brescia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,5.3,1.53,2.32,2.57,1.45,4.7,1.15,8.0,1.05,0.0,0.0,1.65,1.35,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hULy28Kl,ITALY 1,ROUND 13,2025-12-01,16:45,Bologna,Cremonese,0.0,0.0,0.0,1.4,2.75,3.0,1.36,8.0,1.08,1.48,4.1,8.0,1.07,9.0,1.33,3.4,2.05,1.8,3.5,1.3,7.0,1.1,2.2,1.62,1.08,1.22,2.63,9.0,17.0,41.0,81.0,6.0,7.5,23.0,51.0,6.0,9.0,21.0,67.0,9.5,13.0,34.0,81.0,501.0
25rsa4tB,ENGLAND 2,ROUND 18,2025-12-01,17:00,Birmingham,Watford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07,9.0,1.33,3.4,2.1,1.73,3.75,1.29,7.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vyuJyQQh,ARGENTINA 1,CLAUSURA,2025-12-01,17:00,Barracas Central,Gimnasia L.P.,3.2,1.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.85,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.62,1.3,1.4,1.53,6.0,7.5,15.0,41.0,6.0,5.5,13.0,34.0,10.0,10.0,19.0,51.0,23.0,23.0,41.0,67.0,501.0
Ora1PEM0,PORTUGAL 1,ROUND 12,2025-12-01,17:15,Arouca,Braga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xxvw2BpT,CHILE 1,ROUND 29,2025-12-01,20:00,A. Italiano,Nublense,2.75,2.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,2.05,3.5,3.25,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.73,2.0,0.0,0.0,0.0,11.0,11.0,17.0,34.0,8.5,6.5,12.0,26.0,11.0,9.0,13.0,34.0,19.0,17.0,26.0,41.0,201.0
4MrfhoM0,ARGENTINA 1,CLAUSURA,2025-12-01,21:30,Racing Club,Tigre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66,3.3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,1.62,1.13,1.33,2.1,7.0,12.0,29.0,67.0,5.5,6.5,19.0,51.0,7.0,9.0,21.0,51.0,13.0,17.0,41.0,81.0,251.0
xljHR9mJ,COLOMBIA 1,CLAUSURA,2025-12-01,22:00,Ind. Medellin,America De Cali,2.25,2.2,5.5,1.4,2.75,3.0,1.36,8.0,1.08,1.65,3.5,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,1.8,1.17,1.29,2.2,9.0,13.0,26.0,51.0,6.5,7.0,17.0,41.0,7.5,8.5,17.0,51.0,12.0,15.0,29.0,51.0,351.0
