Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
Ygx9RDrR,WORLD - FIFA CLUB WORLD CUP,ROUND 2,2025-06-20,13:00,Benfica,Auckland City,1.04,13.0,67.0,1.14,5.5,1.65,2.22,1.65,2.22,0.0,0.0,0.0,1.01,17.0,1.05,10.25,1.18,5.0,1.45,2.77,1.98,1.83,3.75,1.25,0.0,0.0,0.0,51.0,451.0,501.0,0.0,67.0,301.0,501.0,0.0,34.0,67.0,501.0,501.0,17.0,41.0,126.0,451.0,0.0
OnqEziLs,WORLD - FIFA CLUB WORLD CUP,ROUND 2,2025-06-20,15:00,Flamengo RJ,Chelsea,4.5,2.2,2.5,1.45,2.7,2.95,1.39,6.9,1.09,4.0,3.6,1.9,1.07,8.5,1.34,3.3,2.0,1.82,3.4,1.32,6.4,1.12,1.91,1.91,1.91,1.29,1.22,9.5,7.0,8.5,15.0,11.0,6.5,8.5,15.0,21.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
6oXNHL5E,IRELAND 1,ROUND 20,2025-06-20,15:45,Waterford,Bohemians,4.75,2.25,2.3,1.39,2.77,2.67,1.42,5.8,1.1,4.5,3.8,1.75,1.05,7.7,1.27,3.4,1.82,1.9,2.95,1.35,5.1,1.13,1.8,1.95,2.0,1.25,1.18,11.0,7.5,8.5,13.0,12.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,34.0,41.0,51.0,251.0
thPMF8gA,IRELAND 1,ROUND 20,2025-06-20,15:45,Shelbourne,Derry City,3.4,1.95,3.75,1.6,2.2,3.55,1.25,7.8,1.05,2.55,2.9,2.9,1.12,5.4,1.52,2.37,2.5,1.47,4.5,1.16,7.8,1.05,2.1,1.67,1.4,1.4,1.5,6.5,7.0,13.0,29.0,6.5,6.0,12.0,29.0,11.0,11.0,19.0,41.0,26.0,26.0,41.0,67.0,501.0
2DQWFazR,IRELAND 1,ROUND 20,2025-06-20,15:45,Shamrock Rovers,Cork City,1.73,2.6,9.5,1.35,2.95,2.52,1.47,5.4,1.12,1.27,5.25,9.0,1.04,8.25,1.23,3.7,1.7,2.02,2.67,1.42,4.55,1.16,2.2,1.62,1.07,1.17,3.75,12.0,21.0,41.0,126.0,6.5,11.0,29.0,81.0,6.0,9.0,26.0,67.0,7.5,12.0,34.0,81.0,501.0
0lpxfID7,IRELAND 1,ROUND 20,2025-06-20,15:45,Galway,St. Patricks,3.4,2.1,3.2,1.47,2.52,2.95,1.35,6.5,1.08,2.75,3.3,2.5,1.07,6.7,1.34,3.0,2.0,1.72,3.35,1.28,5.9,1.1,1.8,1.95,1.5,1.33,1.4,9.5,8.0,12.0,23.0,8.5,6.5,10.0,21.0,13.0,11.0,15.0,29.0,29.0,23.0,34.0,51.0,251.0
vZeTevqe,IRELAND 1,ROUND 20,2025-06-20,15:45,Drogheda,Sligo Rovers,2.3,2.25,5.0,1.42,2.67,2.7,1.4,5.9,1.1,1.73,3.5,5.0,1.06,7.4,1.28,3.3,1.85,1.85,3.0,1.34,5.2,1.13,1.8,1.95,1.17,1.29,2.05,10.0,13.0,26.0,51.0,7.0,6.5,15.0,41.0,8.0,8.5,15.0,41.0,13.0,13.0,26.0,51.0,251.0
WUoXhjiC,ARGENTINA 2,ROUND 19,2025-06-20,16:00,Racing Cordoba,Deportivo Madryn,3.4,1.8,4.33,1.6,2.2,3.45,1.26,7.7,1.05,2.5,2.6,3.6,1.17,4.45,1.7,2.05,3.05,1.33,5.6,1.11,9.25,1.03,2.5,1.5,1.29,1.5,1.5,4.75,7.0,15.0,41.0,5.5,5.5,15.0,41.0,10.0,12.0,21.0,51.0,26.0,29.0,51.0,101.0,900.0
fuTIRlxg,ICELAND 2,ROUND 9,2025-06-20,16:15,Leiknir,Njardvik,3.65,2.3,2.42,0.0,0.0,2.12,1.57,0.0,0.0,3.35,3.7,1.91,0.0,0.0,0.0,0.0,1.47,2.35,2.1,1.57,3.25,1.24,1.44,2.42,1.83,1.24,1.27,16.5,11.25,12.5,19.0,15.5,7.8,8.5,13.5,23.0,11.75,11.25,17.5,50.0,25.0,25.0,35.0,175.0
bXPZN6yI,ICELAND 2,ROUND 9,2025-06-20,16:15,Fylkir,Kopavogur,2.5,2.3,3.45,0.0,0.0,2.18,1.53,0.0,0.0,2.0,3.7,3.1,0.0,0.0,1.19,3.75,1.5,2.27,2.18,1.53,3.4,1.22,1.45,2.37,1.31,1.24,1.75,16.0,14.0,20.0,40.0,11.0,7.7,11.25,23.0,12.5,8.75,11.75,24.0,20.0,14.0,19.0,37.0,200.0
