Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
faFtlMZI,ROMANIA 2,ROUND 3,2025-08-15,05:00,FC Bihor,CSC Dumbravita,1.85,2.4,6.7,0.0,0.0,0.0,0.0,0.0,0.0,1.38,4.55,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.65,1.09,1.17,3.05,7.9,17.5,45.0,175.0,6.3,9.0,24.0,90.0,6.0,8.5,23.0,90.0,8.25,12.0,32.0,120.0,1000.0
QFRPzBCF,SOUTH KOREA 1,ROUND 26,2025-08-15,07:00,Anyang,Pohang,3.6,2.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.2,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.91,1.57,1.36,1.36,9.0,7.5,11.0,21.0,9.0,6.0,9.5,19.0,15.0,12.0,15.0,29.0,34.0,26.0,34.0,51.0,251.0
4h5r8O7F,SOUTH KOREA 2,ROUND 25,2025-08-15,07:00,Jeonnam,Bucheon FC 1995,3.0,2.2,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.4,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.4,1.29,1.53,11.0,9.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,15.0,29.0,23.0,19.0,29.0,51.0,201.0
IaBKWTOO,UKRAINE 2,ROUND 3,2025-08-15,07:00,Viktoria,Livyi Bereg,3.8,2.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,3.25,3.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.92,1.78,1.65,1.32,1.31,7.6,5.2,7.3,14.5,6.7,4.75,6.8,13.5,12.0,8.5,10.75,22.0,29.0,21.0,27.0,45.0,300.0
CI8j62xS,SOUTH KOREA 2,ROUND 25,2025-08-15,07:00,Ansan Greeners,Asan,4.75,2.2,2.38,0.0,0.0,0.0,0.0,0.0,0.0,4.33,3.5,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,1.83,2.0,1.29,1.2,10.0,7.0,8.5,15.0,12.0,7.0,8.5,15.0,23.0,15.0,15.0,26.0,51.0,34.0,41.0,51.0,251.0
vaTHxXs3,SOUTH KOREA 1,ROUND 26,2025-08-15,07:00,Jeju SK,Gangwon,3.0,2.2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.0,1.36,1.3,1.57,11.0,10.0,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,21.0,19.0,26.0,41.0,201.0
6iCcGKmp,CHINA 1,ROUND 21,2025-08-15,08:35,Shanghai Port,Henan Songshan Longmen,1.57,3.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.25,6.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,2.25,1.07,1.11,3.75,34.0,41.0,51.0,101.0,17.0,15.0,26.0,51.0,11.0,10.0,19.0,41.0,10.0,10.0,19.0,41.0,101.0
ClF5EbId,CHINA 1,ROUND 21,2025-08-15,09:00,Yunnan Yukun,Wuhan Three Towns,2.5,2.3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,2.2,1.29,1.25,1.8,15.0,13.0,21.0,41.0,9.0,7.5,12.0,26.0,10.0,8.5,13.0,29.0,17.0,15.0,21.0,41.0,151.0
MXHBYkfC,UKRAINE 2,ROUND 3,2025-08-15,09:30,Probiy Horodenka,Bukovyna,6.2,2.12,2.02,0.0,0.0,0.0,0.0,0.0,0.0,6.1,3.75,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37,1.52,2.55,1.21,1.11,8.0,4.2,4.65,7.1,9.5,6.0,6.7,10.25,23.0,15.0,16.5,25.0,80.0,50.0,55.0,90.0,41.0
p4pmTSne,PORTUGAL 1,ROUND 2,2025-08-15,11:30,AFS,Casa Pia,3.6,2.0,3.25,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,1.8,1.44,1.36,1.4,7.5,7.5,12.0,26.0,8.0,6.0,11.0,23.0,13.0,11.0,15.0,34.0,29.0,26.0,41.0,51.0,401.0
