Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
tnrAHRQi,SAUDI ARABIA 1,ROUND 7,2025-10-30,12:15,Damac,Al Fateh,3.4,2.25,2.75,1.3,3.4,2.5,1.5,5.5,1.13,3.2,3.4,2.2,1.04,9.0,1.2,4.33,1.7,2.1,2.63,1.44,4.5,1.17,1.57,2.25,1.62,1.3,1.36,13.0,10.0,12.0,21.0,13.0,6.5,9.5,17.0,17.0,12.0,12.0,23.0,34.0,23.0,29.0,41.0,126.0
4CsWCLMG,FINLAND 1,CHAMPIONSHIP GROUP,2025-10-30,13:00,KuPS,Gnistan,1.67,2.88,7.5,1.2,4.33,2.0,1.8,4.0,1.22,1.29,7.0,7.0,1.01,26.0,1.11,6.5,1.36,3.1,1.91,1.8,3.25,1.33,1.75,2.0,1.1,1.1,3.5,26.0,23.0,41.0,81.0,11.0,13.0,21.0,51.0,8.0,9.0,21.0,41.0,9.0,10.0,21.0,51.0,201.0
dnvOEsh4,FINLAND 1,CHAMPIONSHIP GROUP,2025-10-30,13:00,Inter Turku,SJK,2.1,2.5,4.75,1.25,3.75,2.2,1.62,5.0,1.17,1.62,4.0,5.0,1.03,17.0,1.14,5.5,1.53,2.4,2.25,1.57,4.0,1.22,1.57,2.25,1.17,1.22,2.25,17.0,19.0,29.0,51.0,10.0,8.0,15.0,34.0,9.5,8.5,13.0,34.0,13.0,12.0,19.0,41.0,126.0
QRVvBaiT,FINLAND 1,CHAMPIONSHIP GROUP,2025-10-30,14:00,Ilves,HJK,2.25,2.63,4.0,1.22,4.0,2.05,1.75,4.33,1.2,1.75,3.9,3.5,1.01,23.0,1.11,6.5,1.4,2.88,2.0,1.73,3.4,1.3,1.4,2.75,1.25,1.22,1.91,23.0,19.0,26.0,41.0,13.0,9.0,13.0,26.0,12.0,9.0,12.0,23.0,17.0,12.0,17.0,29.0,81.0
b5Ry19Ea,EGYPT 1,ROUND 12,2025-10-30,14:00,National Bank Egypt,Zamalek,4.1,1.85,3.1,1.6,2.18,3.6,1.25,7.9,1.05,3.3,2.92,2.3,1.12,5.3,1.53,2.35,2.55,1.45,4.6,1.16,7.9,1.05,2.12,1.65,1.62,1.36,1.33,5.3,5.8,9.5,23.0,7.3,5.8,9.75,23.0,15.5,12.5,18.5,45.0,45.0,37.0,55.0,120.0,101.0
Qw0NgOYp,SAUDI ARABIA 1,ROUND 7,2025-10-30,14:30,Al Kholood,Neom SC,3.75,2.2,2.6,1.36,3.0,2.63,1.44,6.5,1.1,3.4,3.5,2.05,1.05,8.5,1.25,3.75,1.85,1.95,3.0,1.36,5.5,1.13,1.73,2.0,1.73,1.29,1.3,11.0,8.0,10.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,15.0,26.0,34.0,26.0,34.0,41.0,450.0
WlQa1Fzf,SAUDI ARABIA 1,ROUND 7,2025-10-30,14:30,Al Ahli SC,Al Riyadh,1.53,2.75,11.0,1.25,3.75,2.2,1.62,4.5,1.17,1.2,7.5,12.0,1.02,11.0,1.14,5.0,1.5,2.5,2.2,1.62,3.75,1.25,2.38,1.53,1.02,1.07,4.33,17.0,26.0,51.0,151.0,8.0,15.0,29.0,81.0,6.0,11.0,34.0,67.0,7.0,12.0,34.0,81.0,1250.0
6g7flzYb,ITALY 1,ROUND 9,2025-10-30,14:30,Cagliari,Sassuolo,3.25,2.05,3.5,1.44,2.63,3.25,1.33,9.0,1.07,2.63,3.1,2.8,1.08,8.0,1.36,3.2,2.2,1.67,4.0,1.25,8.0,1.08,1.91,1.91,1.4,1.36,1.44,8.0,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,26.0,23.0,34.0,51.0,301.0
M5ifKWQa,PORTUGAL 2,ROUND 9,2025-10-30,15:00,Benfica B,Pacos Ferreira,2.5,2.2,4.5,1.4,2.75,2.75,1.4,8.0,1.08,1.85,3.5,4.1,1.06,10.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.83,1.83,1.22,1.29,1.91,10.0,11.0,21.0,41.0,7.0,6.5,13.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,29.0,51.0,301.0
S2CFN5Xi,PORTUGAL 2,ROUND 9,2025-10-30,15:00,Portimonense,Torreense,3.4,2.2,3.1,1.4,2.75,2.75,1.4,8.0,1.08,2.8,3.4,2.4,1.05,11.0,1.3,3.4,2.0,1.8,3.5,1.29,7.0,1.1,1.73,2.0,1.53,1.3,1.4,10.0,8.5,12.0,23.0,9.0,6.5,9.5,19.0,15.0,11.0,15.0,29.0,29.0,23.0,29.0,51.0,201.0
EuYRuIan,SWITZERLAND 1,ROUND 11,2025-10-30,16:30,Grasshoppers,Young Boys,3.75,2.4,2.5,1.29,3.5,2.25,1.57,5.5,1.14,3.4,3.8,1.91,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.5,2.5,1.8,1.25,1.3,17.0,11.0,12.0,19.0,15.0,7.5,9.0,15.0,21.0,12.0,12.0,21.0,41.0,23.0,26.0,34.0,101.0
IXUrxzaB,SWITZERLAND 1,ROUND 11,2025-10-30,16:30,Lugano,Luzern,2.3,2.4,4.0,1.29,3.5,2.25,1.57,5.5,1.14,1.76,3.9,3.9,1.03,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.53,2.38,1.25,1.25,1.95,17.0,15.0,23.0,41.0,10.0,7.5,13.0,29.0,10.0,8.5,12.0,29.0,15.0,13.0,21.0,41.0,126.0
j5Brq0DG,ITALY 1,ROUND 9,2025-10-30,16:45,Pisa,Lazio,4.33,2.05,2.75,1.44,2.63,3.25,1.33,10.0,1.06,3.7,3.25,2.1,1.08,8.0,1.4,3.0,2.2,1.67,4.0,1.25,8.0,1.08,1.95,1.8,1.7,1.33,1.29,8.0,6.5,9.5,19.0,9.5,6.0,9.0,19.0,17.0,13.0,15.0,34.0,41.0,34.0,41.0,51.0,351.0
EulnMhdm,PORTUGAL 2,ROUND 9,2025-10-30,17:15,Leixoes,Academico Viseu,3.4,2.05,3.5,1.5,2.5,3.4,1.3,10.0,1.06,2.55,3.2,2.7,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.44,1.36,1.5,8.0,7.5,12.0,29.0,7.5,6.0,11.0,23.0,12.0,10.0,17.0,34.0,26.0,23.0,34.0,51.0,351.0
U7CFREYP,PORTUGAL 2,ROUND 9,2025-10-30,17:15,Maritimo,Leiria,2.88,2.1,4.0,1.44,2.63,3.0,1.36,9.0,1.07,2.2,3.2,3.4,1.07,9.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,1.3,1.36,1.67,8.5,10.0,17.0,34.0,7.5,6.0,12.0,29.0,10.0,9.5,15.0,41.0,21.0,19.0,29.0,51.0,251.0
xOb7jhD5,COLOMBIA 1,CLAUSURA,2025-10-30,18:00,U. Magdalena,Deportes Tolima,4.5,2.05,2.75,1.5,2.5,3.4,1.3,10.0,1.06,3.8,3.25,2.05,1.08,7.5,1.4,2.75,2.25,1.62,4.0,1.22,10.0,1.06,2.0,1.73,1.73,1.33,1.25,7.5,6.5,9.0,17.0,9.5,6.0,9.0,19.0,19.0,13.0,17.0,34.0,41.0,34.0,41.0,51.0,1000.0
fXK6A7uA,COPA SUDAMERICANA,PLAY OFFS,2025-10-30,19:00,Lanus (Arg),U. De Chile (Chi),2.5,2.05,5.0,1.5,2.5,3.4,1.3,10.0,1.06,1.85,3.5,4.33,1.08,7.5,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,2.1,1.67,1.2,1.29,1.91,7.5,10.0,21.0,51.0,6.0,6.5,15.0,41.0,7.5,9.0,19.0,51.0,15.0,17.0,34.0,67.0,351.0
bXwYygbC,COLOMBIA 1,CLAUSURA,2025-10-30,20:10,Chico,America De Cali,5.0,2.0,2.6,1.5,2.5,3.5,1.29,10.0,1.06,4.2,3.3,1.9,1.1,7.0,1.44,2.63,2.35,1.57,4.5,1.18,11.0,1.05,2.1,1.67,1.91,1.33,1.22,7.0,5.5,8.0,15.0,9.5,6.5,9.0,19.0,21.0,15.0,19.0,34.0,51.0,41.0,51.0,67.0,151.0
Mq6koiCb,COPA LIBERTADORES,PLAY OFFS,2025-10-30,21:30,Palmeiras (Bra),LDU Quito (Ecu),1.57,2.75,12.0,1.29,3.5,2.38,1.53,5.5,1.14,1.2,6.5,13.0,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,5.0,1.17,2.5,1.5,1.04,1.11,4.33,15.0,23.0,51.0,201.0,7.0,13.0,34.0,101.0,5.5,10.0,34.0,81.0,6.0,12.0,41.0,101.0,251.0
tGeOnACU,COLOMBIA 1,CLAUSURA,2025-10-30,22:20,Llaneros,Atl. Nacional,5.5,2.1,2.38,1.44,2.63,3.25,1.33,9.0,1.07,5.0,3.5,1.73,1.07,9.0,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,2.0,1.73,2.05,1.29,1.17,8.0,6.0,7.5,13.0,12.0,6.5,9.0,15.0,23.0,17.0,17.0,34.0,51.0,41.0,51.0,67.0,1000.0
