Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
4KqJ8W4k,BRAZIL 1,ROUND 32,2024-11-07,00:00,Atletico GO,Atletico-MG,2.88,2.05,4.0,1.5,2.5,3.4,1.3,10.0,1.06,2.2,3.2,3.5,1.08,8.0,1.4,3.0,2.25,1.62,4.33,1.22,9.0,1.07,1.95,1.8,1.29,1.36,1.67,8.0,9.0,17.0,41.0,6.5,6.0,13.0,29.0,9.5,9.5,17.0,41.0,21.0,19.0,34.0,51.0,351.0,0,0,1,0,[90],[],0.82,0.66
QmHRV26o,BRAZIL 1,ROUND 32,2024-11-07,00:00,Cruzeiro,Flamengo RJ,3.4,1.95,3.6,1.53,2.38,3.5,1.29,11.0,1.05,2.63,3.0,2.88,1.1,7.0,1.44,2.75,2.4,1.53,4.5,1.2,10.0,1.06,2.0,1.75,1.4,1.36,1.44,7.0,7.5,13.0,29.0,7.0,6.0,11.0,26.0,12.0,11.0,17.0,41.0,26.0,23.0,41.0,51.0,401.0,0,0,0,1,[],[53],0.73,0.35
21pBZo3B,MEXICO 1,APERTURA ,2024-11-07,00:05,Atlas,Cruz Azul,5.0,2.1,2.4,1.44,2.63,3.25,1.33,10.0,1.06,4.5,3.6,1.75,1.06,10.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.05,1.7,2.0,1.29,1.18,8.5,6.0,7.5,13.0,10.0,7.0,8.5,15.0,21.0,15.0,19.0,34.0,51.0,41.0,41.0,67.0,451.0,1,2,2,2,"[18, 89]","[5, 45]",0.88,1.23
lzAPiPhL,MEXICO 2,APERTURA ,2024-11-07,00:05,Zacatecas Mineros,Leones Negros,2.72,2.02,3.85,1.4,2.5,2.45,1.42,0.0,0.0,2.1,3.15,3.35,0.0,0.0,1.29,3.0,1.91,1.8,2.95,1.3,0.0,0.0,1.65,1.98,1.31,1.31,1.7,9.25,10.25,18.5,50.0,7.6,6.1,11.5,30.0,10.5,8.5,13.0,35.0,21.0,17.0,26.0,60.0,450.0,1,2,2,2,"[45, 89]","[2, 27]",0,0
fys3y8Yb,MEXICO 1,APERTURA ,2024-11-07,00:06,Juarez,Club Tijuana,3.4,2.38,2.88,1.3,3.4,2.38,1.53,6.0,1.13,3.0,3.5,2.25,1.03,15.0,1.17,5.0,1.6,2.3,2.38,1.53,4.33,1.2,1.53,2.38,1.62,1.29,1.36,15.0,11.0,13.0,21.0,13.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,26.0,34.0,101.0,0,0,1,1,[90],[76],1.65,1.81
bFzviYN3,ARGENTINA 1,ROUND 21,2024-11-07,00:30,Instituto,River Plate,4.75,2.0,2.75,1.53,2.38,3.5,1.29,11.0,1.05,4.2,3.2,1.95,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.1,1.67,1.8,1.36,1.22,7.0,6.0,8.0,17.0,9.0,6.5,9.5,19.0,19.0,15.0,19.0,34.0,41.0,41.0,51.0,67.0,501.0,1,0,2,3,"[23, 72]","[54, 64, 82]",0,0
GWfljm3k,COLOMBIA 1,CLAUSURA ,2024-11-07,01:30,Dep. Cali,Jaguares de Cordoba,2.3,2.1,5.5,1.44,2.63,3.25,1.33,9.0,1.07,1.67,3.6,5.25,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.0,1.73,1.17,1.29,2.15,8.5,12.0,26.0,51.0,6.0,7.0,17.0,41.0,7.0,8.5,19.0,51.0,12.0,15.0,34.0,67.0,1000.0,1,0,1,2,[34],"[90, 90]",1.38,0.53
OIZW04H7,COLOMBIA 1,CLAUSURA ,2024-11-07,01:30,Ind. Medellin,Patriotas,1.8,2.4,9.5,1.36,3.0,2.63,1.44,7.0,1.1,1.29,5.0,11.0,1.06,10.0,1.25,3.75,1.85,2.0,3.0,1.36,6.0,1.13,2.38,1.53,1.05,1.17,3.5,10.0,21.0,51.0,151.0,6.0,9.5,29.0,81.0,5.5,9.5,26.0,81.0,7.5,13.0,34.0,81.0,1000.0,1,0,3,0,"[27, 52, 77]",[],2.37,0.88
A3XSBcko,ROMANIA 2,ROUND 13,2024-11-07,09:00,Selimbar,CSM Resita,3.1,1.93,3.7,1.5,2.47,3.0,1.34,6.6,1.08,2.52,2.82,3.05,1.11,5.7,1.45,2.57,2.3,1.55,4.0,1.2,7.0,1.07,1.9,1.8,1.38,1.38,1.52,5.7,7.4,14.5,40.0,7.0,5.5,11.0,32.0,12.0,9.5,15.0,45.0,29.0,23.0,35.0,80.0,800.0,0,0,0,3,[],"[56, 76, 90]",0,0
b9BOOl95,EUROPA CONFERENCE LEAGUE,LEAGUE PHASE ,2024-11-07,11:30,Vikingur Reykjavik,Borac Banja Luka,2.75,2.05,4.5,1.44,2.63,3.4,1.3,10.0,1.06,2.0,3.3,3.9,1.07,9.0,1.4,2.75,2.25,1.62,4.0,1.22,9.0,1.07,1.91,1.8,1.25,1.33,1.8,8.0,9.5,19.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,17.0,34.0,51.0,401.0,2,0,2,0,"[17, 23]",[],1.13,0.38
