Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
pxl7KL16,2026-02-02,05:30,INDONESIA 1,Round 19,Arema FC,Persijap Jepara,2.25,2.2,4.5,1.33,3.0,2.75,1.4,6.5,1.08,1.65,3.5,4.5,1.02,10.0,1.25,3.6,1.85,1.85,3.2,1.3,6.5,1.08,1.8,1.87,1.14,1.22,2.0
63PpP11s,2026-02-02,06:45,WORLD CLUB FRIENDLY,-,Adelaide Cobras (Aus),Adelaide Comets (Aus),1.8,2.88,5.0,1.18,4.56,1.22,3.8,2.25,1.57,2.75,3.75,2.2,1.01,25.0,1.09,6.5,1.11,5.5,1.4,2.75,2.1,1.65,1.05,8.0,1.62,1.22,1.4
lbgm9ANt,2026-02-02,07:00,WORLD CLUB FRIENDLY,-,Karlovac (Cro),Rudar (Mne),1.8,2.88,4.5,1.13,5.2,1.73,2.0,3.8,1.25,1.36,4.4,5.5,1.02,17.0,1.05,8.0,1.25,3.6,1.73,2.0,2.55,1.45,1.36,2.8,1.11,1.17,2.75
U7LfK2L5,2026-02-02,07:00,WORLD CLUB FRIENDLY,-,Brondby (Den),Hillerod (Den),3.5,1.73,4.0,1.29,3.3,2.4,1.5,3.0,1.33,2.25,3.25,2.75,1.01,13.0,1.01,4.5,1.6,2.2,1.65,2.1,1.85,1.85,1.25,3.6,1.36,1.29,1.53
GljXlPUI,2026-02-02,08:00,WORLD CLUB FRIENDLY,-,Tauras Taurage (Ltu),Neptunas (Ltu),2.7,2.3,3.25,1.22,3.8,2.25,1.57,5.5,1.11,2.1,3.3,2.8,1.01,13.0,1.14,4.8,1.57,2.25,2.4,1.5,4.5,1.17,1.44,2.5,1.36,1.25,1.62
xfmuH2DM,2026-02-02,08:00,WORLD CLUB FRIENDLY,-,Dinamo Tbilisi (Geo),Samgurali (Geo),2.8,2.2,3.4,1.3,3.2,2.6,1.44,7.0,1.07,2.1,3.3,2.88,1.01,11.0,1.22,3.8,1.75,1.95,3.0,1.33,5.5,1.11,1.6,2.15,1.36,1.29,1.62
2k0E5hOH,2026-02-02,08:00,ITALY U19,Round 23,Lazio U20,Atalanta U20,3.0,2.1,3.3,1.36,3.0,2.75,1.4,6.5,1.08,2.3,3.1,2.7,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.67,2.05,1.36,1.3,1.5
no2DwAmo,2026-02-02,08:30,IRAN 1,Round 19,Zob Ahan,Fajr Sepasi,3.3,1.72,4.3,1.72,1.88,4.65,1.15,14.0,1.01,2.4,2.67,3.35,1.17,3.95,1.72,1.88,3.05,1.28,6.8,1.07,16.0,1.01,2.42,1.44,1.32,1.39,1.55
AFBDiSwe,2026-02-02,08:30,SINGAPORE 1,Round 9,Albirex Niigata,Geylang,2.6,2.5,3.5,1.25,3.75,2.2,1.62,5.0,1.17,2.0,3.6,2.9,1.02,17.0,1.14,5.5,1.5,2.5,2.2,1.62,3.75,1.25,1.5,2.5,1.36,1.25,1.67
h2iFIaWI,2026-02-02,09:00,INDONESIA 1,Round 19,PSM Makassar,Semen Padang,2.4,2.1,4.2,1.36,2.88,2.75,1.4,6.5,1.08,1.8,3.25,3.9,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.73,1.95,1.17,1.25,1.83
Stu01Duh,2026-02-02,09:30,IRAN 1,Round 19,Kheybar Khorramabad,Foolad,3.55,1.75,3.75,1.67,1.95,4.5,1.17,14.0,1.01,2.67,2.77,2.82,1.15,4.15,1.67,1.95,2.92,1.3,6.8,1.07,15.0,1.01,2.37,1.45,1.36,1.37,1.45
QiFGyJMr,2026-02-02,09:50,SAUDI ARABIA 2,Round 20,Al Raed,Al Bukiryah,2.4,2.2,4.33,1.33,3.0,2.75,1.4,6.5,1.08,1.75,3.3,3.8,1.02,10.0,1.22,3.8,1.85,1.85,3.3,1.29,6.5,1.08,1.7,2.0,1.2,1.25,1.83
hxdoDuMH,2026-02-02,10:00,JORDAN 1,Round 13,Shabab Al Ordon,Al-Faisaly Amman,6.0,2.2,2.0,1.4,2.75,3.0,1.33,7.5,1.06,6.0,3.6,1.47,1.03,9.0,1.3,3.2,2.1,1.65,3.8,1.22,8.0,1.05,2.15,1.6,2.38,1.22,1.08
hhtDe3QQ,2026-02-02,10:00,KENYA 1,Round 19,Police FC,Bidco United,2.5,1.85,5.3,1.57,2.15,3.6,1.22,7.7,1.03,1.8,2.87,4.8,1.1,5.0,1.55,2.15,2.67,1.36,5.2,1.13,8.36,1.04,2.35,1.47,1.16,1.33,1.93
hWIyepve,2026-02-02,10:00,BURUNDI 1,Round 19,Inter Star,Ngozi City,2.8,1.95,3.85,1.45,2.27,3.13,1.29,8.0,1.07,2.15,3.05,3.2,1.04,7.85,1.33,2.83,2.05,1.6,3.84,1.18,7.5,1.07,1.87,1.83,1.29,1.31,1.57
MTc2Uy7M,2026-02-02,10:00,TANZANIA 1,Round 14,Mtibwa Sugar,Tanzania Prisons,2.4,2.1,4.5,1.36,2.88,2.88,1.36,7.5,1.06,1.73,3.25,4.2,1.03,9.0,1.29,3.3,1.91,1.8,3.3,1.29,7.0,1.07,1.83,1.83,1.17,1.29,1.91
Mg9UAB2b,2026-02-02,10:00,TUNISIA 2,Round 16,Megrine,AS Agareb,1.91,2.3,6.0,1.33,3.0,2.75,1.4,6.5,1.08,1.36,3.9,7.0,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,2.0,1.7,1.06,1.17,2.7
U9kXhKlR,2026-02-02,10:00,WORLD CLUB FRIENDLY,-,Arsenal Tula (Rus),Dynamo Makhachkala (Rus),3.5,2.12,2.54,1.32,3.1,2.54,1.4,6.35,1.06,3.1,3.5,2.0,1.01,10.5,1.22,3.54,1.8,1.85,2.99,1.3,5.85,1.07,1.67,2.08,1.6,1.25,1.28
QkhUhwzq,2026-02-02,10:40,OMAN 1,Round 12,Dhofar,Ibri,2.88,1.91,4.0,1.5,2.5,3.5,1.25,9.5,1.04,2.1,2.8,3.3,1.07,7.0,1.45,2.55,2.55,1.45,5.5,1.11,11.0,1.01,2.05,1.67,1.25,1.33,1.57
lpvtaVLF,2026-02-02,11:00,WORLD CLUB FRIENDLY,-,Dugopolje (Cro),Hrvace (Cro),2.3,2.3,4.0,1.25,3.6,2.4,1.5,5.5,1.11,1.73,3.5,3.8,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.57,2.2,1.22,1.25,1.91
EVRlXnzq,2026-02-02,11:00,WORLD CLUB FRIENDLY,-,Mladost DG (Mne),Bashkimi (Mkd),2.4,2.4,3.5,1.2,4.0,2.2,1.6,4.8,1.14,1.9,3.5,3.1,1.01,17.0,1.11,5.5,1.44,2.6,2.2,1.6,3.8,1.22,1.4,2.7,1.3,1.25,1.8
C8DOZdie,2026-02-02,11:20,SAUDI ARABIA 2,Round 20,Jeddah,Al Jabalain,4.2,2.1,2.5,1.4,2.75,3.0,1.33,7.5,1.06,3.6,3.2,1.91,1.03,9.0,1.33,3.0,2.1,1.65,4.0,1.2,8.0,1.05,1.87,1.8,1.73,1.29,1.22
b3jxiH4e,2026-02-02,11:35,OMAN 1,Round 12,Al Nahda,Bahla,2.2,1.91,6.5,1.53,2.38,3.75,1.22,10.0,1.03,1.5,3.3,6.5,1.07,7.0,1.5,2.4,2.75,1.4,5.5,1.11,11.0,1.01,2.7,1.4,1.07,1.25,2.3
C0wnUmhn,2026-02-02,11:35,UAE PRESIDENTS CUP,Quarter-finals,Bani Yas,Al Jazira,4.33,2.2,2.38,1.3,3.2,2.63,1.44,6.0,1.1,3.75,3.4,1.75,1.01,11.0,1.22,3.8,1.75,1.95,3.0,1.33,5.5,1.11,1.67,2.05,1.83,1.22,1.2
ltmhHkaK,2026-02-02,12:00,NIGERIA 1,Round 24,Remo Stars,Plateau United,2.5,2.0,4.5,1.44,2.6,3.3,1.29,9.0,1.03,1.8,3.0,4.0,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,2.0,1.7,1.2,1.3,1.83
4hiZWL6d,2026-02-02,12:00,GHANA 2,Round 18,Dormaa,Legon Cities,1.71,2.5,6.0,1.23,3.7,2.1,1.6,0.0,0.0,1.33,4.75,6.66,0.0,0.0,0.0,0.0,1.46,2.38,2.2,1.55,3.58,1.21,1.77,1.9,1.09,1.13,2.5
vHhOVpIj,2026-02-02,12:00,GHANA 2,Round 18,Okwawu,True Democracy,2.52,1.9,4.75,1.52,2.12,3.7,1.2,11.0,1.04,1.88,3.0,4.1,1.09,5.2,1.53,2.2,2.65,1.38,5.27,1.12,13.0,1.03,2.37,1.52,1.2,1.31,1.75
