Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
vLUiMITh,2025-12-17,03:30,AUSTRALIA 1 WOM,Round 4,Melbourne City W,Adelaide W,1.73,2.7,5.5,1.2,4.0,2.1,1.65,4.8,1.14,1.33,4.75,6.5,1.01,17.0,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,1.6,2.2,1.08,1.14,3.0
W40Jfiug,2025-12-17,05:30,ASIA SOUTHEAST ASIAN GAMES WOM,Play Offs,Thailand W,Indonesia W,1.14,4.75,24.0,0.0,0.0,0.0,0.0,2.02,1.57,1.01,11.0,32.0,0.0,0.0,0.0,0.0,1.08,6.91,0.0,0.0,0.0,0.0,1.01,11.0,0.0,0.0,0.0
l6MtQt9d,2025-12-17,07:00,ANDORRA 1,Round 4,Carroi,FC Santa Coloma,12.0,3.15,1.42,0.0,0.0,2.0,1.63,0.0,0.0,17.0,7.5,1.11,0.0,0.0,1.14,4.75,1.49,2.4,2.23,1.56,3.8,1.21,2.7,1.35,4.7,1.05,1.01
OO0jYnNs,2025-12-17,08:00,ITALY U19,Round 16,Genoa U20,Frosinone U20,2.3,2.3,4.33,1.3,3.2,2.5,1.5,6.0,1.11,1.75,3.6,4.0,1.02,13.0,1.2,4.33,1.65,2.1,2.88,1.4,5.5,1.14,1.62,2.15,1.17,1.22,1.91
xYRXF57D,2025-12-17,08:00,ITALY U19,Round 16,Cagliari U20,Atalanta U20,4.2,2.1,2.5,1.33,3.0,2.75,1.4,6.5,1.08,3.75,3.3,1.9,1.04,11.0,1.29,3.5,1.85,1.85,3.4,1.3,6.5,1.1,1.8,1.95,1.8,1.25,1.22
O4I7SriJ,2025-12-17,08:00,ITALY U19,Round 16,Lecce U20,Napoli U20,2.2,2.38,4.33,1.29,3.25,2.38,1.53,5.5,1.13,1.67,3.8,4.2,1.01,15.0,1.2,4.5,1.6,2.2,2.63,1.47,5.0,1.17,1.6,2.25,1.17,1.2,2.0
zZnUI30M,2025-12-17,09:00,IRAN 1,Round 14,Zob Ahan,Shams Azar Qazvin,2.8,1.81,4.5,1.6,2.2,0.0,0.0,0.0,0.0,2.05,2.9,3.6,1.12,5.25,1.6,2.2,2.88,1.35,5.6,1.1,0.0,0.0,2.28,1.48,1.25,1.32,1.55
Yo0R1PU9,2025-12-17,09:00,KENYA 1,Round 14,Mathare Utd.,Sofapaka,3.4,1.83,3.75,1.6,2.2,4.0,1.2,11.0,1.01,2.45,2.8,2.9,1.08,6.5,1.6,2.2,2.88,1.36,6.5,1.08,13.0,1.01,2.25,1.57,1.36,1.36,1.5
SCi23x6E,2025-12-17,09:00,KENYA 1,Round 14,Shabana,Mara Sugar,2.8,1.8,5.0,1.6,2.2,4.5,1.17,13.0,1.01,1.91,3.0,4.0,1.11,5.5,1.65,2.1,3.2,1.3,7.0,1.07,13.0,1.01,2.55,1.45,1.2,1.33,1.73
lKab80AT,2025-12-17,09:00,TURKEY CUP,Round 1,Karagumruk,Istanbulspor AS,2.88,2.1,3.3,1.33,3.0,2.75,1.4,6.5,1.08,2.3,3.3,2.75,1.04,11.0,1.29,3.5,1.9,1.87,3.25,1.33,6.5,1.1,1.67,2.1,1.36,1.25,1.5
