Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
rLsLw8R7,2025-12-26,05:30,BANGLADESH 1,Round 8,Arambagh,Bangladesh Police,5.5,2.08,2.05,1.36,2.66,0.0,0.0,0.0,0.0,5.0,3.6,1.52,0.0,0.0,0.0,0.0,2.0,1.66,0.0,0.0,0.0,0.0,5.0,3.6,2.0,1.22,1.13
2F7i3fUq,2025-12-26,05:35,AUSTRALIA 1,Round 10,Newcastle Jets,Macarthur FC,2.4,2.6,3.75,1.22,4.0,2.1,1.67,4.5,1.18,1.86,4.1,3.5,1.02,19.0,1.14,5.5,1.44,2.75,2.1,1.73,3.5,1.3,1.44,2.63,1.29,1.22,1.83
Y9CmX5Lj,2025-12-26,08:00,ISRAEL CUP,1/16-finals,M. Herzliya,Kfar Saba 1928,2.0,2.2,5.5,1.33,3.0,2.88,1.36,7.5,1.06,1.47,3.7,5.5,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.95,1.73,1.11,1.22,2.5
tnlI5QRF,2025-12-26,08:00,ISRAEL CUP,1/16-finals,Maccabi Bnei Raina,Hapoel Kfar Shalem,2.1,2.25,5.0,1.33,3.0,2.75,1.4,7.0,1.07,1.5,3.7,5.0,1.01,11.0,1.22,3.8,1.85,1.85,3.2,1.3,6.5,1.08,1.83,1.83,1.13,1.22,2.38
YoU0tAb4,2025-12-26,08:00,ISRAEL CUP,1/16-finals,MS Kafr Qasim,Holon Yermiyahu,2.2,2.2,5.0,1.36,2.88,2.88,1.36,7.5,1.06,1.57,3.5,4.6,1.02,10.0,1.25,3.6,1.91,1.8,3.3,1.29,7.0,1.07,1.83,1.83,1.14,1.25,2.2
lCiQ34dS,2025-12-26,08:00,ISRAEL CUP,1/16-finals,SC Dimona,Hapoel Kfar Saba,4.5,2.1,2.38,1.36,2.88,3.0,1.33,8.0,1.05,4.0,3.3,1.73,1.03,9.0,1.3,3.2,2.0,1.73,3.8,1.25,7.5,1.06,1.87,1.8,1.91,1.25,1.17
ChHSf9Dc,2025-12-26,09:00,ISRAEL CUP,1/16-finals,Hapoel Jerusalem,Hapoel Umm al-Fahm,1.4,3.2,11.0,1.17,4.5,1.95,1.75,4.5,1.17,1.07,7.0,14.0,1.01,18.0,1.08,6.5,1.36,2.88,2.0,1.73,2.9,1.3,2.15,1.6,1.02,1.07,6.0
0CjUs5ng,2025-12-26,09:00,WALES 3,Round 17,Cardiff Draconians,Llantwit Major,2.7,2.18,3.3,1.28,2.9,2.35,1.42,4.8,1.09,2.12,3.45,2.85,1.02,11.0,1.19,3.6,1.65,1.98,2.5,1.39,4.2,1.14,1.6,2.2,1.35,1.26,1.57
YqTdbrKk,2025-12-26,09:00,ISRAEL CUP,1/16-finals,Bnei Jaffa,Netanya,18.0,4.2,1.22,1.11,5.5,1.73,2.0,3.3,1.29,36.0,12.0,1.02,1.01,30.0,1.05,8.0,1.22,3.8,1.65,2.1,2.16,1.52,2.8,1.36,12.0,1.03,1.01
xvRHxScT,2025-12-26,09:00,ISRAEL CUP,1/16-finals,Hap. Ramat Gan,Kiryat Shmona,3.55,1.98,2.92,1.36,2.88,3.0,1.33,8.0,1.05,2.9,3.1,2.27,1.03,9.0,1.29,3.3,2.0,1.73,3.8,1.22,7.5,1.06,1.8,1.87,1.52,1.3,1.34
MgmrQK7k,2025-12-26,09:00,IRAN 1,Round 15,Shams Azar Qazvin,Tractor,6.2,2.05,2.12,1.47,2.35,3.0,1.24,7.8,1.03,6.0,3.45,1.57,1.08,5.8,1.47,2.35,2.32,1.47,4.0,1.16,6.8,1.03,2.37,1.45,2.32,1.25,1.12
bFCwTJ15,2025-12-26,09:00,ETHIOPIA 1,Round 11,Adama City,Mechal,3.7,1.82,3.25,1.57,2.02,0.0,0.0,0.0,0.0,2.9,2.82,2.42,1.09,5.2,1.53,2.18,2.65,1.38,0.0,0.0,0.0,0.0,2.22,1.58,1.45,1.35,1.34
