Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
pSCemGAC,EGYPT 1,ROUND 7,2025-09-17,11:00,Arab Contractors,Pharco,2.92,1.87,4.35,1.6,2.22,3.45,1.27,7.6,1.05,2.18,2.82,3.75,1.14,5.0,1.57,2.25,2.67,1.42,4.9,1.14,8.25,1.04,2.2,1.6,1.27,1.38,1.7,5.0,7.9,18.5,60.0,5.2,5.7,13.5,45.0,8.75,9.75,19.0,60.0,21.0,24.0,50.0,120.0,101.0
GWzcxdP1,BOSNIA 1,ROUND 2,2025-09-17,11:00,Zrinjski,Sloga Doboj,1.6,2.45,11.75,1.33,3.0,2.52,1.4,6.0,1.08,1.18,5.6,15.0,1.03,12.0,1.25,3.2,1.75,1.85,2.75,1.34,5.33,1.11,2.85,1.32,1.03,1.11,3.25,10.25,26.0,110.0,700.0,5.2,12.0,50.0,300.0,4.45,10.5,45.0,300.0,5.5,13.0,55.0,350.0,101.0
xCvUBZtK,ESTONIA 1,ROUND 28,2025-09-17,11:15,Narva,Kalju,3.0,2.28,2.62,1.21,3.05,2.2,1.55,4.0,1.1,2.54,3.6,2.16,1.02,13.0,1.15,4.0,1.52,2.17,2.26,1.48,3.7,1.18,1.48,2.34,1.47,1.2,1.32,14.0,9.5,11.0,20.0,11.0,6.33,8.0,14.0,14.0,9.0,10.0,19.0,31.0,18.0,21.0,36.0,41.0
G6gZkhK0,ESTONIA 1,ROUND 28,2025-09-17,11:30,Harju JK Laagri,Kuressaare,2.37,2.33,3.33,1.18,3.2,2.1,1.6,3.75,1.11,1.92,3.75,2.9,1.01,15.0,1.13,4.3,1.45,2.33,2.1,1.55,3.35,1.22,1.44,2.47,1.31,1.19,1.5,16.0,12.0,16.0,31.0,10.0,6.66,9.0,17.0,11.0,7.5,10.0,20.0,19.0,13.0,17.0,31.0,41.0
fmDL2DBG,CZECH 1,ROUND 2,2025-09-17,12:00,Ostrava,Teplice,2.05,2.4,5.5,1.3,3.4,2.38,1.53,6.0,1.13,1.57,4.33,5.25,1.03,15.0,1.2,4.33,1.65,2.2,2.63,1.44,4.5,1.18,1.75,2.0,1.17,1.2,2.3,15.0,17.0,29.0,51.0,8.5,8.5,17.0,41.0,8.0,8.5,15.0,41.0,12.0,12.0,21.0,41.0,201.0
SUz8x0so,CYPRUS 1,ROUND 1,2025-09-17,13:00,Omonia,AEK Larnaca,2.95,2.1,3.35,1.42,2.75,2.8,1.4,6.3,1.1,2.37,3.5,2.77,1.05,8.25,1.27,3.55,1.8,1.93,2.95,1.37,5.1,1.14,1.65,2.1,1.47,1.29,1.6,8.25,9.5,15.5,35.0,8.75,7.0,10.75,24.0,13.0,9.75,14.0,32.0,26.0,19.5,28.0,60.0,450.0
CYnrlWlD,ESTONIA 1,ROUND 28,2025-09-17,13:00,Levadia,Flora,2.22,2.28,3.8,1.21,3.0,2.3,1.5,4.1,1.09,1.78,3.5,3.5,1.02,12.0,1.16,3.9,1.55,2.11,2.33,1.45,3.8,1.16,1.56,2.18,1.19,1.18,1.72,13.0,12.0,20.0,41.0,8.0,6.33,11.0,26.0,8.5,7.0,11.0,26.0,13.0,11.0,18.0,41.0,41.0
MqG06D4s,ESTONIA 1,ROUND 28,2025-09-17,13:30,Tallinna Kalev,Paide,9.0,2.75,1.48,1.15,3.55,2.0,1.66,3.5,1.13,11.0,5.5,1.16,1.01,15.0,1.12,4.5,1.41,2.43,2.03,1.59,3.2,1.24,1.97,1.69,3.15,1.06,1.03,18.0,7.0,5.5,6.0,26.0,11.0,8.0,9.0,41.0,31.0,21.0,26.0,41.0,41.0,41.0,41.0,41.0
OfP3RS7m,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,13:45,Olympiacos Piraeus,Pafos,1.91,2.4,7.5,1.33,3.25,2.63,1.44,7.0,1.1,1.42,4.33,8.5,1.05,11.0,1.25,4.0,1.85,2.0,3.2,1.36,5.5,1.14,2.0,1.75,1.08,1.2,2.75,11.0,19.0,41.0,101.0,6.5,8.0,23.0,51.0,6.5,8.5,21.0,51.0,9.0,12.0,29.0,67.0,401.0
4hsopvJj,EUROPA CHAMPIONS LEAGUE,LEAGUE PHASE,2025-09-17,13:45,Slavia Prague,Bodo/Glimt,2.3,2.5,4.33,1.29,3.5,2.25,1.57,5.5,1.14,1.8,4.0,4.0,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.57,2.25,1.22,1.22,1.95,17.0,15.0,23.0,41.0,10.0,8.0,13.0,29.0,10.0,8.5,13.0,29.0,15.0,13.0,19.0,41.0,126.0
