Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
G6w8XigM,2026-01-21,00:06,MEXICO 1 WOM,Clausura,Club Tijuana W,Juarez W,3.4,2.38,2.5,1.25,3.5,2.25,1.57,5.0,1.14,3.0,3.5,2.05,1.01,15.0,1.17,5.0,1.53,2.45,2.45,1.53,4.33,1.2,1.44,2.63,1.62,1.22,1.3
63tY6tPs,2026-01-21,05:00,AUSTRALIA 1 WOM,Round 10,Newcastle W,Adelaide W,3.6,2.2,2.63,1.3,3.2,2.6,1.44,7.0,1.07,3.0,3.4,2.05,1.01,11.0,1.22,3.8,1.75,1.95,3.0,1.33,6.5,1.08,1.65,2.1,1.67,1.25,1.33
E708M2Mk,2026-01-21,06:00,WORLD CLUB FRIENDLY,-,Sochi (Rus),Tyumen (Rus),1.61,2.8,7.5,1.19,4.11,1.95,1.75,3.81,1.22,1.26,5.75,9.5,0.0,0.0,1.11,5.51,1.38,2.8,2.0,1.72,3.2,1.3,1.75,1.95,1.06,1.1,3.0
tY2vUWhm,2026-01-21,06:30,CZECH TIPSORT LIGA,-,Samorin,Kromeriz,3.5,2.3,2.5,1.25,3.6,2.4,1.5,5.5,1.11,3.0,3.3,2.0,1.01,13.0,1.14,4.8,1.57,2.25,2.55,1.45,4.8,1.14,1.5,2.38,1.67,1.25,1.33
GAiV2ffl,2026-01-21,06:30,CZECH TIPSORT LIGA,-,Vlasim,Zizkov,2.88,2.4,2.8,1.2,4.0,2.1,1.65,4.8,1.14,2.4,3.6,2.25,1.01,17.0,1.11,5.5,1.44,2.6,2.2,1.6,3.8,1.22,1.36,2.8,1.53,1.22,1.5
xj7mf3Fs,2026-01-21,07:00,WORLD CLUB FRIENDLY,-,Polonia Bytom (Pol),Ruch Chorzow (Pol),2.7,2.3,3.25,1.25,3.6,2.4,1.5,5.5,1.11,2.15,3.3,2.7,1.01,13.0,1.14,4.8,1.6,2.2,2.55,1.45,4.8,1.14,1.5,2.38,1.36,1.25,1.57
neqYkdR8,2026-01-21,07:00,ETHIOPIA 1,Round 16,Welwalo Adigrat,Sheger Ketema,3.35,1.83,3.5,1.55,2.07,3.5,1.22,9.6,1.02,2.6,2.8,2.72,1.06,6.05,1.47,2.32,2.52,1.41,5.0,1.11,0.0,0.0,2.07,1.67,1.37,1.36,1.4
Sv0CZo6l,2026-01-21,07:00,WORLD CLUB FRIENDLY,-,Pogon Szczecin II (Pol),Swit Szczecin (Pol),5.5,3.0,1.62,1.12,5.4,1.62,1.95,2.82,1.38,6.3,5.3,1.31,1.01,25.0,1.05,7.8,1.25,3.6,1.62,2.02,2.37,1.52,1.4,2.71,2.9,1.12,1.1
dS31kLGM,2026-01-21,08:00,ITALY U19,Round 21,Lazio U20,Cremonese U20,2.8,2.0,4.0,1.44,2.63,3.25,1.29,8.5,1.05,2.1,3.0,3.4,1.07,8.0,1.44,2.88,2.45,1.53,4.5,1.2,9.0,1.05,2.0,1.73,1.25,1.3,1.62
t0uYqavp,2026-01-21,08:00,ITALY U19,Round 21,Lecce U20,Juventus U20,2.88,2.3,3.1,1.29,3.25,2.5,1.5,6.0,1.11,2.3,3.3,2.7,1.01,15.0,1.2,4.5,1.65,2.2,2.7,1.44,5.0,1.17,1.53,2.38,1.4,1.25,1.5
