Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
fDp3yCNO,MEXICO 1,APERTURA,2025-10-19,00:05,Cruz Azul,Club America,3.1,2.25,3.2,1.33,3.25,2.63,1.44,6.5,1.11,2.55,3.4,2.57,1.04,12.0,1.22,4.0,1.8,2.0,2.75,1.4,5.5,1.14,1.62,2.2,1.44,1.3,1.5,12.0,10.0,15.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,19.0,26.0,41.0,151.0
G8AVejUs,JAPAN 2,ROUND 33,2025-10-19,00:55,Toyama,Hokkaido Consadole Sapporo,3.75,2.2,2.75,1.36,3.0,2.75,1.4,7.0,1.1,3.2,3.5,2.1,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.73,2.0,1.67,1.29,1.36,11.0,8.0,11.0,19.0,11.0,6.5,9.0,17.0,17.0,12.0,13.0,26.0,34.0,26.0,34.0,41.0,201.0
8dj0TRld,AUSTRALIA 1,ROUND 1,2025-10-19,01:00,Central Coast Mariners,Newcastle Jets,3.4,2.4,2.75,1.29,3.5,2.25,1.57,5.5,1.14,2.95,3.6,2.15,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.5,2.5,1.67,1.29,1.36,17.0,11.0,13.0,21.0,15.0,7.0,9.5,15.0,19.0,12.0,11.0,21.0,34.0,21.0,23.0,34.0,101.0
UVGoh8T6,JAPAN 2,ROUND 33,2025-10-19,01:00,Imabari,Renofa Yamaguchi,2.75,2.05,4.33,1.44,2.63,3.25,1.33,9.0,1.07,2.01,3.4,3.5,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.0,1.73,1.29,1.3,1.73,8.5,9.0,17.0,41.0,6.5,6.5,13.0,34.0,9.0,9.0,17.0,41.0,17.0,19.0,34.0,51.0,900.0
rgHNgs6l,SOUTH KOREA 2,ROUND 35,2025-10-19,02:00,Seoul E-Land,Busan,3.4,2.0,3.4,1.5,2.5,3.4,1.3,10.0,1.06,2.7,3.0,2.63,1.08,8.0,1.4,2.75,2.3,1.6,4.33,1.2,10.0,1.06,1.91,1.8,1.44,1.36,1.44,7.5,7.5,12.0,26.0,7.5,6.0,11.0,23.0,12.0,11.0,15.0,41.0,29.0,23.0,41.0,51.0,351.0
CY8vja5D,SOUTH KOREA 2,ROUND 35,2025-10-19,02:00,Gyeongnam,Seongnam,4.33,2.2,2.6,1.4,2.75,3.0,1.36,8.0,1.08,3.9,3.3,1.91,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.83,1.83,1.83,1.33,1.25,9.5,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,301.0
485WiLz1,SOUTH KOREA 2,ROUND 35,2025-10-19,02:00,Asan,Gimpo FC,2.88,2.05,4.0,1.44,2.63,3.25,1.33,10.0,1.06,2.15,3.25,3.2,1.07,8.5,1.36,3.0,2.2,1.65,4.0,1.22,9.0,1.07,1.91,1.8,1.36,1.33,1.67,8.5,8.5,15.0,34.0,7.0,6.5,12.0,29.0,9.5,9.5,17.0,41.0,21.0,19.0,34.0,51.0,351.0
EwRia3rR,SOUTH KOREA 2,ROUND 35,2025-10-19,02:00,Ansan Greeners,Incheon,7.0,2.2,2.1,1.44,2.63,3.25,1.33,9.0,1.07,5.5,4.0,1.53,1.07,9.0,1.36,3.0,2.15,1.67,4.0,1.22,9.0,1.07,2.25,1.57,2.38,1.22,1.14,9.0,5.5,6.5,10.0,12.0,8.0,9.0,15.0,29.0,19.0,23.0,34.0,67.0,51.0,51.0,81.0,1250.0
j3zAhxum,JAPAN 2,ROUND 33,2025-10-19,02:00,Oita Trinita,Vegalta Sendai,4.5,1.95,2.88,1.53,2.38,3.75,1.25,11.0,1.05,3.5,3.25,2.05,1.1,7.0,1.5,2.5,2.5,1.5,5.0,1.17,11.0,1.05,2.2,1.62,1.7,1.33,1.29,7.0,5.5,8.5,19.0,8.0,6.5,10.0,21.0,17.0,13.0,21.0,41.0,41.0,34.0,41.0,81.0,151.0
MokdsiFl,JAPAN 2,ROUND 33,2025-10-19,02:00,Montedio Yamagata,Kumamoto,2.75,2.3,3.6,1.33,3.25,2.63,1.44,6.5,1.11,2.15,3.5,3.05,1.04,13.0,1.22,4.0,1.75,2.05,2.75,1.4,5.5,1.14,1.62,2.2,1.36,1.29,1.67,12.0,11.0,17.0,34.0,9.0,7.0,11.0,23.0,12.0,9.0,13.0,29.0,21.0,17.0,23.0,41.0,151.0
tM892ZnS,JAPAN 1,ROUND 34,2025-10-19,03:00,Shonan Bellmare,Kyoto,4.5,2.25,2.4,1.36,3.0,2.63,1.44,7.0,1.1,3.8,3.9,1.81,1.04,12.0,1.25,3.75,1.83,1.98,3.0,1.36,6.0,1.13,1.75,2.0,1.91,1.25,1.25,12.0,7.5,9.0,15.0,12.0,7.0,8.5,15.0,21.0,13.0,15.0,23.0,41.0,29.0,34.0,51.0,201.0
4UtDw9ED,JAPAN 2,ROUND 33,2025-10-19,04:00,Mito,Chiba,3.1,2.1,3.6,1.44,2.63,3.25,1.33,9.0,1.07,2.32,3.25,2.95,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.83,1.83,1.36,1.33,1.53,8.5,8.5,15.0,29.0,7.5,6.0,11.0,26.0,11.0,9.5,15.0,34.0,23.0,21.0,34.0,51.0,301.0
UP7c6Kkf,SOUTH KOREA 2,ROUND 35,2025-10-19,04:30,Hwaseong,Suwon Bluewings,5.0,2.4,2.1,1.3,3.4,2.5,1.5,6.0,1.13,5.25,3.8,1.57,1.03,15.0,1.2,4.33,1.67,2.15,2.63,1.44,5.0,1.17,1.73,2.0,2.3,1.25,1.17,13.0,8.0,8.5,13.0,17.0,7.5,8.5,12.0,29.0,17.0,15.0,23.0,51.0,41.0,41.0,41.0,151.0
StiRD2cK,SOUTH KOREA 2,ROUND 35,2025-10-19,04:30,Cheongju,Jeonnam,4.75,2.3,2.38,1.33,3.25,2.63,1.44,6.5,1.11,4.1,3.8,1.75,1.04,12.0,1.25,3.75,1.8,2.0,3.0,1.36,6.0,1.13,1.73,2.0,2.0,1.25,1.22,12.0,7.5,9.0,15.0,13.0,7.5,8.5,15.0,21.0,13.0,15.0,23.0,41.0,34.0,34.0,51.0,201.0
OCxc8tLs,SOUTH KOREA 2,ROUND 35,2025-10-19,04:30,Bucheon FC 1995,Cheonan City,2.38,2.38,4.33,1.3,3.4,2.5,1.5,6.0,1.13,1.8,3.9,3.9,1.04,13.0,1.22,4.0,1.73,2.08,2.75,1.4,5.5,1.14,1.67,2.1,1.25,1.25,1.95,13.0,13.0,21.0,41.0,8.5,7.5,13.0,29.0,9.5,8.5,15.0,34.0,15.0,13.0,23.0,41.0,151.0
rXZqQhk5,CHINA 1,ROUND 27,2025-10-19,04:30,Dalian Yingbo,Wuhan Three Towns,2.3,2.6,4.0,1.22,4.0,2.1,1.67,4.5,1.18,1.76,3.9,3.9,1.02,19.0,1.13,6.0,1.48,2.6,2.1,1.67,3.5,1.29,1.44,2.63,1.25,1.25,1.95,21.0,19.0,26.0,41.0,12.0,8.0,13.0,26.0,12.0,9.0,11.0,26.0,17.0,13.0,17.0,29.0,81.0
hM5v9X4k,AUSTRIA 2,ROUND 10,2025-10-19,05:30,Hertha Wels,SK Rapid II,2.77,2.27,3.2,1.32,3.1,2.37,1.52,5.0,1.14,2.25,3.7,2.75,1.04,8.75,1.2,4.05,1.62,2.18,2.5,1.47,4.1,1.2,1.55,2.3,1.45,1.25,1.65,8.75,11.75,16.0,32.0,10.25,7.4,10.25,20.0,12.5,9.0,12.5,24.0,22.0,16.0,22.0,45.0,250.0
6Vpwhb1c,SPAIN 3,GROUP 1,2025-10-19,07:00,Ponferradina,Zamora,2.75,1.95,4.33,1.5,2.5,3.5,1.29,8.0,1.06,2.05,3.0,3.6,1.1,6.5,1.44,2.63,2.38,1.53,4.33,1.2,8.5,1.05,2.1,1.67,1.22,1.3,1.62,7.0,9.0,17.0,41.0,6.0,6.0,15.0,34.0,9.0,10.0,17.0,41.0,19.0,21.0,34.0,67.0,900.0
8jR31quP,SPAIN 3,GROUP 2,2025-10-19,07:00,Gimnastic,Tarazona,2.38,2.0,5.5,1.5,2.5,3.5,1.29,8.5,1.05,1.73,3.25,4.75,1.08,7.0,1.44,2.63,2.38,1.53,4.33,1.2,8.5,1.05,2.25,1.57,1.13,1.25,1.91,7.0,10.0,23.0,51.0,5.5,7.0,17.0,41.0,7.0,9.5,21.0,51.0,13.0,17.0,41.0,81.0,41.0
8KKj2b5E,PORTUGAL 2,ROUND 8,2025-10-19,07:00,FC Porto B,Maritimo,3.75,2.1,3.0,1.44,2.63,3.25,1.33,9.0,1.07,3.1,3.2,2.25,1.07,8.5,1.36,3.0,2.1,1.7,3.75,1.25,8.0,1.08,1.83,1.83,1.62,1.36,1.36,8.5,7.5,11.0,21.0,9.0,6.0,9.5,21.0,15.0,12.0,15.0,34.0,34.0,26.0,41.0,51.0,301.0
SSuGgBx2,SPAIN 3,GROUP 1,2025-10-19,07:00,Ourense CF,Real Madrid B,3.6,1.95,3.1,1.5,2.5,3.5,1.29,8.0,1.06,3.0,2.9,2.35,1.1,6.5,1.44,2.63,2.35,1.57,4.33,1.2,8.0,1.06,2.0,1.73,1.5,1.3,1.3,7.0,7.0,11.0,23.0,8.0,6.0,11.0,23.0,13.0,12.0,17.0,41.0,29.0,29.0,41.0,67.0,900.0
hfyu7mBm,SPAIN 3,GROUP 2,2025-10-19,07:00,Atl. Madrid B,Torremolinos,2.1,2.1,6.5,1.44,2.63,3.25,1.33,7.5,1.07,1.53,3.6,5.75,1.05,8.5,1.36,3.0,2.1,1.7,3.75,1.25,7.0,1.08,2.2,1.62,1.1,1.22,2.25,8.5,13.0,29.0,67.0,5.5,7.5,21.0,51.0,6.5,9.0,21.0,51.0,10.0,15.0,34.0,81.0,41.0
