Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
n3mOGX46,2026-01-06,00:30,INDIA IWL WOM,Round 6,Sesa FA W,Gokulam Kerala W,18.5,4.3,1.19,0.0,0.0,1.47,2.22,0.0,0.0,11.0,10.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,1.43,2.6,1.95,1.67,1.65,2.1,0.0,0.0,0.0
vwpGIgzf,2026-01-06,00:30,INDIA IWL WOM,Round 6,Garhwal United W,Sreebhumi W,3.25,2.1,2.9,0.0,0.0,2.42,1.39,0.0,0.0,2.7,3.25,2.3,0.0,0.0,1.22,3.5,1.72,1.88,2.83,1.33,0.0,0.0,1.6,2.2,1.5,1.28,1.37
ELFPIFnK,2026-01-06,05:00,AUSTRALIA 1,Round 20,Melbourne City,Brisbane Roar,2.4,2.2,5.0,1.4,2.75,3.0,1.36,8.0,1.08,1.76,3.6,4.5,1.06,9.5,1.33,3.4,2.0,1.8,3.75,1.29,7.0,1.1,1.95,1.8,1.18,1.29,1.95
roPujjno,2026-01-06,06:00,MYANMAR 1,Round 11,Shan Utd,Ispe FC,1.45,3.2,7.6,0.0,0.0,1.62,1.95,0.0,0.0,1.16,6.8,10.25,0.0,0.0,0.0,0.0,0.0,0.0,1.52,2.32,2.07,1.6,1.16,6.8,1.04,1.07,3.5
8IyXEBZI,2026-01-06,06:00,INDIA IWL WOM,Round 6,Kickstart W,East Bengal W,14.0,3.75,1.25,1.11,5.5,1.8,1.91,3.6,1.25,29.0,12.0,1.04,0.0,0.0,1.05,8.0,1.29,3.3,1.73,2.0,2.3,1.5,2.55,1.45,10.0,1.03,1.01
EFOIxFRP,2026-01-06,06:00,INDIA IWL WOM,Round 6,Sethu W,Nita FA W,2.8,2.3,3.1,1.25,3.6,2.4,1.5,5.5,1.11,2.25,3.75,2.55,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.5,2.4,1.44,1.22,1.57
dxk0AKXa,2026-01-06,06:00,MYANMAR 1,Round 11,Yangon Utd,Mahar United,1.38,3.1,9.5,0.0,0.0,1.75,1.9,0.0,0.0,1.11,7.5,13.0,0.0,0.0,1.07,6.75,1.26,3.4,1.66,2.0,2.44,1.47,1.66,1.96,1.02,1.05,3.66
h4r98b2C,2026-01-06,06:30,MYANMAR 1,Round 11,Ayeyawady,Thitsar Arman,2.54,2.3,3.1,0.0,0.0,2.2,1.55,0.0,0.0,2.1,3.75,2.71,0.0,0.0,1.17,4.35,1.55,2.2,2.44,1.47,4.35,1.17,1.48,2.28,1.35,1.23,1.54
MNxMCD4m,2026-01-06,08:30,ASIA AFC ASIAN CUP U23,Round 1,Vietnam U23,Jordan U23,4.3,2.02,2.52,1.45,2.37,3.05,1.33,7.6,1.06,3.8,3.4,1.88,1.06,7.4,1.37,2.65,2.07,1.6,3.45,1.22,7.5,1.06,1.93,1.7,1.87,1.27,1.23
reMSJM0M,2026-01-06,08:45,BRAZIL COPINHA,Round 2,America SP U20,Inter de Limeira U20,4.0,2.25,2.4,1.29,3.3,2.55,1.45,6.5,1.08,3.6,3.8,1.75,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.6,2.2,1.91,1.22,1.22
QmZRLntg,2026-01-06,09:30,WORLD CLUB FRIENDLY,-,Gaziantep (Tur),Petrolul (Rou),1.91,2.6,5.0,1.2,4.0,2.1,1.65,4.8,1.14,1.44,4.4,5.5,1.03,9.5,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,1.5,2.4,1.13,1.17,2.6
QTEE1C3b,2026-01-06,09:30,WORLD CLUB FRIENDLY,-,Magdeburg (Ger),Winterthur (Sui),1.8,2.55,6.2,1.27,3.4,2.15,1.62,4.35,1.17,1.36,4.85,7.1,1.03,9.5,1.15,4.75,1.47,2.52,2.12,1.65,3.4,1.27,1.7,2.05,1.1,1.16,3.1
