Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
p6oLOluB,CHINA 1,ROUND 16,2025-06-30,08:00,Henan Songshan Longmen,Shandong Taishan,3.2,2.5,2.75,1.27,3.4,2.12,1.65,4.3,1.18,2.88,3.7,2.25,1.03,9.25,1.15,4.7,1.47,2.5,2.12,1.65,3.4,1.27,1.44,2.63,1.62,1.29,1.4,19.0,13.0,15.0,23.0,15.0,8.0,9.5,15.0,19.0,11.0,11.0,19.0,29.0,19.0,21.0,29.0,81.0
zyQaH6Xp,CHINA 1,ROUND 16,2025-06-30,08:35,Beijing Guoan,Yunnan Yukun,1.73,2.75,6.5,1.25,3.55,2.1,1.65,4.15,1.19,1.36,5.25,7.5,1.03,9.75,1.13,5.1,1.42,2.67,2.0,1.72,3.15,1.31,1.67,2.1,1.1,1.17,3.0,21.0,26.0,41.0,81.0,11.0,10.0,21.0,41.0,8.5,9.0,17.0,41.0,10.0,10.0,21.0,41.0,151.0
j3lTMS9N,CHINA 1,ROUND 16,2025-06-30,08:35,Dalian Yingbo,Zhejiang Professional,3.1,2.25,3.2,1.39,2.77,2.62,1.44,5.6,1.11,2.55,3.4,2.63,1.05,7.6,1.26,3.5,1.78,1.93,2.8,1.38,4.8,1.15,1.62,2.2,1.44,1.3,1.5,12.0,10.0,15.0,26.0,10.0,6.5,10.0,21.0,13.0,10.0,12.0,26.0,26.0,19.0,26.0,41.0,151.0
2sIouAPi,CHINA 1,ROUND 16,2025-06-30,09:00,Shenzhen Xinpengcheng,Shanghai Port,4.5,2.5,2.2,1.29,3.3,2.25,1.57,4.65,1.16,4.2,4.2,1.7,1.03,9.0,1.18,4.35,1.55,2.3,2.32,1.55,3.8,1.22,1.57,2.25,2.1,1.22,1.22,17.0,10.0,10.0,15.0,17.0,8.5,8.5,12.0,26.0,13.0,13.0,19.0,41.0,29.0,29.0,41.0,126.0
69VTDo43,NORWAY 1,ROUND 11,2025-06-30,14:00,Brann,Sandefjord,2.0,2.63,5.0,1.25,3.7,2.07,1.7,4.2,1.2,1.53,4.5,5.25,1.03,10.75,1.14,5.2,1.44,2.65,2.07,1.7,3.3,1.3,1.53,2.38,1.17,1.18,2.38,21.0,21.0,34.0,51.0,11.0,9.0,17.0,34.0,10.0,8.5,13.0,34.0,13.0,11.0,19.0,41.0,101.0
tEKugOhl,SWEDEN 1,ROUND 13,2025-06-30,14:00,Djurgarden,Norrkoping,2.1,2.4,5.0,1.35,3.05,2.5,1.5,5.4,1.13,1.62,4.2,5.0,1.04,9.25,1.21,4.1,1.65,2.15,2.55,1.47,4.25,1.2,1.7,2.05,1.17,1.22,2.25,15.0,15.0,26.0,51.0,8.5,8.0,15.0,34.0,8.5,8.5,15.0,41.0,13.0,12.0,21.0,41.0,151.0
dlHGfyUh,SWEDEN 1,ROUND 13,2025-06-30,14:00,Mjallby,Malmo FF,3.2,2.2,3.2,1.42,2.75,2.75,1.42,6.2,1.1,2.63,3.25,2.63,1.06,8.0,1.27,3.5,1.82,1.93,2.92,1.37,5.1,1.14,1.7,2.05,1.44,1.33,1.44,10.0,9.5,13.0,26.0,9.5,6.0,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0
hzXTmtOh,BOLIVIA 1,ROUND 12,2025-06-30,16:00,Academia del Balompie,Blooming,2.25,2.4,4.5,1.3,3.4,2.27,1.5,6.0,1.13,1.73,3.8,4.2,1.03,15.0,1.19,3.75,1.57,2.12,2.35,1.47,3.75,1.19,1.62,2.2,1.22,1.25,2.05,15.0,15.0,23.0,41.0,9.0,7.5,15.0,34.0,9.5,8.5,13.0,34.0,15.0,13.0,21.0,41.0,151.0
00zxnKh5,BOLIVIA 1,ROUND 12,2025-06-30,18:30,Real Oruro,Wilstermann,2.38,2.25,4.75,1.39,2.57,2.52,1.4,7.0,1.1,1.8,3.6,4.2,1.05,11.0,1.27,3.1,1.8,1.8,2.85,1.32,6.5,1.11,1.8,1.91,1.22,1.29,1.95,11.0,12.0,21.0,41.0,7.5,7.0,15.0,34.0,8.5,8.5,15.0,41.0,15.0,15.0,26.0,51.0,251.0
84ICueZo,ARGENTINA 2,ROUND 20,2025-06-30,19:00,Colon Santa Fe,CA Mitre,3.0,1.8,5.5,1.7,2.02,4.0,1.21,8.75,1.04,2.15,2.7,4.2,1.18,4.35,1.75,1.98,3.15,1.31,5.9,1.1,9.5,1.03,2.63,1.44,1.22,1.44,1.67,4.75,7.5,19.0,51.0,4.75,6.0,17.0,51.0,8.0,11.0,26.0,67.0,19.0,26.0,51.0,126.0,0.0
