Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
290JAsKq,MEXICO 1,APERTURA ,2024-12-05,00:00,Atl. San Luis,Monterrey,3.75,2.0,3.2,1.5,2.5,3.4,1.3,10.0,1.06,3.1,3.1,2.45,1.08,8.0,1.36,3.0,2.25,1.62,4.0,1.22,9.0,1.07,1.95,1.8,1.53,1.36,1.36,8.0,7.0,11.0,23.0,8.5,6.0,10.0,21.0,15.0,12.0,15.0,34.0,34.0,26.0,41.0,51.0,351.0,1,0,2,1,"[31, 80]",[67],1.44,1.24
nwKJ8ck6,ARGENTINA 1,ROUND 24,2024-12-05,00:00,River Plate,San Lorenzo,2.0,2.2,8.0,1.44,2.63,3.25,1.33,9.0,1.07,1.42,4.33,8.0,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,2.38,1.53,1.08,1.2,2.75,8.5,15.0,41.0,101.0,5.5,8.5,23.0,67.0,6.0,9.0,26.0,67.0,9.0,13.0,34.0,101.0,501.0,0,0,1,1,[59],[67],0,0
OdhH2Ac6,BOLIVIA 1,CLAUSURA ,2024-12-05,00:30,Royal Pari,Oriente Petrolero,3.1,2.1,3.5,1.44,2.63,3.25,1.33,9.0,1.07,2.4,3.3,2.9,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,7.0,1.1,1.8,1.91,1.4,1.33,1.53,9.5,9.0,15.0,29.0,8.0,6.5,11.0,23.0,11.0,9.5,15.0,34.0,23.0,21.0,29.0,51.0,251.0,1,0,2,1,"[45, 90]",[85],0,0
baWqcf7T,BRAZIL 1,ROUND 37,2024-12-05,00:30,Atletico GO,Fortaleza,3.2,2.05,3.5,1.44,2.63,3.25,1.33,9.0,1.07,2.6,3.2,2.9,1.07,9.0,1.33,3.4,2.08,1.73,3.75,1.29,7.0,1.1,1.8,1.95,1.4,1.36,1.5,9.0,8.5,13.0,29.0,8.0,6.0,11.0,23.0,12.0,10.0,15.0,34.0,23.0,21.0,29.0,51.0,251.0,1,1,3,1,"[21, 79, 85]",[12],1.25,1.57
MHsG3vOo,BRAZIL 1,ROUND 37,2024-12-05,00:30,Cruzeiro,Palmeiras,4.33,2.1,2.63,1.44,2.63,3.0,1.36,9.0,1.07,4.0,3.4,1.95,1.06,10.0,1.33,3.4,2.06,1.84,3.5,1.3,7.0,1.1,1.8,1.95,1.8,1.3,1.22,9.5,7.0,9.0,17.0,11.0,6.5,9.0,17.0,19.0,13.0,15.0,29.0,41.0,34.0,41.0,51.0,251.0,0,0,1,2,[56],"[61, 90]",0.62,2.97
8EgYveoo,BRAZIL 1,ROUND 37,2024-12-05,00:30,Internacional,Botafogo RJ,3.4,2.1,3.25,1.4,2.75,3.0,1.36,8.0,1.08,2.7,3.25,2.63,1.06,10.0,1.3,3.5,2.02,1.88,3.4,1.33,6.5,1.11,1.75,2.0,1.44,1.33,1.44,10.0,9.0,13.0,26.0,9.0,6.0,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,201.0,0,1,0,1,[],[5],0.84,0.08
OUmQnrgR,COLOMBIA 1,CLAUSURA ,2024-12-05,01:30,Junior,Deportes Tolima,3.4,1.95,3.75,1.53,2.38,3.75,1.25,11.0,1.05,2.55,3.1,2.9,1.1,7.0,1.44,2.63,2.4,1.53,4.5,1.18,11.0,1.05,2.0,1.73,1.4,1.36,1.5,7.0,7.5,13.0,29.0,7.0,6.0,11.0,26.0,11.0,11.0,17.0,41.0,26.0,23.0,41.0,67.0,1000.0,2,0,3,2,"[8, 31, 90]","[79, 86]",1.23,1.47
2PfVptx8,BULGARIA 2,ROUND 20,2024-12-05,07:15,Marek,Montana,3.65,1.72,3.7,1.65,1.9,0.0,0.0,0.0,0.0,2.82,2.5,2.82,1.14,5.0,1.7,1.93,2.95,1.35,0.0,0.0,0.0,0.0,2.32,1.54,1.4,1.44,1.4,4.65,4.9,10.0,28.0,5.0,4.7,9.75,28.0,10.0,9.5,16.5,45.0,28.0,27.0,45.0,110.0,101.0,1,1,2,1,"[36, 70]",[16],0,0
zkylY2h2,BULGARIA 2,ROUND 20,2024-12-05,09:00,Dobrudzha,Fratria,1.62,2.4,10.75,1.37,2.52,2.35,1.42,0.0,0.0,1.2,5.0,13.5,0.0,0.0,1.24,3.65,1.7,1.91,2.85,1.37,0.0,0.0,2.36,1.52,1.03,1.12,4.35,10.5,23.0,90.0,450.0,5.0,9.5,37.0,175.0,4.35,8.25,27.0,150.0,5.3,10.25,35.0,150.0,101.0,2,0,2,0,"[11, 32]",[],0,0
OAHrfpFL,BULGARIA 2,ROUND 20,2024-12-05,09:00,Dunav Ruse,Spartak Pleven,2.02,2.12,6.0,1.4,2.4,0.0,0.0,0.0,0.0,1.47,3.75,6.0,0.0,0.0,1.39,2.8,2.0,1.65,3.95,1.21,0.0,0.0,2.27,1.56,1.12,1.21,2.52,8.25,10.75,27.0,90.0,4.7,6.6,16.5,60.0,5.2,7.3,18.5,65.0,8.0,11.25,28.0,100.0,101.0,1,1,3,1,"[24, 78, 85]",[8],0,0
