Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
ziK9jPsm,2026-01-31,00:00,MEXICO 2,Clausura,Correcaminos,Tlaxcala,3.4,2.2,2.75,1.29,3.3,2.55,1.45,6.5,1.08,2.8,3.3,2.2,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.57,2.25,1.62,1.25,1.36
fJqyxQSg,2026-01-31,00:00,MEXICO 2,Clausura,Dorados de Sinaloa,Tepatitlan de Morelos,3.6,2.25,2.5,1.29,3.3,2.4,1.5,6.5,1.08,3.25,3.4,2.0,1.01,13.0,1.17,4.5,1.65,2.1,2.75,1.4,5.2,1.13,1.57,2.25,1.73,1.29,1.3
2qmqz4c6,2026-01-31,00:00,MEXICO 2,Clausura,Atletico La Paz,Venados,2.63,2.4,3.25,1.2,4.0,2.2,1.6,5.2,1.13,2.1,3.6,2.8,1.01,17.0,1.11,5.5,1.44,2.6,2.2,1.6,3.8,1.22,1.4,2.75,1.36,1.22,1.62
AsUPdCll,2026-01-31,00:00,MEXICO 1,Clausura,UNAM Pumas,Santos Laguna,2.1,2.5,5.0,1.29,3.5,2.25,1.57,5.5,1.14,1.57,4.33,5.0,1.02,17.0,1.17,5.0,1.57,2.35,2.38,1.53,4.33,1.2,1.62,2.2,1.17,1.2,2.25
I7XXfjJ0,2026-01-31,00:06,MEXICO 1,Clausura,Juarez,Cruz Azul,4.5,2.1,2.6,1.44,2.63,3.0,1.36,9.0,1.07,3.9,3.5,1.91,1.06,10.0,1.3,3.4,2.05,1.75,3.5,1.29,8.0,1.08,1.95,1.8,1.8,1.29,1.25
4KFJ6hnd,2026-01-31,02:30,AUSTRALIA 1 WOM,Round 15,Adelaide W,Melbourne City W,4.33,2.3,2.2,1.25,3.6,2.4,1.5,5.5,1.11,4.0,3.6,1.7,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.57,2.25,2.0,1.22,1.2
htdESZ8F,2026-01-31,03:00,AUSTRALIA 1 WOM,Round 15,Sydney W,WS Wanderers W,2.8,2.2,3.4,1.33,3.0,2.75,1.4,7.0,1.07,2.15,3.25,3.0,1.01,11.0,1.22,3.8,1.85,1.85,3.2,1.3,6.5,1.08,1.65,2.1,1.33,1.3,1.62
r1opcM2n,2026-01-31,03:00,AUSTRALIA 1,Round 15,Newcastle Jets,Brisbane Roar,2.5,2.5,3.75,1.25,3.75,2.2,1.62,5.0,1.17,1.91,3.9,3.5,1.02,19.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.5,2.5,1.29,1.25,1.8
KzEY5MnD,2026-01-31,03:30,INDONESIA 1,Round 19,Malut United,FC Bhayangkara,1.83,2.4,6.5,1.3,3.2,2.63,1.44,6.0,1.1,1.33,4.5,7.5,1.03,12.0,1.22,4.1,1.75,2.05,2.88,1.4,6.0,1.13,2.0,1.73,1.06,1.14,2.88
06aMQDwS,2026-01-31,03:30,AUSTRALIA 1 WOM,Round 15,Canberra W,Melbourne Victory W,3.6,2.1,2.7,1.33,3.0,2.75,1.4,7.0,1.07,3.0,3.25,2.2,1.01,11.0,1.22,3.8,1.85,1.85,3.2,1.3,6.5,1.08,1.65,2.1,1.62,1.3,1.33
