Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
SOsN3MRb,ENGLAND 1,ROUND 4,2025-09-13,08:30,Arsenal,Nottingham,1.83,2.5,7.5,1.3,3.4,2.5,1.5,6.0,1.13,1.38,5.0,8.0,1.04,13.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,2.0,1.75,1.08,1.17,3.0,13.0,21.0,41.0,101.0,7.5,10.0,26.0,67.0,7.0,9.5,23.0,51.0,9.5,13.0,29.0,81.0,501.0
6DwsBT95,SPAIN 1,ROUND 4,2025-09-13,09:00,Getafe,R. Oviedo,2.75,1.91,5.5,1.62,2.2,4.0,1.22,13.0,1.04,1.95,3.1,4.5,1.13,6.0,1.57,2.38,2.75,1.44,5.5,1.14,13.0,1.04,2.38,1.53,1.18,1.36,1.8,6.0,8.5,21.0,51.0,5.0,6.5,17.0,41.0,7.5,10.0,21.0,51.0,17.0,21.0,41.0,101.0,501.0
4Q6npWEM,AUSTRIA 2,ROUND 6,2025-09-13,09:30,Admira,Bregenz,1.82,2.5,6.2,1.28,3.35,2.22,1.6,4.55,1.16,1.37,4.75,7.2,1.03,9.25,1.16,4.55,1.5,2.42,2.22,1.6,3.6,1.25,1.75,1.98,1.1,1.16,3.1,9.25,24.0,55.0,175.0,8.75,9.75,22.0,70.0,7.5,8.25,17.0,55.0,9.25,10.5,22.0,65.0,400.0
Q9jiuNy2,ITALY 1,ROUND 3,2025-09-13,10:00,Cagliari,Parma,2.88,2.05,4.0,1.44,2.63,3.25,1.33,10.0,1.06,2.15,3.2,3.6,1.08,8.0,1.4,3.0,2.2,1.67,4.33,1.22,9.0,1.07,1.95,1.8,1.29,1.36,1.67,8.0,9.0,17.0,41.0,6.5,6.0,13.0,29.0,9.5,9.5,17.0,41.0,19.0,19.0,34.0,51.0,351.0
QFXd2Bng,GERMANY 1,ROUND 3,2025-09-13,10:30,Union Berlin,Hoffenheim,3.2,2.2,3.2,1.36,3.0,2.63,1.44,7.0,1.1,2.6,3.4,2.7,1.05,11.0,1.29,3.75,1.88,1.98,3.2,1.36,6.0,1.13,1.67,2.1,1.44,1.3,1.5,11.0,9.5,13.0,26.0,9.5,6.5,10.0,21.0,13.0,10.0,13.0,29.0,26.0,21.0,29.0,41.0,151.0
6B0Woj2C,GERMANY 1,ROUND 3,2025-09-13,10:30,Mainz,RB Leipzig,3.0,2.38,3.1,1.29,3.5,2.38,1.53,5.5,1.14,2.55,3.6,2.63,1.04,13.0,1.2,4.5,1.67,2.2,2.63,1.5,4.5,1.2,1.53,2.38,1.44,1.29,1.5,15.0,12.0,15.0,26.0,12.0,7.0,10.0,19.0,15.0,10.0,11.0,23.0,26.0,19.0,23.0,34.0,126.0
hSODbToI,GERMANY 1,ROUND 3,2025-09-13,10:30,Heidenheim,Dortmund,5.0,2.6,2.0,1.25,3.75,2.1,1.67,4.5,1.18,5.5,4.5,1.55,1.02,21.0,1.14,5.5,1.5,2.63,2.2,1.67,3.75,1.29,1.57,2.25,2.38,1.18,1.14,21.0,10.0,9.5,13.0,21.0,9.0,8.5,11.0,34.0,17.0,13.0,19.0,51.0,34.0,34.0,41.0,126.0
0bVVmCXa,GERMANY 1,ROUND 3,2025-09-13,10:30,Freiburg,Stuttgart,3.2,2.4,2.88,1.29,3.5,2.25,1.57,5.5,1.14,2.9,3.6,2.35,1.03,17.0,1.17,5.0,1.57,2.38,2.38,1.57,4.33,1.22,1.5,2.5,1.57,1.29,1.4,17.0,12.0,15.0,23.0,13.0,7.0,9.5,17.0,17.0,11.0,11.0,21.0,29.0,21.0,23.0,34.0,101.0
IkUl4XHt,GERMANY 1,ROUND 3,2025-09-13,10:30,Wolfsburg,FC Koln,2.5,2.3,4.0,1.33,3.25,2.63,1.44,6.5,1.11,1.95,3.5,3.9,1.05,11.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,1.67,2.1,1.25,1.29,1.8,12.0,13.0,21.0,41.0,8.5,6.5,13.0,29.0,10.0,8.5,13.0,34.0,17.0,15.0,23.0,41.0,151.0
OltIRp6j,BELGIUM 2,ROUND 5,2025-09-13,11:00,Patro Eisden,Lommel SK,2.63,2.2,4.33,1.4,2.75,2.75,1.4,8.0,1.08,1.95,3.3,3.5,1.05,11.0,1.29,3.5,1.98,1.83,3.4,1.3,7.0,1.1,1.8,1.91,1.25,1.3,1.73,10.0,10.0,19.0,41.0,7.5,6.5,13.0,29.0,9.5,9.0,15.0,41.0,17.0,17.0,29.0,51.0,251.0
zkoV10dB,ENGLAND 1,ROUND 4,2025-09-13,11:00,Bournemouth,Brighton,2.88,2.3,3.25,1.3,3.4,2.5,1.5,6.0,1.13,2.35,3.5,2.9,1.04,13.0,1.22,4.33,1.67,2.2,2.75,1.44,5.0,1.17,1.57,2.25,1.4,1.29,1.57,13.0,13.0,19.0,34.0,11.0,7.5,12.0,23.0,15.0,10.0,13.0,29.0,26.0,19.0,26.0,41.0,151.0
z9snf9f2,ENGLAND 1,ROUND 4,2025-09-13,11:00,Newcastle,Wolves,1.91,2.4,7.0,1.33,3.25,2.5,1.5,6.5,1.11,1.42,4.75,7.0,1.04,13.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,2.0,1.75,1.1,1.18,2.75,13.0,19.0,41.0,81.0,7.5,9.5,23.0,51.0,7.5,9.5,23.0,51.0,10.0,13.0,29.0,67.0,501.0
ARc71i2S,ENGLAND 1,ROUND 4,2025-09-13,11:00,Fulham,Leeds,2.5,2.2,4.5,1.4,2.75,2.75,1.4,8.0,1.08,1.91,3.5,4.0,1.06,10.0,1.33,3.4,2.03,1.83,3.5,1.3,6.5,1.11,1.8,1.95,1.22,1.29,1.83,10.0,12.0,23.0,51.0,7.5,7.0,15.0,41.0,9.5,9.5,17.0,41.0,19.0,17.0,29.0,51.0,351.0
tn6j5Z23,ENGLAND 1,ROUND 4,2025-09-13,11:00,Crystal Palace,Sunderland,2.2,2.2,6.0,1.44,2.63,3.0,1.36,9.0,1.07,1.65,3.75,5.75,1.07,9.0,1.36,3.2,2.1,1.73,4.0,1.25,8.0,1.08,2.05,1.7,1.14,1.25,2.2,8.5,13.0,29.0,67.0,6.5,8.0,21.0,51.0,7.5,9.5,21.0,51.0,13.0,17.0,34.0,81.0,501.0
r91vciWi,BELGIUM 1,ROUND 7,2025-09-13,11:00,Waregem,Leuven,3.0,2.2,3.4,1.36,3.0,2.75,1.4,8.0,1.08,2.4,3.4,2.88,1.05,11.0,1.29,3.5,1.93,1.88,3.25,1.33,6.5,1.11,1.7,2.05,1.4,1.3,1.53,11.0,9.5,15.0,29.0,8.5,6.5,11.0,23.0,12.0,9.5,13.0,29.0,23.0,19.0,29.0,41.0,201.0
lC9b3DXF,ENGLAND 1,ROUND 4,2025-09-13,11:00,Everton,Aston Villa,3.1,2.1,3.5,1.4,2.75,3.0,1.36,8.0,1.08,2.45,3.3,2.9,1.06,9.5,1.33,3.4,2.05,1.8,3.5,1.3,7.0,1.1,1.8,1.95,1.4,1.33,1.53,9.5,10.0,17.0,34.0,9.0,6.5,12.0,26.0,13.0,11.0,15.0,41.0,26.0,21.0,34.0,51.0,301.0
KbCNN6gB,SPAIN 1,ROUND 4,2025-09-13,11:15,Real Sociedad,Real Madrid,5.5,2.38,2.1,1.33,3.25,2.5,1.5,6.5,1.11,5.0,4.33,1.6,1.04,13.0,1.25,4.0,1.73,2.1,3.0,1.4,5.0,1.17,1.8,1.95,2.3,1.2,1.17,13.0,7.5,8.0,12.0,15.0,8.0,8.5,13.0,26.0,15.0,17.0,23.0,51.0,41.0,41.0,51.0,251.0
zefpKA4e,NETHERLANDS 1,ROUND 5,2025-09-13,11:30,Ajax,Zwolle,1.67,2.88,8.0,1.22,4.0,2.1,1.67,4.5,1.18,1.25,6.0,11.0,1.02,19.0,1.13,6.0,1.48,2.6,2.1,1.67,3.5,1.29,1.8,1.95,1.05,1.13,3.75,19.0,26.0,51.0,101.0,9.5,11.0,26.0,51.0,7.5,9.0,19.0,51.0,8.5,10.0,23.0,51.0,201.0
C6zF42et,FRANCE 1,ROUND 4,2025-09-13,12:00,Nice,Nantes,2.25,2.3,5.0,1.36,3.0,2.63,1.44,7.0,1.1,1.67,3.7,5.25,1.05,11.0,1.29,3.75,1.9,1.95,3.2,1.36,6.0,1.13,1.8,1.95,1.17,1.29,2.15,11.0,15.0,26.0,51.0,7.0,7.0,17.0,41.0,8.0,8.5,15.0,41.0,13.0,13.0,26.0,51.0,251.0
rafKExAC,AUSTRIA 1,ROUND 6,2025-09-13,12:00,BW Linz,Grazer AK,2.75,2.1,4.0,1.4,2.75,3.0,1.36,8.0,1.08,2.1,3.4,3.4,1.06,10.0,1.33,3.25,2.08,1.73,3.75,1.25,8.0,1.08,1.8,1.95,1.3,1.3,1.67,9.5,10.0,17.0,41.0,7.5,6.5,12.0,29.0,10.0,9.0,15.0,34.0,19.0,17.0,29.0,51.0,251.0
