Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
2aFHGEcU,2025-12-13,00:00,AUSTRALIA 1 WOM,Round 5,Newcastle W,Brisbane Roar W,3.2,2.5,2.5,1.2,4.0,2.1,1.65,4.8,1.14,2.8,3.6,2.15,1.01,15.0,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,1.36,2.88,1.62,1.29,1.4
M5qW1zaB,2025-12-13,01:05,JAPAN 2,Promotion,Chiba,Tokushima,2.88,2.1,3.75,1.4,2.75,3.0,1.36,8.0,1.08,2.15,3.2,3.3,1.07,9.0,1.33,3.25,2.05,1.75,3.5,1.29,8.0,1.08,1.8,1.91,1.33,1.36,1.67
vNRuiJpg,2025-12-13,02:00,NEW ZEALAND 1,Grand Final,Wellington Olympic,Auckland City,2.8,2.33,2.9,0.0,0.0,2.28,1.55,0.0,0.0,2.4,3.6,2.45,0.0,0.0,1.16,4.5,1.6,2.2,2.4,1.5,4.2,1.18,1.5,2.36,1.41,1.25,1.44
SIp3ltKr,2025-12-13,02:00,TAIWAN MULAN FOOTBALL LEAGUE WOM,Round 10,Hang Yuen W,Valkyrie W,1.12,5.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,20.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.88,1.68,1.89,3.55,1.21,1.01,20.0,76.0
tKsIqDRG,2025-12-13,02:50,AUSTRALIA 1 WOM,Round 7,Melbourne Victory W,Adelaide W,2.25,2.38,4.2,1.25,3.6,2.4,1.5,5.5,1.11,1.7,3.6,4.0,1.01,13.0,1.17,4.5,1.6,2.2,2.6,1.44,4.8,1.14,1.57,2.25,1.2,1.22,2.0
O04Vcah4,2025-12-13,03:00,AUSTRALIA 1,Round 8,WS Wanderers,Brisbane Roar,2.5,2.2,4.33,1.36,3.0,2.75,1.4,8.0,1.08,1.91,3.8,3.6,1.05,11.0,1.3,3.5,1.98,1.88,3.4,1.33,6.5,1.11,1.8,1.95,1.29,1.25,1.8
EXuQsidT,2025-12-13,03:30,AUSTRALIA 1 WOM,Round 7,Canberra W,Melbourne City W,4.5,2.5,2.0,1.22,3.8,2.25,1.57,5.5,1.11,5.0,4.0,1.53,1.01,13.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.57,2.25,2.38,1.2,1.14
QJybU6me,2025-12-13,04:00,HONG KONG 1,Round 11,Eastern District,Southern District,5.2,2.52,1.89,0.0,0.0,2.16,1.54,0.0,0.0,5.4,3.99,1.43,0.0,0.0,1.17,4.3,1.6,2.17,2.5,1.45,4.4,1.16,1.68,1.92,2.3,1.15,1.08
UirkWSIr,2025-12-13,04:00,HONG KONG 1,Round 11,North District,Kitchee,4.17,2.37,2.19,0.0,0.0,2.25,1.49,0.0,0.0,3.92,3.48,1.71,0.0,0.0,1.19,4.0,1.66,2.06,2.65,1.41,4.8,1.14,1.58,2.07,1.85,1.2,1.15
xYwWeOR8,2025-12-13,04:00,TAIWAN MULAN FOOTBALL LEAGUE WOM,Round 10,AC Taipei W,Taichung Sakura W,2.05,2.65,3.85,0.0,0.0,0.0,0.0,1.34,2.65,1.62,3.95,3.95,0.0,0.0,0.0,0.0,1.34,2.65,1.88,1.68,3.0,1.27,1.38,2.55,1.15,1.16,1.97
