Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
6D3cVWJa,2026-01-09,00:30,INDIA IWL WOM,Round 7,Kickstart W,Sesa FA W,1.48,2.83,9.0,0.0,0.0,1.95,1.7,0.0,0.0,1.17,6.33,12.0,0.0,0.0,0.0,0.0,1.36,2.66,1.95,1.7,0.0,0.0,1.17,6.33,1.03,1.07,3.33
Ya5kXhkm,2026-01-09,00:30,INDIA IWL WOM,Round 7,Nita FA W,Sreebhumi W,3.0,2.37,2.6,0.0,0.0,2.1,1.6,0.0,0.0,2.71,3.75,2.2,0.0,0.0,0.0,0.0,1.45,2.4,2.1,1.6,0.0,0.0,2.62,3.7,1.5,1.23,1.38
lnbOHcw0,2026-01-09,05:00,AUSTRALIA 1 WOM,Round 12,Sydney W,Adelaide W,3.25,2.2,2.88,1.29,3.3,2.55,1.45,6.5,1.08,2.63,3.3,2.38,1.01,11.0,1.2,4.0,1.73,2.0,2.88,1.36,5.5,1.11,1.57,2.25,1.53,1.29,1.44
zNMLkkuI,2026-01-09,05:30,INDONESIA 1,Round 17,Persita,Borneo,3.75,2.1,2.5,1.33,3.0,2.88,1.36,6.5,1.08,3.4,3.3,2.0,1.04,11.0,1.29,3.5,1.9,1.87,3.4,1.3,6.5,1.1,1.73,2.0,1.73,1.25,1.25
Eu6PJAk4,2026-01-09,05:35,AUSTRALIA 1,Round 12,Brisbane Roar,Auckland FC,3.5,2.2,3.0,1.4,2.75,2.75,1.4,8.0,1.08,3.0,3.5,2.25,1.06,10.0,1.3,3.5,1.98,1.88,3.4,1.33,6.5,1.11,1.75,2.0,1.57,1.29,1.36
2uc6TAlC,2026-01-09,06:00,INDIA IWL WOM,Round 7,Gokulam Kerala W,East Bengal W,7.7,2.62,1.62,0.0,0.0,2.1,1.53,0.0,0.0,9.25,5.3,1.23,0.0,0.0,0.0,0.0,1.45,2.4,2.12,1.57,0.0,0.0,9.25,5.3,3.0,1.11,1.06
8x0ERlJO,2026-01-09,06:00,INDIA IWL WOM,Round 7,Sethu W,Garhwal United W,1.98,2.27,5.4,0.0,0.0,2.37,1.42,0.0,0.0,1.47,4.1,5.5,0.0,0.0,0.0,0.0,1.67,1.95,2.66,1.36,0.0,0.0,1.47,4.1,1.13,1.19,2.35
UNjsMI3b,2026-01-09,06:30,WORLD CLUB FRIENDLY,-,Lugano (Sui),Plzen (Cze),3.05,2.2,3.05,1.36,2.92,2.55,1.45,5.5,1.11,2.47,3.6,2.5,1.05,8.0,1.24,3.65,1.72,2.0,2.75,1.4,4.7,1.15,1.6,2.3,1.53,1.26,1.53
zilrSZnf,2026-01-09,08:00,Burundi - Primus League,Round 16,Dynamik,Green Farmers,2.55,2.04,3.92,0.0,0.0,0.0,0.0,0.0,0.0,1.92,3.1,3.5,0.0,0.0,0.0,0.0,1.9,1.75,0.0,0.0,0.0,0.0,1.92,3.1,1.23,1.28,1.63
dC1WFy8C,2026-01-09,08:00,AUSTRALIA 1 WOM,Round 12,Perth W,WS Wanderers W,2.5,2.1,4.0,1.33,3.0,2.75,1.4,7.5,1.06,1.91,3.3,3.6,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,7.0,1.07,1.75,1.95,1.29,1.3,1.8
viqtQ49r,2026-01-09,08:00,WORLD CLUB FRIENDLY,-,Puskas Academy (Hun),Lommel SK (Bel),2.0,2.4,4.5,1.22,3.8,2.25,1.57,5.5,1.11,1.55,4.0,4.75,1.01,13.0,1.13,5.2,1.5,2.4,2.4,1.5,4.5,1.17,1.57,2.25,1.14,1.2,2.3
UHLmUd7l,2026-01-09,08:30,TURKEY 2,Round 20,Vanspor FK,Boluspor,3.1,2.2,3.25,1.36,3.0,2.63,1.44,7.0,1.1,2.38,3.2,2.6,1.05,11.0,1.25,3.75,1.85,1.95,3.25,1.33,6.0,1.13,1.67,2.1,1.44,1.33,1.5
zwNinCpI,2026-01-09,08:30,Singapore - Premier League,Round 6,Geylang,Balestier Khalsa,2.2,2.7,3.6,1.14,5.0,1.73,2.0,3.25,1.29,1.75,4.2,3.4,0.0,0.0,1.06,8.5,1.25,3.6,1.67,2.15,2.63,1.47,1.29,3.4,1.25,1.17,1.91
