Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4,Goals_H_HT,Goals_A_HT,Goals_H_FT,Goals_A_FT,Goals_Min_H,Goals_Min_A,xG_H,xG_A
drWZa4U1,ECUADOR 1,FIRST STAGE ,2024-03-12,00:00,Libertad,U. Catolica,5.0,2.1,2.4,1.47,2.65,3.0,1.38,6.6,1.09,4.33,3.5,1.75,1.06,9.5,1.33,3.25,2.05,1.75,3.5,1.29,7.0,1.1,1.91,1.8,2.0,1.29,1.2,9.5,6.5,8.0,15.0,11.0,7.0,8.5,15.0,21.0,15.0,17.0,29.0,51.0,41.0,41.0,51.0,351.0,0,1,0,1,[],[18],0.70,0.89
nknMnS2S,ARGENTINA COPA,ROUND 10,2024-03-12,00:15,Ind. Rivadavia,Dep. Riestra,3.1,1.91,4.33,1.65,2.25,3.9,1.26,9.25,1.05,2.25,3.1,3.4,1.11,6.5,1.57,2.25,2.7,1.44,6.0,1.13,15.0,1.03,2.25,1.57,1.3,1.36,1.62,6.0,7.0,15.0,41.0,5.5,6.0,13.0,34.0,9.0,10.0,21.0,51.0,21.0,23.0,41.0,81.0,0.0,1,1,1,2,[6],"[15, 80]",1.67,1.25
MmbW7Kp2,CHILE 1,ROUND 4,2024-03-12,00:30,Union La Calera,Cobreloa,2.88,2.2,3.75,1.44,2.82,2.87,1.42,6.6,1.1,2.15,3.4,3.4,1.05,11.0,1.29,3.5,1.95,1.9,3.25,1.33,6.5,1.11,1.73,2.0,1.3,1.3,1.67,10.0,11.0,17.0,34.0,8.0,6.5,12.0,26.0,11.0,9.0,13.0,34.0,21.0,17.0,26.0,41.0,201.0,0,0,0,2,[],"[67, 84]",1.25,1.30
EylEllYF,ARGENTINA COPA,ROUND 10,2024-03-12,00:45,Banfield,Velez Sarsfield,3.75,1.83,3.6,1.65,2.25,4.0,1.25,9.5,1.05,2.8,3.0,2.7,1.1,6.0,1.54,2.25,2.88,1.4,6.0,1.1,15.0,1.02,2.25,1.54,1.44,1.36,1.4,6.0,6.0,11.0,26.0,6.5,6.0,11.0,29.0,12.0,12.0,21.0,41.0,34.0,29.0,41.0,81.0,501.0,1,1,1,2,[35],"[17, 73]",0.86,0.83
h29cxLfr,AUSTRALIA 1,ROUND 12,2024-03-12,05:00,Melbourne City,WS Wanderers,2.4,2.4,4.0,1.29,3.5,2.25,1.57,5.5,1.14,1.85,3.6,3.8,1.03,15.0,1.17,5.0,1.57,2.35,2.38,1.57,4.33,1.22,1.53,2.38,1.25,1.29,1.91,17.0,15.0,23.0,41.0,10.0,7.5,13.0,26.0,11.0,8.5,12.0,29.0,17.0,13.0,19.0,34.0,101.0,4,0,7,0,"[30, 32, 39, 42, 72, 77, 82]",[],3.77,1.27
MwmTVpdb,UKRAINE 1,ROUND 21,2024-03-12,08:00,LNZ Cherkasy,Dnipro-1,5.2,1.98,2.37,1.5,2.27,3.4,1.28,8.95,1.04,4.85,3.3,1.72,0.0,0.0,1.4,2.55,2.15,1.55,3.6,1.2,0.0,0.0,2.02,1.62,2.07,1.28,1.16,7.5,5.4,7.0,13.0,10.75,6.6,8.5,16.0,26.0,16.5,19.0,37.0,90.0,55.0,70.0,120.0,900.0,0,0,0,0,0,0,0,0
MP9xD4aA,SERBIA 1,ROUND 25,2024-03-12,10:00,TSC,Mladost,1.95,2.22,6.6,1.4,2.72,2.75,1.4,5.9,1.1,1.44,4.15,7.0,1.06,7.4,1.29,3.3,1.87,1.87,3.05,1.33,5.3,1.12,2.05,1.7,1.11,1.2,2.8,7.4,16.0,40.0,175.0,6.1,8.25,22.0,90.0,6.2,8.25,21.0,80.0,9.25,12.5,32.0,120.0,1000.0,1,0,4,1,"[2, 58, 68, 71]",[75],0,0
0UoXU4B4,UKRAINE 1,ROUND 21,2024-03-12,10:30,Dyn. Kyiv,FK Zorya Luhansk,1.47,2.87,10.75,1.38,2.57,2.05,1.62,4.45,1.17,1.14,6.9,15.0,0.0,0.0,1.19,3.7,1.42,2.47,2.0,1.65,3.05,1.28,2.27,1.5,1.03,1.07,5.6,17.0,40.0,150.0,700.0,8.5,15.5,55.0,250.0,6.0,11.0,40.0,200.0,6.1,11.5,40.0,200.0,900.0,1,0,2,0,"[30, 85]",[],0,0
0G8tCOEG,SERBIA 1,ROUND 25,2024-03-12,12:00,Cukaricki,Sp. Subotica,2.07,2.1,6.5,1.47,2.55,3.05,1.33,6.7,1.07,1.5,3.85,6.5,1.08,6.6,1.38,2.82,2.15,1.65,3.6,1.24,6.3,1.08,2.27,1.57,1.12,1.22,2.6,6.6,13.5,37.0,150.0,5.3,7.7,22.0,90.0,5.9,8.75,24.0,100.0,9.5,14.0,40.0,150.0,900.0,1,0,2,2,"[29, 51]","[55, 81]",0,0
ruboBrUM,SERBIA 1,ROUND 25,2024-03-12,12:00,Novi Pazar,Vozdovac,2.37,2.05,5.0,1.47,2.55,3.0,1.34,6.6,1.08,1.75,3.45,4.55,1.08,6.6,1.36,2.87,2.07,1.7,3.5,1.26,6.2,1.09,1.98,1.75,1.21,1.27,2.07,6.6,10.75,24.0,80.0,6.1,6.7,15.5,50.0,7.5,8.25,17.5,60.0,13.5,15.0,32.0,100.0,900.0,1,1,2,2,"[13, 55]","[22, 90]",0,0
