Id,League,Round,Date,Time,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X,Odd_12,Odd_X2,Odd_0x0,Odd_0x1,Odd_0x2,Odd_0x3,Odd_1x0,Odd_1x1,Odd_1x2,Odd_1x3,Odd_2x0,Odd_2x1,Odd_2x2,Odd_2x3,Odd_3x0,Odd_3x1,Odd_3x2,Odd_3x3,Odd_4x4
jgkOva44,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Sabah Baku (Aze),Petrocub (Mda),1.83,2.38,6.5,1.32,3.1,2.47,1.48,5.58,1.11,1.39,4.5,5.75,1.02,9.62,1.21,3.9,1.69,2.04,2.73,1.41,4.62,1.16,2.0,1.73,1.1,1.13,2.6,13.0,17.0,29.0,67.0,7.0,9.0,21.0,41.0,7.0,9.0,21.0,51.0,9.5,12.0,29.0,67.0,700.0
C66jJbaN,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Spaeri (Geo),Austria Vienna (Aut),10.0,2.75,1.53,1.27,3.44,2.21,1.59,4.64,1.16,11.0,6.0,1.15,1.01,11.0,1.17,4.47,1.54,2.3,2.28,1.55,3.83,1.22,2.2,1.62,3.8,1.08,1.02,17.0,8.0,6.5,7.0,29.0,13.0,10.0,12.0,51.0,34.0,29.0,34.0,151.0,67.0,67.0,81.0,1000.0
SCDt82I5,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Gyor (Hun),Pyunik Yerevan (Arm),2.3,2.2,4.5,1.37,2.85,2.65,1.42,6.24,1.09,1.7,3.5,4.5,1.04,8.25,1.27,3.41,1.85,1.85,3.1,1.32,5.64,1.11,1.8,1.91,1.13,1.22,1.95,11.0,13.0,23.0,51.0,7.0,7.0,15.0,34.0,9.0,8.0,15.0,41.0,15.0,15.0,23.0,51.0,151.0
OxfRxZvf,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,FC Santa Coloma (And),Polissya Zhytomyr (Ukr),5.0,2.25,2.1,1.32,3.1,2.55,1.45,5.83,1.1,4.75,4.0,1.6,1.02,10.0,1.24,3.69,1.75,1.96,2.9,1.36,5.05,1.13,1.83,1.83,2.25,1.22,1.17,12.0,7.0,8.0,13.0,15.0,8.0,8.0,13.0,26.0,17.0,17.0,23.0,51.0,41.0,41.0,51.0,500.0
OOEhOZP0,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Dila Gori (Geo),Riga FC (Lat),3.6,2.2,2.63,1.36,2.9,2.6,1.43,6.25,1.09,3.1,3.3,2.1,1.04,8.44,1.26,3.52,1.82,1.88,3.1,1.32,5.47,1.11,1.73,2.0,1.6,1.25,1.29,11.0,8.5,11.0,19.0,10.0,6.5,9.5,17.0,17.0,11.0,13.0,26.0,34.0,26.0,29.0,41.0,151.0
reQsApgg,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:00,Banga (Ltu),Rosenborg (Nor),8.0,2.6,1.67,1.26,3.49,2.2,1.6,4.61,1.16,8.0,5.75,1.29,1.01,11.0,1.16,4.53,1.54,2.3,2.3,1.54,3.88,1.22,2.0,1.73,3.5,1.13,1.06,17.0,8.0,6.5,8.0,21.0,11.0,9.5,11.0,41.0,23.0,23.0,29.0,101.0,51.0,51.0,67.0,800.0
ML3EPsHj,EUROPA LEAGUE,QUALIFICATION,2025-07-31,13:30,AEK Larnaca (Cyp),Celje (Slo),2.4,2.05,4.75,1.44,2.57,3.1,1.32,7.55,1.06,1.85,3.4,4.2,1.06,7.54,1.36,2.9,2.14,1.63,3.86,1.22,7.37,1.06,2.0,1.73,1.22,1.3,1.83,8.0,10.0,21.0,41.0,6.5,6.5,15.0,41.0,8.0,9.5,19.0,41.0,15.0,17.0,34.0,67.0,1250.0
CA0MNiBM,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:45,AZ Alkmaar (Ned),Ilves (Fin),1.3,3.6,15.0,1.15,4.81,1.71,2.01,3.2,1.3,1.08,11.0,19.0,1.01,15.57,1.06,7.52,1.23,3.72,1.61,2.18,2.33,1.53,2.25,1.57,0.0,0.0,0.0,34.0,51.0,101.0,151.0,13.0,26.0,51.0,126.0,8.5,13.0,41.0,81.0,7.0,13.0,34.0,101.0,1250.0
YLhoqaw0,EUROPA CONFERENCE LEAGUE,QUALIFICATION,2025-07-31,13:45,Kalju (Est),St. Patricks (Irl),4.5,2.1,2.4,1.42,2.65,2.9,1.36,6.94,1.07,3.9,3.4,1.8,1.05,8.06,1.32,3.1,1.99,1.73,3.42,1.27,6.59,1.08,1.91,1.8,1.8,1.25,1.18,9.0,7.0,8.5,15.0,10.0,7.0,9.0,17.0,21.0,13.0,17.0,29.0,41.0,41.0,41.0,51.0,800.0
4YvVeT3M,EUROPA LEAGUE,QUALIFICATION,2025-07-31,14:00,Hacken (Swe),Anderlecht (Bel),3.6,2.25,2.6,1.32,3.1,2.47,1.48,5.73,1.1,3.25,3.5,2.15,1.02,9.82,1.21,3.92,1.7,2.02,2.73,1.4,4.89,1.14,1.62,2.2,1.67,1.29,1.33,12.0,9.5,11.0,19.0,11.0,7.0,9.5,17.0,19.0,11.0,13.0,23.0,34.0,26.0,29.0,41.0,151.0
