Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
O6JAqrP8,2026-01-30,00:30,INDIA SANTOSH TROPHY,Final Group,Nagaland,Rajasthan FC,4.9,2.12,2.2,1.39,2.45,2.71,1.4,0.0,0.0,4.6,3.6,1.62,0.0,0.0,1.3,3.2,1.9,1.72,3.42,1.23,0.0,0.0,1.95,1.75,2.02,1.23,1.17
4KFJ6hnd,2026-01-30,02:50,AUSTRALIA 1 WOM,Round 15,Adelaide W,Melbourne City W,4.5,2.38,2.1,1.25,3.6,2.4,1.5,5.5,1.11,4.6,3.8,1.62,1.01,13.0,1.14,4.8,1.6,2.2,2.6,1.44,4.8,1.14,1.6,2.2,2.2,1.22,1.17
K09XDuJr,2026-01-30,03:00,AUSTRALIA 1,Round 15,Wellington Phoenix,Melbourne City,4.0,2.2,2.6,1.36,3.0,2.63,1.44,7.0,1.1,3.4,4.0,1.96,1.04,12.0,1.29,3.75,1.9,1.95,3.4,1.33,6.0,1.13,1.8,1.95,1.8,1.22,1.3
G4bkx0Hr,2026-01-30,05:00,INDIA SANTOSH TROPHY,Final Group,Assam,West Bengal FT,8.0,2.8,1.57,1.2,4.0,2.2,1.6,5.2,1.13,10.0,5.0,1.22,1.01,17.0,1.11,5.5,1.45,2.55,2.25,1.57,3.48,1.22,1.95,1.75,3.75,1.13,1.05
pM7JsMgL,2026-01-30,05:00,INDIA SANTOSH TROPHY,Final Group,Tamilnadu,Uttarakhand,2.63,2.1,3.75,1.36,2.88,3.0,1.33,8.0,1.05,2.0,3.25,3.4,1.03,9.0,1.29,3.3,2.0,1.73,3.6,1.25,7.5,1.06,1.8,1.91,1.29,1.3,1.73
hKpoFQPQ,2026-01-30,05:30,INDONESIA 1,Round 19,Persik Kediri,Bali United,3.0,2.1,3.3,1.36,2.88,2.88,1.36,7.0,1.07,2.3,3.2,2.8,1.05,10.0,1.3,3.4,2.0,1.8,3.5,1.29,6.5,1.08,1.67,2.1,1.36,1.3,1.5
xhMH94ml,2026-01-30,05:30,INDONESIA 1,Round 19,Persita,Persija Jakarta,4.5,2.2,2.3,1.3,3.2,2.63,1.44,6.0,1.1,4.1,3.5,1.75,1.04,11.0,1.25,3.8,1.8,2.0,3.1,1.36,6.0,1.13,1.67,2.1,1.91,1.25,1.17
Ykv0pVpT,2026-01-30,06:00,MYANMAR 1,Round 15,Yadanarbon,Thitsar Arman,2.42,2.32,3.5,1.21,4.0,2.02,1.57,0.0,0.0,1.93,3.65,3.15,1.01,16.0,1.12,4.5,1.36,2.75,2.05,1.6,3.0,1.3,1.38,2.82,1.29,1.24,1.7
4dXqlDo4,2026-01-30,06:00,MYANMAR 1,Round 15,Dagon Port,Hantharwady Utd,3.3,2.52,2.32,1.14,5.0,1.75,1.78,3.05,1.33,3.1,3.9,1.88,1.01,27.0,1.05,6.0,1.23,3.4,1.67,1.95,2.4,1.48,1.3,3.2,1.75,1.21,1.3
WQ75Uev3,2026-01-30,06:00,AUSTRALIA 1 WOM,Round 15,Brisbane Roar W,Central Coast Mariners W,2.4,2.3,3.75,1.25,3.6,2.25,1.57,5.5,1.11,1.9,3.6,3.3,1.01,13.0,1.14,4.8,1.57,2.25,2.4,1.5,4.5,1.17,1.5,2.4,1.25,1.25,1.8
hx6zwJHU,2026-01-30,06:05,AUSTRALIA 1,Round 15,Adelaide United,Macarthur FC,3.0,2.4,3.0,1.25,3.75,2.2,1.62,5.0,1.17,2.45,3.8,2.5,1.02,17.0,1.17,5.0,1.53,2.5,2.3,1.62,4.0,1.25,1.44,2.63,1.5,1.25,1.5
21dE0kzI,2026-01-30,06:30,WORLD CLUB FRIENDLY,-,Tychy (Pol),Zaglebie Sosnowiec (Pol),2.5,2.3,3.5,1.25,3.6,2.25,1.57,5.5,1.11,1.91,3.4,3.1,1.01,13.0,1.14,4.8,1.57,2.25,2.55,1.45,4.5,1.17,1.5,2.38,1.3,1.25,1.73
6ZxDrW7t,2026-01-30,06:30,CZECH TIPSORT LIGA,-,Samorin,Malzenice,2.6,2.4,3.3,1.2,4.0,2.2,1.6,4.8,1.14,2.0,3.5,2.88,1.01,17.0,1.11,5.5,1.45,2.55,2.2,1.6,3.8,1.22,1.36,2.7,1.33,1.29,1.67
xOpiniGG,2026-01-30,06:30,MYANMAR 1,Round 15,Ispe FC,Yangon Utd,9.0,2.8,1.52,1.21,4.0,1.98,1.6,0.0,0.0,11.5,6.1,1.16,1.01,19.0,1.1,4.8,1.38,2.67,1.95,1.67,3.1,1.28,2.1,1.66,3.35,1.09,1.04
ChZ0y44L,2026-01-30,07:00,WORLD CLUB FRIENDLY,-,Artis Brno (Cze),Trinec (Cze),2.0,2.4,5.0,1.29,3.3,2.4,1.5,6.5,1.08,1.47,4.0,5.5,1.01,11.0,1.17,4.5,1.65,2.1,2.75,1.4,5.2,1.13,1.73,2.0,1.1,1.2,2.6
dGcCwtjl,2026-01-30,07:00,WORLD CLUB FRIENDLY,-,Zizkov (Cze),Usti nad Labem (Cze),2.8,2.38,3.1,1.22,3.8,2.25,1.57,5.2,1.13,2.3,3.5,2.63,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.44,2.6,1.4,1.29,1.53
C2IinUsf,2026-01-30,07:00,WORLD CLUB FRIENDLY,-,Banska Bystrica (Svk),Podbrezova (Svk),3.25,2.4,2.63,1.22,3.8,2.2,1.6,5.5,1.11,2.75,3.4,2.1,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.44,2.5,1.62,1.25,1.36
