Id,Date,Time,League,Round,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over15_HT,Odd_Under15_HT,Odd_Over25_HT,Odd_Under25_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_Over35_FT,Odd_Under35_FT,Odd_Over45_FT,Odd_Under45_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_1X_FT,Odd_12_FT,Odd_X2_FT
ERMjK5Hl,2025-12-20,00:00,AUSTRALIA 1 WOM,Round 8,Wellington Phoenix W,Sydney W,2.63,2.1,4.0,1.36,2.88,3.0,1.33,8.0,1.05,1.95,3.25,3.5,1.03,9.0,1.29,3.3,2.0,1.73,3.8,1.22,7.5,1.06,1.8,1.91,1.25,1.3,1.73
dbxKpbJ7,2025-12-20,01:30,TAIWAN MULAN FOOTBALL LEAGUE WOM,Round 11,Kaohsiung W,Taichung Sakura W,1.41,3.32,7.4,0.0,0.0,0.0,0.0,1.21,3.4,1.13,6.2,9.8,0.0,0.0,0.0,0.0,1.21,3.4,1.57,2.05,2.3,1.45,1.73,1.88,1.02,1.05,4.1
WO6sCXwo,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,Urawa W,Albirex Niigata W,2.02,2.12,6.0,1.38,2.45,2.54,1.4,0.0,0.0,1.47,3.75,6.0,0.0,0.0,1.23,3.4,1.85,1.75,2.9,1.32,0.0,0.0,1.97,1.74,1.12,1.21,2.3
Kr8IDpFk,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,Sanfrecce Hiroshima W,Nojima Stella W,2.27,2.02,5.1,1.42,2.35,0.0,0.0,0.0,0.0,1.65,3.35,4.8,0.0,0.0,1.33,2.85,2.0,1.65,3.55,1.21,0.0,0.0,2.12,1.64,1.16,1.26,1.98
bVbTZzWi,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,Saitama W,JEF United W,3.5,2.0,3.0,1.4,2.75,3.2,1.3,8.0,1.05,2.8,3.0,2.4,1.05,8.0,1.33,3.0,2.2,1.6,4.0,1.2,8.0,1.05,1.85,1.85,1.5,1.33,1.36
hUixYE04,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,Parceiro Nagano W,Beleza W,14.0,3.2,1.36,1.2,4.0,2.1,1.65,4.8,1.14,23.0,8.5,1.07,1.01,17.0,1.11,5.5,1.45,2.55,2.25,1.57,3.4,1.23,2.88,1.36,7.0,1.06,1.01
niVAHgGN,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,Mynavi Sendai W,Omiya Ardija W,3.3,1.98,3.1,1.44,2.3,0.0,0.0,0.0,0.0,2.65,3.15,2.42,0.0,0.0,1.33,2.82,2.07,1.6,3.55,1.21,0.0,0.0,1.85,1.85,1.45,1.3,1.39
QsjpWhVG,2025-12-20,02:00,JAPAN WE LEAGUE WOM,Round 14,C-Osaka W,Inac Kobe Leonesa W,7.0,2.3,1.83,1.36,2.88,2.88,1.36,7.5,1.05,7.5,4.2,1.36,1.02,10.0,1.29,3.3,1.95,1.75,3.6,1.25,7.5,1.06,2.25,1.57,2.88,1.2,1.07
2V7ETJ97,2025-12-20,02:30,INDIA SANTOSH TROPHY,-,Goa FT,Services,4.2,2.0,2.7,1.44,2.6,3.3,1.29,9.0,1.03,3.5,3.25,1.95,1.05,8.0,1.36,2.88,2.25,1.57,4.5,1.17,9.0,1.03,1.95,1.75,1.73,1.3,1.25
6TPOu4Qr,2025-12-20,03:00,AUSTRALIA 1 WOM,Round 8,Canberra W,Central Coast Mariners W,2.4,2.2,4.2,1.33,3.0,2.75,1.4,7.0,1.07,1.8,3.4,3.9,1.02,10.0,1.25,3.6,1.85,1.85,3.3,1.29,6.5,1.08,1.73,2.0,1.2,1.25,1.91
MenIleFj,2025-12-20,03:00,AUSTRALIA 1,Round 9,Newcastle Jets,Sydney FC,3.25,2.63,2.5,1.2,4.33,2.0,1.8,4.0,1.22,3.05,4.0,2.05,1.01,21.0,1.11,6.5,1.36,3.2,1.91,1.91,3.2,1.36,1.36,3.0,1.7,1.22,1.36
jkiJcLTg,2025-12-20,04:00,HONG KONG CUP,1/8-finals,Lee Man Warriors,Kowloon City,1.8,2.7,5.5,1.17,4.5,2.1,1.65,4.5,1.17,1.36,4.6,6.0,0.0,0.0,1.08,6.5,1.4,2.75,2.1,1.65,3.6,1.25,1.57,2.25,1.08,1.17,2.88
tQtvjgem,2025-12-20,04:00,TAIWAN MULAN FOOTBALL LEAGUE WOM,Round 11,Taipei Bravo W,Taichung Blue W,21.0,4.5,1.17,1.11,5.5,1.65,2.1,3.3,1.29,56.0,18.0,1.02,0.0,0.0,1.03,9.0,1.2,4.0,1.57,2.25,2.32,1.51,3.2,1.3,4.0,1.01,1.01
AwK681BE,2025-12-20,04:30,TAIWAN MULAN FOOTBALL LEAGUE WOM,Round 11,Hang Yuen W,AC Taipei W,1.22,4.2,17.0,1.11,5.5,1.73,2.0,3.3,1.29,1.03,13.0,41.0,0.0,0.0,1.03,9.0,1.22,3.8,1.6,2.2,2.23,1.49,2.88,1.36,1.01,1.03,12.0
WKnumC4L,2025-12-20,05:30,BANGLADESH 1,Round 7,Bangladesh Police,Bashundara Kings,6.5,2.5,1.8,1.29,3.25,2.38,1.53,5.5,1.13,7.5,4.6,1.3,1.01,15.0,1.2,4.5,1.6,2.2,2.63,1.47,5.0,1.17,1.87,1.87,3.0,1.14,1.06
hOKYZoq3,2025-12-20,05:30,INDONESIA 1,Round 15,Dewa United,Persis Solo,2.1,2.4,4.5,1.25,3.5,2.25,1.57,5.5,1.13,1.62,3.8,4.4,1.01,15.0,1.17,5.0,1.57,2.25,2.55,1.5,4.5,1.2,1.57,2.3,1.14,1.2,2.1
Euj4sjSr,2025-12-20,05:30,BANGLADESH 1,Round 7,Fortis,Fakirerpool YMC,1.73,2.5,6.5,1.25,3.5,2.38,1.53,5.5,1.13,1.3,4.75,8.0,1.01,15.0,1.2,4.5,1.57,2.25,2.63,1.47,5.0,1.17,1.91,1.83,1.05,1.14,3.1
M5gCuUde,2025-12-20,05:30,BANGLADESH 1,Round 7,Mohammedan,Arambagh,1.67,2.63,7.0,1.22,3.75,2.25,1.57,5.0,1.14,1.22,5.0,8.5,1.01,17.0,1.11,5.5,1.5,2.4,2.25,1.57,4.0,1.2,1.83,1.83,1.05,1.13,3.5
2iP4Cb7c,2025-12-20,05:35,AUSTRALIA 1,Round 9,Melbourne City,Melbourne Victory,2.75,2.2,3.6,1.36,3.0,2.63,1.44,7.0,1.1,2.15,3.7,3.05,1.05,11.0,1.25,4.0,1.85,2.0,3.2,1.36,5.5,1.14,1.7,2.05,1.36,1.29,1.67
GpQKbvSN,2025-12-20,06:30,India - IWL Women,Round 1,Nita FA W,Gokulam Kerala W,6.6,2.77,1.62,0.0,0.0,1.85,1.7,0.0,0.0,8.0,5.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,1.78,1.83,0.0,0.0,8.0,5.5,2.9,1.11,1.07
tYxbWrg3,2025-12-20,06:30,MALAYSIA 1,Round 12,Johor DT,Kelantan The Real Warriors,1.05,6.0,61.0,0.0,0.0,1.3,3.2,1.9,1.8,1.01,16.23,32.46,0.0,0.0,0.0,0.0,1.03,7.64,1.14,4.9,1.37,2.87,3.0,1.34,1.01,16.23,32.46
